species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_MI_61	0_pi_MI_7	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_MI_61	4_pi_MI_7	4_pi_between	4_pi_total
melanargia_ines	TRINITY_DN17674_c0_g1(+)	ines.TRINITY_DN17674_c0_g1	OG0003868	258	0	0	258	495	494	0	1	0	0	0.0	0.0020202	0.0010101	0.0010101	167	167	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17675_c0_g1(+)	ines.TRINITY_DN17675_c0_g1	NA	179	0	0	179	344	342	2	0	0	0	0.00581395	0.0	0.00290698	0.00290698	53	52	0	1	0	0	0.0	0.01886792	0.00943396	0.00943396
melanargia_ines	TRINITY_DN17676_c0_g1(+)	ines.TRINITY_DN17676_c0_g1	NA	600	0	0	600	1150	1147	0	0	3	0	0.0026087	0.0026087	0.00130435	0.00173913	176	175	0	0	1	0	0.00568182	0.00568182	0.00284091	0.00378788
melanargia_ines	TRINITY_DN17680_c0_g1(+)	ines.TRINITY_DN17680_c0_g1	NA	746	0	0	746	1454	1454	0	0	0	0	0.0	0.0	0.0	0.0	394	393	1	0	0	0	0.00253807	0.0	0.00126904	0.00126904
melanargia_ines	TRINITY_DN17685_c0_g1(+)	ines.TRINITY_DN17685_c0_g1	NA	378	0	0	378	713	711	0	2	0	0	0.0	0.00280505	0.00140252	0.00140252	193	189	1	1	1	1	0.01036269	0.01036269	0.01295337	0.01208981
melanargia_ines	TRINITY_DN17686_c0_g1(+)	ines.TRINITY_DN17686_c0_g1	NA	154	0	0	154	303	303	0	0	0	0	0.0	0.0	0.0	0.0	68	68	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17688_c1_g1(+)	ines.TRINITY_DN17688_c1_g1	NA	263	0	0	263	511	510	1	0	0	0	0.00195695	0.0	0.00097847	0.00097847	110	110	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17690_c0_g1(+)	ines.TRINITY_DN17690_c0_g1	NA	395	0	0	395	755	752	0	1	2	0	0.00264901	0.00397351	0.00198675	0.00242825	178	174	0	1	3	0	0.01685393	0.02247191	0.01123596	0.01404495
melanargia_ines	TRINITY_DN17691_c0_g1(+)	ines.TRINITY_DN17691_c0_g1	OG0003460	325	0	0	325	629	629	0	0	0	0	0.0	0.0	0.0	0.0	159	156	1	1	1	0	0.01257862	0.01257862	0.00943396	0.01048218
melanargia_ines	TRINITY_DN17693_c0_g1(+)	ines.TRINITY_DN17693_c0_g1	OG0003953	322	0	0	322	588	588	0	0	0	0	0.0	0.0	0.0	0.0	192	190	0	0	2	0	0.01041667	0.01041667	0.00520833	0.00694444
melanargia_ines	TRINITY_DN17695_c0_g1(+)	ines.TRINITY_DN17695_c0_g1	NA	34	0	0	34	65	64	1	0	0	0	0.01538462	0.0	0.00769231	0.00769231	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17696_c0_g1(+)	ines.TRINITY_DN17696_c0_g1	NA	111	0	0	111	215	215	0	0	0	0	0.0	0.0	0.0	0.0	36	36	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17698_c0_g1(+)	ines.TRINITY_DN17698_c0_g1	OG0002149	291	0	0	291	558	558	0	0	0	0	0.0	0.0	0.0	0.0	142	141	0	0	1	0	0.00704225	0.00704225	0.00352113	0.00469484
melanargia_ines	TRINITY_DN17700_c0_g1(+)	ines.TRINITY_DN17700_c0_g1	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17701_c0_g1(+)	ines.TRINITY_DN17701_c0_g1	NA	113	0	0	113	214	213	0	0	1	0	0.0046729	0.0046729	0.00233645	0.00311527	54	54	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17702_c0_g1(+)	ines.TRINITY_DN17702_c0_g1	NA	9	0	0	9	18	18	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17703_c0_g1(+)	ines.TRINITY_DN17703_c0_g1	NA	242	0	0	242	456	455	0	1	0	0	0.0	0.00219298	0.00109649	0.00109649	105	105	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17704_c0_g1(+)	ines.TRINITY_DN17704_c0_g1	NA	365	0	0	365	678	675	2	1	0	0	0.00294985	0.00147493	0.00221239	0.00221239	165	164	0	1	0	0	0.0	0.00606061	0.0030303	0.0030303
melanargia_ines	TRINITY_DN17705_c0_g1(+)	ines.TRINITY_DN17705_c0_g1	NA	251	0	0	251	481	481	0	0	0	0	0.0	0.0	0.0	0.0	150	150	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17710_c0_g1(+)	ines.TRINITY_DN17710_c0_g1	NA	23	0	0	23	45	45	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17711_c1_g1(-)	ines.TRINITY_DN17711_c1_g1	NA	26	0	0	26	48	48	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17712_c0_g1(+)	ines.TRINITY_DN17712_c0_g1	NA	484	0	0	484	914	909	4	1	0	0	0.00437637	0.00109409	0.00273523	0.00273523	225	224	0	0	1	0	0.00444444	0.00444444	0.00222222	0.00296296
melanargia_ines	TRINITY_DN17717_c0_g2(+)	ines.TRINITY_DN17717_c0_g2	NA	62	0	0	62	119	117	2	0	0	0	0.01680672	0.0	0.00840336	0.00840336	20	20	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17718_c0_g1(+)	ines.TRINITY_DN17718_c0_g1	NA	270	0	0	270	497	496	0	0	1	0	0.00201207	0.00201207	0.00100604	0.00134138	62	59	1	0	2	0	0.0483871	0.03225806	0.02419355	0.02956989
melanargia_ines	TRINITY_DN17721_c0_g1(+)	ines.TRINITY_DN17721_c0_g1	NA	314	0	1	313	595	591	2	2	0	0	0.00336134	0.00336134	0.00336134	0.00336134	115	112	1	0	2	0	0.02608696	0.0173913	0.01304348	0.01594203
melanargia_ines	TRINITY_DN17722_c0_g1(+)	ines.TRINITY_DN17722_c0_g1	NA	491	0	0	491	946	943	2	0	0	1	0.00211416	0.0	0.00211416	0.0017618	246	245	1	0	0	0	0.00406504	0.0	0.00203252	0.00203252
melanargia_ines	TRINITY_DN17723_c1_g2(+)	ines.TRINITY_DN17723_c1_g2	NA	247	0	3	244	446	441	0	5	0	0	0.0	0.01121076	0.00560538	0.00560538	92	90	0	2	0	0	0.0	0.02173913	0.01086957	0.01086957
melanargia_ines	TRINITY_DN17725_c0_g2(+)	ines.TRINITY_DN17725_c0_g2	NA	747	0	0	747	1439	1438	0	1	0	0	0.0	0.00069493	0.00034746	0.00034746	334	334	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17726_c0_g1(+)	ines.TRINITY_DN17726_c0_g1	NA	73	0	0	73	145	145	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17727_c0_g1(+)	ines.TRINITY_DN17727_c0_g1	NA	149	0	0	149	278	276	1	1	0	0	0.00359712	0.00359712	0.00359712	0.00359712	45	45	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17728_c0_g1(+)	ines.TRINITY_DN17728_c0_g1	NA	451	0	0	451	867	867	0	0	0	0	0.0	0.0	0.0	0.0	207	206	1	0	0	0	0.00483092	0.0	0.00241546	0.00241546
melanargia_ines	TRINITY_DN17729_c0_g2(+)	ines.TRINITY_DN17729_c0_g2	NA	160	0	0	160	310	309	0	1	0	0	0.0	0.00322581	0.0016129	0.0016129	85	85	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17730_c0_g1(+)	ines.TRINITY_DN17730_c0_g1	NA	259	0	0	259	480	480	0	0	0	0	0.0	0.0	0.0	0.0	84	83	1	0	0	0	0.01190476	0.0	0.00595238	0.00595238
melanargia_ines	TRINITY_DN17731_c0_g1(+)	ines.TRINITY_DN17731_c0_g1	OG0002099	336	0	0	336	643	643	0	0	0	0	0.0	0.0	0.0	0.0	160	159	1	0	0	0	0.00625	0.0	0.003125	0.003125
melanargia_ines	TRINITY_DN17732_c0_g1(+)	ines.TRINITY_DN17732_c0_g1	OG0002589	278	0	0	278	528	527	0	1	0	0	0.0	0.00189394	0.00094697	0.00094697	89	88	1	0	0	0	0.01123596	0.0	0.00561798	0.00561798
melanargia_ines	TRINITY_DN17735_c0_g1(+)	ines.TRINITY_DN17735_c0_g1	NA	878	0	0	878	1681	1681	0	0	0	0	0.0	0.0	0.0	0.0	402	401	1	0	0	0	0.00248756	0.0	0.00124378	0.00124378
melanargia_ines	TRINITY_DN17736_c0_g1(+)	ines.TRINITY_DN17736_c0_g1	NA	581	0	1	580	1118	1118	0	0	0	0	0.0	0.0	0.0	0.0	265	265	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17738_c0_g1(+)	ines.TRINITY_DN17738_c0_g1	NA	7	0	0	7	12	10	2	0	0	0	0.16666667	0.0	0.08333333	0.08333333	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17739_c0_g1(+)	ines.TRINITY_DN17739_c0_g1	OG0004182	770	0	0	770	1453	1452	0	1	0	0	0.0	0.00068823	0.00034412	0.00034412	316	310	2	4	0	0	0.00632911	0.01265823	0.00949367	0.00949367
melanargia_ines	TRINITY_DN17740_c0_g1(+)	ines.TRINITY_DN17740_c0_g1	OG0003822	308	0	0	308	590	590	0	0	0	0	0.0	0.0	0.0	0.0	155	153	1	0	1	0	0.01290323	0.00645161	0.00645161	0.00752688
melanargia_ines	TRINITY_DN17742_c0_g1(+)	ines.TRINITY_DN17742_c0_g1	NA	432	0	0	432	842	839	0	3	0	0	0.0	0.00356295	0.00178147	0.00178147	220	219	0	1	0	0	0.0	0.00454545	0.00227273	0.00227273
melanargia_ines	TRINITY_DN17743_c0_g1(-)	ines.TRINITY_DN17743_c0_g1	NA	40	0	0	40	75	72	1	1	0	1	0.01333333	0.01333333	0.02666667	0.02222222	14	14	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17744_c0_g1(+)	ines.TRINITY_DN17744_c0_g1	NA	81	0	0	81	155	151	0	4	0	0	0.0	0.02580645	0.01290323	0.01290323	23	23	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17746_c0_g1(+)	ines.TRINITY_DN17746_c0_g1	NA	101	0	0	101	193	193	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17747_c0_g1(+)	ines.TRINITY_DN17747_c0_g1	NA	231	0	0	231	434	434	0	0	0	0	0.0	0.0	0.0	0.0	95	94	1	0	0	0	0.01052632	0.0	0.00526316	0.00526316
melanargia_ines	TRINITY_DN17749_c0_g1(+)	ines.TRINITY_DN17749_c0_g1	OG0005053	609	0	1	608	1132	1130	1	1	0	0	0.00088339	0.00088339	0.00088339	0.00088339	265	260	3	2	0	0	0.01132075	0.00754717	0.00943396	0.00943396
melanargia_ines	TRINITY_DN17751_c0_g3(+)	ines.TRINITY_DN17751_c0_g3	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17753_c0_g1(+)	ines.TRINITY_DN17753_c0_g1	NA	238	0	0	238	446	446	0	0	0	0	0.0	0.0	0.0	0.0	135	134	0	0	1	0	0.00740741	0.00740741	0.0037037	0.00493827
melanargia_ines	TRINITY_DN17754_c0_g1(+)	ines.TRINITY_DN17754_c0_g1	NA	223	0	1	222	412	412	0	0	0	0	0.0	0.0	0.0	0.0	122	120	1	0	1	0	0.01639344	0.00819672	0.00819672	0.00956284
melanargia_ines	TRINITY_DN17755_c0_g1(+)	ines.TRINITY_DN17755_c0_g1	NA	297	0	0	297	570	568	1	1	0	0	0.00175439	0.00175439	0.00175439	0.00175439	72	72	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17759_c0_g1(+)	ines.TRINITY_DN17759_c0_g1	NA	193	0	0	193	373	373	0	0	0	0	0.0	0.0	0.0	0.0	82	82	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17761_c0_g1(+)	ines.TRINITY_DN17761_c0_g1	NA	108	0	0	108	210	209	0	0	1	0	0.0047619	0.0047619	0.00238095	0.0031746	54	54	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17762_c0_g1(+)	ines.TRINITY_DN17762_c0_g1	NA	394	0	1	393	736	734	1	0	0	1	0.0013587	0.0	0.00203804	0.00158514	129	128	1	0	0	0	0.00775194	0.0	0.00387597	0.00387597
melanargia_ines	TRINITY_DN17763_c0_g1(+)	ines.TRINITY_DN17763_c0_g1	NA	351	0	0	351	664	661	2	0	1	0	0.00451807	0.00150602	0.00225904	0.00251004	122	119	0	1	2	0	0.01639344	0.02459016	0.01229508	0.01502732
melanargia_ines	TRINITY_DN17765_c0_g1(+)	ines.TRINITY_DN17765_c0_g1	NA	21	0	0	21	41	41	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17768_c0_g1(+)	ines.TRINITY_DN17768_c0_g1	NA	227	0	0	227	423	421	0	1	1	0	0.00236407	0.00472813	0.00236407	0.00275808	87	86	0	1	0	0	0.0	0.01149425	0.00574713	0.00574713
melanargia_ines	TRINITY_DN17769_c0_g1(-)	ines.TRINITY_DN17769_c0_g1	NA	42	1	2	39	70	66	1	2	1	0	0.02857143	0.04285714	0.02857143	0.03095238	15	15	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17771_c0_g1(+)	ines.TRINITY_DN17771_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melanargia_ines	TRINITY_DN17772_c0_g1(+)	ines.TRINITY_DN17772_c0_g1	NA	161	0	0	161	310	309	0	1	0	0	0.0	0.00322581	0.0016129	0.0016129	58	58	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17774_c0_g1(+)	ines.TRINITY_DN17774_c0_g1	OG0003224	437	0	1	436	835	831	2	1	1	0	0.00359281	0.00239521	0.00239521	0.00259481	175	172	2	1	0	0	0.01142857	0.00571429	0.00857143	0.00857143
melanargia_ines	TRINITY_DN17775_c0_g1(+)	ines.TRINITY_DN17775_c0_g1	NA	249	0	0	249	473	471	0	0	2	0	0.00422833	0.00422833	0.00211416	0.00281888	80	80	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17776_c0_g1(+)	ines.TRINITY_DN17776_c0_g1	OG0001961	630	0	0	630	1204	1202	0	1	1	0	0.00083056	0.00166113	0.00083056	0.00096899	213	210	0	2	1	0	0.00469484	0.01408451	0.00704225	0.00782472
melanargia_ines	TRINITY_DN17777_c0_g1(+)	ines.TRINITY_DN17777_c0_g1	NA	353	0	0	353	671	668	2	1	0	0	0.00298063	0.00149031	0.00223547	0.00223547	107	106	1	0	0	0	0.00934579	0.0	0.0046729	0.0046729
melanargia_ines	TRINITY_DN17778_c0_g1(+)	ines.TRINITY_DN17778_c0_g1	NA	490	1	0	489	943	942	0	1	0	0	0.0	0.00106045	0.00053022	0.00053022	163	162	0	1	0	0	0.0	0.00613497	0.00306748	0.00306748
melanargia_ines	TRINITY_DN17779_c0_g2(+)	ines.TRINITY_DN17779_c0_g2	NA	14	0	0	14	28	28	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17780_c0_g1(+)	ines.TRINITY_DN17780_c0_g1	OG0003238	323	0	0	323	609	607	1	1	0	0	0.00164204	0.00164204	0.00164204	0.00164204	138	137	1	0	0	0	0.00724638	0.0	0.00362319	0.00362319
melanargia_ines	TRINITY_DN17782_c0_g2(+)	ines.TRINITY_DN17782_c0_g2	NA	330	0	0	330	626	625	0	1	0	0	0.0	0.00159744	0.00079872	0.00079872	115	115	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17784_c0_g1(+)	ines.TRINITY_DN17784_c0_g1	NA	553	0	0	553	1069	1068	1	0	0	0	0.00093545	0.0	0.00046773	0.00046773	282	282	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17786_c0_g1(+)	ines.TRINITY_DN17786_c0_g1	NA	222	0	0	222	428	428	0	0	0	0	0.0	0.0	0.0	0.0	114	113	0	1	0	0	0.0	0.00877193	0.00438596	0.00438596
melanargia_ines	TRINITY_DN17788_c0_g1(+)	ines.TRINITY_DN17788_c0_g1	OG0001602	316	0	0	316	604	603	0	1	0	0	0.0	0.00165563	0.00082781	0.00082781	104	101	0	3	0	0	0.0	0.02884615	0.01442308	0.01442308
melanargia_ines	TRINITY_DN17789_c0_g1(+)	ines.TRINITY_DN17789_c0_g1	NA	183	0	0	183	345	345	0	0	0	0	0.0	0.0	0.0	0.0	75	75	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17790_c0_g1(+)	ines.TRINITY_DN17790_c0_g1	NA	178	0	0	178	331	331	0	0	0	0	0.0	0.0	0.0	0.0	60	60	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17791_c0_g1(+)	ines.TRINITY_DN17791_c0_g1	NA	481	0	0	481	918	917	1	0	0	0	0.00108932	0.0	0.00054466	0.00054466	202	199	3	0	0	0	0.01485149	0.0	0.00742574	0.00742574
melanargia_ines	TRINITY_DN17793_c0_g1(+)	ines.TRINITY_DN17793_c0_g1	NA	35	0	0	35	63	63	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17797_c0_g1(+)	ines.TRINITY_DN17797_c0_g1	NA	524	0	0	524	995	992	0	3	0	0	0.0	0.00301508	0.00150754	0.00150754	198	197	0	1	0	0	0.0	0.00505051	0.00252525	0.00252525
melanargia_ines	TRINITY_DN17798_c0_g1(+)	ines.TRINITY_DN17798_c0_g1	NA	170	0	0	170	325	324	0	1	0	0	0.0	0.00307692	0.00153846	0.00153846	61	61	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17799_c1_g1(+)	ines.TRINITY_DN17799_c1_g1	NA	778	0	0	778	1498	1497	0	1	0	0	0.0	0.00066756	0.00033378	0.00033378	435	435	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17801_c0_g1(+)	ines.TRINITY_DN17801_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melanargia_ines	TRINITY_DN17802_c0_g1(+)	ines.TRINITY_DN17802_c0_g1	OG0002513	794	0	1	793	1521	1519	1	1	0	0	0.00065746	0.00065746	0.00065746	0.00065746	314	310	3	0	1	0	0.01273885	0.00318471	0.00636943	0.00690021
melanargia_ines	TRINITY_DN17803_c0_g1(+)	ines.TRINITY_DN17803_c0_g1	NA	495	0	0	495	952	948	0	4	0	0	0.0	0.00420168	0.00210084	0.00210084	134	131	1	2	0	0	0.00746269	0.01492537	0.01119403	0.01119403
melanargia_ines	TRINITY_DN17805_c0_g1(+)	ines.TRINITY_DN17805_c0_g1	NA	152	0	0	152	292	292	0	0	0	0	0.0	0.0	0.0	0.0	64	63	1	0	0	0	0.015625	0.0	0.0078125	0.0078125
melanargia_ines	TRINITY_DN17807_c0_g1(+)	ines.TRINITY_DN17807_c0_g1	OG0004021	616	0	0	616	1165	1161	3	0	1	0	0.00343348	0.00085837	0.00171674	0.0018598	247	244	1	2	0	0	0.00404858	0.00809717	0.00607287	0.00607287
melanargia_ines	TRINITY_DN17809_c0_g1(+)	ines.TRINITY_DN17809_c0_g1	OG0001608	242	0	0	242	458	457	0	1	0	0	0.0	0.00218341	0.0010917	0.0010917	108	108	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17810_c0_g1(+)	ines.TRINITY_DN17810_c0_g1	OG0002371	222	0	0	222	414	413	1	0	0	0	0.00241546	0.0	0.00120773	0.00120773	95	95	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17812_c0_g1(-)	ines.TRINITY_DN17812_c0_g1	NA	36	0	0	36	63	61	0	2	0	0	0.0	0.03174603	0.01587302	0.01587302	22	22	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17813_c0_g1(+)	ines.TRINITY_DN17813_c0_g1	NA	469	0	0	469	879	876	0	1	2	0	0.00227531	0.00341297	0.00170648	0.0020857	195	191	0	1	3	0	0.01538462	0.02051282	0.01025641	0.01282051
melanargia_ines	TRINITY_DN17814_c0_g1(+)	ines.TRINITY_DN17814_c0_g1	NA	288	0	0	288	561	560	1	0	0	0	0.00178253	0.0	0.00089127	0.00089127	118	118	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17815_c0_g1(-)	ines.TRINITY_DN17815_c0_g1	NA	20	0	0	20	39	38	0	1	0	0	0.0	0.02564103	0.01282051	0.01282051	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17816_c0_g1(+)	ines.TRINITY_DN17816_c0_g1	NA	54	0	0	54	103	102	0	1	0	0	0.0	0.00970874	0.00485437	0.00485437	27	27	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17820_c0_g1(+)	ines.TRINITY_DN17820_c0_g1	NA	617	0	0	617	1169	1166	1	1	1	0	0.00171086	0.00171086	0.00128315	0.00142572	317	315	0	1	1	0	0.00315457	0.00630915	0.00315457	0.00368033
melanargia_ines	TRINITY_DN17824_c0_g2(+)	ines.TRINITY_DN17824_c0_g2	NA	254	0	0	254	493	492	0	0	1	0	0.0020284	0.0020284	0.0010142	0.00135227	104	103	0	1	0	0	0.0	0.00961538	0.00480769	0.00480769
melanargia_ines	TRINITY_DN17825_c0_g1(-)	ines.TRINITY_DN17825_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melanargia_ines	TRINITY_DN17828_c0_g1(+)	ines.TRINITY_DN17828_c0_g1	NA	334	0	0	334	645	643	0	1	1	0	0.00155039	0.00310078	0.00155039	0.00180879	173	172	0	1	0	0	0.0	0.00578035	0.00289017	0.00289017
melanargia_ines	TRINITY_DN17829_c0_g1(+)	ines.TRINITY_DN17829_c0_g1	NA	577	0	0	577	1098	1095	1	2	0	0	0.00091075	0.00182149	0.00136612	0.00136612	244	239	0	3	1	1	0.00409836	0.01639344	0.01229508	0.01161202
melanargia_ines	TRINITY_DN17830_c0_g1(+)	ines.TRINITY_DN17830_c0_g1	NA	122	0	0	122	231	231	0	0	0	0	0.0	0.0	0.0	0.0	46	45	1	0	0	0	0.02173913	0.0	0.01086957	0.01086957
melanargia_ines	TRINITY_DN17831_c0_g1(+)	ines.TRINITY_DN17831_c0_g1	NA	48	0	1	47	92	92	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17832_c0_g1(+)	ines.TRINITY_DN17832_c0_g1	NA	379	0	0	379	715	714	1	0	0	0	0.0013986	0.0	0.0006993	0.0006993	171	168	3	0	0	0	0.01754386	0.0	0.00877193	0.00877193
melanargia_ines	TRINITY_DN17833_c0_g1(+)	ines.TRINITY_DN17833_c0_g1	OG0004121	568	0	1	567	1082	1081	0	0	0	1	0.0	0.0	0.00092421	0.00061614	201	198	1	2	0	0	0.00497512	0.00995025	0.00746269	0.00746269
melanargia_ines	TRINITY_DN17834_c0_g1(+)	ines.TRINITY_DN17834_c0_g1	NA	279	0	1	278	529	527	1	1	0	0	0.00189036	0.00189036	0.00189036	0.00189036	107	107	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17835_c0_g2(+)	ines.TRINITY_DN17835_c0_g2	NA	230	0	0	230	435	434	0	1	0	0	0.0	0.00229885	0.00114943	0.00114943	81	81	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17836_c0_g1(+)	ines.TRINITY_DN17836_c0_g1	NA	249	0	0	249	472	470	2	0	0	0	0.00423729	0.0	0.00211864	0.00211864	93	93	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17838_c0_g1(+)	ines.TRINITY_DN17838_c0_g1	NA	176	0	0	176	323	323	0	0	0	0	0.0	0.0	0.0	0.0	116	115	0	0	0	1	0.0	0.0	0.00862069	0.00574713
melanargia_ines	TRINITY_DN17839_c0_g1(+)	ines.TRINITY_DN17839_c0_g1	NA	8	0	0	8	16	16	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17841_c0_g3(+)	ines.TRINITY_DN17841_c0_g3	NA	250	0	1	249	476	476	0	0	0	0	0.0	0.0	0.0	0.0	87	86	0	0	0	1	0.0	0.0	0.01149425	0.00766283
melanargia_ines	TRINITY_DN17841_c1_g1(+)	ines.TRINITY_DN17841_c1_g1	NA	1028	0	0	1028	1976	1975	0	1	0	0	0.0	0.00050607	0.00025304	0.00025304	441	440	0	1	0	0	0.0	0.00226757	0.00113379	0.00113379
melanargia_ines	TRINITY_DN17842_c0_g1(+)	ines.TRINITY_DN17842_c0_g1	NA	184	0	0	184	339	338	0	1	0	0	0.0	0.00294985	0.00147493	0.00147493	75	72	0	3	0	0	0.0	0.04	0.02	0.02
melanargia_ines	TRINITY_DN17843_c0_g1(+)	ines.TRINITY_DN17843_c0_g1	NA	75	0	0	75	145	144	1	0	0	0	0.00689655	0.0	0.00344828	0.00344828	36	36	0	0	0	0	0.0	0.0	0.0	0.0
melanargia_ines	TRINITY_DN17847_c0_g1(+)	ines.TRINITY_DN17847_c0_g1	NA	185	0	0	185	348	345	1	1	0	1	0.00287356	0.00287356	0.00574713	0.00478927	94	92	1	0	0	1	0.0106383	0.0	0.01595745	0.01241135
melanargia_ines	TRINITY_DN17848_c0_g1(+)	ines.TRINITY_DN17848_c0_g1	NA	152	0	0	152	288	288	0	0	0	0	0.0	0.0	0.0	0.0	59	58	0	1	0	0	0.0	0.01694915	0.00847458	0.00847458
melanargia_ines	TRINITY_DN17849_c0_g1(+)	ines.TRINITY_DN17849_c0_g1	NA	256	0	0	256	476	475	0	0	0	1	0.0	0.0	0.00210084	0.00140056	99	98	0	0	0	1	0.0	0.0	0.01010101	0.00673401
melanargia_ines	TRINITY_DN17850_c0_g1(+)	ines.TRINITY_DN17850_c0_g1	NA	5	0	0	5	8	8	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melanargia_ines	TRINITY_DN17851_c0_g1(+)	ines.TRINITY_DN17851_c0_g1	NA	210	0	0	210	398	398	0	0	0	0	0.0	0.0	0.0	0.0	106	105	0	0	1	0	0.00943396	0.00943396	0.00471698	0.00628931
