species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_EA_105	0_pi_EA_206	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_EA_105	4_pi_EA_206	4_pi_between	4_pi_total
euphydryas_aurinia	TRINITY_DN20131_c0_g1(+)	aurinia.TRINITY_DN20131_c0_g1	OG0001529	252	0	0	252	478	477	1	0	0	0	0.00209205	0.0	0.00104603	0.00104603	92	92	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20133_c0_g1(+)	aurinia.TRINITY_DN20133_c0_g1	NA	81	2	1	78	143	141	1	1	0	0	0.00699301	0.00699301	0.00699301	0.00699301	34	32	1	1	0	0	0.02941176	0.02941176	0.02941176	0.02941176
euphydryas_aurinia	TRINITY_DN20136_c0_g1(+)	aurinia.TRINITY_DN20136_c0_g1	NA	330	0	0	330	622	622	0	0	0	0	0.0	0.0	0.0	0.0	142	132	0	7	2	1	0.01408451	0.06338028	0.03873239	0.03873239
euphydryas_aurinia	TRINITY_DN20138_c0_g1(+)	aurinia.TRINITY_DN20138_c0_g1	NA	319	0	0	319	598	597	1	0	0	0	0.00167224	0.0	0.00083612	0.00083612	103	98	5	0	0	0	0.04854369	0.0	0.02427184	0.02427184
euphydryas_aurinia	TRINITY_DN20140_c0_g2(+)	aurinia.TRINITY_DN20140_c0_g2	NA	467	0	0	467	896	895	1	0	0	0	0.00111607	0.0	0.00055804	0.00055804	239	236	1	0	0	2	0.0041841	0.0	0.01046025	0.00767085
euphydryas_aurinia	TRINITY_DN20141_c0_g1(+)	aurinia.TRINITY_DN20141_c0_g1	OG0001824	241	0	0	241	446	445	0	1	0	0	0.0	0.00224215	0.00112108	0.00112108	92	87	2	0	0	3	0.02173913	0.0	0.04347826	0.0326087
euphydryas_aurinia	TRINITY_DN20145_c0_g1(+)	aurinia.TRINITY_DN20145_c0_g1	NA	191	1	0	190	354	352	1	1	0	0	0.00282486	0.00282486	0.00282486	0.00282486	63	62	1	0	0	0	0.01587302	0.0	0.00793651	0.00793651
euphydryas_aurinia	TRINITY_DN20146_c0_g1(+)	aurinia.TRINITY_DN20146_c0_g1	OG0001900	476	0	0	476	907	906	1	0	0	0	0.00110254	0.0	0.00055127	0.00055127	176	176	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20147_c0_g3(+)	aurinia.TRINITY_DN20147_c0_g3	NA	9	0	0	9	16	16	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20150_c0_g1(+)	aurinia.TRINITY_DN20150_c0_g1	NA	239	1	0	238	459	455	3	0	0	1	0.00653595	0.0	0.00544662	0.00472041	79	75	1	1	0	2	0.01265823	0.01265823	0.03797468	0.02953586
euphydryas_aurinia	TRINITY_DN20153_c0_g1(+)	aurinia.TRINITY_DN20153_c0_g1	OG0001379	255	0	0	255	508	508	0	0	0	0	0.0	0.0	0.0	0.0	87	87	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20155_c0_g1(+)	aurinia.TRINITY_DN20155_c0_g1	NA	415	0	0	415	773	772	1	0	0	0	0.00129366	0.0	0.00064683	0.00064683	200	197	3	0	0	0	0.015	0.0	0.0075	0.0075
euphydryas_aurinia	TRINITY_DN20156_c0_g1(+)	aurinia.TRINITY_DN20156_c0_g1	NA	163	0	0	163	287	285	1	0	0	1	0.00348432	0.0	0.00522648	0.00406504	64	60	1	0	0	3	0.015625	0.0	0.0546875	0.0390625
euphydryas_aurinia	TRINITY_DN20156_c0_g2(+)	aurinia.TRINITY_DN20156_c0_g2	OG0001300	256	1	0	255	489	488	1	0	0	0	0.00204499	0.0	0.00102249	0.00102249	74	73	0	0	0	1	0.0	0.0	0.01351351	0.00900901
euphydryas_aurinia	TRINITY_DN20157_c0_g2(+)	aurinia.TRINITY_DN20157_c0_g2	NA	307	0	0	307	571	567	1	3	0	0	0.00175131	0.00525394	0.00350263	0.00350263	101	96	3	2	0	0	0.02970297	0.01980198	0.02475248	0.02475248
euphydryas_aurinia	TRINITY_DN20160_c1_g1(+)	aurinia.TRINITY_DN20160_c1_g1	NA	100	0	0	100	188	187	0	0	0	1	0.0	0.0	0.00531915	0.0035461	58	57	0	0	0	1	0.0	0.0	0.01724138	0.01149425
euphydryas_aurinia	TRINITY_DN20161_c0_g1(+)	aurinia.TRINITY_DN20161_c0_g1	NA	271	0	0	271	500	499	1	0	0	0	0.002	0.0	0.001	0.001	92	89	0	2	0	1	0.0	0.02173913	0.02173913	0.01811594
euphydryas_aurinia	TRINITY_DN20162_c0_g1(+)	aurinia.TRINITY_DN20162_c0_g1	OG0003870	231	0	0	231	450	449	0	0	0	1	0.0	0.0	0.00222222	0.00148148	78	76	2	0	0	0	0.02564103	0.0	0.01282051	0.01282051
euphydryas_aurinia	TRINITY_DN20164_c0_g1(+)	aurinia.TRINITY_DN20164_c0_g1	OG0002778	102	0	0	102	190	190	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20165_c0_g1(+)	aurinia.TRINITY_DN20165_c0_g1	NA	289	0	0	289	547	544	0	3	0	0	0.0	0.00548446	0.00274223	0.00274223	108	107	0	0	1	0	0.00925926	0.00925926	0.00462963	0.00617284
euphydryas_aurinia	TRINITY_DN20167_c0_g1(+)	aurinia.TRINITY_DN20167_c0_g1	OG0003249	443	0	1	442	849	849	0	0	0	0	0.0	0.0	0.0	0.0	152	151	1	0	0	0	0.00657895	0.0	0.00328947	0.00328947
euphydryas_aurinia	TRINITY_DN20169_c0_g1(+)	aurinia.TRINITY_DN20169_c0_g1	NA	117	0	0	117	224	222	1	0	0	1	0.00446429	0.0	0.00669643	0.00520833	40	40	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20170_c0_g1(+)	aurinia.TRINITY_DN20170_c0_g1	NA	61	0	0	61	115	114	0	0	1	0	0.00869565	0.00869565	0.00434783	0.0057971	16	15	1	0	0	0	0.0625	0.0	0.03125	0.03125
euphydryas_aurinia	TRINITY_DN20171_c0_g1(+)	aurinia.TRINITY_DN20171_c0_g1	NA	215	0	1	214	400	395	5	0	0	0	0.0125	0.0	0.00625	0.00625	96	94	2	0	0	0	0.02083333	0.0	0.01041667	0.01041667
euphydryas_aurinia	TRINITY_DN20174_c0_g2(+)	aurinia.TRINITY_DN20174_c0_g2	OG0001338	252	0	0	252	469	469	0	0	0	0	0.0	0.0	0.0	0.0	88	84	4	0	0	0	0.04545455	0.0	0.02272727	0.02272727
euphydryas_aurinia	TRINITY_DN20174_c0_g3(+)	aurinia.TRINITY_DN20174_c0_g3	NA	5	0	0	5	9	9	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20175_c0_g1(+)	aurinia.TRINITY_DN20175_c0_g1	OG0003173	294	0	1	293	551	549	0	1	0	1	0.0	0.00181488	0.00272232	0.00211736	95	93	1	0	0	1	0.01052632	0.0	0.01578947	0.0122807
euphydryas_aurinia	TRINITY_DN20178_c0_g1(+)	aurinia.TRINITY_DN20178_c0_g1	NA	519	0	0	519	974	973	1	0	0	0	0.00102669	0.0	0.00051335	0.00051335	262	257	0	0	0	5	0.0	0.0	0.01908397	0.01272265
euphydryas_aurinia	TRINITY_DN20181_c0_g1(+)	aurinia.TRINITY_DN20181_c0_g1	OG0002311	199	1	1	197	373	371	1	1	0	0	0.00268097	0.00268097	0.00268097	0.00268097	67	65	1	1	0	0	0.01492537	0.01492537	0.01492537	0.01492537
euphydryas_aurinia	TRINITY_DN20182_c0_g1(+)	aurinia.TRINITY_DN20182_c0_g1	OG0003133	998	0	0	998	1859	1859	0	0	0	0	0.0	0.0	0.0	0.0	381	370	2	9	0	0	0.00524934	0.02362205	0.0144357	0.0144357
euphydryas_aurinia	TRINITY_DN20183_c0_g1(+)	aurinia.TRINITY_DN20183_c0_g1	NA	559	0	0	559	1047	1046	1	0	0	0	0.00095511	0.0	0.00047755	0.00047755	252	244	5	1	0	2	0.01984127	0.00396825	0.01984127	0.01719577
euphydryas_aurinia	TRINITY_DN20185_c0_g1(+)	aurinia.TRINITY_DN20185_c0_g1	NA	426	0	0	426	812	812	0	0	0	0	0.0	0.0	0.0	0.0	160	158	2	0	0	0	0.0125	0.0	0.00625	0.00625
euphydryas_aurinia	TRINITY_DN20186_c0_g1(+)	aurinia.TRINITY_DN20186_c0_g1	NA	10	0	0	10	18	18	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20188_c0_g1(+)	aurinia.TRINITY_DN20188_c0_g1	NA	338	0	2	336	610	605	5	0	0	0	0.00819672	0.0	0.00409836	0.00409836	90	86	4	0	0	0	0.04444444	0.0	0.02222222	0.02222222
euphydryas_aurinia	TRINITY_DN20189_c0_g1(+)	aurinia.TRINITY_DN20189_c0_g1	NA	393	2	0	391	743	742	0	1	0	0	0.0	0.0013459	0.00067295	0.00067295	127	124	1	0	0	2	0.00787402	0.0	0.01968504	0.0144357
euphydryas_aurinia	TRINITY_DN20190_c0_g1(+)	aurinia.TRINITY_DN20190_c0_g1	NA	619	0	0	619	1177	1169	0	8	0	0	0.0	0.00679694	0.00339847	0.00339847	225	221	0	3	1	0	0.00444444	0.01777778	0.00888889	0.00962963
euphydryas_aurinia	TRINITY_DN20192_c0_g1(+)	aurinia.TRINITY_DN20192_c0_g1	OG0001270	170	0	0	170	308	306	1	1	0	0	0.00324675	0.00324675	0.00324675	0.00324675	61	60	0	1	0	0	0.0	0.01639344	0.00819672	0.00819672
euphydryas_aurinia	TRINITY_DN20193_c0_g1(+)	aurinia.TRINITY_DN20193_c0_g1	NA	258	0	0	258	477	474	0	2	0	1	0.0	0.00419287	0.00419287	0.00349406	79	73	0	4	0	2	0.0	0.05063291	0.05063291	0.04219409
euphydryas_aurinia	TRINITY_DN20194_c0_g1(-)	aurinia.TRINITY_DN20194_c0_g1	NA	96	0	0	96	176	172	0	4	0	0	0.0	0.02272727	0.01136364	0.01136364	40	37	0	3	0	0	0.0	0.075	0.0375	0.0375
euphydryas_aurinia	TRINITY_DN20203_c0_g1(+)	aurinia.TRINITY_DN20203_c0_g1	NA	622	0	0	622	1173	1173	0	0	0	0	0.0	0.0	0.0	0.0	266	261	0	0	0	5	0.0	0.0	0.01879699	0.01253133
euphydryas_aurinia	TRINITY_DN20205_c0_g1(+)	aurinia.TRINITY_DN20205_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
euphydryas_aurinia	TRINITY_DN20206_c0_g1(+)	aurinia.TRINITY_DN20206_c0_g1	NA	144	0	0	144	271	270	0	0	0	1	0.0	0.0	0.00369004	0.00246003	61	59	1	0	0	1	0.01639344	0.0	0.02459016	0.01912568
euphydryas_aurinia	TRINITY_DN20207_c0_g1(+)	aurinia.TRINITY_DN20207_c0_g1	NA	270	0	0	270	522	517	1	4	0	0	0.00191571	0.00766284	0.00478927	0.00478927	82	82	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20208_c0_g1(+)	aurinia.TRINITY_DN20208_c0_g1	NA	294	0	0	294	559	554	2	0	0	3	0.00357782	0.0	0.00715564	0.00536673	117	115	0	0	0	2	0.0	0.0	0.01709402	0.01139601
euphydryas_aurinia	TRINITY_DN20210_c0_g1(-)	aurinia.TRINITY_DN20210_c0_g1	NA	68	0	0	68	112	112	0	0	0	0	0.0	0.0	0.0	0.0	29	28	0	1	0	0	0.0	0.03448276	0.01724138	0.01724138
euphydryas_aurinia	TRINITY_DN20211_c0_g1(+)	aurinia.TRINITY_DN20211_c0_g1	NA	129	0	1	128	239	237	0	2	0	0	0.0	0.0083682	0.0041841	0.0041841	54	52	0	2	0	0	0.0	0.03703704	0.01851852	0.01851852
euphydryas_aurinia	TRINITY_DN20214_c0_g1(+)	aurinia.TRINITY_DN20214_c0_g1	NA	67	1	0	66	118	115	1	0	2	0	0.02542373	0.01694915	0.01271186	0.01553672	18	15	3	0	0	0	0.16666667	0.0	0.08333333	0.08333333
euphydryas_aurinia	TRINITY_DN20217_c0_g1(+)	aurinia.TRINITY_DN20217_c0_g1	NA	163	0	0	163	299	296	0	3	0	0	0.0	0.01003344	0.00501672	0.00501672	62	56	1	4	1	0	0.03225806	0.08064516	0.0483871	0.05107527
euphydryas_aurinia	TRINITY_DN20219_c0_g1(+)	aurinia.TRINITY_DN20219_c0_g1	NA	203	0	0	203	388	384	0	0	0	4	0.0	0.0	0.01030928	0.00687285	77	75	0	0	0	2	0.0	0.0	0.02597403	0.01731602
euphydryas_aurinia	TRINITY_DN20220_c0_g1(+)	aurinia.TRINITY_DN20220_c0_g1	NA	192	0	0	192	365	362	2	1	0	0	0.00547945	0.00273973	0.00410959	0.00410959	76	74	2	0	0	0	0.02631579	0.0	0.01315789	0.01315789
euphydryas_aurinia	TRINITY_DN20221_c0_g1(+)	aurinia.TRINITY_DN20221_c0_g1	NA	344	0	0	344	646	645	0	1	0	0	0.0	0.00154799	0.00077399	0.00077399	116	111	1	4	0	0	0.00862069	0.03448276	0.02155172	0.02155172
euphydryas_aurinia	TRINITY_DN20222_c0_g1(+)	aurinia.TRINITY_DN20222_c0_g1	NA	365	0	0	365	680	676	1	2	1	0	0.00294118	0.00441176	0.00294118	0.00318628	156	150	1	4	1	0	0.01282051	0.03205128	0.01923077	0.02029915
euphydryas_aurinia	TRINITY_DN20224_c0_g1(+)	aurinia.TRINITY_DN20224_c0_g1	NA	338	0	0	338	639	637	0	0	0	2	0.0	0.0	0.00312989	0.00208659	153	146	0	3	0	4	0.0	0.01960784	0.03594771	0.02723311
euphydryas_aurinia	TRINITY_DN20225_c0_g2(+)	aurinia.TRINITY_DN20225_c0_g2	NA	36	0	0	36	66	66	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20227_c0_g1(+)	aurinia.TRINITY_DN20227_c0_g1	NA	262	1	0	261	480	476	3	0	0	1	0.00625	0.0	0.00520833	0.00451389	148	143	5	0	0	0	0.03378378	0.0	0.01689189	0.01689189
euphydryas_aurinia	TRINITY_DN20228_c0_g1(+)	aurinia.TRINITY_DN20228_c0_g1	NA	156	0	0	156	284	284	0	0	0	0	0.0	0.0	0.0	0.0	70	67	2	1	0	0	0.02857143	0.01428571	0.02142857	0.02142857
euphydryas_aurinia	TRINITY_DN20231_c0_g1(+)	aurinia.TRINITY_DN20231_c0_g1	NA	265	0	0	265	485	485	0	0	0	0	0.0	0.0	0.0	0.0	135	127	6	0	0	2	0.04444444	0.0	0.03703704	0.03209877
euphydryas_aurinia	TRINITY_DN20233_c0_g2(-)	aurinia.TRINITY_DN20233_c0_g2	NA	36	0	0	36	69	69	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20233_c0_g4(+)	aurinia.TRINITY_DN20233_c0_g4	OG0002557	517	0	0	517	975	971	3	1	0	0	0.00307692	0.00102564	0.00205128	0.00205128	152	147	1	4	0	0	0.00657895	0.02631579	0.01644737	0.01644737
euphydryas_aurinia	TRINITY_DN20237_c0_g1(+)	aurinia.TRINITY_DN20237_c0_g1	NA	167	0	0	167	300	300	0	0	0	0	0.0	0.0	0.0	0.0	67	62	1	2	1	1	0.02985075	0.04477612	0.04477612	0.04228856
euphydryas_aurinia	TRINITY_DN20238_c0_g1(+)	aurinia.TRINITY_DN20238_c0_g1	NA	83	0	1	82	143	142	0	1	0	0	0.0	0.00699301	0.0034965	0.0034965	23	20	0	1	2	0	0.08695652	0.13043478	0.06521739	0.07971014
euphydryas_aurinia	TRINITY_DN20242_c0_g1(+)	aurinia.TRINITY_DN20242_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
euphydryas_aurinia	TRINITY_DN20243_c0_g2(+)	aurinia.TRINITY_DN20243_c0_g2	NA	364	0	0	364	689	688	1	0	0	0	0.00145138	0.0	0.00072569	0.00072569	158	153	5	0	0	0	0.03164557	0.0	0.01582278	0.01582278
euphydryas_aurinia	TRINITY_DN20245_c0_g1(+)	aurinia.TRINITY_DN20245_c0_g1	NA	532	0	0	532	1011	1010	0	1	0	0	0.0	0.00098912	0.00049456	0.00049456	215	208	6	1	0	0	0.02790698	0.00465116	0.01627907	0.01627907
euphydryas_aurinia	TRINITY_DN20246_c0_g1(+)	aurinia.TRINITY_DN20246_c0_g1	NA	393	0	0	393	740	740	0	0	0	0	0.0	0.0	0.0	0.0	172	168	1	3	0	0	0.00581395	0.01744186	0.01162791	0.01162791
euphydryas_aurinia	TRINITY_DN20247_c0_g1(+)	aurinia.TRINITY_DN20247_c0_g1	NA	348	0	0	348	630	630	0	0	0	0	0.0	0.0	0.0	0.0	144	135	3	0	0	6	0.02083333	0.0	0.05208333	0.03819444
euphydryas_aurinia	TRINITY_DN20248_c0_g1(+)	aurinia.TRINITY_DN20248_c0_g1	NA	5	0	0	5	5	5	0	0	0	0	0.0	0.0	0.0	0.0	2	0	0	1	1	0	0.5	1.0	0.5	0.58333333
euphydryas_aurinia	TRINITY_DN20249_c0_g1(+)	aurinia.TRINITY_DN20249_c0_g1	OG0001323	272	0	0	272	504	504	0	0	0	0	0.0	0.0	0.0	0.0	96	90	2	4	0	0	0.02083333	0.04166667	0.03125	0.03125
euphydryas_aurinia	TRINITY_DN20250_c1_g1(+)	aurinia.TRINITY_DN20250_c1_g1	NA	56	1	0	55	88	77	0	1	10	0	0.11363636	0.125	0.0625	0.08143939	21	20	0	0	1	0	0.04761905	0.04761905	0.02380952	0.03174603
euphydryas_aurinia	TRINITY_DN20259_c0_g1(+)	aurinia.TRINITY_DN20259_c0_g1	NA	865	0	2	863	1639	1637	0	2	0	0	0.0	0.00122026	0.00061013	0.00061013	414	409	0	0	0	5	0.0	0.0	0.01207729	0.00805153
euphydryas_aurinia	TRINITY_DN20260_c0_g3(-)	aurinia.TRINITY_DN20260_c0_g3	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20262_c0_g1(-)	aurinia.TRINITY_DN20262_c0_g1	NA	31	0	0	31	59	59	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20264_c0_g1(+)	aurinia.TRINITY_DN20264_c0_g1	OG0001450	574	0	0	574	1090	1088	0	0	0	2	0.0	0.0	0.00183486	0.00122324	200	199	0	0	0	1	0.0	0.0	0.005	0.00333333
euphydryas_aurinia	TRINITY_DN20265_c0_g1(+)	aurinia.TRINITY_DN20265_c0_g1	NA	300	1	0	299	545	540	5	0	0	0	0.00917431	0.0	0.00458716	0.00458716	122	115	6	0	0	1	0.04918033	0.0	0.03278689	0.03005465
euphydryas_aurinia	TRINITY_DN20266_c0_g1(+)	aurinia.TRINITY_DN20266_c0_g1	NA	16	0	0	16	31	31	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20267_c0_g1(-)	aurinia.TRINITY_DN20267_c0_g1	NA	6	0	0	6	13	13	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20269_c0_g1(+)	aurinia.TRINITY_DN20269_c0_g1	NA	142	0	0	142	263	262	1	0	0	0	0.00380228	0.0	0.00190114	0.00190114	70	68	0	2	0	0	0.0	0.02857143	0.01428571	0.01428571
euphydryas_aurinia	TRINITY_DN20272_c0_g1(+)	aurinia.TRINITY_DN20272_c0_g1	NA	46	0	0	46	83	82	0	0	1	0	0.01204819	0.01204819	0.0060241	0.00803213	19	19	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20273_c0_g1(+)	aurinia.TRINITY_DN20273_c0_g1	OG0001882	273	0	0	273	511	511	0	0	0	0	0.0	0.0	0.0	0.0	86	81	0	3	0	2	0.0	0.03488372	0.04069767	0.03294573
euphydryas_aurinia	TRINITY_DN20274_c0_g1(+)	aurinia.TRINITY_DN20274_c0_g1	OG0002180	282	0	0	282	562	562	0	0	0	0	0.0	0.0	0.0	0.0	132	132	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20275_c0_g1(+)	aurinia.TRINITY_DN20275_c0_g1	NA	194	0	0	194	354	349	2	1	0	2	0.00564972	0.00282486	0.00988701	0.00800377	51	50	1	0	0	0	0.01960784	0.0	0.00980392	0.00980392
euphydryas_aurinia	TRINITY_DN20279_c0_g1(+)	aurinia.TRINITY_DN20279_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20280_c0_g1(+)	aurinia.TRINITY_DN20280_c0_g1	NA	132	0	0	132	252	251	1	0	0	0	0.00396825	0.0	0.00198413	0.00198413	53	52	1	0	0	0	0.01886792	0.0	0.00943396	0.00943396
euphydryas_aurinia	TRINITY_DN20280_c0_g2(+)	aurinia.TRINITY_DN20280_c0_g2	NA	35	0	0	35	64	64	0	0	0	0	0.0	0.0	0.0	0.0	17	16	0	0	1	0	0.05882353	0.05882353	0.02941176	0.03921568
euphydryas_aurinia	TRINITY_DN20281_c0_g1(+)	aurinia.TRINITY_DN20281_c0_g1	NA	176	0	0	176	330	330	0	0	0	0	0.0	0.0	0.0	0.0	79	74	1	0	0	4	0.01265823	0.0	0.05696203	0.04008439
euphydryas_aurinia	TRINITY_DN20284_c0_g1(+)	aurinia.TRINITY_DN20284_c0_g1	NA	83	0	0	83	150	150	0	0	0	0	0.0	0.0	0.0	0.0	24	22	1	0	1	0	0.08333333	0.04166667	0.04166667	0.04861111
euphydryas_aurinia	TRINITY_DN20286_c0_g1(+)	aurinia.TRINITY_DN20286_c0_g1	OG0002109	496	0	0	496	903	901	0	2	0	0	0.0	0.00221484	0.00110742	0.00110742	197	193	1	1	0	2	0.00507614	0.00507614	0.01522843	0.01184433
euphydryas_aurinia	TRINITY_DN20287_c0_g2(+)	aurinia.TRINITY_DN20287_c0_g2	NA	18	0	0	18	35	34	1	0	0	0	0.02857143	0.0	0.01428571	0.01428571	7	7	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20288_c0_g1(+)	aurinia.TRINITY_DN20288_c0_g1	NA	372	0	0	372	701	699	0	0	0	2	0.0	0.0	0.00285307	0.00190205	106	104	0	1	0	1	0.0	0.00943396	0.01415094	0.01100629
euphydryas_aurinia	TRINITY_DN20289_c0_g1(-)	aurinia.TRINITY_DN20289_c0_g1	NA	87	0	1	86	158	154	0	0	0	4	0.0	0.0	0.02531646	0.01687764	28	27	0	0	0	1	0.0	0.0	0.03571429	0.02380953
euphydryas_aurinia	TRINITY_DN20290_c0_g1(+)	aurinia.TRINITY_DN20290_c0_g1	OG0003128	299	0	0	299	556	554	1	0	1	0	0.00359712	0.00179856	0.00179856	0.00209832	134	125	2	3	4	0	0.04477612	0.05223881	0.03358209	0.03855721
euphydryas_aurinia	TRINITY_DN20291_c0_g1(+)	aurinia.TRINITY_DN20291_c0_g1	NA	131	0	0	131	230	227	2	0	0	1	0.00869565	0.0	0.00869565	0.00724637	54	49	3	0	0	2	0.05555556	0.0	0.06481481	0.05246913
euphydryas_aurinia	TRINITY_DN20293_c0_g1(+)	aurinia.TRINITY_DN20293_c0_g1	NA	368	0	0	368	699	695	1	1	1	1	0.00286123	0.00286123	0.00357654	0.0033381	168	165	1	1	0	1	0.00595238	0.00595238	0.01190476	0.00992063
euphydryas_aurinia	TRINITY_DN20294_c0_g1(+)	aurinia.TRINITY_DN20294_c0_g1	NA	347	0	1	346	665	663	2	0	0	0	0.00300752	0.0	0.00150376	0.00150376	97	97	0	0	0	0	0.0	0.0	0.0	0.0
euphydryas_aurinia	TRINITY_DN20294_c0_g2(+)	aurinia.TRINITY_DN20294_c0_g2	NA	139	0	0	139	261	261	0	0	0	0	0.0	0.0	0.0	0.0	62	61	1	0	0	0	0.01612903	0.0	0.00806452	0.00806452
euphydryas_aurinia	TRINITY_DN20295_c0_g1(+)	aurinia.TRINITY_DN20295_c0_g1	OG0002590	316	0	0	316	602	602	0	0	0	0	0.0	0.0	0.0	0.0	124	122	1	0	0	1	0.00806452	0.0	0.01209677	0.0094086
euphydryas_aurinia	TRINITY_DN20296_c0_g1(+)	aurinia.TRINITY_DN20296_c0_g1	OG0001418	235	0	0	235	455	455	0	0	0	0	0.0	0.0	0.0	0.0	125	123	0	0	0	2	0.0	0.0	0.016	0.01066667
euphydryas_aurinia	TRINITY_DN20298_c0_g1(+)	aurinia.TRINITY_DN20298_c0_g1	NA	309	0	1	308	565	562	2	0	1	0	0.00530973	0.00176991	0.00265487	0.00294985	136	131	1	1	3	0	0.02941176	0.02941176	0.01838235	0.02205882
euphydryas_aurinia	TRINITY_DN20301_c0_g1(+)	aurinia.TRINITY_DN20301_c0_g1	NA	293	0	0	293	557	554	0	2	0	1	0.0	0.00359066	0.00359066	0.00299222	160	156	2	0	0	2	0.0125	0.0	0.01875	0.01458333
euphydryas_aurinia	TRINITY_DN20302_c0_g1(+)	aurinia.TRINITY_DN20302_c0_g1	NA	364	0	0	364	680	680	0	0	0	0	0.0	0.0	0.0	0.0	198	195	3	0	0	0	0.01515152	0.0	0.00757576	0.00757576
euphydryas_aurinia	TRINITY_DN20303_c0_g1(+)	aurinia.TRINITY_DN20303_c0_g1	OG0002684	353	0	1	352	654	653	1	0	0	0	0.00152905	0.0	0.00076453	0.00076453	118	114	2	0	0	2	0.01694915	0.0	0.02542373	0.01977401
euphydryas_aurinia	TRINITY_DN20304_c0_g1(+)	aurinia.TRINITY_DN20304_c0_g1	NA	342	0	0	342	647	644	0	0	0	3	0.0	0.0	0.00463679	0.00309119	124	123	1	0	0	0	0.00806452	0.0	0.00403226	0.00403226
euphydryas_aurinia	TRINITY_DN20306_c0_g1(+)	aurinia.TRINITY_DN20306_c0_g1	NA	225	0	1	224	420	418	1	1	0	0	0.00238095	0.00238095	0.00238095	0.00238095	84	78	4	0	0	2	0.04761905	0.0	0.04761905	0.03968254
euphydryas_aurinia	TRINITY_DN20307_c0_g1(+)	aurinia.TRINITY_DN20307_c0_g1	NA	327	0	0	327	628	628	0	0	0	0	0.0	0.0	0.0	0.0	143	141	2	0	0	0	0.01398601	0.0	0.00699301	0.00699301
euphydryas_aurinia	TRINITY_DN20309_c0_g1(+)	aurinia.TRINITY_DN20309_c0_g1	OG0002758	337	0	0	337	625	624	1	0	0	0	0.0016	0.0	0.0008	0.0008	137	133	2	0	0	2	0.01459854	0.0	0.02189781	0.01703163
euphydryas_aurinia	TRINITY_DN20310_c1_g1(+)	aurinia.TRINITY_DN20310_c1_g1	OG0002666	300	0	0	300	546	545	1	0	0	0	0.0018315	0.0	0.00091575	0.00091575	118	110	0	8	0	0	0.0	0.06779661	0.03389831	0.03389831
