species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_TA_342	0_pi_TA_82	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_TA_342	4_pi_TA_82	4_pi_between	4_pi_total
thymelicus_acteon	TRINITY_DN18394_c2_g7(+)	acteon.TRINITY_DN18394_c2_g7	NA	244	0	0	244	465	465	0	0	0	0	0.0	0.0	0.0	0.0	107	105	1	1	0	0	0.00934579	0.00934579	0.00934579	0.00934579
thymelicus_acteon	TRINITY_DN18395_c0_g1(+)	acteon.TRINITY_DN18395_c0_g1	NA	72	0	0	72	130	130	0	0	0	0	0.0	0.0	0.0	0.0	34	28	1	0	5	0	0.17647059	0.14705882	0.08823529	0.11274509
thymelicus_acteon	TRINITY_DN18396_c0_g1(+)	acteon.TRINITY_DN18396_c0_g1	NA	146	0	0	146	271	268	1	2	0	0	0.00369004	0.00738007	0.00553506	0.00553506	77	76	1	0	0	0	0.01298701	0.0	0.00649351	0.00649351
thymelicus_acteon	TRINITY_DN18397_c0_g1(+)	acteon.TRINITY_DN18397_c0_g1	OG0001978	428	0	1	427	796	795	0	0	0	1	0.0	0.0	0.00125628	0.00083752	175	166	5	0	0	4	0.02857143	0.0	0.03714286	0.02952381
thymelicus_acteon	TRINITY_DN18398_c0_g1(-)	acteon.TRINITY_DN18398_c0_g1	NA	50	0	0	50	90	89	0	0	1	0	0.01111111	0.01111111	0.00555556	0.00740741	18	18	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18400_c0_g1(+)	acteon.TRINITY_DN18400_c0_g1	NA	310	0	0	310	579	579	0	0	0	0	0.0	0.0	0.0	0.0	156	152	2	1	0	1	0.01282051	0.00641026	0.01602564	0.01388889
thymelicus_acteon	TRINITY_DN18401_c0_g1(+)	acteon.TRINITY_DN18401_c0_g1	NA	468	1	0	467	872	872	0	0	0	0	0.0	0.0	0.0	0.0	183	177	2	4	0	0	0.01092896	0.02185792	0.01639344	0.01639344
thymelicus_acteon	TRINITY_DN18402_c1_g1(+)	acteon.TRINITY_DN18402_c1_g1	NA	138	0	0	138	252	252	0	0	0	0	0.0	0.0	0.0	0.0	57	55	1	1	0	0	0.01754386	0.01754386	0.01754386	0.01754386
thymelicus_acteon	TRINITY_DN18403_c0_g1(+)	acteon.TRINITY_DN18403_c0_g1	NA	473	0	2	471	895	880	6	4	4	1	0.01117318	0.00893855	0.00893855	0.00931099	140	138	1	0	1	0	0.01428571	0.00714286	0.00714286	0.00833333
thymelicus_acteon	TRINITY_DN18404_c0_g1(+)	acteon.TRINITY_DN18404_c0_g1	NA	449	0	1	448	836	836	0	0	0	0	0.0	0.0	0.0	0.0	181	173	3	1	1	3	0.02209945	0.01104972	0.03038674	0.02578269
thymelicus_acteon	TRINITY_DN18405_c2_g2(-)	acteon.TRINITY_DN18405_c2_g2	NA	22	0	0	22	43	41	0	0	0	2	0.0	0.0	0.04651163	0.03100775	7	7	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18405_c4_g1(+)	acteon.TRINITY_DN18405_c4_g1	NA	271	0	0	271	512	512	0	0	0	0	0.0	0.0	0.0	0.0	100	94	0	3	0	3	0.0	0.03	0.045	0.035
thymelicus_acteon	TRINITY_DN18406_c0_g1(+)	acteon.TRINITY_DN18406_c0_g1	NA	445	0	0	445	834	834	0	0	0	0	0.0	0.0	0.0	0.0	261	250	1	7	3	0	0.01532567	0.03831418	0.0210728	0.02298851
thymelicus_acteon	TRINITY_DN18408_c1_g2(+)	acteon.TRINITY_DN18408_c1_g2	NA	186	0	0	186	348	347	0	0	0	1	0.0	0.0	0.00287356	0.00191571	85	81	2	0	0	2	0.02352941	0.0	0.03529412	0.02745098
thymelicus_acteon	TRINITY_DN18408_c1_g3(+)	acteon.TRINITY_DN18408_c1_g3	NA	66	0	0	66	129	129	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18408_c1_g4(+)	acteon.TRINITY_DN18408_c1_g4	NA	65	0	0	65	116	113	0	3	0	0	0.0	0.02586207	0.01293103	0.01293103	36	35	0	1	0	0	0.0	0.02777778	0.01388889	0.01388889
thymelicus_acteon	TRINITY_DN18408_c1_g5(+)	acteon.TRINITY_DN18408_c1_g5	NA	518	0	0	518	965	965	0	0	0	0	0.0	0.0	0.0	0.0	287	279	0	4	0	4	0.0	0.01393728	0.02090592	0.01626016
thymelicus_acteon	TRINITY_DN18409_c0_g1(+)	acteon.TRINITY_DN18409_c0_g1	NA	416	1	0	415	788	788	0	0	0	0	0.0	0.0	0.0	0.0	209	200	2	1	2	4	0.01913876	0.01435407	0.03110048	0.02631579
thymelicus_acteon	TRINITY_DN18410_c2_g1(+)	acteon.TRINITY_DN18410_c2_g1	NA	326	0	0	326	609	605	1	3	0	0	0.00164204	0.00492611	0.00328407	0.00328407	120	117	0	1	2	0	0.01666667	0.025	0.0125	0.01527778
thymelicus_acteon	TRINITY_DN18412_c0_g1(+)	acteon.TRINITY_DN18412_c0_g1	OG0001979	249	0	0	249	459	459	0	0	0	0	0.0	0.0	0.0	0.0	107	104	0	3	0	0	0.0	0.02803738	0.01401869	0.01401869
thymelicus_acteon	TRINITY_DN18413_c0_g1(+)	acteon.TRINITY_DN18413_c0_g1	NA	33	0	0	33	59	59	0	0	0	0	0.0	0.0	0.0	0.0	15	14	0	0	0	1	0.0	0.0	0.06666667	0.04444445
thymelicus_acteon	TRINITY_DN18414_c0_g1(+)	acteon.TRINITY_DN18414_c0_g1	OG0001415	409	0	0	409	783	783	0	0	0	0	0.0	0.0	0.0	0.0	160	154	4	2	0	0	0.025	0.0125	0.01875	0.01875
thymelicus_acteon	TRINITY_DN18415_c4_g3(+)	acteon.TRINITY_DN18415_c4_g3	OG0003961	508	0	0	508	947	947	0	0	0	0	0.0	0.0	0.0	0.0	185	182	1	2	0	0	0.00540541	0.01081081	0.00810811	0.00810811
thymelicus_acteon	TRINITY_DN18415_c4_g4(+)	acteon.TRINITY_DN18415_c4_g4	NA	226	0	0	226	432	432	0	0	0	0	0.0	0.0	0.0	0.0	107	105	2	0	0	0	0.01869159	0.0	0.00934579	0.00934579
thymelicus_acteon	TRINITY_DN18415_c4_g5(+)	acteon.TRINITY_DN18415_c4_g5	NA	35	1	0	34	60	58	1	1	0	0	0.01666667	0.01666667	0.01666667	0.01666667	22	20	0	0	1	1	0.04545455	0.04545455	0.06818182	0.06060606
thymelicus_acteon	TRINITY_DN18417_c0_g1(+)	acteon.TRINITY_DN18417_c0_g1	NA	40	0	0	40	77	75	0	0	2	0	0.02597403	0.02597403	0.01298701	0.01731602	20	19	0	0	1	0	0.05	0.05	0.025	0.03333333
thymelicus_acteon	TRINITY_DN18419_c0_g1(+)	acteon.TRINITY_DN18419_c0_g1	NA	40	0	0	40	77	76	0	1	0	0	0.0	0.01298701	0.00649351	0.00649351	15	15	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18421_c0_g1(+)	acteon.TRINITY_DN18421_c0_g1	NA	245	0	0	245	452	444	3	2	3	0	0.01327434	0.01106195	0.00884956	0.00995575	89	88	0	1	0	0	0.0	0.01123596	0.00561798	0.00561798
thymelicus_acteon	TRINITY_DN18422_c0_g1(+)	acteon.TRINITY_DN18422_c0_g1	OG0003222	316	1	2	313	559	554	1	1	2	1	0.00536673	0.00536673	0.00536673	0.00536673	92	85	5	1	1	0	0.06521739	0.02173913	0.03804348	0.03985507
thymelicus_acteon	TRINITY_DN18423_c0_g1(+)	acteon.TRINITY_DN18423_c0_g1	NA	13	0	0	13	27	27	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18424_c0_g1(+)	acteon.TRINITY_DN18424_c0_g1	NA	611	0	0	611	1154	1151	2	1	0	0	0.0017331	0.00086655	0.00129983	0.00129983	274	266	6	2	0	0	0.02189781	0.00729927	0.01459854	0.01459854
thymelicus_acteon	TRINITY_DN18424_c0_g2(+)	acteon.TRINITY_DN18424_c0_g2	NA	191	1	1	189	360	360	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18425_c4_g3(+)	acteon.TRINITY_DN18425_c4_g3	NA	281	0	0	281	534	531	2	1	0	0	0.00374532	0.00187266	0.00280899	0.00280899	89	88	0	0	0	1	0.0	0.0	0.01123596	0.00749064
thymelicus_acteon	TRINITY_DN18429_c7_g2(+)	acteon.TRINITY_DN18429_c7_g2	NA	122	0	0	122	229	229	0	0	0	0	0.0	0.0	0.0	0.0	58	56	2	0	0	0	0.03448276	0.0	0.01724138	0.01724138
thymelicus_acteon	TRINITY_DN18430_c1_g1(+)	acteon.TRINITY_DN18430_c1_g1	NA	21	0	0	21	42	42	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18431_c0_g1(+)	acteon.TRINITY_DN18431_c0_g1	NA	120	0	0	120	222	222	0	0	0	0	0.0	0.0	0.0	0.0	65	64	1	0	0	0	0.01538462	0.0	0.00769231	0.00769231
thymelicus_acteon	TRINITY_DN18433_c0_g1(+)	acteon.TRINITY_DN18433_c0_g1	OG0003224	427	0	0	427	803	800	0	2	0	1	0.0	0.00249066	0.00249066	0.00207555	172	166	3	0	3	0	0.03488372	0.01744186	0.01744186	0.02034884
thymelicus_acteon	TRINITY_DN18434_c0_g1(+)	acteon.TRINITY_DN18434_c0_g1	NA	233	0	0	233	456	455	0	1	0	0	0.0	0.00219298	0.00109649	0.00109649	102	101	0	1	0	0	0.0	0.00980392	0.00490196	0.00490196
thymelicus_acteon	TRINITY_DN18435_c4_g1(+)	acteon.TRINITY_DN18435_c4_g1	NA	106	0	0	106	205	203	1	0	0	1	0.00487805	0.0	0.00731707	0.00569106	40	40	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18435_c5_g3(-)	acteon.TRINITY_DN18435_c5_g3	NA	50	0	0	50	98	98	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18436_c12_g2(+)	acteon.TRINITY_DN18436_c12_g2	NA	239	1	0	238	452	450	1	1	0	0	0.00221239	0.00221239	0.00221239	0.00221239	65	63	0	2	0	0	0.0	0.03076923	0.01538462	0.01538462
thymelicus_acteon	TRINITY_DN18437_c0_g1(+)	acteon.TRINITY_DN18437_c0_g1	NA	343	0	0	343	645	645	0	0	0	0	0.0	0.0	0.0	0.0	182	175	1	2	0	4	0.00549451	0.01098901	0.03021978	0.02289377
thymelicus_acteon	TRINITY_DN18437_c0_g2(+)	acteon.TRINITY_DN18437_c0_g2	NA	73	0	0	73	144	144	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18437_c0_g3(+)	acteon.TRINITY_DN18437_c0_g3	NA	295	1	0	294	540	539	1	0	0	0	0.00185185	0.0	0.00092593	0.00092593	88	80	2	0	0	6	0.02272727	0.0	0.07954545	0.05681818
thymelicus_acteon	TRINITY_DN18438_c2_g2(+)	acteon.TRINITY_DN18438_c2_g2	NA	205	0	0	205	391	391	0	0	0	0	0.0	0.0	0.0	0.0	90	90	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18438_c2_g3(+)	acteon.TRINITY_DN18438_c2_g3	NA	566	0	0	566	1099	1099	0	0	0	0	0.0	0.0	0.0	0.0	253	252	0	0	1	0	0.00395257	0.00395257	0.00197628	0.00263504
thymelicus_acteon	TRINITY_DN18439_c6_g1(+)	acteon.TRINITY_DN18439_c6_g1	NA	39	0	0	39	66	63	1	0	2	0	0.04545455	0.03030303	0.02272727	0.02777778	12	11	0	1	0	0	0.0	0.08333333	0.04166667	0.04166667
thymelicus_acteon	TRINITY_DN18440_c0_g1(+)	acteon.TRINITY_DN18440_c0_g1	NA	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18440_c1_g2(+)	acteon.TRINITY_DN18440_c1_g2	NA	194	0	0	194	375	375	0	0	0	0	0.0	0.0	0.0	0.0	70	70	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18440_c2_g1(+)	acteon.TRINITY_DN18440_c2_g1	NA	241	0	0	241	447	446	0	1	0	0	0.0	0.00223714	0.00111857	0.00111857	128	124	0	4	0	0	0.0	0.03125	0.015625	0.015625
thymelicus_acteon	TRINITY_DN18441_c0_g2(+)	acteon.TRINITY_DN18441_c0_g2	NA	324	0	0	324	608	606	1	0	1	0	0.00328947	0.00164474	0.00164474	0.00191886	152	148	1	2	1	0	0.01315789	0.01973684	0.01315789	0.01425438
thymelicus_acteon	TRINITY_DN18442_c0_g1(+)	acteon.TRINITY_DN18442_c0_g1	NA	161	0	0	161	291	290	0	1	0	0	0.0	0.00343643	0.00171821	0.00171821	70	69	0	1	0	0	0.0	0.01428571	0.00714286	0.00714286
thymelicus_acteon	TRINITY_DN18443_c0_g1(+)	acteon.TRINITY_DN18443_c0_g1	NA	14	0	1	13	25	23	1	0	1	0	0.08	0.04	0.04	0.04666667	3	3	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18443_c2_g4(+)	acteon.TRINITY_DN18443_c2_g4	NA	238	0	0	238	434	433	0	0	1	0	0.00230415	0.00230415	0.00115207	0.0015361	81	81	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18445_c0_g1(-)	acteon.TRINITY_DN18445_c0_g1	NA	31	0	0	31	54	54	0	0	0	0	0.0	0.0	0.0	0.0	14	13	1	0	0	0	0.07142857	0.0	0.03571429	0.03571429
thymelicus_acteon	TRINITY_DN18446_c0_g1(-)	acteon.TRINITY_DN18446_c0_g1	NA	37	0	0	37	71	71	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18448_c0_g1(+)	acteon.TRINITY_DN18448_c0_g1	NA	179	0	0	179	338	338	0	0	0	0	0.0	0.0	0.0	0.0	63	63	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18449_c0_g1(+)	acteon.TRINITY_DN18449_c0_g1	NA	353	0	0	353	647	644	2	1	0	0	0.00309119	0.0015456	0.00231839	0.00231839	134	126	2	5	1	0	0.02238806	0.04477612	0.02985075	0.03109453
thymelicus_acteon	TRINITY_DN18451_c1_g1(+)	acteon.TRINITY_DN18451_c1_g1	NA	89	0	0	89	168	167	0	1	0	0	0.0	0.00595238	0.00297619	0.00297619	35	33	1	1	0	0	0.02857143	0.02857143	0.02857143	0.02857143
thymelicus_acteon	TRINITY_DN18455_c0_g2(+)	acteon.TRINITY_DN18455_c0_g2	NA	312	0	0	312	599	597	0	1	1	0	0.00166945	0.0033389	0.00166945	0.00194769	144	143	0	1	0	0	0.0	0.00694444	0.00347222	0.00347222
thymelicus_acteon	TRINITY_DN18456_c0_g1(+)	acteon.TRINITY_DN18456_c0_g1	NA	11	0	0	11	21	21	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18457_c0_g1(-)	acteon.TRINITY_DN18457_c0_g1	NA	60	0	0	60	118	118	0	0	0	0	0.0	0.0	0.0	0.0	14	14	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18458_c0_g1(+)	acteon.TRINITY_DN18458_c0_g1	NA	627	0	0	627	1156	1153	3	0	0	0	0.00259516	0.0	0.00129758	0.00129758	287	281	1	2	3	0	0.01393728	0.0174216	0.01045296	0.01219512
thymelicus_acteon	TRINITY_DN18458_c0_g2(+)	acteon.TRINITY_DN18458_c0_g2	NA	83	0	0	83	164	164	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18458_c0_g3(+)	acteon.TRINITY_DN18458_c0_g3	NA	472	0	0	472	889	889	0	0	0	0	0.0	0.0	0.0	0.0	220	213	1	3	2	1	0.01363636	0.02272727	0.01818182	0.01818182
thymelicus_acteon	TRINITY_DN18459_c0_g1(+)	acteon.TRINITY_DN18459_c0_g1	NA	292	0	0	292	529	526	1	2	0	0	0.00189036	0.00378072	0.00283554	0.00283554	97	91	2	1	2	1	0.04123711	0.03092784	0.03608247	0.03608247
thymelicus_acteon	TRINITY_DN18460_c0_g1(+)	acteon.TRINITY_DN18460_c0_g1	NA	28	1	0	27	47	44	0	0	3	0	0.06382979	0.06382979	0.03191489	0.04255319	16	15	1	0	0	0	0.0625	0.0	0.03125	0.03125
thymelicus_acteon	TRINITY_DN18460_c1_g1(+)	acteon.TRINITY_DN18460_c1_g1	NA	440	0	0	440	846	844	0	1	0	1	0.0	0.00118203	0.00177305	0.00137904	195	194	0	1	0	0	0.0	0.00512821	0.0025641	0.0025641
thymelicus_acteon	TRINITY_DN18463_c0_g2(+)	acteon.TRINITY_DN18463_c0_g2	NA	658	0	0	658	1249	1247	0	2	0	0	0.0	0.00160128	0.00080064	0.00080064	238	234	2	1	1	0	0.01260504	0.00840336	0.00840336	0.00910364
thymelicus_acteon	TRINITY_DN18464_c1_g1(+)	acteon.TRINITY_DN18464_c1_g1	NA	327	1	0	326	588	588	0	0	0	0	0.0	0.0	0.0	0.0	132	124	5	1	2	0	0.0530303	0.02272727	0.03030303	0.03282828
thymelicus_acteon	TRINITY_DN18465_c0_g1(+)	acteon.TRINITY_DN18465_c0_g1	NA	56	0	0	56	102	97	1	2	0	2	0.00980392	0.01960784	0.03431373	0.02777778	14	14	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18467_c0_g1(+)	acteon.TRINITY_DN18467_c0_g1	NA	242	0	0	242	448	448	0	0	0	0	0.0	0.0	0.0	0.0	98	94	3	1	0	0	0.03061224	0.01020408	0.02040816	0.02040816
thymelicus_acteon	TRINITY_DN18468_c0_g3(+)	acteon.TRINITY_DN18468_c0_g3	NA	190	0	0	190	342	342	0	0	0	0	0.0	0.0	0.0	0.0	67	62	2	1	1	1	0.04477612	0.02985075	0.04477612	0.04228856
thymelicus_acteon	TRINITY_DN18470_c4_g1(+)	acteon.TRINITY_DN18470_c4_g1	OG0001983	153	0	0	153	300	300	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18471_c1_g1(+)	acteon.TRINITY_DN18471_c1_g1	NA	135	0	0	135	256	256	0	0	0	0	0.0	0.0	0.0	0.0	53	51	2	0	0	0	0.03773585	0.0	0.01886792	0.01886792
thymelicus_acteon	TRINITY_DN18471_c3_g2(+)	acteon.TRINITY_DN18471_c3_g2	NA	181	1	0	180	266	259	4	0	3	0	0.02631579	0.0112782	0.01315789	0.01503759	69	58	5	0	6	0	0.15942029	0.08695652	0.07971014	0.09420289
thymelicus_acteon	TRINITY_DN18473_c4_g1(+)	acteon.TRINITY_DN18473_c4_g1	NA	201	0	0	201	376	374	0	1	1	0	0.00265957	0.00531915	0.00265957	0.00310283	103	99	1	1	2	0	0.02912621	0.02912621	0.01941748	0.02265372
thymelicus_acteon	TRINITY_DN18473_c4_g2(-)	acteon.TRINITY_DN18473_c4_g2	NA	65	0	0	65	126	125	1	0	0	0	0.00793651	0.0	0.00396825	0.00396825	25	25	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18474_c0_g1(+)	acteon.TRINITY_DN18474_c0_g1	OG0003227	515	0	0	515	965	963	0	2	0	0	0.0	0.00207254	0.00103627	0.00103627	191	181	0	3	0	7	0.0	0.01570681	0.04450262	0.03228622
thymelicus_acteon	TRINITY_DN18475_c0_g1(+)	acteon.TRINITY_DN18475_c0_g1	OG0001418	235	0	0	235	443	441	0	1	1	0	0.00225734	0.00451467	0.00225734	0.00263356	122	114	1	5	2	0	0.02459016	0.05737705	0.03278689	0.03551913
thymelicus_acteon	TRINITY_DN18476_c3_g2(+)	acteon.TRINITY_DN18476_c3_g2	NA	476	0	0	476	873	871	2	0	0	0	0.00229095	0.0	0.00114548	0.00114548	225	215	2	6	1	1	0.01333333	0.03111111	0.02444444	0.0237037
thymelicus_acteon	TRINITY_DN18477_c0_g1(+)	acteon.TRINITY_DN18477_c0_g1	NA	203	0	0	203	390	390	0	0	0	0	0.0	0.0	0.0	0.0	65	62	2	1	0	0	0.03076923	0.01538462	0.02307692	0.02307692
thymelicus_acteon	TRINITY_DN18478_c0_g1(+)	acteon.TRINITY_DN18478_c0_g1	NA	9	0	0	9	15	15	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18479_c0_g1(+)	acteon.TRINITY_DN18479_c0_g1	NA	397	0	0	397	734	731	0	3	0	0	0.0	0.00408719	0.0020436	0.0020436	155	150	3	2	0	0	0.01935484	0.01290323	0.01612903	0.01612903
thymelicus_acteon	TRINITY_DN18480_c5_g1(+)	acteon.TRINITY_DN18480_c5_g1	NA	5	0	0	5	8	8	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18480_c7_g1(+)	acteon.TRINITY_DN18480_c7_g1	NA	332	0	0	332	611	610	0	1	0	0	0.0	0.00163666	0.00081833	0.00081833	166	160	0	4	0	2	0.0	0.02409639	0.02409639	0.02008032
thymelicus_acteon	TRINITY_DN18482_c0_g1(+)	acteon.TRINITY_DN18482_c0_g1	OG0002579	343	0	1	342	623	620	2	1	0	0	0.00321027	0.00160514	0.0024077	0.0024077	149	137	3	6	1	2	0.02684564	0.04697987	0.04697987	0.04362416
thymelicus_acteon	TRINITY_DN18486_c0_g1(+)	acteon.TRINITY_DN18486_c0_g1	NA	116	0	1	115	220	219	1	0	0	0	0.00454545	0.0	0.00227273	0.00227273	39	39	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18488_c0_g1(+)	acteon.TRINITY_DN18488_c0_g1	NA	197	0	0	197	360	360	0	0	0	0	0.0	0.0	0.0	0.0	81	80	1	0	0	0	0.01234568	0.0	0.00617284	0.00617284
thymelicus_acteon	TRINITY_DN18489_c0_g1(+)	acteon.TRINITY_DN18489_c0_g1	NA	325	0	1	324	598	598	0	0	0	0	0.0	0.0	0.0	0.0	159	156	3	0	0	0	0.01886792	0.0	0.00943396	0.00943396
thymelicus_acteon	TRINITY_DN18491_c0_g1(+)	acteon.TRINITY_DN18491_c0_g1	OG0003229	275	0	0	275	507	505	1	1	0	0	0.00197239	0.00197239	0.00197239	0.00197239	92	87	0	2	1	2	0.01086957	0.0326087	0.03804348	0.0326087
thymelicus_acteon	TRINITY_DN18493_c0_g1(+)	acteon.TRINITY_DN18493_c0_g1	NA	126	0	0	126	227	224	3	0	0	0	0.01321586	0.0	0.00660793	0.00660793	46	45	0	0	1	0	0.02173913	0.02173913	0.01086957	0.01449276
thymelicus_acteon	TRINITY_DN18494_c2_g3(+)	acteon.TRINITY_DN18494_c2_g3	NA	477	0	0	477	900	899	0	1	0	0	0.0	0.00111111	0.00055556	0.00055556	210	203	0	7	0	0	0.0	0.03333333	0.01666667	0.01666667
thymelicus_acteon	TRINITY_DN18495_c0_g1(+)	acteon.TRINITY_DN18495_c0_g1	OG0001984	269	0	0	269	490	490	0	0	0	0	0.0	0.0	0.0	0.0	133	125	4	3	0	1	0.03007519	0.02255639	0.03383459	0.03132832
thymelicus_acteon	TRINITY_DN18496_c0_g2(+)	acteon.TRINITY_DN18496_c0_g2	NA	250	0	0	250	452	443	4	3	1	1	0.01106195	0.00884956	0.01106195	0.01069322	98	94	0	3	1	0	0.01020408	0.04081633	0.02040816	0.02210884
thymelicus_acteon	TRINITY_DN18497_c4_g1(+)	acteon.TRINITY_DN18497_c4_g1	NA	82	0	0	82	157	157	0	0	0	0	0.0	0.0	0.0	0.0	36	36	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18497_c7_g1(+)	acteon.TRINITY_DN18497_c7_g1	NA	584	0	0	584	1086	1079	3	3	0	1	0.00276243	0.00276243	0.00368324	0.0033763	190	185	1	4	0	0	0.00526316	0.02105263	0.01315789	0.01315789
thymelicus_acteon	TRINITY_DN18498_c0_g1(-)	acteon.TRINITY_DN18498_c0_g1	NA	45	0	1	44	83	81	1	1	0	0	0.01204819	0.01204819	0.01204819	0.01204819	8	8	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18500_c0_g2(+)	acteon.TRINITY_DN18500_c0_g2	NA	155	0	0	155	295	294	1	0	0	0	0.00338983	0.0	0.00169492	0.00169492	60	60	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18502_c0_g1(+)	acteon.TRINITY_DN18502_c0_g1	NA	118	1	0	117	218	217	1	0	0	0	0.00458716	0.0	0.00229358	0.00229358	61	57	1	2	1	0	0.03278689	0.04918033	0.03278689	0.03551913
thymelicus_acteon	TRINITY_DN18503_c4_g2(-)	acteon.TRINITY_DN18503_c4_g2	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18503_c5_g1(+)	acteon.TRINITY_DN18503_c5_g1	NA	60	0	0	60	121	121	0	0	0	0	0.0	0.0	0.0	0.0	23	23	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18505_c0_g1(+)	acteon.TRINITY_DN18505_c0_g1	NA	296	0	0	296	563	562	0	1	0	0	0.0	0.0017762	0.0008881	0.0008881	129	123	0	5	0	1	0.0	0.03875969	0.02713178	0.0245478
thymelicus_acteon	TRINITY_DN18506_c0_g1(+)	acteon.TRINITY_DN18506_c0_g1	NA	175	0	0	175	322	322	0	0	0	0	0.0	0.0	0.0	0.0	77	73	1	2	1	0	0.02597403	0.03896104	0.02597403	0.02813853
thymelicus_acteon	TRINITY_DN18507_c0_g1(+)	acteon.TRINITY_DN18507_c0_g1	NA	231	0	0	231	430	429	0	0	1	0	0.00232558	0.00232558	0.00116279	0.00155039	118	117	0	0	1	0	0.00847458	0.00847458	0.00423729	0.00564972
thymelicus_acteon	TRINITY_DN18510_c0_g1(+)	acteon.TRINITY_DN18510_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_acteon	TRINITY_DN18514_c0_g1(+)	acteon.TRINITY_DN18514_c0_g1	NA	19	0	0	19	40	40	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_acteon	TRINITY_DN18514_c0_g2(+)	acteon.TRINITY_DN18514_c0_g2	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_acteon	TRINITY_DN18516_c0_g1(+)	acteon.TRINITY_DN18516_c0_g1	NA	424	0	0	424	782	782	0	0	0	0	0.0	0.0	0.0	0.0	148	147	1	0	0	0	0.00675676	0.0	0.00337838	0.00337838
