species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_VA_268	0_pi_VA_443	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_VA_268	4_pi_VA_443	4_pi_between	4_pi_total
vanessa_atalanta	TRINITY_DN17975_c0_g1(+)	atalanta.TRINITY_DN17975_c0_g1	NA	215	0	0	215	404	403	1	0	0	0	0.00247525	0.0	0.00123762	0.00123762	83	83	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN17976_c0_g1(+)	atalanta.TRINITY_DN17976_c0_g1	NA	42	0	0	42	80	80	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN17977_c0_g1(+)	atalanta.TRINITY_DN17977_c0_g1	OG0003432	955	0	0	955	1796	1794	0	0	2	0	0.00111359	0.00111359	0.00055679	0.00074239	332	328	2	1	1	0	0.00903614	0.0060241	0.0060241	0.00652611
vanessa_atalanta	TRINITY_DN17978_c0_g1(+)	atalanta.TRINITY_DN17978_c0_g1	OG0001386	358	0	0	358	684	683	0	1	0	0	0.0	0.00146199	0.00073099	0.00073099	152	147	0	3	0	2	0.0	0.01973684	0.02302632	0.01864035
vanessa_atalanta	TRINITY_DN17979_c0_g1(+)	atalanta.TRINITY_DN17979_c0_g1	NA	203	0	0	203	392	392	0	0	0	0	0.0	0.0	0.0	0.0	88	87	0	1	0	0	0.0	0.01136364	0.00568182	0.00568182
vanessa_atalanta	TRINITY_DN17980_c0_g1(+)	atalanta.TRINITY_DN17980_c0_g1	NA	411	0	0	411	784	784	0	0	0	0	0.0	0.0	0.0	0.0	187	185	1	1	0	0	0.00534759	0.00534759	0.00534759	0.00534759
vanessa_atalanta	TRINITY_DN17981_c0_g1(+)	atalanta.TRINITY_DN17981_c0_g1	NA	618	0	0	618	1169	1167	0	2	0	0	0.0	0.00171086	0.00085543	0.00085543	268	267	0	1	0	0	0.0	0.00373134	0.00186567	0.00186567
vanessa_atalanta	TRINITY_DN17983_c1_g1(+)	atalanta.TRINITY_DN17983_c1_g1	NA	216	0	0	216	408	408	0	0	0	0	0.0	0.0	0.0	0.0	72	71	0	1	0	0	0.0	0.01388889	0.00694444	0.00694444
vanessa_atalanta	TRINITY_DN17984_c0_g1(+)	atalanta.TRINITY_DN17984_c0_g1	OG0004001	670	0	0	670	1288	1288	0	0	0	0	0.0	0.0	0.0	0.0	265	264	0	1	0	0	0.0	0.00377358	0.00188679	0.00188679
vanessa_atalanta	TRINITY_DN17985_c0_g1(+)	atalanta.TRINITY_DN17985_c0_g1	NA	369	0	0	369	701	701	0	0	0	0	0.0	0.0	0.0	0.0	165	161	3	0	1	0	0.02424242	0.00606061	0.01212121	0.01313131
vanessa_atalanta	TRINITY_DN17987_c0_g2(+)	atalanta.TRINITY_DN17987_c0_g2	NA	189	0	0	189	368	368	0	0	0	0	0.0	0.0	0.0	0.0	73	72	0	0	1	0	0.01369863	0.01369863	0.00684932	0.00913242
vanessa_atalanta	TRINITY_DN17988_c0_g1(-)	atalanta.TRINITY_DN17988_c0_g1	NA	26	0	0	26	53	53	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN17988_c0_g2(+)	atalanta.TRINITY_DN17988_c0_g2	NA	164	0	0	164	311	311	0	0	0	0	0.0	0.0	0.0	0.0	60	60	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN17989_c0_g1(+)	atalanta.TRINITY_DN17989_c0_g1	NA	144	0	0	144	265	265	0	0	0	0	0.0	0.0	0.0	0.0	54	50	1	0	0	3	0.01851852	0.0	0.06481481	0.04629629
vanessa_atalanta	TRINITY_DN17990_c0_g1(+)	atalanta.TRINITY_DN17990_c0_g1	NA	34	0	0	34	70	70	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN17992_c0_g1(+)	atalanta.TRINITY_DN17992_c0_g1	NA	433	0	0	433	825	824	1	0	0	0	0.00121212	0.0	0.00060606	0.00060606	169	169	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN17993_c0_g1(+)	atalanta.TRINITY_DN17993_c0_g1	NA	489	0	0	489	931	930	1	0	0	0	0.00107411	0.0	0.00053706	0.00053706	222	217	3	2	0	0	0.01351351	0.00900901	0.01126126	0.01126126
vanessa_atalanta	TRINITY_DN17994_c0_g1(+)	atalanta.TRINITY_DN17994_c0_g1	NA	175	0	0	175	327	326	0	0	1	0	0.0030581	0.0030581	0.00152905	0.00203873	63	61	1	1	0	0	0.01587302	0.01587302	0.01587302	0.01587302
vanessa_atalanta	TRINITY_DN17995_c0_g2(+)	atalanta.TRINITY_DN17995_c0_g2	NA	18	0	0	18	32	30	2	0	0	0	0.0625	0.0	0.03125	0.03125	5	5	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN17996_c0_g1(+)	atalanta.TRINITY_DN17996_c0_g1	NA	317	0	0	317	605	604	0	0	1	0	0.00165289	0.00165289	0.00082645	0.00110193	138	136	0	2	0	0	0.0	0.01449275	0.00724638	0.00724638
vanessa_atalanta	TRINITY_DN18002_c0_g1(+)	atalanta.TRINITY_DN18002_c0_g1	NA	397	0	0	397	744	743	1	0	0	0	0.00134409	0.0	0.00067204	0.00067204	185	181	2	1	0	1	0.01081081	0.00540541	0.01351351	0.01171171
vanessa_atalanta	TRINITY_DN18004_c1_g1(+)	atalanta.TRINITY_DN18004_c1_g1	NA	118	0	0	118	231	231	0	0	0	0	0.0	0.0	0.0	0.0	48	47	0	1	0	0	0.0	0.02083333	0.01041667	0.01041667
vanessa_atalanta	TRINITY_DN18006_c1_g1(+)	atalanta.TRINITY_DN18006_c1_g1	NA	82	0	0	82	150	148	0	0	2	0	0.01333333	0.01333333	0.00666667	0.00888889	25	25	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18008_c0_g1(+)	atalanta.TRINITY_DN18008_c0_g1	NA	732	0	0	732	1408	1408	0	0	0	0	0.0	0.0	0.0	0.0	418	414	0	4	0	0	0.0	0.00956938	0.00478469	0.00478469
vanessa_atalanta	TRINITY_DN18009_c0_g1(+)	atalanta.TRINITY_DN18009_c0_g1	NA	326	0	0	326	636	636	0	0	0	0	0.0	0.0	0.0	0.0	103	103	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18012_c0_g1(+)	atalanta.TRINITY_DN18012_c0_g1	NA	254	0	0	254	478	478	0	0	0	0	0.0	0.0	0.0	0.0	116	114	0	1	0	1	0.0	0.00862069	0.01293103	0.01005747
vanessa_atalanta	TRINITY_DN18013_c0_g1(+)	atalanta.TRINITY_DN18013_c0_g1	OG0004450	1340	0	0	1340	2583	2583	0	0	0	0	0.0	0.0	0.0	0.0	633	628	2	1	2	0	0.00631912	0.00473934	0.00394945	0.00447604
vanessa_atalanta	TRINITY_DN18014_c0_g1(+)	atalanta.TRINITY_DN18014_c0_g1	NA	122	0	0	122	230	230	0	0	0	0	0.0	0.0	0.0	0.0	46	44	2	0	0	0	0.04347826	0.0	0.02173913	0.02173913
vanessa_atalanta	TRINITY_DN18015_c0_g1(+)	atalanta.TRINITY_DN18015_c0_g1	NA	101	0	0	101	205	205	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18017_c0_g1(+)	atalanta.TRINITY_DN18017_c0_g1	NA	1986	0	0	1986	3846	3845	1	0	0	0	0.00026001	0.0	0.00013001	0.00013001	869	865	2	1	1	0	0.00345224	0.0023015	0.0023015	0.00249329
vanessa_atalanta	TRINITY_DN18018_c0_g2(+)	atalanta.TRINITY_DN18018_c0_g2	NA	229	0	0	229	437	436	0	1	0	0	0.0	0.00228833	0.00114416	0.00114416	74	74	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18021_c0_g1(+)	atalanta.TRINITY_DN18021_c0_g1	NA	127	0	0	127	237	237	0	0	0	0	0.0	0.0	0.0	0.0	41	39	0	2	0	0	0.0	0.04878049	0.02439024	0.02439024
vanessa_atalanta	TRINITY_DN18022_c0_g1(+)	atalanta.TRINITY_DN18022_c0_g1	NA	67	0	0	67	128	128	0	0	0	0	0.0	0.0	0.0	0.0	21	20	1	0	0	0	0.04761905	0.0	0.02380952	0.02380952
vanessa_atalanta	TRINITY_DN18024_c0_g1(-)	atalanta.TRINITY_DN18024_c0_g1	NA	77	0	0	77	157	157	0	0	0	0	0.0	0.0	0.0	0.0	51	51	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18026_c1_g1(+)	atalanta.TRINITY_DN18026_c1_g1	NA	197	0	1	196	381	381	0	0	0	0	0.0	0.0	0.0	0.0	74	74	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18027_c0_g1(+)	atalanta.TRINITY_DN18027_c0_g1	NA	425	0	0	425	821	821	0	0	0	0	0.0	0.0	0.0	0.0	183	183	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18028_c0_g1(+)	atalanta.TRINITY_DN18028_c0_g1	NA	131	0	0	131	234	230	0	1	3	0	0.01282051	0.01709402	0.00854701	0.01068376	62	57	1	0	4	0	0.08064516	0.06451613	0.04032258	0.05107527
vanessa_atalanta	TRINITY_DN18029_c0_g1(+)	atalanta.TRINITY_DN18029_c0_g1	NA	78	0	0	78	156	156	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18031_c0_g1(+)	atalanta.TRINITY_DN18031_c0_g1	OG0002969	346	0	0	346	655	654	1	0	0	0	0.00152672	0.0	0.00076336	0.00076336	139	132	1	6	0	0	0.00719424	0.04316547	0.02517986	0.02517986
vanessa_atalanta	TRINITY_DN18032_c0_g1(+)	atalanta.TRINITY_DN18032_c0_g1	OG0001376	457	0	0	457	870	870	0	0	0	0	0.0	0.0	0.0	0.0	189	184	4	0	0	1	0.02116402	0.0	0.01587302	0.01410935
vanessa_atalanta	TRINITY_DN18033_c0_g2(+)	atalanta.TRINITY_DN18033_c0_g2	NA	63	0	0	63	122	122	0	0	0	0	0.0	0.0	0.0	0.0	24	23	1	0	0	0	0.04166667	0.0	0.02083333	0.02083333
vanessa_atalanta	TRINITY_DN18037_c0_g1(+)	atalanta.TRINITY_DN18037_c0_g1	OG0001473	545	0	0	545	1060	1060	0	0	0	0	0.0	0.0	0.0	0.0	219	216	0	2	1	0	0.00456621	0.01369863	0.00684932	0.00761035
vanessa_atalanta	TRINITY_DN18039_c0_g2(+)	atalanta.TRINITY_DN18039_c0_g2	NA	264	0	0	264	498	498	0	0	0	0	0.0	0.0	0.0	0.0	134	131	2	1	0	0	0.01492537	0.00746269	0.01119403	0.01119403
vanessa_atalanta	TRINITY_DN18040_c0_g1(+)	atalanta.TRINITY_DN18040_c0_g1	NA	345	0	0	345	663	663	0	0	0	0	0.0	0.0	0.0	0.0	154	152	0	0	0	2	0.0	0.0	0.01298701	0.00865801
vanessa_atalanta	TRINITY_DN18042_c0_g1(+)	atalanta.TRINITY_DN18042_c0_g1	NA	173	0	0	173	332	330	1	1	0	0	0.00301205	0.00301205	0.00301205	0.00301205	81	81	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18044_c0_g1(+)	atalanta.TRINITY_DN18044_c0_g1	OG0001443	491	0	0	491	940	939	0	0	1	0	0.00106383	0.00106383	0.00053191	0.00070922	208	204	1	3	0	0	0.00480769	0.01442308	0.00961538	0.00961538
vanessa_atalanta	TRINITY_DN18046_c0_g1(+)	atalanta.TRINITY_DN18046_c0_g1	NA	294	0	0	294	553	553	0	0	0	0	0.0	0.0	0.0	0.0	124	115	2	6	1	0	0.02419355	0.05645161	0.03629032	0.03763441
vanessa_atalanta	TRINITY_DN18047_c0_g1(+)	atalanta.TRINITY_DN18047_c0_g1	OG0002589	279	0	0	279	525	524	0	1	0	0	0.0	0.00190476	0.00095238	0.00095238	91	89	0	2	0	0	0.0	0.02197802	0.01098901	0.01098901
vanessa_atalanta	TRINITY_DN18049_c0_g1(+)	atalanta.TRINITY_DN18049_c0_g1	NA	604	0	1	603	1167	1160	6	1	0	0	0.00514139	0.0008569	0.00299914	0.00299914	183	181	1	1	0	0	0.00546448	0.00546448	0.00546448	0.00546448
vanessa_atalanta	TRINITY_DN18052_c0_g1(+)	atalanta.TRINITY_DN18052_c0_g1	NA	63	0	0	63	123	123	0	0	0	0	0.0	0.0	0.0	0.0	24	23	1	0	0	0	0.04166667	0.0	0.02083333	0.02083333
vanessa_atalanta	TRINITY_DN18053_c0_g1(+)	atalanta.TRINITY_DN18053_c0_g1	NA	138	0	1	137	263	262	1	0	0	0	0.00380228	0.0	0.00190114	0.00190114	49	49	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18055_c0_g1(+)	atalanta.TRINITY_DN18055_c0_g1	NA	239	0	1	238	448	443	3	0	2	0	0.01116071	0.00446429	0.00558036	0.00632441	93	92	0	0	1	0	0.01075269	0.01075269	0.00537634	0.00716846
vanessa_atalanta	TRINITY_DN18057_c1_g1(+)	atalanta.TRINITY_DN18057_c1_g1	NA	260	0	0	260	499	498	1	0	0	0	0.00200401	0.0	0.001002	0.001002	70	69	0	1	0	0	0.0	0.01428571	0.00714286	0.00714286
vanessa_atalanta	TRINITY_DN18058_c0_g1(+)	atalanta.TRINITY_DN18058_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18058_c0_g2(+)	atalanta.TRINITY_DN18058_c0_g2	NA	581	0	0	581	1124	1123	0	1	0	0	0.0	0.00088968	0.00044484	0.00044484	248	248	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18059_c0_g2(+)	atalanta.TRINITY_DN18059_c0_g2	NA	950	0	0	950	1816	1815	1	0	0	0	0.00055066	0.0	0.00027533	0.00027533	449	441	6	1	1	0	0.0155902	0.00445434	0.00890869	0.00927988
vanessa_atalanta	TRINITY_DN18060_c0_g1(+)	atalanta.TRINITY_DN18060_c0_g1	NA	558	0	0	558	1081	1081	0	0	0	0	0.0	0.0	0.0	0.0	248	245	3	0	0	0	0.01209677	0.0	0.00604839	0.00604839
vanessa_atalanta	TRINITY_DN18061_c0_g1(+)	atalanta.TRINITY_DN18061_c0_g1	NA	264	0	0	264	509	506	2	1	0	0	0.00392927	0.00196464	0.00294695	0.00294695	108	107	1	0	0	0	0.00925926	0.0	0.00462963	0.00462963
vanessa_atalanta	TRINITY_DN18066_c0_g1(+)	atalanta.TRINITY_DN18066_c0_g1	NA	1	0	0	1	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
vanessa_atalanta	TRINITY_DN18067_c0_g2(+)	atalanta.TRINITY_DN18067_c0_g2	NA	730	0	0	730	1398	1398	0	0	0	0	0.0	0.0	0.0	0.0	408	406	1	0	1	0	0.00490196	0.00245098	0.00245098	0.00285948
vanessa_atalanta	TRINITY_DN18069_c0_g1(+)	atalanta.TRINITY_DN18069_c0_g1	NA	284	0	0	284	537	537	0	0	0	0	0.0	0.0	0.0	0.0	139	136	0	3	0	0	0.0	0.02158273	0.01079137	0.01079137
vanessa_atalanta	TRINITY_DN18070_c0_g1(+)	atalanta.TRINITY_DN18070_c0_g1	OG0004722	736	0	0	736	1421	1421	0	0	0	0	0.0	0.0	0.0	0.0	326	323	0	3	0	0	0.0	0.00920245	0.00460123	0.00460123
vanessa_atalanta	TRINITY_DN18071_c0_g1(+)	atalanta.TRINITY_DN18071_c0_g1	OG0001449	473	0	0	473	922	920	2	0	0	0	0.0021692	0.0	0.0010846	0.0010846	195	195	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18071_c1_g1(+)	atalanta.TRINITY_DN18071_c1_g1	NA	625	0	0	625	1233	1233	0	0	0	0	0.0	0.0	0.0	0.0	317	315	0	1	1	0	0.00315457	0.00630915	0.00315457	0.00368033
vanessa_atalanta	TRINITY_DN18072_c0_g1(+)	atalanta.TRINITY_DN18072_c0_g1	NA	91	0	1	90	171	171	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18073_c0_g1(+)	atalanta.TRINITY_DN18073_c0_g1	NA	162	0	0	162	301	300	0	1	0	0	0.0	0.00332226	0.00166113	0.00166113	54	51	1	2	0	0	0.01851852	0.03703704	0.02777778	0.02777778
vanessa_atalanta	TRINITY_DN18074_c0_g1(+)	atalanta.TRINITY_DN18074_c0_g1	NA	609	0	0	609	1178	1176	1	1	0	0	0.0008489	0.0008489	0.0008489	0.0008489	190	188	0	2	0	0	0.0	0.01052632	0.00526316	0.00526316
vanessa_atalanta	TRINITY_DN18075_c0_g1(+)	atalanta.TRINITY_DN18075_c0_g1	NA	427	0	0	427	785	783	1	1	0	0	0.00127389	0.00127389	0.00127389	0.00127389	162	158	0	3	1	0	0.00617284	0.02469136	0.01234568	0.01337449
vanessa_atalanta	TRINITY_DN18077_c0_g1(+)	atalanta.TRINITY_DN18077_c0_g1	OG0001423	276	0	0	276	534	534	0	0	0	0	0.0	0.0	0.0	0.0	138	135	0	1	2	0	0.01449275	0.02173913	0.01086957	0.01328503
vanessa_atalanta	TRINITY_DN18077_c1_g1(-)	atalanta.TRINITY_DN18077_c1_g1	NA	66	0	0	66	128	128	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18078_c0_g2(+)	atalanta.TRINITY_DN18078_c0_g2	OG0004095	499	0	0	499	946	945	1	0	0	0	0.00105708	0.0	0.00052854	0.00052854	196	192	4	0	0	0	0.02040816	0.0	0.01020408	0.01020408
vanessa_atalanta	TRINITY_DN18079_c0_g1(+)	atalanta.TRINITY_DN18079_c0_g1	NA	97	0	0	97	179	177	1	0	1	0	0.01117318	0.00558659	0.00558659	0.00651769	37	37	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18082_c0_g1(+)	atalanta.TRINITY_DN18082_c0_g1	NA	855	0	0	855	1657	1656	1	0	0	0	0.0006035	0.0	0.00030175	0.00030175	205	205	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18083_c0_g1(+)	atalanta.TRINITY_DN18083_c0_g1	NA	170	0	0	170	320	319	1	0	0	0	0.003125	0.0	0.0015625	0.0015625	67	66	0	0	1	0	0.01492537	0.01492537	0.00746269	0.00995025
vanessa_atalanta	TRINITY_DN18084_c0_g1(+)	atalanta.TRINITY_DN18084_c0_g1	OG0002517	307	0	0	307	584	578	6	0	0	0	0.01027397	0.0	0.00513699	0.00513699	90	87	3	0	0	0	0.03333333	0.0	0.01666667	0.01666667
vanessa_atalanta	TRINITY_DN18085_c0_g2(+)	atalanta.TRINITY_DN18085_c0_g2	OG0002026	422	0	0	422	792	789	0	3	0	0	0.0	0.00378788	0.00189394	0.00189394	181	178	0	3	0	0	0.0	0.01657459	0.00828729	0.00828729
vanessa_atalanta	TRINITY_DN18086_c0_g1(+)	atalanta.TRINITY_DN18086_c0_g1	NA	321	0	0	321	621	621	0	0	0	0	0.0	0.0	0.0	0.0	154	154	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18087_c0_g1(+)	atalanta.TRINITY_DN18087_c0_g1	OG0002665	395	0	0	395	774	772	2	0	0	0	0.00258398	0.0	0.00129199	0.00129199	155	152	2	1	0	0	0.01290323	0.00645161	0.00967742	0.00967742
vanessa_atalanta	TRINITY_DN18089_c0_g1(+)	atalanta.TRINITY_DN18089_c0_g1	NA	52	0	0	52	95	92	1	1	1	0	0.02105263	0.02105263	0.01578947	0.01754386	22	22	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18092_c1_g1(+)	atalanta.TRINITY_DN18092_c1_g1	NA	19	0	0	19	37	37	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18093_c0_g1(+)	atalanta.TRINITY_DN18093_c0_g1	NA	361	0	0	361	683	680	2	1	0	0	0.00292826	0.00146413	0.00219619	0.00219619	160	158	1	1	0	0	0.00625	0.00625	0.00625	0.00625
vanessa_atalanta	TRINITY_DN18094_c0_g1(+)	atalanta.TRINITY_DN18094_c0_g1	NA	624	0	0	624	1215	1215	0	0	0	0	0.0	0.0	0.0	0.0	374	373	1	0	0	0	0.0026738	0.0	0.0013369	0.0013369
vanessa_atalanta	TRINITY_DN18096_c0_g1(+)	atalanta.TRINITY_DN18096_c0_g1	NA	315	0	0	315	582	582	0	0	0	0	0.0	0.0	0.0	0.0	96	93	2	1	0	0	0.02083333	0.01041667	0.015625	0.015625
vanessa_atalanta	TRINITY_DN18097_c0_g1(+)	atalanta.TRINITY_DN18097_c0_g1	NA	788	0	1	787	1486	1485	1	0	0	0	0.00067295	0.0	0.00033647	0.00033647	297	295	0	0	0	2	0.0	0.0	0.00673401	0.00448934
vanessa_atalanta	TRINITY_DN18100_c0_g1(+)	atalanta.TRINITY_DN18100_c0_g1	NA	75	0	0	75	138	138	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18103_c0_g1(+)	atalanta.TRINITY_DN18103_c0_g1	NA	170	0	0	170	316	315	1	0	0	0	0.00316456	0.0	0.00158228	0.00158228	68	66	2	0	0	0	0.02941176	0.0	0.01470588	0.01470588
vanessa_atalanta	TRINITY_DN18106_c0_g1(+)	atalanta.TRINITY_DN18106_c0_g1	NA	544	1	1	542	1038	1034	2	1	1	0	0.00289017	0.00192678	0.00192678	0.00208734	149	147	1	1	0	0	0.00671141	0.00671141	0.00671141	0.00671141
vanessa_atalanta	TRINITY_DN18106_c0_g3(+)	atalanta.TRINITY_DN18106_c0_g3	NA	311	0	2	309	582	580	2	0	0	0	0.00343643	0.0	0.00171821	0.00171821	166	166	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18107_c0_g1(+)	atalanta.TRINITY_DN18107_c0_g1	NA	315	0	0	315	608	604	4	0	0	0	0.00657895	0.0	0.00328947	0.00328947	143	143	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18108_c0_g2(+)	atalanta.TRINITY_DN18108_c0_g2	NA	247	1	0	246	473	471	0	1	0	1	0.0	0.00211416	0.00317125	0.00246653	122	120	1	0	1	0	0.01639344	0.00819672	0.00819672	0.00956284
vanessa_atalanta	TRINITY_DN18109_c0_g1(+)	atalanta.TRINITY_DN18109_c0_g1	NA	504	0	0	504	947	947	0	0	0	0	0.0	0.0	0.0	0.0	241	236	3	0	2	0	0.02074689	0.00829876	0.01037344	0.01175657
vanessa_atalanta	TRINITY_DN18110_c0_g1(+)	atalanta.TRINITY_DN18110_c0_g1	OG0001612	223	0	0	223	418	418	0	0	0	0	0.0	0.0	0.0	0.0	87	85	1	1	0	0	0.01149425	0.01149425	0.01149425	0.01149425
vanessa_atalanta	TRINITY_DN18113_c0_g1(+)	atalanta.TRINITY_DN18113_c0_g1	OG0003899	529	0	0	529	1022	1020	2	0	0	0	0.00195695	0.0	0.00097847	0.00097847	174	170	2	2	0	0	0.01149425	0.01149425	0.01149425	0.01149425
vanessa_atalanta	TRINITY_DN18115_c0_g1(+)	atalanta.TRINITY_DN18115_c0_g1	OG0004338	533	0	0	533	1000	1000	0	0	0	0	0.0	0.0	0.0	0.0	166	162	1	2	0	1	0.0060241	0.01204819	0.01506024	0.01305221
vanessa_atalanta	TRINITY_DN18116_c0_g1(+)	atalanta.TRINITY_DN18116_c0_g1	NA	83	0	0	83	159	159	0	0	0	0	0.0	0.0	0.0	0.0	31	30	0	0	1	0	0.03225806	0.03225806	0.01612903	0.02150537
vanessa_atalanta	TRINITY_DN18118_c0_g1(+)	atalanta.TRINITY_DN18118_c0_g1	NA	174	0	0	174	327	326	0	1	0	0	0.0	0.0030581	0.00152905	0.00152905	62	61	0	0	1	0	0.01612903	0.01612903	0.00806452	0.01075269
vanessa_atalanta	TRINITY_DN18118_c0_g2(+)	atalanta.TRINITY_DN18118_c0_g2	NA	192	0	0	192	364	364	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
vanessa_atalanta	TRINITY_DN18120_c0_g1(+)	atalanta.TRINITY_DN18120_c0_g1	NA	929	0	0	929	1782	1782	0	0	0	0	0.0	0.0	0.0	0.0	452	446	2	4	0	0	0.00442478	0.00884956	0.00663717	0.00663717
vanessa_atalanta	TRINITY_DN18125_c0_g1(+)	atalanta.TRINITY_DN18125_c0_g1	NA	961	0	0	961	1829	1829	0	0	0	0	0.0	0.0	0.0	0.0	447	439	5	2	0	1	0.01118568	0.00447427	0.01006711	0.0093214
vanessa_atalanta	TRINITY_DN18126_c0_g1(+)	atalanta.TRINITY_DN18126_c0_g1	NA	297	0	0	297	579	579	0	0	0	0	0.0	0.0	0.0	0.0	141	139	0	1	1	0	0.0070922	0.0141844	0.0070922	0.00827423
vanessa_atalanta	TRINITY_DN18127_c0_g1(+)	atalanta.TRINITY_DN18127_c0_g1	NA	429	0	0	429	799	799	0	0	0	0	0.0	0.0	0.0	0.0	187	179	6	1	1	0	0.03743316	0.01069519	0.02139037	0.02228164
vanessa_atalanta	TRINITY_DN18129_c0_g1(+)	atalanta.TRINITY_DN18129_c0_g1	NA	304	0	0	304	583	582	0	1	0	0	0.0	0.00171527	0.00085763	0.00085763	126	123	1	1	1	0	0.01587302	0.01587302	0.01190476	0.01322751
vanessa_atalanta	TRINITY_DN18130_c0_g1(+)	atalanta.TRINITY_DN18130_c0_g1	NA	506	0	0	506	989	988	1	0	0	0	0.00101112	0.0	0.00050556	0.00050556	241	237	0	4	0	0	0.0	0.01659751	0.00829876	0.00829876
vanessa_atalanta	TRINITY_DN18131_c0_g1(+)	atalanta.TRINITY_DN18131_c0_g1	NA	353	0	0	353	650	649	1	0	0	0	0.00153846	0.0	0.00076923	0.00076923	135	127	3	1	3	1	0.04444444	0.02962963	0.03333333	0.0345679
vanessa_atalanta	TRINITY_DN18132_c0_g1(+)	atalanta.TRINITY_DN18132_c0_g1	OG0001662	377	0	0	377	708	707	0	1	0	0	0.0	0.00141243	0.00070621	0.00070621	181	175	0	6	0	0	0.0	0.03314917	0.01657459	0.01657459
vanessa_atalanta	TRINITY_DN18134_c0_g1(+)	atalanta.TRINITY_DN18134_c0_g1	NA	341	0	0	341	644	639	2	1	2	0	0.00621118	0.00465839	0.00388199	0.00439959	137	134	1	1	1	0	0.01459854	0.01459854	0.01094891	0.01216545
vanessa_atalanta	TRINITY_DN18136_c0_g1(+)	atalanta.TRINITY_DN18136_c0_g1	NA	24	0	0	24	45	45	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
