species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_MA_GA08L	0_pi_MA_GA08M	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_MA_GA08L	4_pi_MA_GA08M	4_pi_between	4_pi_total
melitaea_athalia	TRINITY_DN10135_c0_g1(+)	athalia.TRINITY_DN10135_c0_g1	NA	83	1	2	80	142	135	3	0	0	4	0.02112676	0.0	0.03873239	0.02934272	34	33	0	0	0	1	0.0	0.0	0.02941176	0.01960784
melitaea_athalia	TRINITY_DN10140_c0_g1(+)	athalia.TRINITY_DN10140_c0_g1	NA	46	0	0	46	90	90	0	0	0	0	0.0	0.0	0.0	0.0	20	19	0	0	1	0	0.05	0.05	0.025	0.03333333
melitaea_athalia	TRINITY_DN10142_c0_g1(+)	athalia.TRINITY_DN10142_c0_g1	NA	26	0	0	26	51	51	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10143_c0_g1(+)	athalia.TRINITY_DN10143_c0_g1	NA	34	0	0	34	59	58	1	0	0	0	0.01694915	0.0	0.00847458	0.00847458	13	13	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10150_c0_g1(+)	athalia.TRINITY_DN10150_c0_g1	NA	46	0	0	46	88	88	0	0	0	0	0.0	0.0	0.0	0.0	23	23	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10155_c0_g1(+)	athalia.TRINITY_DN10155_c0_g1	NA	77	0	0	77	146	145	1	0	0	0	0.00684932	0.0	0.00342466	0.00342466	21	21	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10157_c0_g1(+)	athalia.TRINITY_DN10157_c0_g1	NA	109	0	0	109	209	209	0	0	0	0	0.0	0.0	0.0	0.0	41	40	1	0	0	0	0.02439024	0.0	0.01219512	0.01219512
melitaea_athalia	TRINITY_DN10164_c0_g1(+)	athalia.TRINITY_DN10164_c0_g1	NA	136	0	1	135	256	255	1	0	0	0	0.00390625	0.0	0.00195312	0.00195312	50	50	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10169_c0_g1(+)	athalia.TRINITY_DN10169_c0_g1	NA	95	0	0	95	181	181	0	0	0	0	0.0	0.0	0.0	0.0	30	29	0	1	0	0	0.0	0.03333333	0.01666667	0.01666667
melitaea_athalia	TRINITY_DN10174_c0_g1(+)	athalia.TRINITY_DN10174_c0_g1	NA	147	1	0	146	277	277	0	0	0	0	0.0	0.0	0.0	0.0	59	59	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10175_c1_g1(-)	athalia.TRINITY_DN10175_c1_g1	NA	24	0	0	24	48	48	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10180_c0_g2(+)	athalia.TRINITY_DN10180_c0_g2	NA	1	0	0	1	1	0	0	1	0	0	0.0	1.0	0.5	0.5	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10181_c0_g1(+)	athalia.TRINITY_DN10181_c0_g1	OG0001377	75	0	0	75	143	143	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10182_c0_g1(-)	athalia.TRINITY_DN10182_c0_g1	OG0001648	98	0	0	98	176	176	0	0	0	0	0.0	0.0	0.0	0.0	37	33	0	2	2	0	0.05405405	0.10810811	0.05405405	0.06306306
melitaea_athalia	TRINITY_DN10184_c0_g1(-)	athalia.TRINITY_DN10184_c0_g1	NA	113	1	0	112	202	201	1	0	0	0	0.0049505	0.0	0.00247525	0.00247525	43	40	3	0	0	0	0.06976744	0.0	0.03488372	0.03488372
melitaea_athalia	TRINITY_DN10185_c0_g1(+)	athalia.TRINITY_DN10185_c0_g1	NA	118	0	0	118	223	223	0	0	0	0	0.0	0.0	0.0	0.0	44	43	0	0	0	1	0.0	0.0	0.02272727	0.01515151
melitaea_athalia	TRINITY_DN10186_c0_g1(+)	athalia.TRINITY_DN10186_c0_g1	NA	142	0	0	142	252	243	0	3	0	6	0.0	0.01190476	0.0297619	0.02182539	49	47	0	2	0	0	0.0	0.04081633	0.02040816	0.02040816
melitaea_athalia	TRINITY_DN10189_c0_g1(+)	athalia.TRINITY_DN10189_c0_g1	OG0001862	215	0	0	215	413	413	0	0	0	0	0.0	0.0	0.0	0.0	72	72	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10191_c0_g1(+)	athalia.TRINITY_DN10191_c0_g1	OG0001386	50	0	0	50	94	93	1	0	0	0	0.0106383	0.0	0.00531915	0.00531915	17	17	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10193_c0_g1(+)	athalia.TRINITY_DN10193_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10201_c1_g1(-)	athalia.TRINITY_DN10201_c1_g1	NA	11	0	0	11	22	22	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10203_c0_g1(+)	athalia.TRINITY_DN10203_c0_g1	NA	71	0	0	71	136	136	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10208_c0_g1(-)	athalia.TRINITY_DN10208_c0_g1	NA	29	0	0	29	56	55	0	0	1	0	0.01785714	0.01785714	0.00892857	0.01190476	14	13	0	0	1	0	0.07142857	0.07142857	0.03571429	0.04761905
melitaea_athalia	TRINITY_DN10211_c0_g1(+)	athalia.TRINITY_DN10211_c0_g1	OG0001538	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10216_c0_g1(+)	athalia.TRINITY_DN10216_c0_g1	NA	52	0	1	51	92	88	0	0	0	4	0.0	0.0	0.04347826	0.02898551	18	17	1	0	0	0	0.05555556	0.0	0.02777778	0.02777778
melitaea_athalia	TRINITY_DN10216_c0_g2(+)	athalia.TRINITY_DN10216_c0_g2	NA	180	0	0	180	342	342	0	0	0	0	0.0	0.0	0.0	0.0	76	75	0	0	1	0	0.01315789	0.01315789	0.00657895	0.00877193
melitaea_athalia	TRINITY_DN10221_c0_g1(+)	athalia.TRINITY_DN10221_c0_g1	NA	100	0	0	100	187	186	0	1	0	0	0.0	0.00534759	0.0026738	0.0026738	42	39	0	3	0	0	0.0	0.07142857	0.03571429	0.03571429
melitaea_athalia	TRINITY_DN10223_c0_g1(+)	athalia.TRINITY_DN10223_c0_g1	NA	94	0	0	94	183	183	0	0	0	0	0.0	0.0	0.0	0.0	32	32	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10230_c0_g1(+)	athalia.TRINITY_DN10230_c0_g1	NA	84	0	0	84	147	147	0	0	0	0	0.0	0.0	0.0	0.0	35	32	2	0	1	0	0.08571429	0.02857143	0.04285714	0.04761905
melitaea_athalia	TRINITY_DN10233_c0_g1(-)	athalia.TRINITY_DN10233_c0_g1	NA	158	0	0	158	295	295	0	0	0	0	0.0	0.0	0.0	0.0	66	62	4	0	0	0	0.06060606	0.0	0.03030303	0.03030303
melitaea_athalia	TRINITY_DN10240_c0_g1(+)	athalia.TRINITY_DN10240_c0_g1	NA	68	0	0	68	129	129	0	0	0	0	0.0	0.0	0.0	0.0	18	16	1	0	0	1	0.05555556	0.0	0.08333333	0.06481481
melitaea_athalia	TRINITY_DN10243_c0_g1(-)	athalia.TRINITY_DN10243_c0_g1	NA	177	0	1	176	334	332	1	0	1	0	0.00598802	0.00299401	0.00299401	0.00349301	61	59	1	0	0	1	0.01639344	0.0	0.02459016	0.01912568
melitaea_athalia	TRINITY_DN10244_c0_g1(-)	athalia.TRINITY_DN10244_c0_g1	OG0001904	165	0	0	165	310	310	0	0	0	0	0.0	0.0	0.0	0.0	74	71	3	0	0	0	0.04054054	0.0	0.02027027	0.02027027
melitaea_athalia	TRINITY_DN10246_c0_g1(+)	athalia.TRINITY_DN10246_c0_g1	NA	186	0	0	186	356	354	1	1	0	0	0.00280899	0.00280899	0.00280899	0.00280899	59	59	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10247_c0_g1(+)	athalia.TRINITY_DN10247_c0_g1	NA	223	0	0	223	434	433	1	0	0	0	0.00230415	0.0	0.00115207	0.00115207	85	83	0	0	0	2	0.0	0.0	0.02352941	0.01568627
melitaea_athalia	TRINITY_DN10249_c0_g1(+)	athalia.TRINITY_DN10249_c0_g1	NA	27	0	0	27	46	45	0	0	0	1	0.0	0.0	0.02173913	0.01449275	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10251_c0_g1(-)	athalia.TRINITY_DN10251_c0_g1	NA	108	0	0	108	203	202	0	1	0	0	0.0	0.00492611	0.00246305	0.00246305	41	40	0	0	0	1	0.0	0.0	0.02439024	0.01626016
melitaea_athalia	TRINITY_DN10252_c0_g1(+)	athalia.TRINITY_DN10252_c0_g1	NA	49	0	0	49	90	89	0	1	0	0	0.0	0.01111111	0.00555556	0.00555556	22	20	1	0	1	0	0.09090909	0.04545455	0.04545455	0.05303031
melitaea_athalia	TRINITY_DN10253_c0_g1(+)	athalia.TRINITY_DN10253_c0_g1	OG0001266	126	0	0	126	251	250	0	0	0	1	0.0	0.0	0.00398406	0.00265604	59	59	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10262_c0_g1(+)	athalia.TRINITY_DN10262_c0_g1	OG0001304	62	0	0	62	116	116	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10264_c0_g1(+)	athalia.TRINITY_DN10264_c0_g1	OG0001326	56	0	0	56	109	109	0	0	0	0	0.0	0.0	0.0	0.0	19	18	1	0	0	0	0.05263158	0.0	0.02631579	0.02631579
melitaea_athalia	TRINITY_DN10266_c0_g1(+)	athalia.TRINITY_DN10266_c0_g1	NA	159	0	0	159	294	294	0	0	0	0	0.0	0.0	0.0	0.0	89	85	1	2	0	1	0.01123596	0.02247191	0.02808989	0.02434457
melitaea_athalia	TRINITY_DN10268_c0_g1(+)	athalia.TRINITY_DN10268_c0_g1	NA	3	0	0	3	7	7	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10271_c0_g1(+)	athalia.TRINITY_DN10271_c0_g1	NA	145	0	0	145	280	278	2	0	0	0	0.00714286	0.0	0.00357143	0.00357143	56	54	2	0	0	0	0.03571429	0.0	0.01785714	0.01785714
melitaea_athalia	TRINITY_DN10275_c0_g1(+)	athalia.TRINITY_DN10275_c0_g1	NA	38	0	0	38	74	74	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10276_c0_g1(+)	athalia.TRINITY_DN10276_c0_g1	OG0001747	27	0	0	27	52	52	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10278_c0_g1(+)	athalia.TRINITY_DN10278_c0_g1	OG0001509	55	0	0	55	107	107	0	0	0	0	0.0	0.0	0.0	0.0	25	24	0	0	0	1	0.0	0.0	0.04	0.02666667
melitaea_athalia	TRINITY_DN10279_c0_g1(+)	athalia.TRINITY_DN10279_c0_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10282_c0_g1(-)	athalia.TRINITY_DN10282_c0_g1	OG0001289	170	0	0	170	303	303	0	0	0	0	0.0	0.0	0.0	0.0	65	63	2	0	0	0	0.03076923	0.0	0.01538462	0.01538462
melitaea_athalia	TRINITY_DN10283_c0_g1(+)	athalia.TRINITY_DN10283_c0_g1	OG0001488	185	0	0	185	347	346	1	0	0	0	0.00288184	0.0	0.00144092	0.00144092	67	66	1	0	0	0	0.01492537	0.0	0.00746269	0.00746269
melitaea_athalia	TRINITY_DN10284_c0_g1(+)	athalia.TRINITY_DN10284_c0_g1	NA	69	0	0	69	126	126	0	0	0	0	0.0	0.0	0.0	0.0	24	22	1	1	0	0	0.04166667	0.04166667	0.04166667	0.04166667
melitaea_athalia	TRINITY_DN10286_c0_g1(+)	athalia.TRINITY_DN10286_c0_g1	NA	122	0	0	122	224	224	0	0	0	0	0.0	0.0	0.0	0.0	58	54	2	1	1	0	0.05172414	0.03448276	0.03448276	0.03735632
melitaea_athalia	TRINITY_DN10287_c0_g1(+)	athalia.TRINITY_DN10287_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10289_c0_g1(+)	athalia.TRINITY_DN10289_c0_g1	OG0002476	46	0	0	46	82	82	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10295_c0_g1(+)	athalia.TRINITY_DN10295_c0_g1	NA	220	0	0	220	423	422	0	0	1	0	0.00236407	0.00236407	0.00118203	0.00157604	107	106	0	1	0	0	0.0	0.00934579	0.0046729	0.0046729
melitaea_athalia	TRINITY_DN10297_c0_g1(+)	athalia.TRINITY_DN10297_c0_g1	OG0002996	12	0	0	12	23	23	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10299_c0_g1(-)	athalia.TRINITY_DN10299_c0_g1	NA	67	0	0	67	126	125	1	0	0	0	0.00793651	0.0	0.00396825	0.00396825	39	38	0	0	1	0	0.02564103	0.02564103	0.01282051	0.01709402
melitaea_athalia	TRINITY_DN10307_c0_g1(+)	athalia.TRINITY_DN10307_c0_g1	NA	205	0	0	205	384	382	0	0	0	2	0.0	0.0	0.00520833	0.00347222	63	57	0	2	0	4	0.0	0.03174603	0.07936508	0.05820106
melitaea_athalia	TRINITY_DN10308_c0_g1(+)	athalia.TRINITY_DN10308_c0_g1	NA	18	0	0	18	35	35	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10315_c0_g1(+)	athalia.TRINITY_DN10315_c0_g1	OG0002023	75	0	0	75	149	149	0	0	0	0	0.0	0.0	0.0	0.0	34	34	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10317_c0_g1(+)	athalia.TRINITY_DN10317_c0_g1	NA	11	0	0	11	19	19	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10321_c0_g1(-)	athalia.TRINITY_DN10321_c0_g1	NA	232	0	0	232	465	465	0	0	0	0	0.0	0.0	0.0	0.0	113	112	0	0	1	0	0.00884956	0.00884956	0.00442478	0.00589971
melitaea_athalia	TRINITY_DN10324_c0_g1(+)	athalia.TRINITY_DN10324_c0_g1	NA	240	0	0	240	461	461	0	0	0	0	0.0	0.0	0.0	0.0	93	93	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10332_c0_g1(+)	athalia.TRINITY_DN10332_c0_g1	NA	105	0	0	105	194	194	0	0	0	0	0.0	0.0	0.0	0.0	38	34	3	0	1	0	0.10526316	0.02631579	0.05263158	0.05701754
melitaea_athalia	TRINITY_DN10333_c0_g1(-)	athalia.TRINITY_DN10333_c0_g1	OG0003668	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10335_c0_g1(+)	athalia.TRINITY_DN10335_c0_g1	NA	101	0	1	100	200	200	0	0	0	0	0.0	0.0	0.0	0.0	36	35	0	1	0	0	0.0	0.02777778	0.01388889	0.01388889
melitaea_athalia	TRINITY_DN10336_c0_g1(+)	athalia.TRINITY_DN10336_c0_g1	OG0002147	74	0	1	73	132	132	0	0	0	0	0.0	0.0	0.0	0.0	26	23	1	1	1	0	0.07692308	0.07692308	0.05769231	0.06410257
melitaea_athalia	TRINITY_DN10338_c0_g1(-)	athalia.TRINITY_DN10338_c0_g1	NA	115	0	0	115	214	214	0	0	0	0	0.0	0.0	0.0	0.0	57	52	2	2	1	0	0.05263158	0.05263158	0.04385965	0.04678363
melitaea_athalia	TRINITY_DN10341_c0_g1(+)	athalia.TRINITY_DN10341_c0_g1	NA	10	0	0	10	20	20	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10343_c0_g1(+)	athalia.TRINITY_DN10343_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10345_c0_g1(-)	athalia.TRINITY_DN10345_c0_g1	NA	173	0	0	173	320	320	0	0	0	0	0.0	0.0	0.0	0.0	74	71	0	0	0	3	0.0	0.0	0.04054054	0.02702703
melitaea_athalia	TRINITY_DN10346_c0_g1(+)	athalia.TRINITY_DN10346_c0_g1	OG0002117	158	0	0	158	305	305	0	0	0	0	0.0	0.0	0.0	0.0	94	92	0	2	0	0	0.0	0.0212766	0.0106383	0.0106383
melitaea_athalia	TRINITY_DN10347_c0_g1(+)	athalia.TRINITY_DN10347_c0_g1	OG0001756	40	0	0	40	73	73	0	0	0	0	0.0	0.0	0.0	0.0	21	19	0	2	0	0	0.0	0.0952381	0.04761905	0.04761905
melitaea_athalia	TRINITY_DN10349_c0_g1(+)	athalia.TRINITY_DN10349_c0_g1	NA	260	0	0	260	500	500	0	0	0	0	0.0	0.0	0.0	0.0	107	106	1	0	0	0	0.00934579	0.0	0.0046729	0.0046729
melitaea_athalia	TRINITY_DN10351_c0_g1(-)	athalia.TRINITY_DN10351_c0_g1	NA	28	0	1	27	51	51	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10352_c0_g1(+)	athalia.TRINITY_DN10352_c0_g1	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10357_c0_g1(-)	athalia.TRINITY_DN10357_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10358_c0_g1(-)	athalia.TRINITY_DN10358_c0_g1	NA	66	0	0	66	124	124	0	0	0	0	0.0	0.0	0.0	0.0	20	20	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10360_c0_g1(-)	athalia.TRINITY_DN10360_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10361_c0_g1(-)	athalia.TRINITY_DN10361_c0_g1	OG0001568	50	0	0	50	92	92	0	0	0	0	0.0	0.0	0.0	0.0	17	16	0	0	0	1	0.0	0.0	0.05882353	0.03921569
melitaea_athalia	TRINITY_DN10363_c0_g1(+)	athalia.TRINITY_DN10363_c0_g1	NA	39	0	0	39	78	78	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10369_c0_g1(+)	athalia.TRINITY_DN10369_c0_g1	NA	167	0	0	167	314	311	3	0	0	0	0.00955414	0.0	0.00477707	0.00477707	85	82	2	1	0	0	0.02352941	0.01176471	0.01764706	0.01764706
melitaea_athalia	TRINITY_DN10372_c0_g1(+)	athalia.TRINITY_DN10372_c0_g1	NA	14	0	0	14	27	26	0	0	1	0	0.03703704	0.03703704	0.01851852	0.02469136	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10374_c0_g1(+)	athalia.TRINITY_DN10374_c0_g1	NA	96	1	0	95	170	169	0	0	1	0	0.00588235	0.00588235	0.00294118	0.00392157	25	24	1	0	0	0	0.04	0.0	0.02	0.02
melitaea_athalia	TRINITY_DN10376_c0_g1(+)	athalia.TRINITY_DN10376_c0_g1	NA	40	0	0	40	72	72	0	0	0	0	0.0	0.0	0.0	0.0	12	11	1	0	0	0	0.08333333	0.0	0.04166667	0.04166667
melitaea_athalia	TRINITY_DN10383_c0_g1(+)	athalia.TRINITY_DN10383_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10385_c0_g1(-)	athalia.TRINITY_DN10385_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10388_c0_g1(-)	athalia.TRINITY_DN10388_c0_g1	NA	287	0	0	287	555	552	3	0	0	0	0.00540541	0.0	0.0027027	0.0027027	150	146	4	0	0	0	0.02666667	0.0	0.01333333	0.01333333
melitaea_athalia	TRINITY_DN10389_c0_g1(+)	athalia.TRINITY_DN10389_c0_g1	NA	189	0	0	189	378	378	0	0	0	0	0.0	0.0	0.0	0.0	74	73	0	1	0	0	0.0	0.01351351	0.00675676	0.00675676
melitaea_athalia	TRINITY_DN10390_c0_g1(+)	athalia.TRINITY_DN10390_c0_g1	NA	207	0	0	207	386	385	0	0	0	1	0.0	0.0	0.00259067	0.00172711	82	81	1	0	0	0	0.01219512	0.0	0.00609756	0.00609756
melitaea_athalia	TRINITY_DN10400_c0_g1(-)	athalia.TRINITY_DN10400_c0_g1	OG0001382	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10402_c0_g1(+)	athalia.TRINITY_DN10402_c0_g1	OG0001411	237	0	0	237	466	466	0	0	0	0	0.0	0.0	0.0	0.0	103	102	0	0	0	1	0.0	0.0	0.00970874	0.00647249
melitaea_athalia	TRINITY_DN10403_c0_g1(+)	athalia.TRINITY_DN10403_c0_g1	OG0003674	40	0	0	40	78	78	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10404_c0_g1(+)	athalia.TRINITY_DN10404_c0_g1	OG0001322	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10405_c0_g1(+)	athalia.TRINITY_DN10405_c0_g1	NA	77	0	0	77	148	147	0	0	0	1	0.0	0.0	0.00675676	0.00450451	32	32	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10409_c0_g1(+)	athalia.TRINITY_DN10409_c0_g1	OG0001640	157	0	0	157	306	306	0	0	0	0	0.0	0.0	0.0	0.0	71	71	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10412_c0_g1(+)	athalia.TRINITY_DN10412_c0_g1	OG0002102	119	0	0	119	224	224	0	0	0	0	0.0	0.0	0.0	0.0	52	51	1	0	0	0	0.01923077	0.0	0.00961538	0.00961538
melitaea_athalia	TRINITY_DN10414_c0_g1(+)	athalia.TRINITY_DN10414_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10415_c0_g1(+)	athalia.TRINITY_DN10415_c0_g1	NA	145	0	0	145	277	277	0	0	0	0	0.0	0.0	0.0	0.0	61	60	1	0	0	0	0.01639344	0.0	0.00819672	0.00819672
melitaea_athalia	TRINITY_DN10423_c0_g1(-)	athalia.TRINITY_DN10423_c0_g1	OG0002273	131	0	0	131	246	246	0	0	0	0	0.0	0.0	0.0	0.0	55	55	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10431_c0_g1(+)	athalia.TRINITY_DN10431_c0_g1	OG0002133	45	0	0	45	83	83	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10439_c0_g1(+)	athalia.TRINITY_DN10439_c0_g1	NA	10	0	0	10	20	20	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10442_c0_g1(-)	athalia.TRINITY_DN10442_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_athalia	TRINITY_DN10444_c0_g1(+)	athalia.TRINITY_DN10444_c0_g1	OG0002852	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10448_c0_g1(+)	athalia.TRINITY_DN10448_c0_g1	OG0003507	5	0	0	5	9	9	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10450_c0_g1(+)	athalia.TRINITY_DN10450_c0_g1	NA	21	0	0	21	40	40	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10451_c0_g1(+)	athalia.TRINITY_DN10451_c0_g1	NA	81	0	0	81	151	151	0	0	0	0	0.0	0.0	0.0	0.0	28	26	1	0	1	0	0.07142857	0.03571429	0.03571429	0.04166667
melitaea_athalia	TRINITY_DN10463_c0_g1(+)	athalia.TRINITY_DN10463_c0_g1	NA	114	0	0	114	207	205	2	0	0	0	0.00966184	0.0	0.00483092	0.00483092	52	48	4	0	0	0	0.07692308	0.0	0.03846154	0.03846154
melitaea_athalia	TRINITY_DN10465_c0_g1(+)	athalia.TRINITY_DN10465_c0_g1	NA	5	0	0	5	9	9	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10466_c0_g1(+)	athalia.TRINITY_DN10466_c0_g1	NA	173	0	0	173	331	329	2	0	0	0	0.0060423	0.0	0.00302115	0.00302115	70	70	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10467_c0_g1(+)	athalia.TRINITY_DN10467_c0_g1	OG0002309	18	0	0	18	38	38	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_athalia	TRINITY_DN10468_c0_g1(+)	athalia.TRINITY_DN10468_c0_g1	NA	110	0	0	110	196	195	0	0	1	0	0.00510204	0.00510204	0.00255102	0.00340136	49	46	0	2	1	0	0.02040816	0.06122449	0.03061224	0.0340136
melitaea_athalia	TRINITY_DN10480_c0_g1(+)	athalia.TRINITY_DN10480_c0_g1	NA	16	0	0	16	25	24	0	0	1	0	0.04	0.04	0.02	0.02666667	6	5	1	0	0	0	0.16666667	0.0	0.08333333	0.08333333
