species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_GA08D	0_pi_GA08E	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_GA08D	4_pi_GA08E	4_pi_between	4_pi_total
melitaea_cinxia_new	TRINITY_DN19280_c0_g1(+)	cinxia.TRINITY_DN19280_c0_g1	NA	268	0	0	268	517	517	0	0	0	0	0.0	0.0	0.0	0.0	104	103	0	0	0	1	0.0	0.0	0.00961538	0.00641025
melitaea_cinxia_new	TRINITY_DN19281_c0_g1(+)	cinxia.TRINITY_DN19281_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN19284_c0_g1(+)	cinxia.TRINITY_DN19284_c0_g1	NA	12	0	0	12	19	18	0	0	1	0	0.05263158	0.05263158	0.02631579	0.03508772	2	1	0	1	0	0	0.0	0.5	0.25	0.25
melitaea_cinxia_new	TRINITY_DN19286_c0_g1(-)	cinxia.TRINITY_DN19286_c0_g1	OG0001645	172	0	0	172	308	308	0	0	0	0	0.0	0.0	0.0	0.0	56	52	0	3	0	1	0.0	0.05357143	0.04464286	0.03869048
melitaea_cinxia_new	TRINITY_DN19288_c0_g1(+)	cinxia.TRINITY_DN19288_c0_g1	NA	107	0	0	107	203	203	0	0	0	0	0.0	0.0	0.0	0.0	48	47	0	1	0	0	0.0	0.02083333	0.01041667	0.01041667
melitaea_cinxia_new	TRINITY_DN19289_c0_g1(+)	cinxia.TRINITY_DN19289_c0_g1	OG0001411	248	0	0	248	481	480	0	1	0	0	0.0	0.002079	0.0010395	0.0010395	107	102	0	5	0	0	0.0	0.04672897	0.02336449	0.02336449
melitaea_cinxia_new	TRINITY_DN19295_c0_g1(-)	cinxia.TRINITY_DN19295_c0_g1	NA	61	0	0	61	114	114	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19301_c0_g1(-)	cinxia.TRINITY_DN19301_c0_g1	NA	118	0	0	118	224	224	0	0	0	0	0.0	0.0	0.0	0.0	49	49	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19303_c0_g1(+)	cinxia.TRINITY_DN19303_c0_g1	OG0002761	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19305_c0_g1(+)	cinxia.TRINITY_DN19305_c0_g1	OG0002776	81	0	1	80	146	145	0	1	0	0	0.0	0.00684932	0.00342466	0.00342466	33	32	1	0	0	0	0.03030303	0.0	0.01515152	0.01515152
melitaea_cinxia_new	TRINITY_DN19312_c0_g1(+)	cinxia.TRINITY_DN19312_c0_g1	NA	90	0	0	90	161	158	3	0	0	0	0.01863354	0.0	0.00931677	0.00931677	31	30	1	0	0	0	0.03225806	0.0	0.01612903	0.01612903
melitaea_cinxia_new	TRINITY_DN19313_c0_g1(+)	cinxia.TRINITY_DN19313_c0_g1	NA	108	1	0	107	200	199	0	1	0	0	0.0	0.005	0.0025	0.0025	42	41	0	0	0	1	0.0	0.0	0.02380952	0.01587301
melitaea_cinxia_new	TRINITY_DN19315_c0_g1(-)	cinxia.TRINITY_DN19315_c0_g1	NA	118	0	0	118	214	211	1	1	0	1	0.0046729	0.0046729	0.00934579	0.00778816	51	47	2	0	1	1	0.05882353	0.01960784	0.04901961	0.04575163
melitaea_cinxia_new	TRINITY_DN19321_c0_g1(+)	cinxia.TRINITY_DN19321_c0_g1	NA	3	0	0	3	7	7	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19323_c0_g1(-)	cinxia.TRINITY_DN19323_c0_g1	OG0004511	176	0	0	176	332	332	0	0	0	0	0.0	0.0	0.0	0.0	74	71	1	1	0	1	0.01351351	0.01351351	0.02702703	0.02252252
melitaea_cinxia_new	TRINITY_DN19325_c0_g1(+)	cinxia.TRINITY_DN19325_c0_g1	NA	89	0	0	89	166	166	0	0	0	0	0.0	0.0	0.0	0.0	26	25	0	1	0	0	0.0	0.03846154	0.01923077	0.01923077
melitaea_cinxia_new	TRINITY_DN19330_c0_g1(+)	cinxia.TRINITY_DN19330_c0_g1	NA	174	0	0	174	347	347	0	0	0	0	0.0	0.0	0.0	0.0	67	66	0	1	0	0	0.0	0.01492537	0.00746269	0.00746269
melitaea_cinxia_new	TRINITY_DN19331_c0_g1(-)	cinxia.TRINITY_DN19331_c0_g1	NA	182	0	1	181	345	343	2	0	0	0	0.0057971	0.0	0.00289855	0.00289855	65	64	1	0	0	0	0.01538462	0.0	0.00769231	0.00769231
melitaea_cinxia_new	TRINITY_DN19332_c0_g1(+)	cinxia.TRINITY_DN19332_c0_g1	NA	35	0	0	35	68	67	0	0	0	1	0.0	0.0	0.01470588	0.00980392	10	10	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19334_c0_g1(+)	cinxia.TRINITY_DN19334_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_cinxia_new	TRINITY_DN19336_c0_g1(+)	cinxia.TRINITY_DN19336_c0_g1	NA	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19337_c0_g1(+)	cinxia.TRINITY_DN19337_c0_g1	OG0003519	16	0	0	16	32	32	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19339_c0_g1(+)	cinxia.TRINITY_DN19339_c0_g1	NA	195	0	0	195	366	366	0	0	0	0	0.0	0.0	0.0	0.0	67	62	0	2	0	3	0.0	0.02985075	0.05970149	0.04477612
melitaea_cinxia_new	TRINITY_DN19340_c0_g1(+)	cinxia.TRINITY_DN19340_c0_g1	OG0002529	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19341_c1_g1(+)	cinxia.TRINITY_DN19341_c1_g1	NA	27	0	2	25	41	37	1	1	2	0	0.07317073	0.07317073	0.04878049	0.05691057	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19346_c0_g1(-)	cinxia.TRINITY_DN19346_c0_g1	OG0001282	133	0	0	133	250	250	0	0	0	0	0.0	0.0	0.0	0.0	58	55	0	3	0	0	0.0	0.05172414	0.02586207	0.02586207
melitaea_cinxia_new	TRINITY_DN19347_c0_g1(+)	cinxia.TRINITY_DN19347_c0_g1	NA	41	0	0	41	80	79	0	1	0	0	0.0	0.0125	0.00625	0.00625	17	16	0	1	0	0	0.0	0.05882353	0.02941176	0.02941176
melitaea_cinxia_new	TRINITY_DN19352_c0_g1(-)	cinxia.TRINITY_DN19352_c0_g1	NA	18	0	0	18	31	28	3	0	0	0	0.09677419	0.0	0.0483871	0.0483871	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19354_c0_g1(-)	cinxia.TRINITY_DN19354_c0_g1	NA	40	0	0	40	76	76	0	0	0	0	0.0	0.0	0.0	0.0	14	14	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19370_c0_g1(+)	cinxia.TRINITY_DN19370_c0_g1	NA	26	0	0	26	53	53	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19374_c0_g1(+)	cinxia.TRINITY_DN19374_c0_g1	NA	111	0	0	111	208	205	1	2	0	0	0.00480769	0.00961538	0.00721154	0.00721154	46	45	0	0	1	0	0.02173913	0.02173913	0.01086957	0.01449276
melitaea_cinxia_new	TRINITY_DN19375_c0_g1(-)	cinxia.TRINITY_DN19375_c0_g1	NA	107	0	0	107	204	203	1	0	0	0	0.00490196	0.0	0.00245098	0.00245098	32	30	0	1	0	1	0.0	0.03125	0.046875	0.03645833
melitaea_cinxia_new	TRINITY_DN19376_c0_g1(-)	cinxia.TRINITY_DN19376_c0_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19379_c0_g1(+)	cinxia.TRINITY_DN19379_c0_g1	NA	120	0	0	120	222	222	0	0	0	0	0.0	0.0	0.0	0.0	51	49	2	0	0	0	0.03921569	0.0	0.01960784	0.01960784
melitaea_cinxia_new	TRINITY_DN19380_c0_g1(+)	cinxia.TRINITY_DN19380_c0_g1	NA	149	0	0	149	283	283	0	0	0	0	0.0	0.0	0.0	0.0	65	65	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19381_c0_g1(-)	cinxia.TRINITY_DN19381_c0_g1	NA	22	0	0	22	35	34	0	1	0	0	0.0	0.02857143	0.01428571	0.01428571	7	6	0	0	0	1	0.0	0.0	0.14285714	0.09523809
melitaea_cinxia_new	TRINITY_DN19382_c1_g1(+)	cinxia.TRINITY_DN19382_c1_g1	NA	176	0	0	176	339	339	0	0	0	0	0.0	0.0	0.0	0.0	55	52	0	3	0	0	0.0	0.05454545	0.02727273	0.02727273
melitaea_cinxia_new	TRINITY_DN19383_c0_g1(+)	cinxia.TRINITY_DN19383_c0_g1	OG0002887	59	0	0	59	119	119	0	0	0	0	0.0	0.0	0.0	0.0	20	20	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19387_c0_g1(+)	cinxia.TRINITY_DN19387_c0_g1	OG0001932	211	0	0	211	389	388	0	1	0	0	0.0	0.00257069	0.00128535	0.00128535	84	84	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19395_c0_g1(+)	cinxia.TRINITY_DN19395_c0_g1	NA	21	0	0	21	42	42	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19398_c0_g1(+)	cinxia.TRINITY_DN19398_c0_g1	NA	298	0	1	297	560	560	0	0	0	0	0.0	0.0	0.0	0.0	131	127	3	1	0	0	0.02290076	0.00763359	0.01526718	0.01526718
melitaea_cinxia_new	TRINITY_DN19399_c0_g1(+)	cinxia.TRINITY_DN19399_c0_g1	OG0001314	29	0	0	29	56	56	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19408_c0_g1(+)	cinxia.TRINITY_DN19408_c0_g1	NA	191	0	0	191	364	364	0	0	0	0	0.0	0.0	0.0	0.0	74	72	0	2	0	0	0.0	0.02702703	0.01351351	0.01351351
melitaea_cinxia_new	TRINITY_DN19414_c0_g1(+)	cinxia.TRINITY_DN19414_c0_g1	NA	72	0	0	72	137	137	0	0	0	0	0.0	0.0	0.0	0.0	21	20	0	0	0	1	0.0	0.0	0.04761905	0.03174603
melitaea_cinxia_new	TRINITY_DN19419_c0_g1(+)	cinxia.TRINITY_DN19419_c0_g1	NA	41	0	0	41	73	73	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19420_c0_g1(+)	cinxia.TRINITY_DN19420_c0_g1	NA	132	0	1	131	248	247	1	0	0	0	0.00403226	0.0	0.00201613	0.00201613	41	41	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19424_c0_g1(+)	cinxia.TRINITY_DN19424_c0_g1	NA	64	0	0	64	119	119	0	0	0	0	0.0	0.0	0.0	0.0	30	29	1	0	0	0	0.03333333	0.0	0.01666667	0.01666667
melitaea_cinxia_new	TRINITY_DN19426_c0_g1(+)	cinxia.TRINITY_DN19426_c0_g1	NA	282	0	0	282	548	548	0	0	0	0	0.0	0.0	0.0	0.0	114	114	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19427_c0_g1(-)	cinxia.TRINITY_DN19427_c0_g1	NA	53	0	0	53	95	95	0	0	0	0	0.0	0.0	0.0	0.0	27	26	1	0	0	0	0.03703704	0.0	0.01851852	0.01851852
melitaea_cinxia_new	TRINITY_DN19432_c0_g1(+)	cinxia.TRINITY_DN19432_c0_g1	NA	11	0	0	11	22	22	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19437_c0_g2(+)	cinxia.TRINITY_DN19437_c0_g2	OG0002035	37	0	0	37	76	76	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19442_c0_g1(+)	cinxia.TRINITY_DN19442_c0_g1	NA	72	1	0	71	133	133	0	0	0	0	0.0	0.0	0.0	0.0	23	22	0	1	0	0	0.0	0.04347826	0.02173913	0.02173913
melitaea_cinxia_new	TRINITY_DN19445_c0_g1(+)	cinxia.TRINITY_DN19445_c0_g1	NA	60	0	0	60	107	106	0	0	0	1	0.0	0.0	0.00934579	0.00623053	20	20	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19446_c0_g1(+)	cinxia.TRINITY_DN19446_c0_g1	NA	155	0	0	155	286	285	0	0	0	1	0.0	0.0	0.0034965	0.002331	66	64	1	0	0	1	0.01515152	0.0	0.02272727	0.01767677
melitaea_cinxia_new	TRINITY_DN19450_c1_g1(+)	cinxia.TRINITY_DN19450_c1_g1	NA	15	0	0	15	29	28	1	0	0	0	0.03448276	0.0	0.01724138	0.01724138	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19451_c0_g1(+)	cinxia.TRINITY_DN19451_c0_g1	NA	38	0	0	38	73	73	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19454_c0_g1(+)	cinxia.TRINITY_DN19454_c0_g1	NA	186	0	0	186	351	351	0	0	0	0	0.0	0.0	0.0	0.0	79	75	0	1	0	3	0.0	0.01265823	0.0443038	0.03164557
melitaea_cinxia_new	TRINITY_DN19455_c0_g1(-)	cinxia.TRINITY_DN19455_c0_g1	NA	81	0	0	81	154	153	0	1	0	0	0.0	0.00649351	0.00324675	0.00324675	29	29	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19464_c0_g1(+)	cinxia.TRINITY_DN19464_c0_g1	NA	97	0	0	97	191	190	1	0	0	0	0.0052356	0.0	0.0026178	0.0026178	32	31	0	1	0	0	0.0	0.03125	0.015625	0.015625
melitaea_cinxia_new	TRINITY_DN19465_c0_g1(+)	cinxia.TRINITY_DN19465_c0_g1	NA	201	0	0	201	392	391	0	1	0	0	0.0	0.00255102	0.00127551	0.00127551	80	80	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19468_c0_g1(+)	cinxia.TRINITY_DN19468_c0_g1	NA	90	0	0	90	172	172	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19470_c0_g1(+)	cinxia.TRINITY_DN19470_c0_g1	NA	332	0	0	332	637	637	0	0	0	0	0.0	0.0	0.0	0.0	177	172	3	0	1	1	0.02259887	0.00564972	0.01694915	0.01600753
melitaea_cinxia_new	TRINITY_DN19471_c0_g1(+)	cinxia.TRINITY_DN19471_c0_g1	NA	197	0	0	197	372	372	0	0	0	0	0.0	0.0	0.0	0.0	84	83	0	1	0	0	0.0	0.01190476	0.00595238	0.00595238
melitaea_cinxia_new	TRINITY_DN19473_c0_g1(+)	cinxia.TRINITY_DN19473_c0_g1	NA	225	0	0	225	442	442	0	0	0	0	0.0	0.0	0.0	0.0	84	84	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19475_c1_g1(+)	cinxia.TRINITY_DN19475_c1_g1	OG0003209	47	1	0	46	82	80	2	0	0	0	0.02439024	0.0	0.01219512	0.01219512	9	8	0	0	1	0	0.11111111	0.11111111	0.05555556	0.07407408
melitaea_cinxia_new	TRINITY_DN19476_c0_g1(+)	cinxia.TRINITY_DN19476_c0_g1	NA	131	0	0	131	241	241	0	0	0	0	0.0	0.0	0.0	0.0	48	45	0	0	0	3	0.0	0.0	0.0625	0.04166667
melitaea_cinxia_new	TRINITY_DN19480_c0_g1(+)	cinxia.TRINITY_DN19480_c0_g1	NA	119	0	0	119	226	225	0	1	0	0	0.0	0.00442478	0.00221239	0.00221239	57	56	0	1	0	0	0.0	0.01754386	0.00877193	0.00877193
melitaea_cinxia_new	TRINITY_DN19487_c0_g1(+)	cinxia.TRINITY_DN19487_c0_g1	NA	195	0	0	195	371	371	0	0	0	0	0.0	0.0	0.0	0.0	83	82	0	1	0	0	0.0	0.01204819	0.0060241	0.0060241
melitaea_cinxia_new	TRINITY_DN19490_c0_g1(+)	cinxia.TRINITY_DN19490_c0_g1	NA	302	0	0	302	578	577	1	0	0	0	0.0017301	0.0	0.00086505	0.00086505	120	119	1	0	0	0	0.00833333	0.0	0.00416667	0.00416667
melitaea_cinxia_new	TRINITY_DN19492_c0_g1(-)	cinxia.TRINITY_DN19492_c0_g1	NA	56	0	0	56	107	107	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19494_c0_g1(+)	cinxia.TRINITY_DN19494_c0_g1	NA	78	0	0	78	154	154	0	0	0	0	0.0	0.0	0.0	0.0	42	42	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19495_c0_g1(+)	cinxia.TRINITY_DN19495_c0_g1	NA	50	1	1	48	92	86	2	1	3	0	0.05434783	0.04347826	0.0326087	0.03804348	14	13	0	0	1	0	0.07142857	0.07142857	0.03571429	0.04761905
melitaea_cinxia_new	TRINITY_DN19497_c0_g1(+)	cinxia.TRINITY_DN19497_c0_g1	NA	218	0	0	218	412	412	0	0	0	0	0.0	0.0	0.0	0.0	83	82	0	1	0	0	0.0	0.01204819	0.0060241	0.0060241
melitaea_cinxia_new	TRINITY_DN19498_c0_g1(+)	cinxia.TRINITY_DN19498_c0_g1	NA	31	0	0	31	56	55	1	0	0	0	0.01785714	0.0	0.00892857	0.00892857	13	11	0	0	2	0	0.15384615	0.15384615	0.07692308	0.1025641
melitaea_cinxia_new	TRINITY_DN19501_c0_g1(-)	cinxia.TRINITY_DN19501_c0_g1	NA	49	0	0	49	88	88	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19504_c0_g1(+)	cinxia.TRINITY_DN19504_c0_g1	NA	15	0	0	15	30	30	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19506_c0_g1(+)	cinxia.TRINITY_DN19506_c0_g1	OG0003031	83	0	0	83	157	157	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19508_c0_g1(+)	cinxia.TRINITY_DN19508_c0_g1	NA	194	0	0	194	373	373	0	0	0	0	0.0	0.0	0.0	0.0	80	78	0	1	0	1	0.0	0.0125	0.01875	0.01458333
melitaea_cinxia_new	TRINITY_DN19509_c0_g1(+)	cinxia.TRINITY_DN19509_c0_g1	OG0001911	125	0	0	125	232	232	0	0	0	0	0.0	0.0	0.0	0.0	49	47	0	1	1	0	0.02040816	0.04081633	0.02040816	0.02380952
melitaea_cinxia_new	TRINITY_DN19511_c0_g1(+)	cinxia.TRINITY_DN19511_c0_g1	OG0001690	133	0	0	133	252	252	0	0	0	0	0.0	0.0	0.0	0.0	57	54	0	0	3	0	0.05263158	0.05263158	0.02631579	0.03508772
melitaea_cinxia_new	TRINITY_DN19515_c0_g1(+)	cinxia.TRINITY_DN19515_c0_g1	OG0001469	113	0	0	113	215	215	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19522_c0_g1(-)	cinxia.TRINITY_DN19522_c0_g1	NA	131	0	0	131	238	237	1	0	0	0	0.00420168	0.0	0.00210084	0.00210084	69	63	3	2	1	0	0.05797101	0.04347826	0.04347826	0.04589372
melitaea_cinxia_new	TRINITY_DN19524_c0_g1(+)	cinxia.TRINITY_DN19524_c0_g1	OG0003666	37	0	0	37	70	70	0	0	0	0	0.0	0.0	0.0	0.0	14	13	0	0	0	1	0.0	0.0	0.07142857	0.04761905
melitaea_cinxia_new	TRINITY_DN19527_c1_g1(+)	cinxia.TRINITY_DN19527_c1_g1	OG0003330	9	0	0	9	16	14	0	1	0	1	0.0	0.0625	0.09375	0.07291667	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19531_c0_g1(+)	cinxia.TRINITY_DN19531_c0_g1	NA	208	0	0	208	401	401	0	0	0	0	0.0	0.0	0.0	0.0	66	65	0	1	0	0	0.0	0.01515152	0.00757576	0.00757576
melitaea_cinxia_new	TRINITY_DN19535_c0_g1(+)	cinxia.TRINITY_DN19535_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19539_c0_g1(+)	cinxia.TRINITY_DN19539_c0_g1	OG0001350	114	0	0	114	213	213	0	0	0	0	0.0	0.0	0.0	0.0	51	48	1	1	1	0	0.03921569	0.03921569	0.02941176	0.03267974
melitaea_cinxia_new	TRINITY_DN19541_c0_g1(-)	cinxia.TRINITY_DN19541_c0_g1	NA	43	1	0	42	73	70	0	3	0	0	0.0	0.04109589	0.02054795	0.02054795	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19543_c0_g1(+)	cinxia.TRINITY_DN19543_c0_g1	OG0001465	227	0	0	227	438	438	0	0	0	0	0.0	0.0	0.0	0.0	98	97	0	1	0	0	0.0	0.01020408	0.00510204	0.00510204
melitaea_cinxia_new	TRINITY_DN19545_c0_g1(+)	cinxia.TRINITY_DN19545_c0_g1	NA	381	0	0	381	762	762	0	0	0	0	0.0	0.0	0.0	0.0	196	192	0	4	0	0	0.0	0.02040816	0.01020408	0.01020408
melitaea_cinxia_new	TRINITY_DN19550_c1_g1(+)	cinxia.TRINITY_DN19550_c1_g1	NA	40	0	0	40	75	74	1	0	0	0	0.01333333	0.0	0.00666667	0.00666667	28	28	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19551_c0_g1(-)	cinxia.TRINITY_DN19551_c0_g1	NA	123	0	0	123	226	226	0	0	0	0	0.0	0.0	0.0	0.0	58	55	2	0	0	1	0.03448276	0.0	0.03448276	0.02873563
melitaea_cinxia_new	TRINITY_DN19553_c0_g1(+)	cinxia.TRINITY_DN19553_c0_g1	NA	254	0	0	254	483	483	0	0	0	0	0.0	0.0	0.0	0.0	99	99	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19554_c0_g1(+)	cinxia.TRINITY_DN19554_c0_g1	NA	114	0	0	114	212	212	0	0	0	0	0.0	0.0	0.0	0.0	44	42	0	1	0	1	0.0	0.02272727	0.03409091	0.02651515
melitaea_cinxia_new	TRINITY_DN19556_c0_g1(+)	cinxia.TRINITY_DN19556_c0_g1	NA	57	0	0	57	108	108	0	0	0	0	0.0	0.0	0.0	0.0	25	23	1	0	0	1	0.04	0.0	0.06	0.04666667
melitaea_cinxia_new	TRINITY_DN19557_c0_g1(+)	cinxia.TRINITY_DN19557_c0_g1	NA	148	0	0	148	269	267	0	2	0	0	0.0	0.00743494	0.00371747	0.00371747	40	39	0	1	0	0	0.0	0.025	0.0125	0.0125
melitaea_cinxia_new	TRINITY_DN19560_c0_g1(+)	cinxia.TRINITY_DN19560_c0_g1	OG0003123	17	0	0	17	33	33	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19561_c0_g1(+)	cinxia.TRINITY_DN19561_c0_g1	NA	8	0	0	8	16	16	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19567_c0_g1(-)	cinxia.TRINITY_DN19567_c0_g1	OG0001756	208	0	0	208	385	385	0	0	0	0	0.0	0.0	0.0	0.0	73	72	0	1	0	0	0.0	0.01369863	0.00684932	0.00684932
melitaea_cinxia_new	TRINITY_DN19568_c0_g1(-)	cinxia.TRINITY_DN19568_c0_g1	NA	76	0	0	76	150	150	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19583_c1_g1(+)	cinxia.TRINITY_DN19583_c1_g1	NA	291	0	0	291	566	566	0	0	0	0	0.0	0.0	0.0	0.0	129	129	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19589_c0_g1(+)	cinxia.TRINITY_DN19589_c0_g1	NA	120	0	0	120	208	208	0	0	0	0	0.0	0.0	0.0	0.0	53	47	3	1	1	1	0.0754717	0.03773585	0.06603774	0.06289308
melitaea_cinxia_new	TRINITY_DN19597_c0_g1(+)	cinxia.TRINITY_DN19597_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19601_c0_g1(-)	cinxia.TRINITY_DN19601_c0_g1	NA	301	0	0	301	566	565	0	1	0	0	0.0	0.00176678	0.00088339	0.00088339	126	125	0	1	0	0	0.0	0.00793651	0.00396825	0.00396825
melitaea_cinxia_new	TRINITY_DN19605_c0_g1(+)	cinxia.TRINITY_DN19605_c0_g1	OG0001900	401	0	0	401	763	763	0	0	0	0	0.0	0.0	0.0	0.0	161	160	0	1	0	0	0.0	0.00621118	0.00310559	0.00310559
melitaea_cinxia_new	TRINITY_DN19606_c0_g1(+)	cinxia.TRINITY_DN19606_c0_g1	OG0001531	246	0	0	246	461	459	1	0	1	0	0.00433839	0.0021692	0.0021692	0.00253073	76	74	1	0	1	0	0.02631579	0.01315789	0.01315789	0.01535087
melitaea_cinxia_new	TRINITY_DN19608_c0_g1(-)	cinxia.TRINITY_DN19608_c0_g1	OG0002557	369	0	1	368	691	690	1	0	0	0	0.00144718	0.0	0.00072359	0.00072359	116	112	1	1	0	2	0.00862069	0.00862069	0.02586207	0.02011494
melitaea_cinxia_new	TRINITY_DN19611_c0_g1(+)	cinxia.TRINITY_DN19611_c0_g1	NA	36	0	0	36	70	70	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_cinxia_new	TRINITY_DN19614_c0_g1(+)	cinxia.TRINITY_DN19614_c0_g1	NA	218	0	0	218	404	401	1	0	0	2	0.00247525	0.0	0.00618812	0.00453795	98	94	0	0	0	4	0.0	0.0	0.04081633	0.02721089
