species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_TL_GA42A	0_pi_TL_GA42D	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_TL_GA42A	4_pi_TL_GA42D	4_pi_between	4_pi_total
thymelicus_lineola	TRINITY_DN30842_c0_g1(-)	lineola.TRINITY_DN30842_c0_g1	NA	137	0	0	137	258	256	1	1	0	0	0.00387597	0.00387597	0.00387597	0.00387597	50	49	0	1	0	0	0.0	0.02	0.01	0.01
thymelicus_lineola	TRINITY_DN30843_c0_g1(-)	lineola.TRINITY_DN30843_c0_g1	OG0001395	294	0	0	294	549	549	0	0	0	0	0.0	0.0	0.0	0.0	132	124	0	8	0	0	0.0	0.06060606	0.03030303	0.03030303
thymelicus_lineola	TRINITY_DN30845_c4_g1(+)	lineola.TRINITY_DN30845_c4_g1	NA	61	0	0	61	115	115	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30845_c4_g2(+)	lineola.TRINITY_DN30845_c4_g2	NA	126	0	0	126	234	234	0	0	0	0	0.0	0.0	0.0	0.0	50	50	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30848_c0_g1(+)	lineola.TRINITY_DN30848_c0_g1	NA	196	0	0	196	363	363	0	0	0	0	0.0	0.0	0.0	0.0	82	79	0	3	0	0	0.0	0.03658537	0.01829268	0.01829268
thymelicus_lineola	TRINITY_DN30849_c0_g1(-)	lineola.TRINITY_DN30849_c0_g1	NA	78	0	0	78	152	151	0	0	0	1	0.0	0.0	0.00657895	0.00438597	28	25	0	2	0	1	0.0	0.07142857	0.07142857	0.05952381
thymelicus_lineola	TRINITY_DN30856_c0_g1(-)	lineola.TRINITY_DN30856_c0_g1	NA	287	0	0	287	536	533	1	0	0	2	0.00186567	0.0	0.00466418	0.0034204	100	95	1	1	0	3	0.01	0.01	0.04	0.03
thymelicus_lineola	TRINITY_DN30858_c2_g1(-)	lineola.TRINITY_DN30858_c2_g1	NA	83	0	0	83	153	150	1	1	0	1	0.00653595	0.00653595	0.0130719	0.01089325	34	34	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30859_c0_g1(+)	lineola.TRINITY_DN30859_c0_g1	NA	856	0	0	856	1656	1656	0	0	0	0	0.0	0.0	0.0	0.0	327	326	1	0	0	0	0.0030581	0.0	0.00152905	0.00152905
thymelicus_lineola	TRINITY_DN30861_c0_g1(-)	lineola.TRINITY_DN30861_c0_g1	NA	134	0	0	134	240	239	0	0	0	1	0.0	0.0	0.00416667	0.00277778	61	56	0	4	1	0	0.01639344	0.08196721	0.04098361	0.04371585
thymelicus_lineola	TRINITY_DN30862_c0_g1(+)	lineola.TRINITY_DN30862_c0_g1	NA	120	1	0	119	214	213	0	0	0	1	0.0	0.0	0.0046729	0.00311527	58	55	0	3	0	0	0.0	0.05172414	0.02586207	0.02586207
thymelicus_lineola	TRINITY_DN30864_c0_g1(-)	lineola.TRINITY_DN30864_c0_g1	OG0004199	190	0	0	190	359	359	0	0	0	0	0.0	0.0	0.0	0.0	88	88	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30866_c0_g1(-)	lineola.TRINITY_DN30866_c0_g1	NA	199	0	0	199	397	396	1	0	0	0	0.00251889	0.0	0.00125945	0.00125945	94	94	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30869_c0_g1(-)	lineola.TRINITY_DN30869_c0_g1	NA	111	0	0	111	215	215	0	0	0	0	0.0	0.0	0.0	0.0	49	48	0	1	0	0	0.0	0.02040816	0.01020408	0.01020408
thymelicus_lineola	TRINITY_DN30873_c0_g1(-)	lineola.TRINITY_DN30873_c0_g1	NA	12	0	0	12	23	23	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30880_c1_g1(-)	lineola.TRINITY_DN30880_c1_g1	NA	43	0	0	43	82	79	1	0	2	0	0.03658537	0.02439024	0.01829268	0.02235772	16	16	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30885_c0_g1(+)	lineola.TRINITY_DN30885_c0_g1	OG0001567	434	0	0	434	830	830	0	0	0	0	0.0	0.0	0.0	0.0	158	158	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30887_c2_g2(+)	lineola.TRINITY_DN30887_c2_g2	NA	29	0	0	29	48	43	1	0	4	0	0.10416667	0.08333333	0.05208333	0.06597222	10	10	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30888_c0_g1(+)	lineola.TRINITY_DN30888_c0_g1	NA	253	0	0	253	460	457	3	0	0	0	0.00652174	0.0	0.00326087	0.00326087	85	81	4	0	0	0	0.04705882	0.0	0.02352941	0.02352941
thymelicus_lineola	TRINITY_DN30890_c0_g1(+)	lineola.TRINITY_DN30890_c0_g1	OG0001917	372	0	0	372	691	689	2	0	0	0	0.00289436	0.0	0.00144718	0.00144718	144	140	3	0	0	1	0.02083333	0.0	0.01736111	0.01504629
thymelicus_lineola	TRINITY_DN30896_c0_g1(+)	lineola.TRINITY_DN30896_c0_g1	NA	244	0	0	244	458	458	0	0	0	0	0.0	0.0	0.0	0.0	110	104	1	2	3	0	0.03636364	0.04545455	0.02727273	0.03181818
thymelicus_lineola	TRINITY_DN30897_c0_g1(-)	lineola.TRINITY_DN30897_c0_g1	NA	277	0	0	277	521	521	0	0	0	0	0.0	0.0	0.0	0.0	119	111	2	1	4	1	0.05042017	0.04201681	0.03781513	0.04061625
thymelicus_lineola	TRINITY_DN30904_c0_g1(-)	lineola.TRINITY_DN30904_c0_g1	NA	114	0	0	114	226	226	0	0	0	0	0.0	0.0	0.0	0.0	42	42	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30905_c3_g1(+)	lineola.TRINITY_DN30905_c3_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_lineola	TRINITY_DN30909_c0_g1(+)	lineola.TRINITY_DN30909_c0_g1	OG0004320	265	0	0	265	505	505	0	0	0	0	0.0	0.0	0.0	0.0	119	117	2	0	0	0	0.01680672	0.0	0.00840336	0.00840336
thymelicus_lineola	TRINITY_DN30911_c0_g1(+)	lineola.TRINITY_DN30911_c0_g1	NA	26	0	0	26	48	47	0	1	0	0	0.0	0.02083333	0.01041667	0.01041667	9	9	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30915_c1_g1(+)	lineola.TRINITY_DN30915_c1_g1	NA	51	0	0	51	90	84	0	3	3	0	0.03333333	0.06666667	0.03333333	0.03888889	19	18	0	0	1	0	0.05263158	0.05263158	0.02631579	0.03508772
thymelicus_lineola	TRINITY_DN30928_c2_g2(-)	lineola.TRINITY_DN30928_c2_g2	NA	20	0	0	20	35	33	0	0	2	0	0.05714286	0.05714286	0.02857143	0.03809524	10	10	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30929_c0_g1(+)	lineola.TRINITY_DN30929_c0_g1	NA	226	0	0	226	430	428	0	2	0	0	0.0	0.00465116	0.00232558	0.00232558	101	99	0	2	0	0	0.0	0.01980198	0.00990099	0.00990099
thymelicus_lineola	TRINITY_DN30930_c0_g1(+)	lineola.TRINITY_DN30930_c0_g1	NA	9	0	0	9	19	19	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30931_c0_g1(+)	lineola.TRINITY_DN30931_c0_g1	NA	84	0	0	84	157	157	0	0	0	0	0.0	0.0	0.0	0.0	33	33	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30934_c0_g1(+)	lineola.TRINITY_DN30934_c0_g1	OG0001646	472	0	0	472	931	931	0	0	0	0	0.0	0.0	0.0	0.0	221	221	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30936_c1_g1(+)	lineola.TRINITY_DN30936_c1_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_lineola	TRINITY_DN30945_c0_g1(-)	lineola.TRINITY_DN30945_c0_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30949_c0_g1(+)	lineola.TRINITY_DN30949_c0_g1	NA	124	0	0	124	233	231	0	1	1	0	0.00429185	0.00858369	0.00429185	0.00500716	51	51	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30951_c1_g1(-)	lineola.TRINITY_DN30951_c1_g1	NA	254	0	0	254	492	490	0	2	0	0	0.0	0.00406504	0.00203252	0.00203252	99	98	0	1	0	0	0.0	0.01010101	0.00505051	0.00505051
thymelicus_lineola	TRINITY_DN30953_c1_g1(+)	lineola.TRINITY_DN30953_c1_g1	NA	204	0	0	204	364	364	0	0	0	0	0.0	0.0	0.0	0.0	111	106	2	1	0	2	0.01801802	0.00900901	0.03153153	0.02552553
thymelicus_lineola	TRINITY_DN30955_c0_g1(+)	lineola.TRINITY_DN30955_c0_g1	NA	2	0	0	2	3	2	0	1	0	0	0.0	0.33333333	0.16666667	0.16666667	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_lineola	TRINITY_DN30956_c0_g2(+)	lineola.TRINITY_DN30956_c0_g2	NA	234	0	0	234	467	466	1	0	0	0	0.00214133	0.0	0.00107066	0.00107066	100	99	1	0	0	0	0.01	0.0	0.005	0.005
thymelicus_lineola	TRINITY_DN30958_c0_g1(-)	lineola.TRINITY_DN30958_c0_g1	NA	34	0	1	33	56	54	0	0	0	2	0.0	0.0	0.03571429	0.02380953	20	19	0	0	0	1	0.0	0.0	0.05	0.03333333
thymelicus_lineola	TRINITY_DN30958_c0_g2(-)	lineola.TRINITY_DN30958_c0_g2	NA	18	0	0	18	28	27	0	1	0	0	0.0	0.03571429	0.01785714	0.01785714	9	8	1	0	0	0	0.11111111	0.0	0.05555556	0.05555556
thymelicus_lineola	TRINITY_DN30962_c0_g1(-)	lineola.TRINITY_DN30962_c0_g1	NA	337	0	0	337	646	646	0	0	0	0	0.0	0.0	0.0	0.0	148	144	4	0	0	0	0.02702703	0.0	0.01351351	0.01351351
thymelicus_lineola	TRINITY_DN30964_c3_g1(-)	lineola.TRINITY_DN30964_c3_g1	NA	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_lineola	TRINITY_DN30967_c0_g1(-)	lineola.TRINITY_DN30967_c0_g1	NA	154	0	0	154	289	289	0	0	0	0	0.0	0.0	0.0	0.0	66	61	1	0	4	0	0.07575758	0.06060606	0.03787879	0.0479798
thymelicus_lineola	TRINITY_DN30969_c0_g1(+)	lineola.TRINITY_DN30969_c0_g1	NA	64	0	1	63	114	113	0	1	0	0	0.0	0.00877193	0.00438596	0.00438596	47	47	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30971_c1_g2(-)	lineola.TRINITY_DN30971_c1_g2	NA	167	0	0	167	316	316	0	0	0	0	0.0	0.0	0.0	0.0	71	71	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30973_c0_g1(-)	lineola.TRINITY_DN30973_c0_g1	NA	38	0	1	37	71	70	0	1	0	0	0.0	0.01408451	0.00704225	0.00704225	13	13	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30978_c0_g1(-)	lineola.TRINITY_DN30978_c0_g1	NA	41	0	0	41	77	74	1	2	0	0	0.01298701	0.02597403	0.01948052	0.01948052	14	14	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30980_c0_g1(-)	lineola.TRINITY_DN30980_c0_g1	OG0002887	314	0	0	314	586	586	0	0	0	0	0.0	0.0	0.0	0.0	131	123	3	3	0	2	0.02290076	0.02290076	0.03816794	0.03307888
thymelicus_lineola	TRINITY_DN30981_c2_g1(-)	lineola.TRINITY_DN30981_c2_g1	NA	143	0	0	143	276	276	0	0	0	0	0.0	0.0	0.0	0.0	57	56	1	0	0	0	0.01754386	0.0	0.00877193	0.00877193
thymelicus_lineola	TRINITY_DN30984_c0_g1(-)	lineola.TRINITY_DN30984_c0_g1	NA	10	0	0	10	21	21	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30985_c0_g1(+)	lineola.TRINITY_DN30985_c0_g1	NA	212	0	0	212	399	399	0	0	0	0	0.0	0.0	0.0	0.0	95	89	4	0	2	0	0.06315789	0.02105263	0.03157895	0.03508772
thymelicus_lineola	TRINITY_DN30989_c0_g1(-)	lineola.TRINITY_DN30989_c0_g1	NA	8	0	0	8	12	12	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN30990_c0_g1(+)	lineola.TRINITY_DN30990_c0_g1	NA	396	0	0	396	729	728	0	1	0	0	0.0	0.00137174	0.00068587	0.00068587	141	130	0	11	0	0	0.0	0.07801418	0.03900709	0.03900709
thymelicus_lineola	TRINITY_DN30991_c0_g1(+)	lineola.TRINITY_DN30991_c0_g1	NA	282	0	0	282	541	541	0	0	0	0	0.0	0.0	0.0	0.0	107	105	2	0	0	0	0.01869159	0.0	0.00934579	0.00934579
thymelicus_lineola	TRINITY_DN30996_c0_g1(+)	lineola.TRINITY_DN30996_c0_g1	NA	413	1	0	412	758	758	0	0	0	0	0.0	0.0	0.0	0.0	183	176	0	0	7	0	0.03825137	0.03825137	0.01912568	0.02550091
thymelicus_lineola	TRINITY_DN30998_c2_g1(-)	lineola.TRINITY_DN30998_c2_g1	NA	69	0	2	67	112	105	2	3	2	0	0.03571429	0.04464286	0.03125	0.03422619	20	19	0	1	0	0	0.0	0.05	0.025	0.025
thymelicus_lineola	TRINITY_DN30998_c2_g3(-)	lineola.TRINITY_DN30998_c2_g3	NA	13	0	0	13	22	20	0	0	2	0	0.09090909	0.09090909	0.04545455	0.06060606	7	6	0	0	1	0	0.14285714	0.14285714	0.07142857	0.09523809
thymelicus_lineola	TRINITY_DN31002_c0_g1(-)	lineola.TRINITY_DN31002_c0_g1	NA	184	2	0	182	349	349	0	0	0	0	0.0	0.0	0.0	0.0	74	71	0	3	0	0	0.0	0.04054054	0.02027027	0.02027027
thymelicus_lineola	TRINITY_DN31008_c0_g1(+)	lineola.TRINITY_DN31008_c0_g1	NA	15	0	0	15	30	30	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31010_c0_g1(-)	lineola.TRINITY_DN31010_c0_g1	OG0002650	49	0	0	49	95	95	0	0	0	0	0.0	0.0	0.0	0.0	23	23	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31011_c0_g1(-)	lineola.TRINITY_DN31011_c0_g1	OG0003172	277	1	0	276	507	505	1	0	1	0	0.00394477	0.00197239	0.00197239	0.00230112	77	74	2	0	0	1	0.02597403	0.0	0.02597403	0.02164502
thymelicus_lineola	TRINITY_DN31019_c0_g1(+)	lineola.TRINITY_DN31019_c0_g1	NA	456	1	1	454	816	810	0	6	0	0	0.0	0.00735294	0.00367647	0.00367647	188	185	0	3	0	0	0.0	0.01595745	0.00797872	0.00797872
thymelicus_lineola	TRINITY_DN31021_c0_g1(+)	lineola.TRINITY_DN31021_c0_g1	NA	52	0	0	52	96	95	1	0	0	0	0.01041667	0.0	0.00520833	0.00520833	27	25	2	0	0	0	0.07407407	0.0	0.03703704	0.03703704
thymelicus_lineola	TRINITY_DN31022_c0_g1(-)	lineola.TRINITY_DN31022_c0_g1	NA	512	0	0	512	983	983	0	0	0	0	0.0	0.0	0.0	0.0	264	264	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31023_c0_g1(+)	lineola.TRINITY_DN31023_c0_g1	OG0001364	81	0	0	81	147	147	0	0	0	0	0.0	0.0	0.0	0.0	35	34	1	0	0	0	0.02857143	0.0	0.01428571	0.01428571
thymelicus_lineola	TRINITY_DN31024_c1_g1(-)	lineola.TRINITY_DN31024_c1_g1	NA	212	0	0	212	404	404	0	0	0	0	0.0	0.0	0.0	0.0	85	82	0	3	0	0	0.0	0.03529412	0.01764706	0.01764706
thymelicus_lineola	TRINITY_DN31025_c0_g1(+)	lineola.TRINITY_DN31025_c0_g1	OG0001640	154	0	0	154	286	286	0	0	0	0	0.0	0.0	0.0	0.0	66	64	0	2	0	0	0.0	0.03030303	0.01515152	0.01515152
thymelicus_lineola	TRINITY_DN31027_c0_g1(+)	lineola.TRINITY_DN31027_c0_g1	NA	30	0	0	30	56	56	0	0	0	0	0.0	0.0	0.0	0.0	14	13	1	0	0	0	0.07142857	0.0	0.03571429	0.03571429
thymelicus_lineola	TRINITY_DN31031_c0_g1(-)	lineola.TRINITY_DN31031_c0_g1	NA	92	0	0	92	158	157	0	1	0	0	0.0	0.00632911	0.00316456	0.00316456	50	44	1	3	0	2	0.02	0.06	0.08	0.06666667
thymelicus_lineola	TRINITY_DN31032_c0_g1(+)	lineola.TRINITY_DN31032_c0_g1	NA	290	0	0	290	543	541	0	2	0	0	0.0	0.00368324	0.00184162	0.00184162	139	131	1	5	0	2	0.00719424	0.03597122	0.03597122	0.03117506
thymelicus_lineola	TRINITY_DN31034_c0_g2(+)	lineola.TRINITY_DN31034_c0_g2	NA	327	0	0	327	607	605	1	0	0	1	0.00164745	0.0	0.00247117	0.00192202	176	166	5	2	2	1	0.03977273	0.02272727	0.03125	0.03125
thymelicus_lineola	TRINITY_DN31039_c0_g1(+)	lineola.TRINITY_DN31039_c0_g1	OG0001483	131	0	0	131	256	255	0	1	0	0	0.0	0.00390625	0.00195312	0.00195312	45	45	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31041_c0_g2(-)	lineola.TRINITY_DN31041_c0_g2	OG0004346	138	0	0	138	270	269	0	0	1	0	0.0037037	0.0037037	0.00185185	0.00246913	65	65	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31042_c0_g1(+)	lineola.TRINITY_DN31042_c0_g1	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31043_c0_g1(+)	lineola.TRINITY_DN31043_c0_g1	NA	152	0	1	151	279	277	2	0	0	0	0.00716846	0.0	0.00358423	0.00358423	62	57	5	0	0	0	0.08064516	0.0	0.04032258	0.04032258
thymelicus_lineola	TRINITY_DN31045_c0_g1(-)	lineola.TRINITY_DN31045_c0_g1	NA	53	0	0	53	96	96	0	0	0	0	0.0	0.0	0.0	0.0	33	32	0	1	0	0	0.0	0.03030303	0.01515152	0.01515152
thymelicus_lineola	TRINITY_DN31047_c0_g1(+)	lineola.TRINITY_DN31047_c0_g1	NA	12	0	0	12	24	24	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31047_c1_g1(+)	lineola.TRINITY_DN31047_c1_g1	NA	73	0	0	73	129	128	0	0	0	1	0.0	0.0	0.00775194	0.00516796	44	41	1	2	0	0	0.02272727	0.04545455	0.03409091	0.03409091
thymelicus_lineola	TRINITY_DN31051_c0_g1(+)	lineola.TRINITY_DN31051_c0_g1	OG0001621	232	0	0	232	422	422	0	0	0	0	0.0	0.0	0.0	0.0	100	94	4	0	2	0	0.06	0.02	0.03	0.03333333
thymelicus_lineola	TRINITY_DN31053_c0_g1(+)	lineola.TRINITY_DN31053_c0_g1	NA	54	0	0	54	100	100	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31054_c0_g1(-)	lineola.TRINITY_DN31054_c0_g1	NA	46	0	0	46	77	77	0	0	0	0	0.0	0.0	0.0	0.0	26	23	3	0	0	0	0.11538462	0.0	0.05769231	0.05769231
thymelicus_lineola	TRINITY_DN31058_c0_g1(+)	lineola.TRINITY_DN31058_c0_g1	NA	54	0	0	54	101	98	0	3	0	0	0.0	0.02970297	0.01485149	0.01485149	17	16	1	0	0	0	0.05882353	0.0	0.02941176	0.02941176
thymelicus_lineola	TRINITY_DN31059_c0_g1(-)	lineola.TRINITY_DN31059_c0_g1	NA	175	0	0	175	329	325	1	1	2	0	0.00911854	0.00911854	0.00607903	0.0070922	60	58	0	1	1	0	0.01666667	0.03333333	0.01666667	0.01944445
thymelicus_lineola	TRINITY_DN31066_c0_g1(-)	lineola.TRINITY_DN31066_c0_g1	NA	144	0	0	144	279	279	0	0	0	0	0.0	0.0	0.0	0.0	72	72	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31072_c0_g1(-)	lineola.TRINITY_DN31072_c0_g1	NA	178	0	0	178	321	321	0	0	0	0	0.0	0.0	0.0	0.0	69	62	0	7	0	0	0.0	0.10144928	0.05072464	0.05072464
thymelicus_lineola	TRINITY_DN31073_c0_g1(+)	lineola.TRINITY_DN31073_c0_g1	NA	160	0	0	160	294	293	0	0	1	0	0.00340136	0.00340136	0.00170068	0.00226757	74	73	0	0	1	0	0.01351351	0.01351351	0.00675676	0.00900901
thymelicus_lineola	TRINITY_DN31075_c1_g1(-)	lineola.TRINITY_DN31075_c1_g1	NA	53	0	0	53	98	97	0	1	0	0	0.0	0.01020408	0.00510204	0.00510204	27	27	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31079_c4_g1(+)	lineola.TRINITY_DN31079_c4_g1	NA	51	0	0	51	96	94	0	0	2	0	0.02083333	0.02083333	0.01041667	0.01388889	17	17	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31086_c0_g1(-)	lineola.TRINITY_DN31086_c0_g1	OG0002552	243	0	0	243	470	470	0	0	0	0	0.0	0.0	0.0	0.0	105	101	4	0	0	0	0.03809524	0.0	0.01904762	0.01904762
thymelicus_lineola	TRINITY_DN31087_c0_g1(-)	lineola.TRINITY_DN31087_c0_g1	NA	189	0	0	189	349	348	0	1	0	0	0.0	0.00286533	0.00143266	0.00143266	69	66	0	0	0	3	0.0	0.0	0.04347826	0.02898551
thymelicus_lineola	TRINITY_DN31088_c0_g1(+)	lineola.TRINITY_DN31088_c0_g1	NA	36	0	0	36	69	68	0	0	1	0	0.01449275	0.01449275	0.00724638	0.00966184	22	22	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31097_c0_g1(-)	lineola.TRINITY_DN31097_c0_g1	NA	44	0	0	44	87	87	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31098_c0_g1(+)	lineola.TRINITY_DN31098_c0_g1	NA	36	0	0	36	66	64	0	2	0	0	0.0	0.03030303	0.01515152	0.01515152	10	10	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31100_c0_g1(-)	lineola.TRINITY_DN31100_c0_g1	NA	593	0	0	593	1146	1146	0	0	0	0	0.0	0.0	0.0	0.0	270	266	1	3	0	0	0.0037037	0.01111111	0.00740741	0.00740741
thymelicus_lineola	TRINITY_DN31103_c0_g1(-)	lineola.TRINITY_DN31103_c0_g1	NA	26	0	0	26	50	50	0	0	0	0	0.0	0.0	0.0	0.0	10	9	0	0	1	0	0.1	0.1	0.05	0.06666667
thymelicus_lineola	TRINITY_DN31106_c2_g1(-)	lineola.TRINITY_DN31106_c2_g1	NA	78	0	1	77	139	139	0	0	0	0	0.0	0.0	0.0	0.0	31	26	4	1	0	0	0.12903226	0.03225806	0.08064516	0.08064516
thymelicus_lineola	TRINITY_DN31108_c0_g1(-)	lineola.TRINITY_DN31108_c0_g1	NA	315	0	0	315	586	583	3	0	0	0	0.00511945	0.0	0.00255973	0.00255973	121	118	2	0	1	0	0.02479339	0.00826446	0.01239669	0.0137741
thymelicus_lineola	TRINITY_DN31109_c0_g1(+)	lineola.TRINITY_DN31109_c0_g1	NA	86	0	0	86	160	160	0	0	0	0	0.0	0.0	0.0	0.0	46	44	2	0	0	0	0.04347826	0.0	0.02173913	0.02173913
thymelicus_lineola	TRINITY_DN31110_c0_g1(-)	lineola.TRINITY_DN31110_c0_g1	NA	97	0	0	97	190	190	0	0	0	0	0.0	0.0	0.0	0.0	48	48	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31113_c0_g1(-)	lineola.TRINITY_DN31113_c0_g1	OG0004172	149	0	0	149	296	296	0	0	0	0	0.0	0.0	0.0	0.0	84	84	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31116_c0_g1(+)	lineola.TRINITY_DN31116_c0_g1	NA	167	0	0	167	309	309	0	0	0	0	0.0	0.0	0.0	0.0	63	57	1	1	4	0	0.07936508	0.07936508	0.04761905	0.05820106
thymelicus_lineola	TRINITY_DN31120_c0_g1(+)	lineola.TRINITY_DN31120_c0_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
thymelicus_lineola	TRINITY_DN31130_c0_g1(-)	lineola.TRINITY_DN31130_c0_g1	NA	435	0	0	435	819	818	0	0	1	0	0.001221	0.001221	0.0006105	0.000814	168	163	2	1	2	0	0.02380952	0.01785714	0.01488095	0.01686508
thymelicus_lineola	TRINITY_DN31133_c0_g1(+)	lineola.TRINITY_DN31133_c0_g1	NA	338	0	0	338	640	639	0	1	0	0	0.0	0.0015625	0.00078125	0.00078125	167	160	0	7	0	0	0.0	0.04191617	0.02095808	0.02095808
thymelicus_lineola	TRINITY_DN31134_c1_g1(-)	lineola.TRINITY_DN31134_c1_g1	OG0002537	391	0	0	391	740	739	0	0	0	1	0.0	0.0	0.00135135	0.0009009	167	161	0	5	0	1	0.0	0.02994012	0.02095808	0.01896207
thymelicus_lineola	TRINITY_DN31138_c0_g1(+)	lineola.TRINITY_DN31138_c0_g1	NA	177	0	0	177	329	329	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31139_c1_g1(-)	lineola.TRINITY_DN31139_c1_g1	NA	154	0	0	154	293	290	2	0	0	1	0.00682594	0.0	0.00682594	0.00568828	70	70	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31142_c0_g1(+)	lineola.TRINITY_DN31142_c0_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
thymelicus_lineola	TRINITY_DN31145_c0_g1(+)	lineola.TRINITY_DN31145_c0_g1	OG0004244	47	0	0	47	90	90	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
