species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_PC_18	0_pi_PC_60	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_PC_18	4_pi_PC_60	4_pi_between	4_pi_total
pyronia_cecilia	TRINITY_DN14853_c0_g1(+)	cecilia.TRINITY_DN14853_c0_g1	NA	332	0	0	332	641	641	0	0	0	0	0.0	0.0	0.0	0.0	197	195	2	0	0	0	0.01015228	0.0	0.00507614	0.00507614
pyronia_cecilia	TRINITY_DN14856_c0_g1(+)	cecilia.TRINITY_DN14856_c0_g1	NA	390	0	0	390	748	748	0	0	0	0	0.0	0.0	0.0	0.0	155	149	3	2	1	0	0.02580645	0.01935484	0.01935484	0.02043011
pyronia_cecilia	TRINITY_DN14857_c0_g1(+)	cecilia.TRINITY_DN14857_c0_g1	NA	637	0	0	637	1220	1217	0	1	0	2	0.0	0.00081967	0.00204918	0.00150273	179	178	0	0	0	1	0.0	0.0	0.00558659	0.00372439
pyronia_cecilia	TRINITY_DN14858_c0_g1(+)	cecilia.TRINITY_DN14858_c0_g1	NA	486	0	0	486	913	907	2	3	1	0	0.00328587	0.00438116	0.00328587	0.00346842	172	165	4	1	2	0	0.03488372	0.01744186	0.02034884	0.02228682
pyronia_cecilia	TRINITY_DN14859_c0_g1(+)	cecilia.TRINITY_DN14859_c0_g1	OG0002996	589	0	0	589	1079	1079	0	0	0	0	0.0	0.0	0.0	0.0	232	225	1	0	6	0	0.03017241	0.02586207	0.01508621	0.01939655
pyronia_cecilia	TRINITY_DN14860_c0_g1(+)	cecilia.TRINITY_DN14860_c0_g1	NA	270	0	1	269	514	512	0	2	0	0	0.0	0.00389105	0.00194553	0.00194553	74	74	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14863_c0_g1(+)	cecilia.TRINITY_DN14863_c0_g1	NA	30	0	0	30	55	54	0	1	0	0	0.0	0.01818182	0.00909091	0.00909091	12	12	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14864_c0_g1(+)	cecilia.TRINITY_DN14864_c0_g1	OG0003953	266	0	0	266	481	480	0	0	0	1	0.0	0.0	0.002079	0.001386	160	151	0	6	0	3	0.0	0.0375	0.0375	0.03125
pyronia_cecilia	TRINITY_DN14865_c0_g1(+)	cecilia.TRINITY_DN14865_c0_g1	NA	469	0	0	469	881	878	1	2	0	0	0.00113507	0.00227015	0.00170261	0.00170261	222	218	1	0	3	0	0.01801802	0.01351351	0.00900901	0.01126126
pyronia_cecilia	TRINITY_DN14867_c0_g1(+)	cecilia.TRINITY_DN14867_c0_g1	NA	6	0	0	6	10	9	1	0	0	0	0.1	0.0	0.05	0.05	0	0	0	0	0	0	NA	NA	NA	NA
pyronia_cecilia	TRINITY_DN14868_c0_g2(+)	cecilia.TRINITY_DN14868_c0_g2	NA	340	0	0	340	661	660	1	0	0	0	0.00151286	0.0	0.00075643	0.00075643	187	186	0	0	1	0	0.00534759	0.00534759	0.0026738	0.00356506
pyronia_cecilia	TRINITY_DN14870_c0_g1(+)	cecilia.TRINITY_DN14870_c0_g1	NA	259	0	1	258	475	471	2	1	1	0	0.00631579	0.00421053	0.00421053	0.00456141	92	89	2	1	0	0	0.02173913	0.01086957	0.01630435	0.01630435
pyronia_cecilia	TRINITY_DN14871_c0_g1(+)	cecilia.TRINITY_DN14871_c0_g1	NA	335	0	0	335	638	633	0	4	1	0	0.0015674	0.00783699	0.0039185	0.00417973	142	139	0	3	0	0	0.0	0.02112676	0.01056338	0.01056338
pyronia_cecilia	TRINITY_DN14874_c0_g1(+)	cecilia.TRINITY_DN14874_c0_g1	NA	308	0	0	308	579	576	1	1	1	0	0.00345423	0.00345423	0.00259067	0.00287852	142	137	2	3	0	0	0.01408451	0.02112676	0.01760563	0.01760563
pyronia_cecilia	TRINITY_DN14875_c0_g1(+)	cecilia.TRINITY_DN14875_c0_g1	NA	469	0	0	469	883	881	0	1	1	0	0.0011325	0.00226501	0.0011325	0.00132125	197	193	4	0	0	0	0.02030457	0.0	0.01015228	0.01015228
pyronia_cecilia	TRINITY_DN14877_c0_g1(+)	cecilia.TRINITY_DN14877_c0_g1	OG0003297	496	0	0	496	939	938	1	0	0	0	0.00106496	0.0	0.00053248	0.00053248	259	251	4	1	1	2	0.01930502	0.00772201	0.01930502	0.01737452
pyronia_cecilia	TRINITY_DN14878_c0_g1(+)	cecilia.TRINITY_DN14878_c0_g1	NA	297	0	0	297	546	545	1	0	0	0	0.0018315	0.0	0.00091575	0.00091575	85	85	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14879_c0_g1(+)	cecilia.TRINITY_DN14879_c0_g1	NA	234	0	0	234	431	421	1	3	3	3	0.00928074	0.01392111	0.01508121	0.01392111	94	90	1	1	2	0	0.03191489	0.03191489	0.0212766	0.0248227
pyronia_cecilia	TRINITY_DN14882_c0_g1(+)	cecilia.TRINITY_DN14882_c0_g1	NA	558	0	0	558	1052	1050	1	0	1	0	0.00190114	0.00095057	0.00095057	0.001109	228	222	5	1	0	0	0.02192982	0.00438596	0.01315789	0.01315789
pyronia_cecilia	TRINITY_DN14883_c0_g1(+)	cecilia.TRINITY_DN14883_c0_g1	NA	450	0	0	450	856	856	0	0	0	0	0.0	0.0	0.0	0.0	215	209	1	1	4	0	0.02325581	0.02325581	0.01395349	0.01705426
pyronia_cecilia	TRINITY_DN14884_c0_g1(+)	cecilia.TRINITY_DN14884_c0_g1	NA	234	0	0	234	447	447	0	0	0	0	0.0	0.0	0.0	0.0	88	88	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14885_c0_g1(+)	cecilia.TRINITY_DN14885_c0_g1	OG0001465	227	0	0	227	437	437	0	0	0	0	0.0	0.0	0.0	0.0	104	104	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14887_c0_g2(+)	cecilia.TRINITY_DN14887_c0_g2	NA	30	0	0	30	53	53	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14888_c0_g1(+)	cecilia.TRINITY_DN14888_c0_g1	NA	200	0	0	200	376	376	0	0	0	0	0.0	0.0	0.0	0.0	88	87	0	0	1	0	0.01136364	0.01136364	0.00568182	0.00757576
pyronia_cecilia	TRINITY_DN14889_c0_g1(+)	cecilia.TRINITY_DN14889_c0_g1	NA	342	0	0	342	640	637	2	1	0	0	0.003125	0.0015625	0.00234375	0.00234375	138	133	1	2	1	1	0.01449275	0.02173913	0.02173913	0.0205314
pyronia_cecilia	TRINITY_DN14890_c0_g1(+)	cecilia.TRINITY_DN14890_c0_g1	NA	185	0	0	185	349	348	1	0	0	0	0.00286533	0.0	0.00143266	0.00143266	65	63	1	1	0	0	0.01538462	0.01538462	0.01538462	0.01538462
pyronia_cecilia	TRINITY_DN14891_c0_g1(+)	cecilia.TRINITY_DN14891_c0_g1	OG0002763	521	0	0	521	988	987	0	1	0	0	0.0	0.00101215	0.00050607	0.00050607	214	212	0	2	0	0	0.0	0.00934579	0.0046729	0.0046729
pyronia_cecilia	TRINITY_DN14892_c0_g1(+)	cecilia.TRINITY_DN14892_c0_g1	NA	472	0	1	471	891	887	0	3	1	0	0.00112233	0.00448934	0.00224467	0.00243173	171	167	0	2	2	0	0.01169591	0.02339181	0.01169591	0.01364523
pyronia_cecilia	TRINITY_DN14893_c0_g1(+)	cecilia.TRINITY_DN14893_c0_g1	OG0003874	186	0	0	186	354	354	0	0	0	0	0.0	0.0	0.0	0.0	81	80	1	0	0	0	0.01234568	0.0	0.00617284	0.00617284
pyronia_cecilia	TRINITY_DN14894_c10_g1(+)	cecilia.TRINITY_DN14894_c10_g1	NA	89	0	0	89	160	160	0	0	0	0	0.0	0.0	0.0	0.0	30	28	1	1	0	0	0.03333333	0.03333333	0.03333333	0.03333333
pyronia_cecilia	TRINITY_DN14896_c0_g1(+)	cecilia.TRINITY_DN14896_c0_g1	NA	409	1	0	408	781	776	0	5	0	0	0.0	0.00640205	0.00320102	0.00320102	120	119	1	0	0	0	0.00833333	0.0	0.00416667	0.00416667
pyronia_cecilia	TRINITY_DN14897_c0_g1(+)	cecilia.TRINITY_DN14897_c0_g1	OG0003420	340	1	0	339	646	645	0	1	0	0	0.0	0.00154799	0.00077399	0.00077399	138	132	3	3	0	0	0.02173913	0.02173913	0.02173913	0.02173913
pyronia_cecilia	TRINITY_DN14898_c0_g1(+)	cecilia.TRINITY_DN14898_c0_g1	NA	626	0	0	626	1178	1178	0	0	0	0	0.0	0.0	0.0	0.0	271	265	0	0	0	6	0.0	0.0	0.02214022	0.01476015
pyronia_cecilia	TRINITY_DN14899_c0_g1(+)	cecilia.TRINITY_DN14899_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pyronia_cecilia	TRINITY_DN14900_c0_g1(+)	cecilia.TRINITY_DN14900_c0_g1	NA	120	0	0	120	229	228	0	1	0	0	0.0	0.00436681	0.00218341	0.00218341	73	73	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14901_c0_g1(+)	cecilia.TRINITY_DN14901_c0_g1	NA	531	0	0	531	1002	998	2	2	0	0	0.00199601	0.00199601	0.00199601	0.00199601	258	250	1	4	3	0	0.01550388	0.02713178	0.01550388	0.01744186
pyronia_cecilia	TRINITY_DN14902_c0_g2(+)	cecilia.TRINITY_DN14902_c0_g2	NA	227	0	0	227	421	418	1	1	0	1	0.0023753	0.0023753	0.00475059	0.00395883	95	92	1	1	0	1	0.01052632	0.01052632	0.02105263	0.01754386
pyronia_cecilia	TRINITY_DN14904_c0_g1(+)	cecilia.TRINITY_DN14904_c0_g1	NA	551	0	0	551	1022	1022	0	0	0	0	0.0	0.0	0.0	0.0	238	227	5	1	2	3	0.02941176	0.01260504	0.02941176	0.02661064
pyronia_cecilia	TRINITY_DN14907_c0_g1(+)	cecilia.TRINITY_DN14907_c0_g1	NA	447	0	0	447	845	840	2	2	0	1	0.00236686	0.00236686	0.0035503	0.00315582	195	191	2	0	2	0	0.02051282	0.01025641	0.01025641	0.01196581
pyronia_cecilia	TRINITY_DN14908_c0_g1(+)	cecilia.TRINITY_DN14908_c0_g1	OG0003391	803	0	0	803	1528	1527	0	1	0	0	0.0	0.00065445	0.00032723	0.00032723	349	345	2	1	1	0	0.00859599	0.00573066	0.00573066	0.00620822
pyronia_cecilia	TRINITY_DN14910_c0_g2(+)	cecilia.TRINITY_DN14910_c0_g2	NA	402	0	0	402	783	782	0	1	0	0	0.0	0.00127714	0.00063857	0.00063857	148	148	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14911_c0_g1(+)	cecilia.TRINITY_DN14911_c0_g1	NA	383	0	1	382	728	726	1	1	0	0	0.00137363	0.00137363	0.00137363	0.00137363	156	152	2	2	0	0	0.01282051	0.01282051	0.01282051	0.01282051
pyronia_cecilia	TRINITY_DN14912_c0_g1(+)	cecilia.TRINITY_DN14912_c0_g1	NA	685	0	0	685	1324	1324	0	0	0	0	0.0	0.0	0.0	0.0	293	287	3	1	2	0	0.01706485	0.01023891	0.01023891	0.01137657
pyronia_cecilia	TRINITY_DN14913_c0_g1(+)	cecilia.TRINITY_DN14913_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14914_c0_g1(+)	cecilia.TRINITY_DN14914_c0_g1	OG0001602	316	0	0	316	614	614	0	0	0	0	0.0	0.0	0.0	0.0	102	99	0	3	0	0	0.0	0.02941176	0.01470588	0.01470588
pyronia_cecilia	TRINITY_DN14916_c0_g1(+)	cecilia.TRINITY_DN14916_c0_g1	NA	203	0	0	203	361	356	0	3	2	0	0.00554017	0.01385042	0.00692521	0.00784857	70	68	0	1	1	0	0.01428571	0.02857143	0.01428571	0.01666666
pyronia_cecilia	TRINITY_DN14917_c0_g1(+)	cecilia.TRINITY_DN14917_c0_g1	NA	511	0	0	511	963	961	1	1	0	0	0.00103842	0.00103842	0.00103842	0.00103842	207	207	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14918_c0_g1(+)	cecilia.TRINITY_DN14918_c0_g1	NA	194	0	0	194	365	365	0	0	0	0	0.0	0.0	0.0	0.0	98	95	3	0	0	0	0.03061224	0.0	0.01530612	0.01530612
pyronia_cecilia	TRINITY_DN14919_c0_g1(+)	cecilia.TRINITY_DN14919_c0_g1	NA	405	0	0	405	740	739	1	0	0	0	0.00135135	0.0	0.00067568	0.00067568	115	109	2	2	1	1	0.02608696	0.02608696	0.03043478	0.02898551
pyronia_cecilia	TRINITY_DN14920_c0_g1(+)	cecilia.TRINITY_DN14920_c0_g1	NA	626	0	1	625	1149	1146	0	0	3	0	0.00261097	0.00261097	0.00130548	0.00174064	337	327	3	2	5	0	0.02373887	0.02077151	0.0148368	0.0173096
pyronia_cecilia	TRINITY_DN14921_c0_g1(+)	cecilia.TRINITY_DN14921_c0_g1	NA	5	0	0	5	9	9	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14925_c0_g1(+)	cecilia.TRINITY_DN14925_c0_g1	NA	276	0	0	276	526	526	0	0	0	0	0.0	0.0	0.0	0.0	115	114	0	1	0	0	0.0	0.00869565	0.00434783	0.00434783
pyronia_cecilia	TRINITY_DN14926_c0_g1(+)	cecilia.TRINITY_DN14926_c0_g1	NA	301	0	0	301	570	570	0	0	0	0	0.0	0.0	0.0	0.0	131	127	0	4	0	0	0.0	0.03053435	0.01526718	0.01526718
pyronia_cecilia	TRINITY_DN14928_c0_g1(+)	cecilia.TRINITY_DN14928_c0_g1	OG0004664	438	0	0	438	809	806	0	1	2	0	0.00247219	0.00370828	0.00185414	0.00226617	156	154	1	1	0	0	0.00641026	0.00641026	0.00641026	0.00641026
pyronia_cecilia	TRINITY_DN14929_c0_g1(+)	cecilia.TRINITY_DN14929_c0_g1	NA	23	0	0	23	44	44	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14929_c1_g1(+)	cecilia.TRINITY_DN14929_c1_g1	OG0003249	452	0	0	452	868	867	0	1	0	0	0.0	0.00115207	0.00057604	0.00057604	174	172	0	1	0	1	0.0	0.00574713	0.00862069	0.00670498
pyronia_cecilia	TRINITY_DN14930_c0_g1(+)	cecilia.TRINITY_DN14930_c0_g1	NA	507	0	0	507	963	962	1	0	0	0	0.00103842	0.0	0.00051921	0.00051921	222	214	2	6	0	0	0.00900901	0.02702703	0.01801802	0.01801802
pyronia_cecilia	TRINITY_DN14932_c0_g1(+)	cecilia.TRINITY_DN14932_c0_g1	NA	167	0	0	167	319	319	0	0	0	0	0.0	0.0	0.0	0.0	85	84	1	0	0	0	0.01176471	0.0	0.00588235	0.00588235
pyronia_cecilia	TRINITY_DN14934_c0_g1(+)	cecilia.TRINITY_DN14934_c0_g1	NA	496	0	1	495	936	935	0	0	0	1	0.0	0.0	0.00106838	0.00071225	183	178	1	2	0	2	0.00546448	0.01092896	0.01912568	0.01548269
pyronia_cecilia	TRINITY_DN14936_c0_g1(+)	cecilia.TRINITY_DN14936_c0_g1	OG0001456	567	0	0	567	1069	1067	0	2	0	0	0.0	0.00187091	0.00093545	0.00093545	219	217	2	0	0	0	0.00913242	0.0	0.00456621	0.00456621
pyronia_cecilia	TRINITY_DN14938_c0_g1(-)	cecilia.TRINITY_DN14938_c0_g1	NA	66	0	0	66	123	123	0	0	0	0	0.0	0.0	0.0	0.0	36	35	0	0	1	0	0.02777778	0.02777778	0.01388889	0.01851852
pyronia_cecilia	TRINITY_DN14940_c0_g1(+)	cecilia.TRINITY_DN14940_c0_g1	NA	493	0	0	493	922	915	3	4	0	0	0.0032538	0.00433839	0.0037961	0.0037961	191	186	1	3	1	0	0.0104712	0.02094241	0.01308901	0.01396161
pyronia_cecilia	TRINITY_DN14941_c0_g1(+)	cecilia.TRINITY_DN14941_c0_g1	NA	456	0	0	456	863	860	1	1	1	0	0.0023175	0.0023175	0.00173812	0.00193125	178	172	1	3	1	1	0.01123596	0.02247191	0.01966292	0.01872659
pyronia_cecilia	TRINITY_DN14942_c0_g1(+)	cecilia.TRINITY_DN14942_c0_g1	NA	488	0	0	488	943	941	0	2	0	0	0.0	0.00212089	0.00106045	0.00106045	206	199	0	4	0	3	0.0	0.01941748	0.02427184	0.01941747
pyronia_cecilia	TRINITY_DN14944_c0_g1(+)	cecilia.TRINITY_DN14944_c0_g1	NA	293	0	0	293	564	563	0	1	0	0	0.0	0.00177305	0.00088652	0.00088652	135	133	0	2	0	0	0.0	0.01481481	0.00740741	0.00740741
pyronia_cecilia	TRINITY_DN14945_c0_g1(+)	cecilia.TRINITY_DN14945_c0_g1	NA	419	0	0	419	786	783	3	0	0	0	0.00381679	0.0	0.0019084	0.0019084	148	146	1	1	0	0	0.00675676	0.00675676	0.00675676	0.00675676
pyronia_cecilia	TRINITY_DN14946_c0_g1(+)	cecilia.TRINITY_DN14946_c0_g1	OG0004356	499	0	0	499	929	928	0	1	0	0	0.0	0.00107643	0.00053821	0.00053821	171	163	2	0	6	0	0.04678363	0.03508772	0.02339181	0.02923976
pyronia_cecilia	TRINITY_DN14948_c1_g1(+)	cecilia.TRINITY_DN14948_c1_g1	NA	151	0	0	151	239	239	0	0	0	0	0.0	0.0	0.0	0.0	72	54	0	0	18	0	0.25	0.25	0.125	0.16666667
pyronia_cecilia	TRINITY_DN14951_c0_g1(-)	cecilia.TRINITY_DN14951_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
pyronia_cecilia	TRINITY_DN14952_c0_g1(+)	cecilia.TRINITY_DN14952_c0_g1	NA	367	0	0	367	689	689	0	0	0	0	0.0	0.0	0.0	0.0	157	152	3	0	2	0	0.03184713	0.01273885	0.01592357	0.01804671
pyronia_cecilia	TRINITY_DN14953_c0_g1(+)	cecilia.TRINITY_DN14953_c0_g1	NA	135	0	0	135	261	261	0	0	0	0	0.0	0.0	0.0	0.0	72	71	1	0	0	0	0.01388889	0.0	0.00694444	0.00694444
pyronia_cecilia	TRINITY_DN14954_c0_g2(+)	cecilia.TRINITY_DN14954_c0_g2	NA	311	1	0	310	589	585	1	3	0	0	0.00169779	0.00509338	0.00339559	0.00339559	108	107	0	1	0	0	0.0	0.00925926	0.00462963	0.00462963
pyronia_cecilia	TRINITY_DN14955_c0_g1(+)	cecilia.TRINITY_DN14955_c0_g1	NA	423	0	0	423	784	780	2	2	0	0	0.00255102	0.00255102	0.00255102	0.00255102	127	119	2	2	4	0	0.04724409	0.04724409	0.03149606	0.0367454
pyronia_cecilia	TRINITY_DN14956_c0_g1(+)	cecilia.TRINITY_DN14956_c0_g1	NA	247	0	0	247	457	457	0	0	0	0	0.0	0.0	0.0	0.0	112	107	0	1	0	4	0.0	0.00892857	0.04017857	0.02827381
pyronia_cecilia	TRINITY_DN14957_c0_g1(+)	cecilia.TRINITY_DN14957_c0_g1	NA	143	0	0	143	270	268	1	1	0	0	0.0037037	0.0037037	0.0037037	0.0037037	53	52	1	0	0	0	0.01886792	0.0	0.00943396	0.00943396
pyronia_cecilia	TRINITY_DN14958_c0_g1(+)	cecilia.TRINITY_DN14958_c0_g1	NA	627	0	0	627	1185	1185	0	0	0	0	0.0	0.0	0.0	0.0	273	265	4	2	2	0	0.02197802	0.01465201	0.01465201	0.01587301
pyronia_cecilia	TRINITY_DN14960_c0_g2(+)	cecilia.TRINITY_DN14960_c0_g2	NA	572	2	1	569	1065	1058	1	2	4	0	0.00469484	0.0056338	0.00328638	0.00391236	197	191	2	0	4	0	0.03045685	0.02030457	0.01522843	0.01861252
pyronia_cecilia	TRINITY_DN14962_c10_g1(+)	cecilia.TRINITY_DN14962_c10_g1	NA	378	0	0	378	696	696	0	0	0	0	0.0	0.0	0.0	0.0	139	131	5	0	0	3	0.03597122	0.0	0.03956835	0.0323741
pyronia_cecilia	TRINITY_DN14966_c0_g2(+)	cecilia.TRINITY_DN14966_c0_g2	NA	290	0	1	289	551	547	0	2	2	0	0.00362976	0.00725953	0.00362976	0.00423472	102	101	0	0	1	0	0.00980392	0.00980392	0.00490196	0.00653595
pyronia_cecilia	TRINITY_DN14966_c0_g3(+)	cecilia.TRINITY_DN14966_c0_g3	NA	217	0	1	216	414	414	0	0	0	0	0.0	0.0	0.0	0.0	80	80	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14967_c0_g1(+)	cecilia.TRINITY_DN14967_c0_g1	NA	766	0	1	765	1461	1457	1	2	0	1	0.00068446	0.00136893	0.00171116	0.001483	334	329	0	2	0	3	0.0	0.00598802	0.01197605	0.00898204
pyronia_cecilia	TRINITY_DN14968_c0_g1(+)	cecilia.TRINITY_DN14968_c0_g1	NA	71	0	0	71	139	139	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14969_c0_g1(+)	cecilia.TRINITY_DN14969_c0_g1	NA	310	0	0	310	581	577	2	0	0	2	0.00344234	0.0	0.00516351	0.00401606	124	121	3	0	0	0	0.02419355	0.0	0.01209677	0.01209677
pyronia_cecilia	TRINITY_DN14970_c0_g1(+)	cecilia.TRINITY_DN14970_c0_g1	OG0004460	335	0	0	335	631	630	0	0	0	1	0.0	0.0	0.00158479	0.00105653	159	155	0	3	0	1	0.0	0.01886792	0.01572327	0.01362683
pyronia_cecilia	TRINITY_DN14971_c0_g1(+)	cecilia.TRINITY_DN14971_c0_g1	NA	311	0	0	311	581	579	1	1	0	0	0.00172117	0.00172117	0.00172117	0.00172117	132	129	1	1	1	0	0.01515152	0.01515152	0.01136364	0.01262627
pyronia_cecilia	TRINITY_DN14973_c0_g1(+)	cecilia.TRINITY_DN14973_c0_g1	NA	526	1	0	525	986	977	5	3	1	0	0.00608519	0.0040568	0.00456389	0.00473293	229	224	1	3	1	0	0.00873362	0.01746725	0.01091703	0.01164483
pyronia_cecilia	TRINITY_DN14974_c0_g2(-)	cecilia.TRINITY_DN14974_c0_g2	NA	76	0	1	75	147	147	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14974_c0_g3(+)	cecilia.TRINITY_DN14974_c0_g3	NA	436	0	0	436	830	821	6	2	1	0	0.00843373	0.00361446	0.00542169	0.00562249	140	139	1	0	0	0	0.00714286	0.0	0.00357143	0.00357143
pyronia_cecilia	TRINITY_DN14975_c0_g1(+)	cecilia.TRINITY_DN14975_c0_g1	NA	267	0	0	267	499	493	2	1	3	0	0.01002004	0.00801603	0.00601202	0.00701402	110	108	0	1	1	0	0.00909091	0.01818182	0.00909091	0.01060606
pyronia_cecilia	TRINITY_DN14976_c0_g1(+)	cecilia.TRINITY_DN14976_c0_g1	NA	267	0	0	267	509	509	0	0	0	0	0.0	0.0	0.0	0.0	136	133	1	1	1	0	0.01470588	0.01470588	0.01102941	0.0122549
pyronia_cecilia	TRINITY_DN14977_c0_g1(+)	cecilia.TRINITY_DN14977_c0_g1	OG0004703	391	0	0	391	734	734	0	0	0	0	0.0	0.0	0.0	0.0	224	219	0	4	0	1	0.0	0.01785714	0.01339286	0.01190476
pyronia_cecilia	TRINITY_DN14981_c0_g1(+)	cecilia.TRINITY_DN14981_c0_g1	NA	400	1	0	399	753	750	0	3	0	0	0.0	0.00398406	0.00199203	0.00199203	139	134	2	3	0	0	0.01438849	0.02158273	0.01798561	0.01798561
pyronia_cecilia	TRINITY_DN14982_c8_g1(+)	cecilia.TRINITY_DN14982_c8_g1	NA	208	0	0	208	404	404	0	0	0	0	0.0	0.0	0.0	0.0	86	86	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14982_c8_g2(+)	cecilia.TRINITY_DN14982_c8_g2	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pyronia_cecilia	TRINITY_DN14982_c8_g3(-)	cecilia.TRINITY_DN14982_c8_g3	NA	38	0	0	38	62	60	2	0	0	0	0.03225806	0.0	0.01612903	0.01612903	14	13	0	0	1	0	0.07142857	0.07142857	0.03571429	0.04761905
pyronia_cecilia	TRINITY_DN14982_c10_g1(+)	cecilia.TRINITY_DN14982_c10_g1	NA	336	0	0	336	645	642	1	2	0	0	0.00155039	0.00310078	0.00232558	0.00232558	176	172	1	3	0	0	0.00568182	0.01704545	0.01136364	0.01136364
pyronia_cecilia	TRINITY_DN14984_c0_g1(+)	cecilia.TRINITY_DN14984_c0_g1	NA	284	0	0	284	534	532	1	1	0	0	0.00187266	0.00187266	0.00187266	0.00187266	122	121	0	0	1	0	0.00819672	0.00819672	0.00409836	0.00546448
pyronia_cecilia	TRINITY_DN14985_c0_g1(+)	cecilia.TRINITY_DN14985_c0_g1	NA	97	0	0	97	181	181	0	0	0	0	0.0	0.0	0.0	0.0	35	34	0	1	0	0	0.0	0.02857143	0.01428571	0.01428571
pyronia_cecilia	TRINITY_DN14986_c0_g1(+)	cecilia.TRINITY_DN14986_c0_g1	OG0001596	553	0	0	553	1050	1050	0	0	0	0	0.0	0.0	0.0	0.0	268	261	7	0	0	0	0.0261194	0.0	0.0130597	0.0130597
pyronia_cecilia	TRINITY_DN14988_c0_g1(+)	cecilia.TRINITY_DN14988_c0_g1	NA	767	0	0	767	1432	1427	2	3	0	0	0.00139665	0.00209497	0.00174581	0.00174581	288	282	1	1	3	1	0.01388889	0.01388889	0.01215278	0.01273148
pyronia_cecilia	TRINITY_DN14989_c0_g1(+)	cecilia.TRINITY_DN14989_c0_g1	NA	766	0	0	766	1482	1482	0	0	0	0	0.0	0.0	0.0	0.0	335	334	1	0	0	0	0.00298507	0.0	0.00149254	0.00149254
pyronia_cecilia	TRINITY_DN14991_c0_g1(+)	cecilia.TRINITY_DN14991_c0_g1	OG0001942	430	0	0	430	806	805	0	1	0	0	0.0	0.00124069	0.00062035	0.00062035	138	133	1	2	2	0	0.02173913	0.02898551	0.01811594	0.0205314
pyronia_cecilia	TRINITY_DN14991_c1_g1(+)	cecilia.TRINITY_DN14991_c1_g1	NA	1598	0	0	1598	3101	3097	2	1	1	0	0.00096743	0.00064495	0.00064495	0.0006987	844	829	5	7	2	1	0.00829384	0.01066351	0.00947867	0.00947867
pyronia_cecilia	TRINITY_DN14994_c0_g1(-)	cecilia.TRINITY_DN14994_c0_g1	NA	56	0	0	56	106	105	1	0	0	0	0.00943396	0.0	0.00471698	0.00471698	25	25	0	0	0	0	0.0	0.0	0.0	0.0
pyronia_cecilia	TRINITY_DN14995_c0_g1(+)	cecilia.TRINITY_DN14995_c0_g1	OG0004417	749	0	0	749	1399	1399	0	0	0	0	0.0	0.0	0.0	0.0	304	296	4	2	0	2	0.01315789	0.00657895	0.01644737	0.01425439
pyronia_cecilia	TRINITY_DN14996_c0_g1(+)	cecilia.TRINITY_DN14996_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
