species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_MJ_177	0_pi_MJ_27	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_MJ_177	4_pi_MJ_27	4_pi_between	4_pi_total
maniola_jurtina	TRINITY_DN16218_c0_g1(+)	jurtina.TRINITY_DN16218_c0_g1	NA	420	0	0	420	801	801	0	0	0	0	0.0	0.0	0.0	0.0	171	167	2	1	1	0	0.01754386	0.01169591	0.01169591	0.01267057
maniola_jurtina	TRINITY_DN16220_c3_g1(+)	jurtina.TRINITY_DN16220_c3_g1	NA	199	0	0	199	357	357	0	0	0	0	0.0	0.0	0.0	0.0	97	89	3	3	2	0	0.05154639	0.05154639	0.04123711	0.04467354
maniola_jurtina	TRINITY_DN16220_c3_g3(-)	jurtina.TRINITY_DN16220_c3_g3	NA	173	1	1	171	300	291	0	2	7	0	0.02333333	0.03	0.015	0.01888889	81	77	2	1	1	0	0.03703704	0.02469136	0.02469136	0.02674897
maniola_jurtina	TRINITY_DN16221_c2_g1(+)	jurtina.TRINITY_DN16221_c2_g1	NA	135	0	0	135	236	236	0	0	0	0	0.0	0.0	0.0	0.0	70	63	5	2	0	0	0.07142857	0.02857143	0.05	0.05
maniola_jurtina	TRINITY_DN16221_c2_g2(+)	jurtina.TRINITY_DN16221_c2_g2	NA	157	0	0	157	297	296	0	1	0	0	0.0	0.003367	0.0016835	0.0016835	67	66	0	1	0	0	0.0	0.01492537	0.00746269	0.00746269
maniola_jurtina	TRINITY_DN16221_c2_g3(+)	jurtina.TRINITY_DN16221_c2_g3	OG0003640	210	0	0	210	383	383	0	0	0	0	0.0	0.0	0.0	0.0	108	102	2	3	1	0	0.02777778	0.03703704	0.02777778	0.02932099
maniola_jurtina	TRINITY_DN16222_c4_g2(+)	jurtina.TRINITY_DN16222_c4_g2	NA	32	0	0	32	65	64	0	0	1	0	0.01538462	0.01538462	0.00769231	0.01025641	10	10	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16224_c7_g6(+)	jurtina.TRINITY_DN16224_c7_g6	NA	38	0	0	38	70	70	0	0	0	0	0.0	0.0	0.0	0.0	15	14	0	1	0	0	0.0	0.06666667	0.03333333	0.03333333
maniola_jurtina	TRINITY_DN16225_c6_g1(-)	jurtina.TRINITY_DN16225_c6_g1	NA	57	0	0	57	112	111	1	0	0	0	0.00892857	0.0	0.00446429	0.00446429	22	22	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16226_c5_g1(+)	jurtina.TRINITY_DN16226_c5_g1	OG0004440	443	0	0	443	842	842	0	0	0	0	0.0	0.0	0.0	0.0	176	170	2	4	0	0	0.01136364	0.02272727	0.01704545	0.01704545
maniola_jurtina	TRINITY_DN16227_c4_g1(+)	jurtina.TRINITY_DN16227_c4_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
maniola_jurtina	TRINITY_DN16227_c8_g1(+)	jurtina.TRINITY_DN16227_c8_g1	NA	149	0	0	149	294	293	1	0	0	0	0.00340136	0.0	0.00170068	0.00170068	38	38	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16228_c1_g2(+)	jurtina.TRINITY_DN16228_c1_g2	NA	162	0	0	162	294	294	0	0	0	0	0.0	0.0	0.0	0.0	76	68	6	0	2	0	0.10526316	0.02631579	0.05263158	0.05701754
maniola_jurtina	TRINITY_DN16230_c0_g1(+)	jurtina.TRINITY_DN16230_c0_g1	NA	608	0	0	608	1145	1145	0	0	0	0	0.0	0.0	0.0	0.0	262	247	4	9	2	0	0.02290076	0.04198473	0.02862595	0.02989821
maniola_jurtina	TRINITY_DN16231_c2_g2(+)	jurtina.TRINITY_DN16231_c2_g2	NA	177	0	1	176	309	302	1	4	2	0	0.00970874	0.01941748	0.01132686	0.01240561	72	67	4	1	0	0	0.05555556	0.01388889	0.03472222	0.03472222
maniola_jurtina	TRINITY_DN16232_c1_g1(+)	jurtina.TRINITY_DN16232_c1_g1	NA	52	0	0	52	90	90	0	0	0	0	0.0	0.0	0.0	0.0	31	30	0	1	0	0	0.0	0.03225806	0.01612903	0.01612903
maniola_jurtina	TRINITY_DN16232_c2_g1(+)	jurtina.TRINITY_DN16232_c2_g1	NA	11	0	0	11	18	18	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16233_c0_g1(+)	jurtina.TRINITY_DN16233_c0_g1	NA	129	0	0	129	243	243	0	0	0	0	0.0	0.0	0.0	0.0	71	68	1	0	0	2	0.01408451	0.0	0.03521127	0.0258216
maniola_jurtina	TRINITY_DN16234_c0_g1(+)	jurtina.TRINITY_DN16234_c0_g1	NA	50	0	0	50	91	91	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16235_c0_g1(+)	jurtina.TRINITY_DN16235_c0_g1	OG0002342	444	0	0	444	818	818	0	0	0	0	0.0	0.0	0.0	0.0	190	181	1	3	5	0	0.03157895	0.04210526	0.02368421	0.02807017
maniola_jurtina	TRINITY_DN16236_c0_g1(+)	jurtina.TRINITY_DN16236_c0_g1	NA	539	0	0	539	972	971	1	0	0	0	0.00102881	0.0	0.0005144	0.0005144	233	210	6	9	5	3	0.0472103	0.06008584	0.05579399	0.05507868
maniola_jurtina	TRINITY_DN16237_c5_g1(-)	jurtina.TRINITY_DN16237_c5_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16238_c1_g1(-)	jurtina.TRINITY_DN16238_c1_g1	NA	75	0	0	75	133	132	1	0	0	0	0.0075188	0.0	0.0037594	0.0037594	30	25	3	2	0	0	0.1	0.06666667	0.08333333	0.08333333
maniola_jurtina	TRINITY_DN16238_c1_g3(+)	jurtina.TRINITY_DN16238_c1_g3	NA	262	0	0	262	469	467	1	0	1	0	0.00426439	0.0021322	0.0021322	0.00248756	108	103	1	4	0	0	0.00925926	0.03703704	0.02314815	0.02314815
maniola_jurtina	TRINITY_DN16239_c0_g1(+)	jurtina.TRINITY_DN16239_c0_g1	NA	120	0	0	120	234	234	0	0	0	0	0.0	0.0	0.0	0.0	56	55	1	0	0	0	0.01785714	0.0	0.00892857	0.00892857
maniola_jurtina	TRINITY_DN16240_c0_g1(+)	jurtina.TRINITY_DN16240_c0_g1	OG0004304	1185	0	1	1184	2197	2194	0	1	2	0	0.00091033	0.0013655	0.00068275	0.00083447	491	466	2	7	16	0	0.03665988	0.04684318	0.02545825	0.03088934
maniola_jurtina	TRINITY_DN16242_c0_g1(+)	jurtina.TRINITY_DN16242_c0_g1	NA	326	0	1	325	586	580	1	3	2	0	0.00511945	0.00853242	0.00511945	0.00568828	102	95	5	2	0	0	0.04901961	0.01960784	0.03431373	0.03431373
maniola_jurtina	TRINITY_DN16243_c0_g1(+)	jurtina.TRINITY_DN16243_c0_g1	OG0003152	770	1	0	769	1431	1430	0	1	0	0	0.0	0.00069881	0.00034941	0.00034941	268	259	6	1	2	0	0.02985075	0.01119403	0.01679104	0.01803482
maniola_jurtina	TRINITY_DN16244_c3_g2(+)	jurtina.TRINITY_DN16244_c3_g2	NA	454	0	0	454	855	855	0	0	0	0	0.0	0.0	0.0	0.0	199	196	2	0	0	1	0.01005025	0.0	0.01005025	0.00837521
maniola_jurtina	TRINITY_DN16245_c0_g1(+)	jurtina.TRINITY_DN16245_c0_g1	NA	469	0	0	469	846	845	1	0	0	0	0.00118203	0.0	0.00059102	0.00059102	197	179	7	6	2	3	0.04568528	0.04060914	0.05329949	0.0499154
maniola_jurtina	TRINITY_DN16247_c0_g1(+)	jurtina.TRINITY_DN16247_c0_g1	NA	372	2	2	368	657	648	1	4	4	0	0.00761035	0.01217656	0.00684932	0.00786403	140	132	4	1	3	0	0.05	0.02857143	0.02857143	0.03214286
maniola_jurtina	TRINITY_DN16247_c0_g2(-)	jurtina.TRINITY_DN16247_c0_g2	NA	8	0	0	8	13	13	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16248_c6_g4(-)	jurtina.TRINITY_DN16248_c6_g4	NA	74	1	0	73	124	117	3	1	3	0	0.0483871	0.03225806	0.02822581	0.03225807	37	35	1	1	0	0	0.02702703	0.02702703	0.02702703	0.02702703
maniola_jurtina	TRINITY_DN16249_c1_g1(+)	jurtina.TRINITY_DN16249_c1_g1	NA	354	0	0	354	697	697	0	0	0	0	0.0	0.0	0.0	0.0	179	178	1	0	0	0	0.00558659	0.0	0.0027933	0.0027933
maniola_jurtina	TRINITY_DN16249_c1_g2(-)	jurtina.TRINITY_DN16249_c1_g2	NA	1	0	0	1	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
maniola_jurtina	TRINITY_DN16250_c0_g1(+)	jurtina.TRINITY_DN16250_c0_g1	NA	330	1	1	328	595	589	4	1	0	1	0.00672269	0.00168067	0.00588235	0.00532213	153	142	8	1	0	2	0.05228758	0.00653595	0.04248366	0.03812636
maniola_jurtina	TRINITY_DN16251_c7_g1(+)	jurtina.TRINITY_DN16251_c7_g1	NA	273	0	1	272	511	498	2	10	0	1	0.00391389	0.01956947	0.01369863	0.01304631	103	100	0	2	1	0	0.00970874	0.02912621	0.01456311	0.01618123
maniola_jurtina	TRINITY_DN16252_c0_g2(+)	jurtina.TRINITY_DN16252_c0_g2	OG0002205	509	0	0	509	926	926	0	0	0	0	0.0	0.0	0.0	0.0	210	191	4	7	7	1	0.05238095	0.06666667	0.04761905	0.0515873
maniola_jurtina	TRINITY_DN16256_c2_g1(+)	jurtina.TRINITY_DN16256_c2_g1	NA	379	0	0	379	730	730	0	0	0	0	0.0	0.0	0.0	0.0	163	162	0	0	0	1	0.0	0.0	0.00613497	0.00408998
maniola_jurtina	TRINITY_DN16256_c3_g1(+)	jurtina.TRINITY_DN16256_c3_g1	OG0004368	225	0	0	225	441	441	0	0	0	0	0.0	0.0	0.0	0.0	90	88	0	2	0	0	0.0	0.02222222	0.01111111	0.01111111
maniola_jurtina	TRINITY_DN16257_c3_g1(+)	jurtina.TRINITY_DN16257_c3_g1	NA	652	0	0	652	1252	1252	0	0	0	0	0.0	0.0	0.0	0.0	312	300	6	3	3	0	0.02884615	0.01923077	0.01923077	0.02083333
maniola_jurtina	TRINITY_DN16258_c2_g1(+)	jurtina.TRINITY_DN16258_c2_g1	NA	35	1	0	34	57	50	1	3	3	0	0.07017544	0.10526316	0.06140351	0.07017544	9	9	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16258_c2_g4(+)	jurtina.TRINITY_DN16258_c2_g4	NA	53	0	1	52	96	95	1	0	0	0	0.01041667	0.0	0.00520833	0.00520833	15	15	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16259_c5_g1(+)	jurtina.TRINITY_DN16259_c5_g1	NA	112	0	0	112	210	210	0	0	0	0	0.0	0.0	0.0	0.0	49	48	1	0	0	0	0.02040816	0.0	0.01020408	0.01020408
maniola_jurtina	TRINITY_DN16260_c0_g1(+)	jurtina.TRINITY_DN16260_c0_g1	NA	304	0	1	303	569	568	1	0	0	0	0.00175747	0.0	0.00087873	0.00087873	113	108	1	2	1	1	0.01769912	0.02654867	0.02654867	0.02507374
maniola_jurtina	TRINITY_DN16261_c4_g3(-)	jurtina.TRINITY_DN16261_c4_g3	NA	33	0	1	32	62	62	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16261_c5_g1(+)	jurtina.TRINITY_DN16261_c5_g1	NA	220	0	0	220	419	418	0	1	0	0	0.0	0.00238663	0.00119332	0.00119332	93	90	0	2	0	1	0.0	0.02150538	0.02150538	0.01792115
maniola_jurtina	TRINITY_DN16263_c6_g1(+)	jurtina.TRINITY_DN16263_c6_g1	NA	178	0	0	178	328	326	1	0	1	0	0.00609756	0.00304878	0.00304878	0.00355691	71	69	2	0	0	0	0.02816901	0.0	0.01408451	0.01408451
maniola_jurtina	TRINITY_DN16264_c0_g1(+)	jurtina.TRINITY_DN16264_c0_g1	NA	465	1	1	463	830	825	1	4	0	0	0.00120482	0.00481928	0.00301205	0.00301205	183	166	3	11	1	2	0.02185792	0.06557377	0.05191257	0.04918033
maniola_jurtina	TRINITY_DN16265_c5_g5(+)	jurtina.TRINITY_DN16265_c5_g5	NA	126	0	0	126	249	248	0	0	0	1	0.0	0.0	0.00401606	0.00267737	47	47	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16266_c0_g1(+)	jurtina.TRINITY_DN16266_c0_g1	NA	284	0	0	284	507	505	2	0	0	0	0.00394477	0.0	0.00197239	0.00197239	130	117	8	1	2	2	0.07692308	0.02307692	0.05769231	0.05512821
maniola_jurtina	TRINITY_DN16267_c0_g2(+)	jurtina.TRINITY_DN16267_c0_g2	NA	74	0	0	74	135	133	0	0	2	0	0.01481481	0.01481481	0.00740741	0.00987654	23	23	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16268_c0_g2(+)	jurtina.TRINITY_DN16268_c0_g2	NA	165	0	0	165	316	316	0	0	0	0	0.0	0.0	0.0	0.0	59	57	0	1	1	0	0.01694915	0.03389831	0.01694915	0.01977401
maniola_jurtina	TRINITY_DN16269_c0_g1(-)	jurtina.TRINITY_DN16269_c0_g1	NA	65	0	0	65	126	124	1	0	1	0	0.01587302	0.00793651	0.00793651	0.00925926	15	15	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16270_c2_g1(+)	jurtina.TRINITY_DN16270_c2_g1	NA	549	0	0	549	1010	1007	3	0	0	0	0.0029703	0.0	0.00148515	0.00148515	187	180	4	2	0	1	0.02139037	0.01069519	0.02139037	0.01960784
maniola_jurtina	TRINITY_DN16271_c8_g1(+)	jurtina.TRINITY_DN16271_c8_g1	NA	62	0	1	61	107	100	2	4	0	1	0.01869159	0.03738318	0.03738318	0.03426791	16	15	0	0	0	1	0.0	0.0	0.0625	0.04166667
maniola_jurtina	TRINITY_DN16272_c0_g1(-)	jurtina.TRINITY_DN16272_c0_g1	NA	75	0	0	75	137	135	1	1	0	0	0.00729927	0.00729927	0.00729927	0.00729927	22	22	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16273_c0_g1(+)	jurtina.TRINITY_DN16273_c0_g1	NA	219	0	0	219	417	417	0	0	0	0	0.0	0.0	0.0	0.0	85	83	1	1	0	0	0.01176471	0.01176471	0.01176471	0.01176471
maniola_jurtina	TRINITY_DN16274_c0_g1(+)	jurtina.TRINITY_DN16274_c0_g1	NA	282	0	0	282	527	525	1	0	0	1	0.00189753	0.0	0.0028463	0.00221379	130	125	0	2	3	0	0.02307692	0.03846154	0.01923077	0.02307692
maniola_jurtina	TRINITY_DN16276_c0_g1(+)	jurtina.TRINITY_DN16276_c0_g1	NA	54	0	0	54	99	99	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16277_c0_g1(+)	jurtina.TRINITY_DN16277_c0_g1	NA	396	0	0	396	727	723	0	2	0	2	0.0	0.00275103	0.00412655	0.00320954	144	135	0	5	0	4	0.0	0.03472222	0.04513889	0.03587963
maniola_jurtina	TRINITY_DN16277_c0_g2(+)	jurtina.TRINITY_DN16277_c0_g2	NA	564	0	0	564	1091	1090	0	1	0	0	0.0	0.00091659	0.0004583	0.0004583	228	225	1	2	0	0	0.00438596	0.00877193	0.00657895	0.00657895
maniola_jurtina	TRINITY_DN16278_c7_g1(+)	jurtina.TRINITY_DN16278_c7_g1	NA	162	0	0	162	317	314	0	2	0	1	0.0	0.00630915	0.00630915	0.00525763	44	44	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16278_c8_g1(+)	jurtina.TRINITY_DN16278_c8_g1	NA	147	0	0	147	282	281	0	1	0	0	0.0	0.0035461	0.00177305	0.00177305	51	50	0	0	1	0	0.01960784	0.01960784	0.00980392	0.01307189
maniola_jurtina	TRINITY_DN16280_c1_g1(+)	jurtina.TRINITY_DN16280_c1_g1	NA	412	0	0	412	773	773	0	0	0	0	0.0	0.0	0.0	0.0	181	172	5	3	1	0	0.03314917	0.02209945	0.02486188	0.02578269
maniola_jurtina	TRINITY_DN16280_c2_g1(+)	jurtina.TRINITY_DN16280_c2_g1	NA	229	1	0	228	399	396	1	1	1	0	0.00501253	0.00501253	0.0037594	0.00417711	83	78	1	0	4	0	0.06024096	0.04819277	0.03012048	0.03815261
maniola_jurtina	TRINITY_DN16281_c0_g1(+)	jurtina.TRINITY_DN16281_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
maniola_jurtina	TRINITY_DN16282_c2_g1(-)	jurtina.TRINITY_DN16282_c2_g1	NA	52	1	1	50	87	85	0	1	1	0	0.01149425	0.02298851	0.01149425	0.01340996	24	23	0	0	1	0	0.04166667	0.04166667	0.02083333	0.02777778
maniola_jurtina	TRINITY_DN16283_c0_g1(-)	jurtina.TRINITY_DN16283_c0_g1	NA	53	0	1	52	96	93	2	0	1	0	0.03125	0.01041667	0.015625	0.01736111	16	16	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16283_c2_g1(-)	jurtina.TRINITY_DN16283_c2_g1	NA	45	1	0	44	78	75	0	3	0	0	0.0	0.03846154	0.01923077	0.01923077	15	15	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16283_c3_g3(+)	jurtina.TRINITY_DN16283_c3_g3	NA	113	0	1	112	209	209	0	0	0	0	0.0	0.0	0.0	0.0	35	34	0	0	0	1	0.0	0.0	0.02857143	0.01904762
maniola_jurtina	TRINITY_DN16283_c4_g1(+)	jurtina.TRINITY_DN16283_c4_g1	NA	250	0	0	250	483	483	0	0	0	0	0.0	0.0	0.0	0.0	111	109	1	0	0	1	0.00900901	0.0	0.01351351	0.01051051
maniola_jurtina	TRINITY_DN16284_c1_g4(+)	jurtina.TRINITY_DN16284_c1_g4	NA	259	0	0	259	471	470	0	1	0	0	0.0	0.00212314	0.00106157	0.00106157	88	85	1	1	1	0	0.02272727	0.02272727	0.01704545	0.01893939
maniola_jurtina	TRINITY_DN16284_c1_g7(+)	jurtina.TRINITY_DN16284_c1_g7	NA	192	0	0	192	366	365	0	1	0	0	0.0	0.00273224	0.00136612	0.00136612	97	96	1	0	0	0	0.01030928	0.0	0.00515464	0.00515464
maniola_jurtina	TRINITY_DN16286_c0_g1(+)	jurtina.TRINITY_DN16286_c0_g1	NA	198	0	0	198	366	365	1	0	0	0	0.00273224	0.0	0.00136612	0.00136612	91	87	3	0	0	1	0.03296703	0.0	0.02747253	0.02380952
maniola_jurtina	TRINITY_DN16287_c2_g1(+)	jurtina.TRINITY_DN16287_c2_g1	NA	50	1	2	47	74	69	1	2	1	1	0.02702703	0.04054054	0.04054054	0.03828829	21	19	0	1	1	0	0.04761905	0.0952381	0.04761905	0.05555556
maniola_jurtina	TRINITY_DN16287_c3_g1(+)	jurtina.TRINITY_DN16287_c3_g1	NA	277	0	0	277	503	501	0	0	0	2	0.0	0.0	0.00397614	0.00265076	104	97	2	3	0	2	0.01923077	0.02884615	0.04326923	0.03685897
maniola_jurtina	TRINITY_DN16288_c5_g1(+)	jurtina.TRINITY_DN16288_c5_g1	NA	39	0	0	39	72	72	0	0	0	0	0.0	0.0	0.0	0.0	29	27	0	2	0	0	0.0	0.06896552	0.03448276	0.03448276
maniola_jurtina	TRINITY_DN16289_c6_g2(+)	jurtina.TRINITY_DN16289_c6_g2	OG0002311	198	0	0	198	375	375	0	0	0	0	0.0	0.0	0.0	0.0	71	70	0	0	0	1	0.0	0.0	0.01408451	0.00938967
maniola_jurtina	TRINITY_DN16290_c4_g1(+)	jurtina.TRINITY_DN16290_c4_g1	NA	27	0	0	27	54	54	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16290_c4_g2(-)	jurtina.TRINITY_DN16290_c4_g2	NA	59	0	0	59	103	96	0	5	2	0	0.01941748	0.06796117	0.03398058	0.03721683	15	15	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16291_c2_g2(+)	jurtina.TRINITY_DN16291_c2_g2	OG0001965	501	0	0	501	925	923	2	0	0	0	0.00216216	0.0	0.00108108	0.00108108	200	193	2	3	1	1	0.015	0.02	0.02	0.01916667
maniola_jurtina	TRINITY_DN16292_c0_g1(+)	jurtina.TRINITY_DN16292_c0_g1	OG0003991	407	1	1	405	739	732	0	4	0	3	0.0	0.00541272	0.0067659	0.00541272	130	124	3	0	1	2	0.03076923	0.00769231	0.03076923	0.02692308
maniola_jurtina	TRINITY_DN16292_c0_g2(+)	jurtina.TRINITY_DN16292_c0_g2	NA	430	0	0	430	806	806	0	0	0	0	0.0	0.0	0.0	0.0	146	143	1	2	0	0	0.00684932	0.01369863	0.01027397	0.01027397
maniola_jurtina	TRINITY_DN16293_c6_g1(-)	jurtina.TRINITY_DN16293_c6_g1	NA	56	1	0	55	101	97	0	4	0	0	0.0	0.03960396	0.01980198	0.01980198	26	25	0	1	0	0	0.0	0.03846154	0.01923077	0.01923077
maniola_jurtina	TRINITY_DN16296_c0_g1(+)	jurtina.TRINITY_DN16296_c0_g1	NA	197	0	0	197	363	363	0	0	0	0	0.0	0.0	0.0	0.0	114	109	0	5	0	0	0.0	0.04385965	0.02192982	0.02192982
maniola_jurtina	TRINITY_DN16296_c0_g2(+)	jurtina.TRINITY_DN16296_c0_g2	NA	212	0	0	212	373	369	2	2	0	0	0.00536193	0.00536193	0.00536193	0.00536193	97	90	2	3	2	0	0.04123711	0.05154639	0.03608247	0.0395189
maniola_jurtina	TRINITY_DN16297_c1_g1(+)	jurtina.TRINITY_DN16297_c1_g1	NA	67	0	0	67	127	126	0	0	0	1	0.0	0.0	0.00787402	0.00524935	36	35	0	0	0	1	0.0	0.0	0.02777778	0.01851852
maniola_jurtina	TRINITY_DN16298_c0_g1(+)	jurtina.TRINITY_DN16298_c0_g1	NA	117	0	0	117	223	222	0	1	0	0	0.0	0.0044843	0.00224215	0.00224215	54	52	1	1	0	0	0.01851852	0.01851852	0.01851852	0.01851852
maniola_jurtina	TRINITY_DN16300_c0_g1(+)	jurtina.TRINITY_DN16300_c0_g1	NA	220	0	0	220	412	412	0	0	0	0	0.0	0.0	0.0	0.0	99	94	2	3	0	0	0.02020202	0.03030303	0.02525253	0.02525253
maniola_jurtina	TRINITY_DN16301_c7_g1(+)	jurtina.TRINITY_DN16301_c7_g1	OG0003375	563	2	0	561	1024	1013	3	3	0	5	0.00292969	0.00292969	0.0078125	0.0061849	181	171	3	6	1	0	0.02209945	0.03867403	0.02762431	0.02854512
maniola_jurtina	TRINITY_DN16304_c1_g1(+)	jurtina.TRINITY_DN16304_c1_g1	NA	332	0	0	332	631	630	0	0	0	1	0.0	0.0	0.00158479	0.00105653	125	125	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16304_c2_g1(+)	jurtina.TRINITY_DN16304_c2_g1	OG0001446	265	0	0	265	505	504	0	1	0	0	0.0	0.0019802	0.0009901	0.0009901	104	102	0	0	0	2	0.0	0.0	0.01923077	0.01282051
maniola_jurtina	TRINITY_DN16304_c3_g2(-)	jurtina.TRINITY_DN16304_c3_g2	NA	17	0	0	17	33	32	0	1	0	0	0.0	0.03030303	0.01515152	0.01515152	8	8	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16305_c8_g1(+)	jurtina.TRINITY_DN16305_c8_g1	NA	113	0	0	113	204	202	0	1	1	0	0.00490196	0.00980392	0.00490196	0.00571895	55	51	0	1	3	0	0.05454545	0.07272727	0.03636364	0.04545455
maniola_jurtina	TRINITY_DN16305_c9_g1(+)	jurtina.TRINITY_DN16305_c9_g1	NA	139	0	0	139	257	256	1	0	0	0	0.00389105	0.0	0.00194553	0.00194553	60	58	0	2	0	0	0.0	0.03333333	0.01666667	0.01666667
maniola_jurtina	TRINITY_DN16306_c0_g1(+)	jurtina.TRINITY_DN16306_c0_g1	NA	427	0	3	424	773	768	2	1	0	2	0.00258732	0.00129366	0.00452781	0.00366537	152	145	3	0	1	3	0.02631579	0.00657895	0.03289474	0.02741228
maniola_jurtina	TRINITY_DN16307_c0_g1(+)	jurtina.TRINITY_DN16307_c0_g1	NA	275	0	0	275	510	508	0	2	0	0	0.0	0.00392157	0.00196078	0.00196078	74	74	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16307_c0_g2(+)	jurtina.TRINITY_DN16307_c0_g2	OG0002517	209	0	1	208	393	390	2	1	0	0	0.00508906	0.00254453	0.00381679	0.00381679	65	63	1	0	1	0	0.03076923	0.01538462	0.01538462	0.01794872
maniola_jurtina	TRINITY_DN16308_c0_g1(+)	jurtina.TRINITY_DN16308_c0_g1	NA	492	0	0	492	911	907	3	1	0	0	0.00329308	0.00109769	0.00219539	0.00219539	210	203	5	0	2	0	0.03333333	0.00952381	0.01666667	0.01825397
maniola_jurtina	TRINITY_DN16309_c2_g1(+)	jurtina.TRINITY_DN16309_c2_g1	NA	412	1	0	411	803	802	1	0	0	0	0.00124533	0.0	0.00062267	0.00062267	211	208	2	0	1	0	0.01421801	0.00473934	0.007109	0.00789889
maniola_jurtina	TRINITY_DN16309_c2_g3(+)	jurtina.TRINITY_DN16309_c2_g3	NA	17	0	0	17	31	30	0	1	0	0	0.0	0.03225806	0.01612903	0.01612903	7	7	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16310_c1_g2(+)	jurtina.TRINITY_DN16310_c1_g2	NA	54	0	0	54	103	102	1	0	0	0	0.00970874	0.0	0.00485437	0.00485437	19	19	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16312_c0_g1(+)	jurtina.TRINITY_DN16312_c0_g1	NA	480	1	0	479	864	859	0	1	3	1	0.00347222	0.00462963	0.00347222	0.00366512	196	187	3	3	1	2	0.02040816	0.02040816	0.02806122	0.0255102
maniola_jurtina	TRINITY_DN16313_c2_g1(+)	jurtina.TRINITY_DN16313_c2_g1	NA	21	0	0	21	42	42	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
maniola_jurtina	TRINITY_DN16313_c3_g1(+)	jurtina.TRINITY_DN16313_c3_g1	NA	106	1	0	105	158	150	0	4	3	1	0.01898734	0.0443038	0.02848101	0.02953586	46	35	0	2	7	2	0.15217391	0.19565217	0.14130435	0.15217391
maniola_jurtina	TRINITY_DN16315_c1_g1(+)	jurtina.TRINITY_DN16315_c1_g1	NA	295	0	0	295	556	555	0	1	0	0	0.0	0.00179856	0.00089928	0.00089928	112	108	1	2	1	0	0.01785714	0.02678571	0.01785714	0.01934524
maniola_jurtina	TRINITY_DN16316_c1_g1(+)	jurtina.TRINITY_DN16316_c1_g1	OG0002034	315	0	0	315	587	586	0	1	0	0	0.0	0.00170358	0.00085179	0.00085179	108	104	3	0	1	0	0.03703704	0.00925926	0.01851852	0.02006173
