species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_MD_120	0_pi_MD_379	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_MD_120	4_pi_MD_379	4_pi_between	4_pi_total
melitaea_deione	TRINITY_DN16782_c4_g2(+)	deione.TRINITY_DN16782_c4_g2	NA	395	0	0	395	766	766	0	0	0	0	0.0	0.0	0.0	0.0	160	156	0	0	0	4	0.0	0.0	0.025	0.01666667
melitaea_deione	TRINITY_DN16783_c1_g1(+)	deione.TRINITY_DN16783_c1_g1	NA	250	0	0	250	480	478	1	1	0	0	0.00208333	0.00208333	0.00208333	0.00208333	104	104	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16783_c2_g3(+)	deione.TRINITY_DN16783_c2_g3	NA	1083	0	2	1081	2076	2069	1	6	0	0	0.0004817	0.00289017	0.00168593	0.00168593	432	428	0	3	0	1	0.0	0.00694444	0.00578704	0.00501543
melitaea_deione	TRINITY_DN16784_c7_g3(+)	deione.TRINITY_DN16784_c7_g3	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16784_c8_g1(+)	deione.TRINITY_DN16784_c8_g1	NA	14	0	0	14	26	26	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16784_c9_g1(+)	deione.TRINITY_DN16784_c9_g1	NA	10	0	0	10	20	20	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16784_c9_g2(+)	deione.TRINITY_DN16784_c9_g2	NA	259	0	0	259	494	492	0	2	0	0	0.0	0.00404858	0.00202429	0.00202429	79	78	0	1	0	0	0.0	0.01265823	0.00632911	0.00632911
melitaea_deione	TRINITY_DN16784_c10_g1(+)	deione.TRINITY_DN16784_c10_g1	NA	794	0	1	793	1505	1505	0	0	0	0	0.0	0.0	0.0	0.0	404	396	3	3	1	1	0.00990099	0.00990099	0.01113861	0.01072607
melitaea_deione	TRINITY_DN16785_c1_g1(+)	deione.TRINITY_DN16785_c1_g1	NA	692	0	0	692	1308	1304	3	1	0	0	0.00229358	0.00076453	0.00152905	0.00152905	246	243	1	1	1	0	0.00813008	0.00813008	0.00609756	0.00677507
melitaea_deione	TRINITY_DN16785_c2_g2(+)	deione.TRINITY_DN16785_c2_g2	NA	21	0	0	21	40	38	0	0	2	0	0.05	0.05	0.025	0.03333333	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16785_c2_g3(-)	deione.TRINITY_DN16785_c2_g3	NA	12	0	0	12	21	21	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16786_c1_g2(+)	deione.TRINITY_DN16786_c1_g2	NA	506	0	1	505	932	922	0	2	0	8	0.0	0.00214592	0.00965665	0.00679542	128	125	0	0	0	3	0.0	0.0	0.0234375	0.015625
melitaea_deione	TRINITY_DN16787_c0_g1(+)	deione.TRINITY_DN16787_c0_g1	NA	645	0	0	645	1230	1230	0	0	0	0	0.0	0.0	0.0	0.0	257	254	0	0	0	3	0.0	0.0	0.01167315	0.0077821
melitaea_deione	TRINITY_DN16788_c0_g3(+)	deione.TRINITY_DN16788_c0_g3	NA	288	0	0	288	538	538	0	0	0	0	0.0	0.0	0.0	0.0	167	162	4	1	0	0	0.0239521	0.00598802	0.01497006	0.01497006
melitaea_deione	TRINITY_DN16789_c0_g1(+)	deione.TRINITY_DN16789_c0_g1	NA	727	0	0	727	1357	1356	0	0	1	0	0.00073692	0.00073692	0.00036846	0.00049128	327	321	2	1	1	2	0.00917431	0.00611621	0.01223242	0.01070337
melitaea_deione	TRINITY_DN16789_c0_g2(+)	deione.TRINITY_DN16789_c0_g2	NA	366	0	0	366	689	689	0	0	0	0	0.0	0.0	0.0	0.0	163	154	3	3	3	0	0.03680982	0.03680982	0.02760736	0.03067485
melitaea_deione	TRINITY_DN16789_c0_g4(+)	deione.TRINITY_DN16789_c0_g4	NA	273	0	0	273	532	532	0	0	0	0	0.0	0.0	0.0	0.0	105	105	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16790_c7_g1(+)	deione.TRINITY_DN16790_c7_g1	OG0001697	443	0	1	442	842	841	1	0	0	0	0.00118765	0.0	0.00059382	0.00059382	158	155	3	0	0	0	0.01898734	0.0	0.00949367	0.00949367
melitaea_deione	TRINITY_DN16791_c1_g2(-)	deione.TRINITY_DN16791_c1_g2	NA	26	0	1	25	44	37	3	2	2	0	0.11363636	0.09090909	0.07954545	0.08712121	10	10	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16791_c1_g3(+)	deione.TRINITY_DN16791_c1_g3	NA	17	0	0	17	30	28	0	0	2	0	0.06666667	0.06666667	0.03333333	0.04444444	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16791_c2_g1(+)	deione.TRINITY_DN16791_c2_g1	NA	123	0	0	123	238	238	0	0	0	0	0.0	0.0	0.0	0.0	53	53	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16792_c0_g1(+)	deione.TRINITY_DN16792_c0_g1	NA	396	0	0	396	743	743	0	0	0	0	0.0	0.0	0.0	0.0	176	168	3	0	0	5	0.01704545	0.0	0.03693182	0.02746212
melitaea_deione	TRINITY_DN16792_c0_g2(+)	deione.TRINITY_DN16792_c0_g2	NA	110	0	0	110	217	217	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16792_c0_g3(-)	deione.TRINITY_DN16792_c0_g3	NA	69	0	1	68	125	124	0	1	0	0	0.0	0.008	0.004	0.004	31	31	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16794_c0_g1(-)	deione.TRINITY_DN16794_c0_g1	NA	73	0	0	73	127	121	1	0	5	0	0.04724409	0.03937008	0.02362205	0.03018373	31	29	0	0	2	0	0.06451613	0.06451613	0.03225806	0.04301075
melitaea_deione	TRINITY_DN16794_c0_g2(-)	deione.TRINITY_DN16794_c0_g2	NA	29	1	0	28	51	48	1	0	2	0	0.05882353	0.03921569	0.02941176	0.03594771	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16794_c0_g3(+)	deione.TRINITY_DN16794_c0_g3	NA	627	0	0	627	1195	1194	0	0	0	1	0.0	0.0	0.00083682	0.00055788	268	268	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16795_c0_g1(+)	deione.TRINITY_DN16795_c0_g1	NA	441	0	0	441	843	839	0	4	0	0	0.0	0.00474496	0.00237248	0.00237248	182	182	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16795_c1_g1(+)	deione.TRINITY_DN16795_c1_g1	NA	118	0	0	118	228	228	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16795_c1_g2(+)	deione.TRINITY_DN16795_c1_g2	NA	334	0	0	334	652	651	0	1	0	0	0.0	0.00153374	0.00076687	0.00076687	130	127	0	2	1	0	0.00769231	0.02307692	0.01153846	0.01282051
melitaea_deione	TRINITY_DN16795_c1_g3(+)	deione.TRINITY_DN16795_c1_g3	NA	89	0	0	89	165	165	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16795_c1_g4(+)	deione.TRINITY_DN16795_c1_g4	NA	481	0	0	481	935	934	1	0	0	0	0.00106952	0.0	0.00053476	0.00053476	205	203	0	1	1	0	0.00487805	0.0097561	0.00487805	0.00569106
melitaea_deione	TRINITY_DN16795_c1_g5(+)	deione.TRINITY_DN16795_c1_g5	OG0001322	246	0	0	246	466	466	0	0	0	0	0.0	0.0	0.0	0.0	125	121	0	4	0	0	0.0	0.032	0.016	0.016
melitaea_deione	TRINITY_DN16795_c1_g6(+)	deione.TRINITY_DN16795_c1_g6	NA	294	0	0	294	572	571	1	0	0	0	0.00174825	0.0	0.00087413	0.00087413	128	128	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16798_c1_g1(+)	deione.TRINITY_DN16798_c1_g1	NA	80	0	0	80	153	153	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16799_c1_g1(+)	deione.TRINITY_DN16799_c1_g1	NA	45	0	0	45	85	84	1	0	0	0	0.01176471	0.0	0.00588235	0.00588235	18	18	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16799_c2_g1(+)	deione.TRINITY_DN16799_c2_g1	NA	61	0	0	61	115	113	1	0	0	1	0.00869565	0.0	0.01304348	0.01014493	27	26	0	1	0	0	0.0	0.03703704	0.01851852	0.01851852
melitaea_deione	TRINITY_DN16800_c5_g1(+)	deione.TRINITY_DN16800_c5_g1	NA	229	0	0	229	438	437	0	1	0	0	0.0	0.00228311	0.00114155	0.00114155	93	92	0	1	0	0	0.0	0.01075269	0.00537634	0.00537634
melitaea_deione	TRINITY_DN16800_c7_g2(+)	deione.TRINITY_DN16800_c7_g2	NA	474	0	0	474	890	889	0	1	0	0	0.0	0.0011236	0.0005618	0.0005618	196	193	1	1	0	1	0.00510204	0.00510204	0.01020408	0.0085034
melitaea_deione	TRINITY_DN16801_c3_g3(+)	deione.TRINITY_DN16801_c3_g3	NA	667	0	0	667	1265	1264	0	1	0	0	0.0	0.00079051	0.00039526	0.00039526	327	325	0	2	0	0	0.0	0.00611621	0.0030581	0.0030581
melitaea_deione	TRINITY_DN16801_c4_g1(+)	deione.TRINITY_DN16801_c4_g1	NA	429	0	0	429	826	825	0	1	0	0	0.0	0.00121065	0.00060533	0.00060533	159	158	1	0	0	0	0.00628931	0.0	0.00314465	0.00314465
melitaea_deione	TRINITY_DN16802_c4_g1(+)	deione.TRINITY_DN16802_c4_g1	NA	490	1	0	489	911	905	3	2	1	0	0.00439078	0.00329308	0.00329308	0.00347603	176	173	2	1	0	0	0.01136364	0.00568182	0.00852273	0.00852273
melitaea_deione	TRINITY_DN16803_c0_g1(+)	deione.TRINITY_DN16803_c0_g1	NA	206	1	1	204	363	356	0	3	3	1	0.00826446	0.01652893	0.01101928	0.01147842	69	67	0	0	1	1	0.01449275	0.01449275	0.02173913	0.01932367
melitaea_deione	TRINITY_DN16804_c0_g1(+)	deione.TRINITY_DN16804_c0_g1	NA	23	0	1	22	43	43	0	0	0	0	0.0	0.0	0.0	0.0	11	10	0	0	0	1	0.0	0.0	0.09090909	0.06060606
melitaea_deione	TRINITY_DN16805_c3_g2(+)	deione.TRINITY_DN16805_c3_g2	NA	229	0	0	229	438	438	0	0	0	0	0.0	0.0	0.0	0.0	89	89	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16805_c3_g3(+)	deione.TRINITY_DN16805_c3_g3	OG0001465	227	0	0	227	437	437	0	0	0	0	0.0	0.0	0.0	0.0	100	98	1	1	0	0	0.01	0.01	0.01	0.01
melitaea_deione	TRINITY_DN16806_c3_g1(+)	deione.TRINITY_DN16806_c3_g1	NA	1063	0	0	1063	2056	2055	0	1	0	0	0.0	0.00048638	0.00024319	0.00024319	269	267	0	1	0	1	0.0	0.00371747	0.00557621	0.00433705
melitaea_deione	TRINITY_DN16806_c3_g2(-)	deione.TRINITY_DN16806_c3_g2	NA	67	0	0	67	127	126	1	0	0	0	0.00787402	0.0	0.00393701	0.00393701	45	45	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16807_c8_g1(+)	deione.TRINITY_DN16807_c8_g1	NA	716	0	0	716	1362	1359	0	2	0	1	0.0	0.00146843	0.00146843	0.00122369	259	258	0	0	0	1	0.0	0.0	0.003861	0.002574
melitaea_deione	TRINITY_DN16807_c9_g1(+)	deione.TRINITY_DN16807_c9_g1	NA	428	0	2	426	791	789	1	1	0	0	0.00126422	0.00126422	0.00126422	0.00126422	235	230	2	3	0	0	0.00851064	0.01276596	0.0106383	0.0106383
melitaea_deione	TRINITY_DN16808_c1_g1(+)	deione.TRINITY_DN16808_c1_g1	OG0004194	576	0	0	576	1111	1109	1	1	0	0	0.00090009	0.00090009	0.00090009	0.00090009	319	314	4	1	0	0	0.01253918	0.0031348	0.00783699	0.00783699
melitaea_deione	TRINITY_DN16810_c1_g1(+)	deione.TRINITY_DN16810_c1_g1	OG0003306	536	0	0	536	1022	1018	3	0	1	0	0.00391389	0.00097847	0.00195695	0.00212003	216	216	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16810_c3_g1(+)	deione.TRINITY_DN16810_c3_g1	NA	164	0	0	164	312	312	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16810_c3_g3(+)	deione.TRINITY_DN16810_c3_g3	NA	477	0	0	477	916	915	1	0	0	0	0.0010917	0.0	0.00054585	0.00054585	196	195	1	0	0	0	0.00510204	0.0	0.00255102	0.00255102
melitaea_deione	TRINITY_DN16811_c6_g1(+)	deione.TRINITY_DN16811_c6_g1	NA	420	0	1	419	775	764	0	8	0	3	0.0	0.01032258	0.00903226	0.00774194	187	177	0	10	0	0	0.0	0.05347594	0.02673797	0.02673797
melitaea_deione	TRINITY_DN16811_c7_g1(+)	deione.TRINITY_DN16811_c7_g1	NA	697	0	0	697	1322	1315	3	3	1	0	0.00302572	0.00302572	0.0026475	0.00277357	200	198	1	0	1	0	0.01	0.005	0.005	0.00583333
melitaea_deione	TRINITY_DN16811_c7_g2(+)	deione.TRINITY_DN16811_c7_g2	NA	136	0	0	136	264	264	0	0	0	0	0.0	0.0	0.0	0.0	36	36	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16812_c6_g2(+)	deione.TRINITY_DN16812_c6_g2	NA	1064	0	0	1064	2021	2017	1	2	0	1	0.0004948	0.00098961	0.00123701	0.00107208	510	507	2	1	0	0	0.00392157	0.00196078	0.00294118	0.00294118
melitaea_deione	TRINITY_DN16812_c7_g1(-)	deione.TRINITY_DN16812_c7_g1	NA	85	0	0	85	140	137	0	1	2	0	0.01428571	0.02142857	0.01071429	0.01309524	29	27	0	1	1	0	0.03448276	0.06896552	0.03448276	0.04022989
melitaea_deione	TRINITY_DN16812_c7_g2(+)	deione.TRINITY_DN16812_c7_g2	NA	102	0	0	102	192	192	0	0	0	0	0.0	0.0	0.0	0.0	49	48	0	1	0	0	0.0	0.02040816	0.01020408	0.01020408
melitaea_deione	TRINITY_DN16813_c2_g1(+)	deione.TRINITY_DN16813_c2_g1	OG0003337	412	0	0	412	802	801	0	0	1	0	0.00124688	0.00124688	0.00062344	0.00083125	186	185	1	0	0	0	0.00537634	0.0	0.00268817	0.00268817
melitaea_deione	TRINITY_DN16813_c3_g2(+)	deione.TRINITY_DN16813_c3_g2	NA	424	0	0	424	801	801	0	0	0	0	0.0	0.0	0.0	0.0	212	211	1	0	0	0	0.00471698	0.0	0.00235849	0.00235849
melitaea_deione	TRINITY_DN16814_c1_g1(+)	deione.TRINITY_DN16814_c1_g1	NA	377	0	0	377	724	724	0	0	0	0	0.0	0.0	0.0	0.0	159	157	1	0	0	1	0.00628931	0.0	0.00943396	0.00733752
melitaea_deione	TRINITY_DN16814_c1_g5(+)	deione.TRINITY_DN16814_c1_g5	NA	388	0	0	388	758	757	0	1	0	0	0.0	0.00131926	0.00065963	0.00065963	137	136	0	0	0	1	0.0	0.0	0.00729927	0.00486618
melitaea_deione	TRINITY_DN16815_c0_g1(+)	deione.TRINITY_DN16815_c0_g1	NA	74	0	0	74	136	136	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16815_c0_g2(+)	deione.TRINITY_DN16815_c0_g2	OG0001550	254	0	0	254	482	482	0	0	0	0	0.0	0.0	0.0	0.0	128	123	0	2	0	3	0.0	0.015625	0.03125	0.0234375
melitaea_deione	TRINITY_DN16815_c0_g3(+)	deione.TRINITY_DN16815_c0_g3	NA	146	0	0	146	287	287	0	0	0	0	0.0	0.0	0.0	0.0	55	54	1	0	0	0	0.01818182	0.0	0.00909091	0.00909091
melitaea_deione	TRINITY_DN16815_c1_g1(+)	deione.TRINITY_DN16815_c1_g1	NA	729	0	1	728	1385	1383	1	0	0	1	0.00072202	0.0	0.00108303	0.00084236	302	295	1	2	2	2	0.00993377	0.01324503	0.01490066	0.01379691
melitaea_deione	TRINITY_DN16816_c1_g1(+)	deione.TRINITY_DN16816_c1_g1	NA	326	0	0	326	618	617	1	0	0	0	0.00161812	0.0	0.00080906	0.00080906	175	174	0	0	0	1	0.0	0.0	0.00571429	0.00380953
melitaea_deione	TRINITY_DN16816_c1_g3(+)	deione.TRINITY_DN16816_c1_g3	NA	327	0	0	327	602	601	0	1	0	0	0.0	0.00166113	0.00083056	0.00083056	162	158	3	0	1	0	0.02469136	0.00617284	0.01234568	0.01337449
melitaea_deione	TRINITY_DN16817_c4_g4(+)	deione.TRINITY_DN16817_c4_g4	NA	415	0	0	415	785	782	1	1	0	1	0.00127389	0.00127389	0.00254777	0.00212314	173	168	0	4	0	1	0.0	0.02312139	0.01734104	0.01541426
melitaea_deione	TRINITY_DN16817_c4_g5(+)	deione.TRINITY_DN16817_c4_g5	NA	62	0	0	62	122	121	0	1	0	0	0.0	0.00819672	0.00409836	0.00409836	27	27	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16818_c0_g1(+)	deione.TRINITY_DN16818_c0_g1	OG0004539	1240	0	0	1240	2366	2360	4	2	0	0	0.00169062	0.00084531	0.00126796	0.00126796	380	376	3	1	0	0	0.00789474	0.00263158	0.00526316	0.00526316
melitaea_deione	TRINITY_DN16819_c1_g2(+)	deione.TRINITY_DN16819_c1_g2	NA	71	0	0	71	121	117	2	0	2	0	0.03305785	0.01652893	0.01652893	0.01928375	29	25	4	0	0	0	0.13793103	0.0	0.06896552	0.06896552
melitaea_deione	TRINITY_DN16819_c2_g1(+)	deione.TRINITY_DN16819_c2_g1	NA	316	0	0	316	597	597	0	0	0	0	0.0	0.0	0.0	0.0	191	185	4	1	0	1	0.02094241	0.0052356	0.01832461	0.01657941
melitaea_deione	TRINITY_DN16819_c2_g9(+)	deione.TRINITY_DN16819_c2_g9	NA	202	0	0	202	380	378	2	0	0	0	0.00526316	0.0	0.00263158	0.00263158	71	70	1	0	0	0	0.01408451	0.0	0.00704225	0.00704225
melitaea_deione	TRINITY_DN16820_c2_g2(+)	deione.TRINITY_DN16820_c2_g2	NA	297	1	1	295	557	552	3	1	0	1	0.005386	0.00179533	0.005386	0.00478755	96	94	0	2	0	0	0.0	0.02083333	0.01041667	0.01041667
melitaea_deione	TRINITY_DN16821_c0_g1(+)	deione.TRINITY_DN16821_c0_g1	NA	657	0	0	657	1250	1248	2	0	0	0	0.0016	0.0	0.0008	0.0008	304	300	1	1	2	0	0.00986842	0.00986842	0.00657895	0.00767544
melitaea_deione	TRINITY_DN16822_c0_g1(+)	deione.TRINITY_DN16822_c0_g1	NA	1258	0	0	1258	2362	2358	2	2	0	0	0.00084674	0.00084674	0.00084674	0.00084674	453	445	2	6	0	0	0.00441501	0.01324503	0.00883002	0.00883002
melitaea_deione	TRINITY_DN16823_c3_g1(+)	deione.TRINITY_DN16823_c3_g1	NA	651	0	0	651	1238	1237	0	0	0	1	0.0	0.0	0.00080775	0.0005385	319	315	2	0	1	1	0.00940439	0.0031348	0.00783699	0.00731452
melitaea_deione	TRINITY_DN16823_c3_g2(+)	deione.TRINITY_DN16823_c3_g2	NA	630	0	1	629	1186	1183	1	0	0	2	0.00084317	0.0	0.00210793	0.00154582	287	287	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16823_c3_g3(+)	deione.TRINITY_DN16823_c3_g3	OG0004146	417	0	0	417	822	822	0	0	0	0	0.0	0.0	0.0	0.0	147	147	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16824_c6_g3(+)	deione.TRINITY_DN16824_c6_g3	NA	489	0	0	489	939	936	2	0	0	1	0.00212993	0.0	0.00212993	0.00177494	235	234	0	0	0	1	0.0	0.0	0.00425532	0.00283688
melitaea_deione	TRINITY_DN16825_c0_g1(+)	deione.TRINITY_DN16825_c0_g1	NA	934	0	0	934	1753	1748	0	3	0	2	0.0	0.00171135	0.00199658	0.00161628	501	483	0	16	0	2	0.0	0.03193613	0.01996008	0.01862941
melitaea_deione	TRINITY_DN16827_c0_g1(+)	deione.TRINITY_DN16827_c0_g1	NA	388	0	0	388	738	738	0	0	0	0	0.0	0.0	0.0	0.0	122	118	0	3	1	0	0.00819672	0.03278689	0.01639344	0.01775956
melitaea_deione	TRINITY_DN16828_c0_g1(+)	deione.TRINITY_DN16828_c0_g1	NA	631	0	1	630	1184	1182	0	2	0	0	0.0	0.00168919	0.00084459	0.00084459	239	228	3	7	1	0	0.0167364	0.0334728	0.02301255	0.0237099
melitaea_deione	TRINITY_DN16829_c0_g1(+)	deione.TRINITY_DN16829_c0_g1	NA	210	0	0	210	395	393	0	2	0	0	0.0	0.00506329	0.00253165	0.00253165	91	88	0	3	0	0	0.0	0.03296703	0.01648352	0.01648352
melitaea_deione	TRINITY_DN16829_c1_g1(+)	deione.TRINITY_DN16829_c1_g1	OG0001439	250	1	0	249	469	466	0	1	0	2	0.0	0.0021322	0.00533049	0.00390903	96	93	1	2	0	0	0.01041667	0.02083333	0.015625	0.015625
melitaea_deione	TRINITY_DN16830_c2_g1(+)	deione.TRINITY_DN16830_c2_g1	NA	100	0	0	100	193	193	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16830_c3_g3(+)	deione.TRINITY_DN16830_c3_g3	OG0001349	380	0	0	380	729	728	1	0	0	0	0.00137174	0.0	0.00068587	0.00068587	157	156	1	0	0	0	0.00636943	0.0	0.00318471	0.00318471
melitaea_deione	TRINITY_DN16830_c3_g4(+)	deione.TRINITY_DN16830_c3_g4	NA	58	0	0	58	115	115	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16831_c1_g1(+)	deione.TRINITY_DN16831_c1_g1	NA	51	0	0	51	98	98	0	0	0	0	0.0	0.0	0.0	0.0	20	19	0	1	0	0	0.0	0.05	0.025	0.025
melitaea_deione	TRINITY_DN16831_c3_g3(+)	deione.TRINITY_DN16831_c3_g3	OG0001605	398	0	0	398	734	734	0	0	0	0	0.0	0.0	0.0	0.0	158	155	1	0	2	0	0.01898734	0.01265823	0.00949367	0.01160337
melitaea_deione	TRINITY_DN16832_c0_g1(+)	deione.TRINITY_DN16832_c0_g1	NA	558	0	0	558	1057	1054	1	1	0	1	0.00094607	0.00094607	0.00189215	0.00157679	249	239	3	4	2	1	0.02008032	0.02409639	0.02208835	0.02208835
melitaea_deione	TRINITY_DN16833_c3_g1(+)	deione.TRINITY_DN16833_c3_g1	NA	54	0	0	54	99	99	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16833_c5_g1(+)	deione.TRINITY_DN16833_c5_g1	NA	185	0	0	185	358	354	1	3	0	0	0.0027933	0.00837989	0.00558659	0.00558659	57	57	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16834_c2_g1(+)	deione.TRINITY_DN16834_c2_g1	NA	261	0	1	260	510	508	0	0	2	0	0.00392157	0.00392157	0.00196078	0.00261438	100	99	1	0	0	0	0.01	0.0	0.005	0.005
melitaea_deione	TRINITY_DN16835_c9_g2(+)	deione.TRINITY_DN16835_c9_g2	NA	323	0	0	323	629	628	0	0	0	1	0.0	0.0	0.00158983	0.00105989	156	154	2	0	0	0	0.01282051	0.0	0.00641026	0.00641026
melitaea_deione	TRINITY_DN16836_c0_g1(+)	deione.TRINITY_DN16836_c0_g1	NA	447	0	0	447	848	845	0	1	0	2	0.0	0.00117925	0.00294811	0.00216195	138	136	0	1	0	1	0.0	0.00724638	0.01086957	0.00845411
melitaea_deione	TRINITY_DN16837_c4_g1(+)	deione.TRINITY_DN16837_c4_g1	NA	143	0	0	143	280	280	0	0	0	0	0.0	0.0	0.0	0.0	54	54	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16837_c5_g3(+)	deione.TRINITY_DN16837_c5_g3	NA	332	0	0	332	631	631	0	0	0	0	0.0	0.0	0.0	0.0	131	131	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16838_c4_g3(+)	deione.TRINITY_DN16838_c4_g3	NA	345	0	0	345	661	661	0	0	0	0	0.0	0.0	0.0	0.0	146	142	0	3	0	1	0.0	0.02054795	0.01712329	0.01484018
melitaea_deione	TRINITY_DN16838_c4_g4(-)	deione.TRINITY_DN16838_c4_g4	NA	36	0	0	36	64	63	1	0	0	0	0.015625	0.0	0.0078125	0.0078125	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16838_c4_g5(-)	deione.TRINITY_DN16838_c4_g5	NA	113	0	1	112	209	207	0	2	0	0	0.0	0.00956938	0.00478469	0.00478469	39	39	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16839_c0_g2(+)	deione.TRINITY_DN16839_c0_g2	NA	350	0	0	350	658	655	1	0	2	0	0.00455927	0.00303951	0.00227964	0.00278622	137	135	2	0	0	0	0.01459854	0.0	0.00729927	0.00729927
melitaea_deione	TRINITY_DN16840_c0_g1(+)	deione.TRINITY_DN16840_c0_g1	NA	211	0	0	211	414	414	0	0	0	0	0.0	0.0	0.0	0.0	81	81	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16840_c1_g1(+)	deione.TRINITY_DN16840_c1_g1	NA	315	0	1	314	584	581	0	0	0	3	0.0	0.0	0.00513699	0.00342466	103	101	0	0	0	2	0.0	0.0	0.01941748	0.01294499
melitaea_deione	TRINITY_DN16840_c2_g1(+)	deione.TRINITY_DN16840_c2_g1	NA	684	0	3	681	1280	1274	1	5	0	0	0.00078125	0.00390625	0.00234375	0.00234375	255	251	0	4	0	0	0.0	0.01568627	0.00784314	0.00784314
melitaea_deione	TRINITY_DN16840_c2_g2(+)	deione.TRINITY_DN16840_c2_g2	NA	4	0	0	4	7	6	0	0	1	0	0.14285714	0.14285714	0.07142857	0.09523809	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_deione	TRINITY_DN16841_c0_g2(+)	deione.TRINITY_DN16841_c0_g2	NA	563	0	0	563	1065	1062	3	0	0	0	0.0028169	0.0	0.00140845	0.00140845	180	178	2	0	0	0	0.01111111	0.0	0.00555556	0.00555556
melitaea_deione	TRINITY_DN16842_c0_g2(+)	deione.TRINITY_DN16842_c0_g2	NA	354	0	0	354	675	675	0	0	0	0	0.0	0.0	0.0	0.0	144	143	1	0	0	0	0.00694444	0.0	0.00347222	0.00347222
