species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_IF_142	0_pi_IF_236	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_IF_142	4_pi_IF_236	4_pi_between	4_pi_total
iphiclides_feisthamelii	TRINITY_DN21925_c0_g1(+)	feisthamelii.TRINITY_DN21925_c0_g1	NA	609	0	0	609	1142	1142	0	0	0	0	0.0	0.0	0.0	0.0	237	234	2	0	1	0	0.01265823	0.00421941	0.00632911	0.00703235
iphiclides_feisthamelii	TRINITY_DN21926_c1_g1(+)	feisthamelii.TRINITY_DN21926_c1_g1	NA	84	0	0	84	159	159	0	0	0	0	0.0	0.0	0.0	0.0	34	34	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21927_c0_g1(+)	feisthamelii.TRINITY_DN21927_c0_g1	NA	809	0	0	809	1538	1535	1	0	2	0	0.00195059	0.00130039	0.00097529	0.00119202	343	342	0	0	1	0	0.00291545	0.00291545	0.00145773	0.00194364
iphiclides_feisthamelii	TRINITY_DN21929_c0_g1(+)	feisthamelii.TRINITY_DN21929_c0_g1	NA	178	0	0	178	335	331	0	2	0	2	0.0	0.00597015	0.00895522	0.00696517	88	87	0	1	0	0	0.0	0.01136364	0.00568182	0.00568182
iphiclides_feisthamelii	TRINITY_DN21930_c0_g1(+)	feisthamelii.TRINITY_DN21930_c0_g1	NA	410	0	0	410	786	786	0	0	0	0	0.0	0.0	0.0	0.0	223	219	1	1	2	0	0.01345291	0.01345291	0.00896861	0.01046338
iphiclides_feisthamelii	TRINITY_DN21931_c0_g1(+)	feisthamelii.TRINITY_DN21931_c0_g1	NA	147	0	0	147	280	280	0	0	0	0	0.0	0.0	0.0	0.0	49	48	1	0	0	0	0.02040816	0.0	0.01020408	0.01020408
iphiclides_feisthamelii	TRINITY_DN21933_c0_g2(+)	feisthamelii.TRINITY_DN21933_c0_g2	NA	221	0	0	221	427	427	0	0	0	0	0.0	0.0	0.0	0.0	91	88	1	2	0	0	0.01098901	0.02197802	0.01648352	0.01648352
iphiclides_feisthamelii	TRINITY_DN21934_c0_g1(+)	feisthamelii.TRINITY_DN21934_c0_g1	NA	246	0	0	246	475	475	0	0	0	0	0.0	0.0	0.0	0.0	110	109	0	0	1	0	0.00909091	0.00909091	0.00454545	0.0060606
iphiclides_feisthamelii	TRINITY_DN21936_c0_g2(+)	feisthamelii.TRINITY_DN21936_c0_g2	NA	219	0	0	219	425	423	1	1	0	0	0.00235294	0.00235294	0.00235294	0.00235294	110	109	1	0	0	0	0.00909091	0.0	0.00454545	0.00454545
iphiclides_feisthamelii	TRINITY_DN21938_c0_g1(+)	feisthamelii.TRINITY_DN21938_c0_g1	OG0001938	139	0	0	139	269	269	0	0	0	0	0.0	0.0	0.0	0.0	57	57	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21939_c0_g1(+)	feisthamelii.TRINITY_DN21939_c0_g1	NA	412	0	0	412	771	768	2	1	0	0	0.00259403	0.00129702	0.00194553	0.00194553	186	182	2	2	0	0	0.01075269	0.01075269	0.01075269	0.01075269
iphiclides_feisthamelii	TRINITY_DN21940_c0_g1(+)	feisthamelii.TRINITY_DN21940_c0_g1	NA	46	0	0	46	86	85	0	1	0	0	0.0	0.01162791	0.00581395	0.00581395	20	19	0	1	0	0	0.0	0.05	0.025	0.025
iphiclides_feisthamelii	TRINITY_DN21941_c0_g1(+)	feisthamelii.TRINITY_DN21941_c0_g1	NA	1142	0	1	1141	2190	2185	2	2	0	1	0.00091324	0.00091324	0.00136986	0.00121765	341	339	1	0	0	1	0.00293255	0.0	0.00439883	0.00342131
iphiclides_feisthamelii	TRINITY_DN21943_c0_g1(+)	feisthamelii.TRINITY_DN21943_c0_g1	NA	289	0	0	289	560	560	0	0	0	0	0.0	0.0	0.0	0.0	147	147	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21944_c0_g1(+)	feisthamelii.TRINITY_DN21944_c0_g1	NA	541	0	0	541	1024	1024	0	0	0	0	0.0	0.0	0.0	0.0	174	174	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21945_c0_g1(+)	feisthamelii.TRINITY_DN21945_c0_g1	NA	215	0	0	215	417	416	1	0	0	0	0.00239808	0.0	0.00119904	0.00119904	110	108	0	2	0	0	0.0	0.01818182	0.00909091	0.00909091
iphiclides_feisthamelii	TRINITY_DN21946_c0_g1(+)	feisthamelii.TRINITY_DN21946_c0_g1	NA	926	0	0	926	1764	1764	0	0	0	0	0.0	0.0	0.0	0.0	451	446	1	2	2	0	0.00665188	0.00886918	0.00554324	0.00628234
iphiclides_feisthamelii	TRINITY_DN21949_c0_g1(+)	feisthamelii.TRINITY_DN21949_c0_g1	NA	645	0	0	645	1236	1235	1	0	0	0	0.00080906	0.0	0.00040453	0.00040453	252	246	2	3	1	0	0.01190476	0.01587302	0.01190476	0.01256614
iphiclides_feisthamelii	TRINITY_DN21950_c0_g2(+)	feisthamelii.TRINITY_DN21950_c0_g2	NA	241	0	0	241	448	448	0	0	0	0	0.0	0.0	0.0	0.0	136	131	1	4	0	0	0.00735294	0.02941176	0.01838235	0.01838235
iphiclides_feisthamelii	TRINITY_DN21953_c0_g1(+)	feisthamelii.TRINITY_DN21953_c0_g1	NA	43	0	3	40	71	66	0	5	0	0	0.0	0.07042254	0.03521127	0.03521127	4	4	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21953_c0_g2(+)	feisthamelii.TRINITY_DN21953_c0_g2	NA	515	0	1	514	978	974	1	3	0	0	0.00102249	0.00306748	0.00204499	0.00204499	255	253	1	1	0	0	0.00392157	0.00392157	0.00392157	0.00392157
iphiclides_feisthamelii	TRINITY_DN21955_c0_g1(+)	feisthamelii.TRINITY_DN21955_c0_g1	OG0003720	100	0	0	100	191	191	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21959_c0_g1(+)	feisthamelii.TRINITY_DN21959_c0_g1	NA	410	0	0	410	774	771	1	2	0	0	0.00129199	0.00258398	0.00193798	0.00193798	116	113	2	1	0	0	0.01724138	0.00862069	0.01293103	0.01293103
iphiclides_feisthamelii	TRINITY_DN21961_c0_g1(+)	feisthamelii.TRINITY_DN21961_c0_g1	NA	309	0	0	309	583	583	0	0	0	0	0.0	0.0	0.0	0.0	116	116	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21962_c0_g1(-)	feisthamelii.TRINITY_DN21962_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
iphiclides_feisthamelii	TRINITY_DN21963_c0_g1(+)	feisthamelii.TRINITY_DN21963_c0_g1	NA	121	0	0	121	228	228	0	0	0	0	0.0	0.0	0.0	0.0	42	40	1	0	0	1	0.02380952	0.0	0.03571429	0.02777778
iphiclides_feisthamelii	TRINITY_DN21964_c0_g1(+)	feisthamelii.TRINITY_DN21964_c0_g1	NA	67	0	0	67	130	129	1	0	0	0	0.00769231	0.0	0.00384615	0.00384615	37	37	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21966_c0_g1(+)	feisthamelii.TRINITY_DN21966_c0_g1	NA	152	0	0	152	291	289	2	0	0	0	0.00687285	0.0	0.00343643	0.00343643	67	66	0	1	0	0	0.0	0.01492537	0.00746269	0.00746269
iphiclides_feisthamelii	TRINITY_DN21967_c0_g1(+)	feisthamelii.TRINITY_DN21967_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
iphiclides_feisthamelii	TRINITY_DN21968_c0_g2(+)	feisthamelii.TRINITY_DN21968_c0_g2	NA	333	0	0	333	640	640	0	0	0	0	0.0	0.0	0.0	0.0	142	138	3	1	0	0	0.02112676	0.00704225	0.01408451	0.01408451
iphiclides_feisthamelii	TRINITY_DN21969_c0_g1(+)	feisthamelii.TRINITY_DN21969_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
iphiclides_feisthamelii	TRINITY_DN21971_c0_g1(+)	feisthamelii.TRINITY_DN21971_c0_g1	OG0004477	728	0	0	728	1409	1409	0	0	0	0	0.0	0.0	0.0	0.0	262	261	0	1	0	0	0.0	0.00381679	0.0019084	0.0019084
iphiclides_feisthamelii	TRINITY_DN21974_c0_g1(+)	feisthamelii.TRINITY_DN21974_c0_g1	NA	181	0	0	181	344	344	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21975_c1_g1(+)	feisthamelii.TRINITY_DN21975_c1_g1	NA	238	0	0	238	451	451	0	0	0	0	0.0	0.0	0.0	0.0	109	107	1	0	1	0	0.01834862	0.00917431	0.00917431	0.01070336
iphiclides_feisthamelii	TRINITY_DN21976_c0_g1(+)	feisthamelii.TRINITY_DN21976_c0_g1	NA	14	0	0	14	27	27	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21978_c0_g1(+)	feisthamelii.TRINITY_DN21978_c0_g1	NA	525	0	0	525	1007	1006	0	1	0	0	0.0	0.00099305	0.00049652	0.00049652	214	213	0	1	0	0	0.0	0.0046729	0.00233645	0.00233645
iphiclides_feisthamelii	TRINITY_DN21981_c0_g1(+)	feisthamelii.TRINITY_DN21981_c0_g1	NA	192	0	0	192	367	366	0	0	0	1	0.0	0.0	0.0027248	0.00181653	72	72	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21982_c0_g2(+)	feisthamelii.TRINITY_DN21982_c0_g2	NA	421	0	0	421	799	796	2	1	0	0	0.00250313	0.00125156	0.00187735	0.00187735	128	127	1	0	0	0	0.0078125	0.0	0.00390625	0.00390625
iphiclides_feisthamelii	TRINITY_DN21984_c0_g1(+)	feisthamelii.TRINITY_DN21984_c0_g1	NA	300	0	0	300	573	571	1	0	1	0	0.0034904	0.0017452	0.0017452	0.00203607	142	139	2	1	0	0	0.01408451	0.00704225	0.01056338	0.01056338
iphiclides_feisthamelii	TRINITY_DN21985_c0_g1(+)	feisthamelii.TRINITY_DN21985_c0_g1	NA	129	0	0	129	251	250	0	1	0	0	0.0	0.00398406	0.00199203	0.00199203	53	53	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21986_c0_g1(+)	feisthamelii.TRINITY_DN21986_c0_g1	NA	483	0	1	482	922	921	0	1	0	0	0.0	0.0010846	0.0005423	0.0005423	223	221	0	1	1	0	0.0044843	0.00896861	0.0044843	0.00523168
iphiclides_feisthamelii	TRINITY_DN21987_c0_g3(+)	feisthamelii.TRINITY_DN21987_c0_g3	NA	149	0	0	149	287	287	0	0	0	0	0.0	0.0	0.0	0.0	83	83	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21989_c1_g4(+)	feisthamelii.TRINITY_DN21989_c1_g4	NA	220	0	0	220	431	431	0	0	0	0	0.0	0.0	0.0	0.0	99	99	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21991_c0_g1(+)	feisthamelii.TRINITY_DN21991_c0_g1	NA	615	0	0	615	1132	1127	3	0	0	2	0.00265018	0.0	0.00309187	0.00250294	199	196	0	2	0	1	0.0	0.01005025	0.01005025	0.00837521
iphiclides_feisthamelii	TRINITY_DN21992_c0_g3(-)	feisthamelii.TRINITY_DN21992_c0_g3	NA	50	0	1	49	74	73	0	0	1	0	0.01351351	0.01351351	0.00675676	0.00900901	21	17	1	1	2	0	0.14285714	0.14285714	0.0952381	0.11111111
iphiclides_feisthamelii	TRINITY_DN21995_c0_g1(+)	feisthamelii.TRINITY_DN21995_c0_g1	NA	442	0	0	442	848	848	0	0	0	0	0.0	0.0	0.0	0.0	208	203	0	1	0	4	0.0	0.00480769	0.02163462	0.01522436
iphiclides_feisthamelii	TRINITY_DN21995_c0_g2(-)	feisthamelii.TRINITY_DN21995_c0_g2	NA	64	0	0	64	122	119	0	0	0	3	0.0	0.0	0.02459016	0.01639344	13	13	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21996_c0_g1(+)	feisthamelii.TRINITY_DN21996_c0_g1	NA	1093	0	0	1093	2098	2091	0	0	0	7	0.0	0.0	0.00333651	0.00222434	380	380	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN21999_c0_g1(+)	feisthamelii.TRINITY_DN21999_c0_g1	NA	201	0	1	200	372	369	0	3	0	0	0.0	0.00806452	0.00403226	0.00403226	66	65	0	1	0	0	0.0	0.01515152	0.00757576	0.00757576
iphiclides_feisthamelii	TRINITY_DN22000_c0_g1(+)	feisthamelii.TRINITY_DN22000_c0_g1	NA	402	0	0	402	763	763	0	0	0	0	0.0	0.0	0.0	0.0	181	177	0	2	2	0	0.01104972	0.02209945	0.01104972	0.01289134
iphiclides_feisthamelii	TRINITY_DN22002_c0_g1(+)	feisthamelii.TRINITY_DN22002_c0_g1	NA	231	0	0	231	450	450	0	0	0	0	0.0	0.0	0.0	0.0	135	134	1	0	0	0	0.00740741	0.0	0.0037037	0.0037037
iphiclides_feisthamelii	TRINITY_DN22003_c0_g1(+)	feisthamelii.TRINITY_DN22003_c0_g1	NA	736	0	0	736	1394	1394	0	0	0	0	0.0	0.0	0.0	0.0	284	279	0	5	0	0	0.0	0.01760563	0.00880282	0.00880282
iphiclides_feisthamelii	TRINITY_DN22004_c0_g1(+)	feisthamelii.TRINITY_DN22004_c0_g1	NA	285	0	0	285	546	545	0	0	1	0	0.0018315	0.0018315	0.00091575	0.001221	123	122	0	1	0	0	0.0	0.00813008	0.00406504	0.00406504
iphiclides_feisthamelii	TRINITY_DN22005_c0_g1(+)	feisthamelii.TRINITY_DN22005_c0_g1	NA	177	0	0	177	337	336	0	0	1	0	0.00296736	0.00296736	0.00148368	0.00197824	58	58	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22006_c0_g1(+)	feisthamelii.TRINITY_DN22006_c0_g1	OG0003179	249	0	0	249	473	470	2	1	0	0	0.00422833	0.00211416	0.00317125	0.00317125	94	92	1	1	0	0	0.0106383	0.0106383	0.0106383	0.0106383
iphiclides_feisthamelii	TRINITY_DN22007_c0_g1(+)	feisthamelii.TRINITY_DN22007_c0_g1	NA	180	0	0	180	353	353	0	0	0	0	0.0	0.0	0.0	0.0	110	109	1	0	0	0	0.00909091	0.0	0.00454545	0.00454545
iphiclides_feisthamelii	TRINITY_DN22008_c0_g1(+)	feisthamelii.TRINITY_DN22008_c0_g1	NA	396	0	0	396	753	750	1	2	0	0	0.00132802	0.00265604	0.00199203	0.00199203	182	177	4	0	0	1	0.02197802	0.0	0.01648352	0.01465202
iphiclides_feisthamelii	TRINITY_DN22009_c0_g2(+)	feisthamelii.TRINITY_DN22009_c0_g2	NA	597	0	0	597	1098	1090	3	2	1	2	0.00364299	0.00273224	0.00455373	0.00409836	248	241	4	2	1	0	0.02016129	0.01209677	0.0141129	0.01478494
iphiclides_feisthamelii	TRINITY_DN22010_c10_g1(+)	feisthamelii.TRINITY_DN22010_c10_g1	NA	320	0	0	320	623	623	0	0	0	0	0.0	0.0	0.0	0.0	136	136	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22011_c0_g1(+)	feisthamelii.TRINITY_DN22011_c0_g1	NA	89	0	0	89	164	163	1	0	0	0	0.00609756	0.0	0.00304878	0.00304878	48	46	1	1	0	0	0.02083333	0.02083333	0.02083333	0.02083333
iphiclides_feisthamelii	TRINITY_DN22012_c0_g1(+)	feisthamelii.TRINITY_DN22012_c0_g1	NA	494	0	0	494	943	943	0	0	0	0	0.0	0.0	0.0	0.0	196	194	1	1	0	0	0.00510204	0.00510204	0.00510204	0.00510204
iphiclides_feisthamelii	TRINITY_DN22015_c0_g1(+)	feisthamelii.TRINITY_DN22015_c0_g1	NA	277	0	0	277	535	535	0	0	0	0	0.0	0.0	0.0	0.0	151	147	2	1	1	0	0.01986755	0.01324503	0.01324503	0.01434878
iphiclides_feisthamelii	TRINITY_DN22016_c0_g1(+)	feisthamelii.TRINITY_DN22016_c0_g1	NA	129	0	0	129	256	255	1	0	0	0	0.00390625	0.0	0.00195312	0.00195312	48	48	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22017_c0_g1(+)	feisthamelii.TRINITY_DN22017_c0_g1	NA	99	0	0	99	190	190	0	0	0	0	0.0	0.0	0.0	0.0	40	39	1	0	0	0	0.025	0.0	0.0125	0.0125
iphiclides_feisthamelii	TRINITY_DN22018_c0_g1(+)	feisthamelii.TRINITY_DN22018_c0_g1	NA	124	0	0	124	221	219	1	1	0	0	0.00452489	0.00452489	0.00452489	0.00452489	57	50	6	1	0	0	0.10526316	0.01754386	0.06140351	0.06140351
iphiclides_feisthamelii	TRINITY_DN22020_c0_g1(+)	feisthamelii.TRINITY_DN22020_c0_g1	NA	237	0	0	237	414	410	3	1	0	0	0.00724638	0.00241546	0.00483092	0.00483092	97	88	9	0	0	0	0.09278351	0.0	0.04639175	0.04639175
iphiclides_feisthamelii	TRINITY_DN22022_c0_g1(+)	feisthamelii.TRINITY_DN22022_c0_g1	NA	45	0	0	45	84	84	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22023_c0_g1(+)	feisthamelii.TRINITY_DN22023_c0_g1	NA	403	1	0	402	759	755	2	2	0	0	0.00263505	0.00263505	0.00263505	0.00263505	151	149	2	0	0	0	0.01324503	0.0	0.00662252	0.00662252
iphiclides_feisthamelii	TRINITY_DN22024_c0_g1(+)	feisthamelii.TRINITY_DN22024_c0_g1	OG0003169	549	0	0	549	1073	1073	0	0	0	0	0.0	0.0	0.0	0.0	273	272	0	0	0	1	0.0	0.0	0.003663	0.002442
iphiclides_feisthamelii	TRINITY_DN22025_c0_g1(+)	feisthamelii.TRINITY_DN22025_c0_g1	NA	235	0	0	235	460	460	0	0	0	0	0.0	0.0	0.0	0.0	96	94	2	0	0	0	0.02083333	0.0	0.01041667	0.01041667
iphiclides_feisthamelii	TRINITY_DN22025_c0_g2(+)	feisthamelii.TRINITY_DN22025_c0_g2	NA	63	0	0	63	117	117	0	0	0	0	0.0	0.0	0.0	0.0	39	39	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22026_c0_g1(+)	feisthamelii.TRINITY_DN22026_c0_g1	OG0002838	754	0	1	753	1441	1437	2	1	1	0	0.00208189	0.00138793	0.00138793	0.00150359	336	333	1	2	0	0	0.00297619	0.00595238	0.00446429	0.00446429
iphiclides_feisthamelii	TRINITY_DN22027_c0_g1(+)	feisthamelii.TRINITY_DN22027_c0_g1	NA	521	0	0	521	978	978	0	0	0	0	0.0	0.0	0.0	0.0	245	237	2	1	5	0	0.02857143	0.0244898	0.01632653	0.01972789
iphiclides_feisthamelii	TRINITY_DN22028_c0_g3(+)	feisthamelii.TRINITY_DN22028_c0_g3	NA	54	0	0	54	102	100	0	2	0	0	0.0	0.01960784	0.00980392	0.00980392	21	21	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22029_c0_g1(+)	feisthamelii.TRINITY_DN22029_c0_g1	NA	1212	0	1	1211	2310	2306	1	0	3	0	0.0017316	0.0012987	0.0008658	0.00108225	394	393	0	1	0	0	0.0	0.00253807	0.00126904	0.00126904
iphiclides_feisthamelii	TRINITY_DN22030_c0_g1(+)	feisthamelii.TRINITY_DN22030_c0_g1	NA	707	0	0	707	1356	1355	0	0	1	0	0.00073746	0.00073746	0.00036873	0.00049164	253	246	4	1	2	0	0.02371542	0.01185771	0.01383399	0.01515151
iphiclides_feisthamelii	TRINITY_DN22031_c0_g1(+)	feisthamelii.TRINITY_DN22031_c0_g1	NA	477	0	0	477	904	902	0	2	0	0	0.0	0.00221239	0.00110619	0.00110619	151	149	2	0	0	0	0.01324503	0.0	0.00662252	0.00662252
iphiclides_feisthamelii	TRINITY_DN22032_c0_g1(+)	feisthamelii.TRINITY_DN22032_c0_g1	NA	495	0	0	495	951	950	1	0	0	0	0.00105152	0.0	0.00052576	0.00052576	271	269	2	0	0	0	0.00738007	0.0	0.00369004	0.00369004
iphiclides_feisthamelii	TRINITY_DN22033_c0_g1(+)	feisthamelii.TRINITY_DN22033_c0_g1	NA	305	0	0	305	598	598	0	0	0	0	0.0	0.0	0.0	0.0	133	130	0	2	0	1	0.0	0.01503759	0.01503759	0.01253132
iphiclides_feisthamelii	TRINITY_DN22036_c0_g2(+)	feisthamelii.TRINITY_DN22036_c0_g2	NA	340	0	0	340	659	659	0	0	0	0	0.0	0.0	0.0	0.0	166	164	1	0	1	0	0.01204819	0.0060241	0.0060241	0.00702811
iphiclides_feisthamelii	TRINITY_DN22038_c0_g1(+)	feisthamelii.TRINITY_DN22038_c0_g1	NA	1356	0	0	1356	2622	2621	1	0	0	0	0.00038139	0.0	0.00019069	0.00019069	637	635	0	1	1	0	0.00156986	0.00313972	0.00156986	0.0018315
iphiclides_feisthamelii	TRINITY_DN22040_c0_g1(+)	feisthamelii.TRINITY_DN22040_c0_g1	NA	113	0	0	113	222	221	0	0	1	0	0.0045045	0.0045045	0.00225225	0.003003	50	50	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22041_c0_g1(-)	feisthamelii.TRINITY_DN22041_c0_g1	NA	56	1	1	54	98	94	1	0	3	0	0.04081633	0.03061224	0.02040816	0.0255102	12	11	0	0	1	0	0.08333333	0.08333333	0.04166667	0.05555556
iphiclides_feisthamelii	TRINITY_DN22042_c0_g1(+)	feisthamelii.TRINITY_DN22042_c0_g1	NA	370	0	0	370	688	687	0	0	1	0	0.00145349	0.00145349	0.00072674	0.00096899	195	194	0	1	0	0	0.0	0.00512821	0.0025641	0.0025641
iphiclides_feisthamelii	TRINITY_DN22044_c0_g1(+)	feisthamelii.TRINITY_DN22044_c0_g1	NA	176	0	0	176	338	335	1	1	1	0	0.00591716	0.00591716	0.00443787	0.00493097	51	51	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22045_c0_g3(+)	feisthamelii.TRINITY_DN22045_c0_g3	OG0004322	341	0	0	341	628	628	0	0	0	0	0.0	0.0	0.0	0.0	191	188	1	2	0	0	0.0052356	0.0104712	0.0078534	0.0078534
iphiclides_feisthamelii	TRINITY_DN22046_c0_g1(+)	feisthamelii.TRINITY_DN22046_c0_g1	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22048_c0_g1(+)	feisthamelii.TRINITY_DN22048_c0_g1	NA	457	0	0	457	894	892	0	1	1	0	0.00111857	0.00223714	0.00111857	0.001305	179	176	2	1	0	0	0.01117318	0.00558659	0.00837989	0.00837989
iphiclides_feisthamelii	TRINITY_DN22050_c3_g5(+)	feisthamelii.TRINITY_DN22050_c3_g5	NA	22	0	0	22	40	40	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22051_c0_g1(+)	feisthamelii.TRINITY_DN22051_c0_g1	NA	351	0	1	350	661	658	1	0	1	1	0.00302572	0.00151286	0.00302572	0.00277358	147	143	1	1	2	0	0.02040816	0.02040816	0.01360544	0.01587301
iphiclides_feisthamelii	TRINITY_DN22052_c0_g2(+)	feisthamelii.TRINITY_DN22052_c0_g2	NA	259	0	1	258	485	480	1	1	3	0	0.00824742	0.00824742	0.00515464	0.00618557	87	86	0	0	1	0	0.01149425	0.01149425	0.00574713	0.00766284
iphiclides_feisthamelii	TRINITY_DN22054_c10_g2(+)	feisthamelii.TRINITY_DN22054_c10_g2	OG0001763	204	0	0	204	392	392	0	0	0	0	0.0	0.0	0.0	0.0	88	87	1	0	0	0	0.01136364	0.0	0.00568182	0.00568182
iphiclides_feisthamelii	TRINITY_DN22054_c11_g1(+)	feisthamelii.TRINITY_DN22054_c11_g1	OG0001400	556	0	0	556	1069	1069	0	0	0	0	0.0	0.0	0.0	0.0	249	247	1	1	0	0	0.00401606	0.00401606	0.00401606	0.00401606
iphiclides_feisthamelii	TRINITY_DN22055_c0_g1(+)	feisthamelii.TRINITY_DN22055_c0_g1	NA	55	1	0	54	98	96	0	1	1	0	0.01020408	0.02040816	0.01020408	0.01190476	28	27	0	0	1	0	0.03571429	0.03571429	0.01785714	0.02380952
iphiclides_feisthamelii	TRINITY_DN22056_c0_g1(+)	feisthamelii.TRINITY_DN22056_c0_g1	NA	237	0	0	237	451	451	0	0	0	0	0.0	0.0	0.0	0.0	93	93	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22058_c0_g1(+)	feisthamelii.TRINITY_DN22058_c0_g1	NA	1074	1	0	1073	2039	2039	0	0	0	0	0.0	0.0	0.0	0.0	404	401	0	1	2	0	0.0049505	0.00742574	0.00371287	0.00453795
iphiclides_feisthamelii	TRINITY_DN22059_c0_g1(-)	feisthamelii.TRINITY_DN22059_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22060_c0_g2(+)	feisthamelii.TRINITY_DN22060_c0_g2	NA	247	0	0	247	468	468	0	0	0	0	0.0	0.0	0.0	0.0	93	91	2	0	0	0	0.02150538	0.0	0.01075269	0.01075269
iphiclides_feisthamelii	TRINITY_DN22060_c1_g1(+)	feisthamelii.TRINITY_DN22060_c1_g1	NA	358	0	0	358	692	691	0	1	0	0	0.0	0.00144509	0.00072254	0.00072254	178	177	0	0	0	1	0.0	0.0	0.00561798	0.00374532
iphiclides_feisthamelii	TRINITY_DN22064_c0_g1(+)	feisthamelii.TRINITY_DN22064_c0_g1	OG0001677	168	0	0	168	308	308	0	0	0	0	0.0	0.0	0.0	0.0	62	57	4	1	0	0	0.06451613	0.01612903	0.04032258	0.04032258
iphiclides_feisthamelii	TRINITY_DN22065_c0_g1(+)	feisthamelii.TRINITY_DN22065_c0_g1	NA	226	0	0	226	435	435	0	0	0	0	0.0	0.0	0.0	0.0	91	91	0	0	0	0	0.0	0.0	0.0	0.0
iphiclides_feisthamelii	TRINITY_DN22066_c0_g1(+)	feisthamelii.TRINITY_DN22066_c0_g1	NA	399	0	0	399	737	732	2	0	0	3	0.0027137	0.0	0.00542741	0.00407056	190	187	2	0	0	1	0.01052632	0.0	0.01052632	0.00877193
iphiclides_feisthamelii	TRINITY_DN22067_c0_g1(+)	feisthamelii.TRINITY_DN22067_c0_g1	NA	117	0	0	117	221	221	0	0	0	0	0.0	0.0	0.0	0.0	66	65	1	0	0	0	0.01515152	0.0	0.00757576	0.00757576
iphiclides_feisthamelii	TRINITY_DN22068_c0_g1(+)	feisthamelii.TRINITY_DN22068_c0_g1	NA	10	0	0	10	19	19	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
