species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_GR_112	0_pi_GR_136	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_GR_112	4_pi_GR_136	4_pi_between	4_pi_total
gonepteryx_rhamni	TRINITY_DN17317_c1_g3(+)	rhamni.TRINITY_DN17317_c1_g3	NA	26	0	0	26	47	47	0	0	0	0	0.0	0.0	0.0	0.0	12	11	0	1	0	0	0.0	0.08333333	0.04166667	0.04166667
gonepteryx_rhamni	TRINITY_DN17317_c2_g1(+)	rhamni.TRINITY_DN17317_c2_g1	OG0002983	162	0	0	162	299	297	0	2	0	0	0.0	0.00668896	0.00334448	0.00334448	50	47	0	2	0	1	0.0	0.04	0.04	0.03333333
gonepteryx_rhamni	TRINITY_DN17318_c2_g2(+)	rhamni.TRINITY_DN17318_c2_g2	NA	144	0	0	144	270	269	1	0	0	0	0.0037037	0.0	0.00185185	0.00185185	74	70	4	0	0	0	0.05405405	0.0	0.02702703	0.02702703
gonepteryx_rhamni	TRINITY_DN17319_c1_g1(+)	rhamni.TRINITY_DN17319_c1_g1	NA	567	0	0	567	1072	1071	1	0	0	0	0.00093284	0.0	0.00046642	0.00046642	268	264	1	3	0	0	0.00373134	0.01119403	0.00746269	0.00746269
gonepteryx_rhamni	TRINITY_DN17320_c0_g1(+)	rhamni.TRINITY_DN17320_c0_g1	NA	374	0	1	373	688	685	0	3	0	0	0.0	0.00436047	0.00218023	0.00218023	150	141	2	5	2	0	0.02666667	0.04666667	0.03	0.03222222
gonepteryx_rhamni	TRINITY_DN17321_c0_g2(-)	rhamni.TRINITY_DN17321_c0_g2	NA	69	0	0	69	123	122	0	1	0	0	0.0	0.00813008	0.00406504	0.00406504	29	28	0	1	0	0	0.0	0.03448276	0.01724138	0.01724138
gonepteryx_rhamni	TRINITY_DN17321_c0_g3(-)	rhamni.TRINITY_DN17321_c0_g3	NA	5	0	0	5	8	8	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17321_c0_g4(-)	rhamni.TRINITY_DN17321_c0_g4	NA	22	0	0	22	43	43	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17322_c8_g1(+)	rhamni.TRINITY_DN17322_c8_g1	NA	10	0	0	10	19	19	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17322_c8_g2(+)	rhamni.TRINITY_DN17322_c8_g2	OG0004299	298	0	0	298	560	559	0	0	0	1	0.0	0.0	0.00178571	0.00119047	129	125	0	1	0	3	0.0	0.00775194	0.02713178	0.01937984
gonepteryx_rhamni	TRINITY_DN17323_c0_g1(+)	rhamni.TRINITY_DN17323_c0_g1	OG0004087	735	0	1	734	1398	1394	1	2	1	0	0.00143062	0.00214592	0.00143062	0.00154984	250	243	2	2	2	1	0.016	0.016	0.016	0.016
gonepteryx_rhamni	TRINITY_DN17324_c0_g1(+)	rhamni.TRINITY_DN17324_c0_g1	NA	406	0	0	406	739	735	3	0	0	1	0.00405954	0.0	0.00338295	0.00293189	148	141	7	0	0	0	0.0472973	0.0	0.02364865	0.02364865
gonepteryx_rhamni	TRINITY_DN17325_c0_g1(+)	rhamni.TRINITY_DN17325_c0_g1	NA	499	0	0	499	933	931	0	0	1	1	0.00107181	0.00107181	0.00160772	0.00142908	184	177	4	0	0	3	0.02173913	0.0	0.02717391	0.02173913
gonepteryx_rhamni	TRINITY_DN17326_c0_g1(+)	rhamni.TRINITY_DN17326_c0_g1	NA	326	1	1	324	591	587	4	0	0	0	0.00676819	0.0	0.00338409	0.00338409	100	95	3	1	1	0	0.04	0.02	0.025	0.02666667
gonepteryx_rhamni	TRINITY_DN17327_c8_g1(+)	rhamni.TRINITY_DN17327_c8_g1	NA	105	0	0	105	202	202	0	0	0	0	0.0	0.0	0.0	0.0	51	51	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17330_c0_g1(+)	rhamni.TRINITY_DN17330_c0_g1	NA	376	0	0	376	724	724	0	0	0	0	0.0	0.0	0.0	0.0	156	156	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17331_c0_g1(+)	rhamni.TRINITY_DN17331_c0_g1	NA	615	1	1	613	1145	1143	2	0	0	0	0.00174672	0.0	0.00087336	0.00087336	230	227	1	1	1	0	0.00869565	0.00869565	0.00652174	0.00724638
gonepteryx_rhamni	TRINITY_DN17332_c0_g1(+)	rhamni.TRINITY_DN17332_c0_g1	NA	349	0	1	348	630	624	2	1	2	1	0.00634921	0.0047619	0.00555556	0.00555556	147	139	4	0	3	1	0.04761905	0.02040816	0.03061224	0.03174603
gonepteryx_rhamni	TRINITY_DN17333_c0_g1(+)	rhamni.TRINITY_DN17333_c0_g1	OG0001647	320	0	0	320	601	597	0	3	1	0	0.00166389	0.00665557	0.00332779	0.0036051	137	129	1	0	7	0	0.05839416	0.05109489	0.02919708	0.03771289
gonepteryx_rhamni	TRINITY_DN17334_c0_g1(-)	rhamni.TRINITY_DN17334_c0_g1	NA	94	0	1	93	173	173	0	0	0	0	0.0	0.0	0.0	0.0	48	48	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17335_c2_g1(+)	rhamni.TRINITY_DN17335_c2_g1	NA	281	0	0	281	537	535	0	2	0	0	0.0	0.00372439	0.0018622	0.0018622	126	121	0	3	2	0	0.01587302	0.03968254	0.01984127	0.02248677
gonepteryx_rhamni	TRINITY_DN17335_c4_g1(+)	rhamni.TRINITY_DN17335_c4_g1	NA	386	1	0	385	737	737	0	0	0	0	0.0	0.0	0.0	0.0	183	176	1	1	0	5	0.00546448	0.00546448	0.03278689	0.02367942
gonepteryx_rhamni	TRINITY_DN17336_c0_g2(+)	rhamni.TRINITY_DN17336_c0_g2	OG0003195	705	0	0	705	1354	1352	2	0	0	0	0.0014771	0.0	0.00073855	0.00073855	257	254	2	0	1	0	0.01167315	0.00389105	0.00583658	0.00648509
gonepteryx_rhamni	TRINITY_DN17338_c0_g1(+)	rhamni.TRINITY_DN17338_c0_g1	NA	443	0	0	443	858	858	0	0	0	0	0.0	0.0	0.0	0.0	175	173	2	0	0	0	0.01142857	0.0	0.00571429	0.00571429
gonepteryx_rhamni	TRINITY_DN17338_c0_g2(+)	rhamni.TRINITY_DN17338_c0_g2	NA	582	1	1	580	1095	1090	2	2	1	0	0.00273973	0.00273973	0.00228311	0.00243532	192	190	2	0	0	0	0.01041667	0.0	0.00520833	0.00520833
gonepteryx_rhamni	TRINITY_DN17339_c0_g1(+)	rhamni.TRINITY_DN17339_c0_g1	NA	626	0	1	625	1173	1168	0	5	0	0	0.0	0.00426257	0.00213129	0.00213129	248	242	4	2	0	0	0.01612903	0.00806452	0.01209677	0.01209677
gonepteryx_rhamni	TRINITY_DN17340_c0_g3(+)	rhamni.TRINITY_DN17340_c0_g3	NA	362	0	1	361	664	663	1	0	0	0	0.00150602	0.0	0.00075301	0.00075301	177	171	5	0	0	1	0.02824859	0.0	0.01977401	0.01789077
gonepteryx_rhamni	TRINITY_DN17342_c0_g1(+)	rhamni.TRINITY_DN17342_c0_g1	NA	430	0	0	430	788	788	0	0	0	0	0.0	0.0	0.0	0.0	216	206	4	3	3	0	0.03240741	0.02777778	0.02314815	0.02546296
gonepteryx_rhamni	TRINITY_DN17343_c0_g1(+)	rhamni.TRINITY_DN17343_c0_g1	NA	731	0	0	731	1365	1362	1	2	0	0	0.0007326	0.0014652	0.0010989	0.0010989	239	230	3	1	1	4	0.0167364	0.0083682	0.02719665	0.0223152
gonepteryx_rhamni	TRINITY_DN17344_c0_g1(+)	rhamni.TRINITY_DN17344_c0_g1	NA	240	0	1	239	446	445	0	1	0	0	0.0	0.00224215	0.00112108	0.00112108	95	92	2	0	1	0	0.03157895	0.01052632	0.01578947	0.01754386
gonepteryx_rhamni	TRINITY_DN17345_c0_g1(+)	rhamni.TRINITY_DN17345_c0_g1	NA	333	0	0	333	640	638	1	1	0	0	0.0015625	0.0015625	0.0015625	0.0015625	142	138	4	0	0	0	0.02816901	0.0	0.01408451	0.01408451
gonepteryx_rhamni	TRINITY_DN17346_c0_g1(+)	rhamni.TRINITY_DN17346_c0_g1	NA	436	0	0	436	833	832	1	0	0	0	0.00120048	0.0	0.00060024	0.00060024	171	167	1	0	3	0	0.02339181	0.01754386	0.01169591	0.01461988
gonepteryx_rhamni	TRINITY_DN17347_c0_g1(+)	rhamni.TRINITY_DN17347_c0_g1	NA	241	0	0	241	436	436	0	0	0	0	0.0	0.0	0.0	0.0	123	117	3	2	1	0	0.03252033	0.02439024	0.02439024	0.02574525
gonepteryx_rhamni	TRINITY_DN17348_c0_g2(+)	rhamni.TRINITY_DN17348_c0_g2	NA	512	0	0	512	980	979	0	0	0	1	0.0	0.0	0.00102041	0.00068027	205	201	3	0	0	1	0.01463415	0.0	0.01219512	0.0105691
gonepteryx_rhamni	TRINITY_DN17350_c0_g1(+)	rhamni.TRINITY_DN17350_c0_g1	NA	590	0	0	590	1116	1109	6	1	0	0	0.00537634	0.00089606	0.0031362	0.0031362	297	293	2	0	1	1	0.01010101	0.003367	0.00841751	0.00785634
gonepteryx_rhamni	TRINITY_DN17351_c0_g1(+)	rhamni.TRINITY_DN17351_c0_g1	NA	150	0	0	150	284	284	0	0	0	0	0.0	0.0	0.0	0.0	78	77	0	1	0	0	0.0	0.01282051	0.00641026	0.00641026
gonepteryx_rhamni	TRINITY_DN17351_c0_g2(-)	rhamni.TRINITY_DN17351_c0_g2	NA	40	0	0	40	74	73	0	1	0	0	0.0	0.01351351	0.00675676	0.00675676	9	9	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17352_c0_g1(+)	rhamni.TRINITY_DN17352_c0_g1	NA	252	0	0	252	486	486	0	0	0	0	0.0	0.0	0.0	0.0	85	83	0	1	1	0	0.01176471	0.02352941	0.01176471	0.01372549
gonepteryx_rhamni	TRINITY_DN17353_c0_g1(+)	rhamni.TRINITY_DN17353_c0_g1	NA	480	0	0	480	893	890	2	0	1	0	0.00335946	0.00111982	0.00167973	0.00186637	183	176	4	1	1	1	0.0273224	0.01092896	0.02185792	0.02094717
gonepteryx_rhamni	TRINITY_DN17354_c0_g1(+)	rhamni.TRINITY_DN17354_c0_g1	NA	552	0	1	551	1053	1048	3	2	0	0	0.002849	0.00189934	0.00237417	0.00237417	247	238	2	6	1	0	0.01214575	0.02834008	0.01821862	0.01889338
gonepteryx_rhamni	TRINITY_DN17355_c0_g1(+)	rhamni.TRINITY_DN17355_c0_g1	NA	123	0	0	123	238	238	0	0	0	0	0.0	0.0	0.0	0.0	59	59	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17356_c0_g1(+)	rhamni.TRINITY_DN17356_c0_g1	OG0002527	338	0	1	337	630	629	0	1	0	0	0.0	0.0015873	0.00079365	0.00079365	114	110	4	0	0	0	0.03508772	0.0	0.01754386	0.01754386
gonepteryx_rhamni	TRINITY_DN17358_c0_g1(+)	rhamni.TRINITY_DN17358_c0_g1	NA	652	0	0	652	1256	1255	0	1	0	0	0.0	0.00079618	0.00039809	0.00039809	302	299	1	1	0	1	0.00331126	0.00331126	0.00662252	0.00551877
gonepteryx_rhamni	TRINITY_DN17359_c1_g1(+)	rhamni.TRINITY_DN17359_c1_g1	OG0003977	465	0	2	463	853	851	1	1	0	0	0.00117233	0.00117233	0.00117233	0.00117233	164	160	3	0	1	0	0.02439024	0.00609756	0.01219512	0.01321138
gonepteryx_rhamni	TRINITY_DN17360_c0_g1(+)	rhamni.TRINITY_DN17360_c0_g1	NA	221	0	0	221	416	415	0	0	1	0	0.00240385	0.00240385	0.00120192	0.00160256	88	85	0	1	2	0	0.02272727	0.03409091	0.01704545	0.02083333
gonepteryx_rhamni	TRINITY_DN17361_c0_g2(+)	rhamni.TRINITY_DN17361_c0_g2	OG0002550	430	0	0	430	791	790	1	0	0	0	0.00126422	0.0	0.00063211	0.00063211	165	157	2	3	3	0	0.03030303	0.03636364	0.02424242	0.02727272
gonepteryx_rhamni	TRINITY_DN17363_c0_g1(+)	rhamni.TRINITY_DN17363_c0_g1	OG0004713	367	0	1	366	672	671	0	1	0	0	0.0	0.0014881	0.00074405	0.00074405	152	140	2	8	0	2	0.01315789	0.05263158	0.04605263	0.04166666
gonepteryx_rhamni	TRINITY_DN17364_c0_g1(+)	rhamni.TRINITY_DN17364_c0_g1	NA	507	0	0	507	950	949	1	0	0	0	0.00105263	0.0	0.00052632	0.00052632	219	205	5	1	8	0	0.05936073	0.04109589	0.03196347	0.03805175
gonepteryx_rhamni	TRINITY_DN17365_c0_g1(+)	rhamni.TRINITY_DN17365_c0_g1	NA	15	0	0	15	29	29	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17366_c0_g1(+)	rhamni.TRINITY_DN17366_c0_g1	OG0003469	243	0	0	243	455	453	0	2	0	0	0.0	0.0043956	0.0021978	0.0021978	118	112	2	2	1	1	0.02542373	0.02542373	0.02966102	0.02824859
gonepteryx_rhamni	TRINITY_DN17367_c0_g1(+)	rhamni.TRINITY_DN17367_c0_g1	NA	523	0	0	523	946	944	1	1	0	0	0.00105708	0.00105708	0.00105708	0.00105708	234	218	11	1	2	2	0.05555556	0.01282051	0.03846154	0.03703704
gonepteryx_rhamni	TRINITY_DN17368_c0_g2(+)	rhamni.TRINITY_DN17368_c0_g2	NA	474	0	0	474	871	865	2	4	0	0	0.00229621	0.00459242	0.00344432	0.00344432	213	208	4	1	0	0	0.01877934	0.00469484	0.01173709	0.01173709
gonepteryx_rhamni	TRINITY_DN17369_c0_g1(+)	rhamni.TRINITY_DN17369_c0_g1	NA	333	0	2	331	611	609	2	0	0	0	0.00327332	0.0	0.00163666	0.00163666	108	105	0	1	2	0	0.01851852	0.02777778	0.01388889	0.01697531
gonepteryx_rhamni	TRINITY_DN17370_c0_g1(+)	rhamni.TRINITY_DN17370_c0_g1	NA	500	0	0	500	928	925	0	1	2	0	0.00215517	0.00323276	0.00161638	0.00197557	231	223	3	3	2	0	0.02164502	0.02164502	0.01731602	0.01875902
gonepteryx_rhamni	TRINITY_DN17371_c0_g1(+)	rhamni.TRINITY_DN17371_c0_g1	NA	151	0	0	151	289	289	0	0	0	0	0.0	0.0	0.0	0.0	44	44	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17372_c0_g1(+)	rhamni.TRINITY_DN17372_c0_g1	OG0003384	507	0	1	506	948	945	2	0	0	1	0.0021097	0.0	0.0021097	0.00175808	197	192	4	0	0	1	0.02030457	0.0	0.01522843	0.01353638
gonepteryx_rhamni	TRINITY_DN17373_c7_g1(+)	rhamni.TRINITY_DN17373_c7_g1	NA	400	0	0	400	747	742	3	1	1	0	0.00535475	0.00267738	0.00334672	0.00356983	163	152	2	7	2	0	0.02453988	0.05521472	0.03374233	0.03578732
gonepteryx_rhamni	TRINITY_DN17375_c0_g1(+)	rhamni.TRINITY_DN17375_c0_g1	NA	492	0	0	492	952	948	4	0	0	0	0.00420168	0.0	0.00210084	0.00210084	205	204	0	1	0	0	0.0	0.00487805	0.00243902	0.00243902
gonepteryx_rhamni	TRINITY_DN17376_c4_g1(+)	rhamni.TRINITY_DN17376_c4_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17376_c6_g1(+)	rhamni.TRINITY_DN17376_c6_g1	NA	742	0	0	742	1398	1398	0	0	0	0	0.0	0.0	0.0	0.0	364	352	1	9	1	1	0.00549451	0.02747253	0.01785714	0.01739927
gonepteryx_rhamni	TRINITY_DN17377_c0_g1(+)	rhamni.TRINITY_DN17377_c0_g1	NA	78	0	0	78	143	141	2	0	0	0	0.01398601	0.0	0.00699301	0.00699301	20	19	1	0	0	0	0.05	0.0	0.025	0.025
gonepteryx_rhamni	TRINITY_DN17378_c2_g1(+)	rhamni.TRINITY_DN17378_c2_g1	NA	53	1	0	52	87	83	1	2	1	0	0.02298851	0.03448276	0.02298851	0.02490422	19	19	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17378_c2_g2(+)	rhamni.TRINITY_DN17378_c2_g2	NA	210	1	0	209	373	367	1	5	0	0	0.00268097	0.01340483	0.0080429	0.0080429	72	68	0	4	0	0	0.0	0.05555556	0.02777778	0.02777778
gonepteryx_rhamni	TRINITY_DN17379_c8_g1(+)	rhamni.TRINITY_DN17379_c8_g1	NA	39	0	0	39	72	72	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17380_c9_g1(+)	rhamni.TRINITY_DN17380_c9_g1	NA	421	0	0	421	777	777	0	0	0	0	0.0	0.0	0.0	0.0	227	217	7	3	0	0	0.030837	0.01321586	0.02202643	0.02202643
gonepteryx_rhamni	TRINITY_DN17380_c10_g1(-)	rhamni.TRINITY_DN17380_c10_g1	NA	49	0	1	48	84	80	0	4	0	0	0.0	0.04761905	0.02380952	0.02380952	17	14	0	2	0	1	0.0	0.11764706	0.11764706	0.09803922
gonepteryx_rhamni	TRINITY_DN17381_c0_g1(+)	rhamni.TRINITY_DN17381_c0_g1	OG0003657	436	0	0	436	818	813	3	1	1	0	0.00488998	0.00244499	0.00305623	0.00325998	158	155	3	0	0	0	0.01898734	0.0	0.00949367	0.00949367
gonepteryx_rhamni	TRINITY_DN17382_c5_g1(+)	rhamni.TRINITY_DN17382_c5_g1	NA	116	0	1	115	226	226	0	0	0	0	0.0	0.0	0.0	0.0	40	38	0	1	1	0	0.025	0.05	0.025	0.02916667
gonepteryx_rhamni	TRINITY_DN17383_c0_g1(+)	rhamni.TRINITY_DN17383_c0_g1	NA	389	0	0	389	758	758	0	0	0	0	0.0	0.0	0.0	0.0	199	199	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17383_c0_g2(+)	rhamni.TRINITY_DN17383_c0_g2	NA	45	0	0	45	86	84	0	1	1	0	0.01162791	0.02325581	0.01162791	0.01356589	15	15	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17385_c5_g1(+)	rhamni.TRINITY_DN17385_c5_g1	NA	230	0	0	230	428	427	1	0	0	0	0.00233645	0.0	0.00116822	0.00116822	164	162	2	0	0	0	0.01219512	0.0	0.00609756	0.00609756
gonepteryx_rhamni	TRINITY_DN17386_c0_g1(+)	rhamni.TRINITY_DN17386_c0_g1	NA	468	0	1	467	896	896	0	0	0	0	0.0	0.0	0.0	0.0	219	208	4	2	4	1	0.03652968	0.02739726	0.02739726	0.02891933
gonepteryx_rhamni	TRINITY_DN17387_c2_g1(+)	rhamni.TRINITY_DN17387_c2_g1	NA	387	0	0	387	730	727	1	1	0	1	0.00136986	0.00136986	0.00273973	0.00228311	165	161	3	0	1	0	0.02424242	0.00606061	0.01212121	0.01313131
gonepteryx_rhamni	TRINITY_DN17387_c2_g3(-)	rhamni.TRINITY_DN17387_c2_g3	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17389_c0_g1(+)	rhamni.TRINITY_DN17389_c0_g1	NA	49	0	0	49	90	90	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17390_c0_g1(-)	rhamni.TRINITY_DN17390_c0_g1	NA	5	0	0	5	9	9	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17390_c1_g1(+)	rhamni.TRINITY_DN17390_c1_g1	NA	234	0	0	234	438	437	0	0	0	1	0.0	0.0	0.00228311	0.00152207	93	90	1	2	0	0	0.01075269	0.02150538	0.01612903	0.01612903
gonepteryx_rhamni	TRINITY_DN17391_c7_g1(+)	rhamni.TRINITY_DN17391_c7_g1	NA	29	0	0	29	55	54	0	0	1	0	0.01818182	0.01818182	0.00909091	0.01212121	7	7	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17392_c0_g1(+)	rhamni.TRINITY_DN17392_c0_g1	OG0003551	416	0	0	416	756	752	2	2	0	0	0.0026455	0.0026455	0.0026455	0.0026455	132	118	5	3	6	0	0.08333333	0.06818182	0.0530303	0.06060606
gonepteryx_rhamni	TRINITY_DN17393_c0_g1(+)	rhamni.TRINITY_DN17393_c0_g1	NA	738	0	0	738	1397	1396	0	1	0	0	0.0	0.00071582	0.00035791	0.00035791	282	275	2	5	0	0	0.0070922	0.0177305	0.01241135	0.01241135
gonepteryx_rhamni	TRINITY_DN17394_c0_g1(+)	rhamni.TRINITY_DN17394_c0_g1	OG0001451	424	0	1	423	798	795	2	1	0	0	0.00250627	0.00125313	0.0018797	0.0018797	186	180	2	4	0	0	0.01075269	0.02150538	0.01612903	0.01612903
gonepteryx_rhamni	TRINITY_DN17396_c0_g1(+)	rhamni.TRINITY_DN17396_c0_g1	NA	507	0	0	507	950	947	2	0	1	0	0.00315789	0.00105263	0.00157895	0.00175439	212	208	3	0	1	0	0.01886792	0.00471698	0.00943396	0.01022012
gonepteryx_rhamni	TRINITY_DN17397_c3_g1(+)	rhamni.TRINITY_DN17397_c3_g1	OG0003140	501	0	1	500	949	948	0	0	1	0	0.00105374	0.00105374	0.00052687	0.00070249	182	179	2	1	0	0	0.01098901	0.00549451	0.00824176	0.00824176
gonepteryx_rhamni	TRINITY_DN17397_c4_g1(+)	rhamni.TRINITY_DN17397_c4_g1	NA	9	0	0	9	16	15	0	1	0	0	0.0	0.0625	0.03125	0.03125	6	6	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17398_c4_g1(+)	rhamni.TRINITY_DN17398_c4_g1	NA	50	0	0	50	96	96	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17398_c4_g2(-)	rhamni.TRINITY_DN17398_c4_g2	NA	50	0	0	50	97	97	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17399_c0_g1(+)	rhamni.TRINITY_DN17399_c0_g1	OG0001959	376	1	3	372	700	697	1	2	0	0	0.00142857	0.00285714	0.00214286	0.00214286	134	129	4	1	0	0	0.02985075	0.00746269	0.01865672	0.01865672
gonepteryx_rhamni	TRINITY_DN17400_c0_g2(+)	rhamni.TRINITY_DN17400_c0_g2	NA	532	0	0	532	1006	1006	0	0	0	0	0.0	0.0	0.0	0.0	203	195	1	2	0	5	0.00492611	0.00985222	0.0320197	0.02380952
gonepteryx_rhamni	TRINITY_DN17401_c0_g1(+)	rhamni.TRINITY_DN17401_c0_g1	OG0003882	706	0	0	706	1341	1337	2	1	0	1	0.00149142	0.00074571	0.00186428	0.00161571	354	345	2	6	1	0	0.00847458	0.01977401	0.01271186	0.01318267
gonepteryx_rhamni	TRINITY_DN17403_c7_g1(+)	rhamni.TRINITY_DN17403_c7_g1	OG0001515	246	0	0	246	483	483	0	0	0	0	0.0	0.0	0.0	0.0	123	122	0	1	0	0	0.0	0.00813008	0.00406504	0.00406504
gonepteryx_rhamni	TRINITY_DN17403_c9_g1(+)	rhamni.TRINITY_DN17403_c9_g1	OG0001597	347	0	0	347	658	657	1	0	0	0	0.00151976	0.0	0.00075988	0.00075988	161	153	7	0	0	1	0.04347826	0.0	0.02795031	0.02587992
gonepteryx_rhamni	TRINITY_DN17404_c0_g2(+)	rhamni.TRINITY_DN17404_c0_g2	NA	77	2	0	75	135	130	0	1	4	0	0.02962963	0.03703704	0.01851852	0.02345679	25	25	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17404_c1_g3(+)	rhamni.TRINITY_DN17404_c1_g3	NA	280	0	0	280	514	514	0	0	0	0	0.0	0.0	0.0	0.0	138	133	5	0	0	0	0.03623188	0.0	0.01811594	0.01811594
gonepteryx_rhamni	TRINITY_DN17405_c7_g1(+)	rhamni.TRINITY_DN17405_c7_g1	NA	273	1	0	272	532	532	0	0	0	0	0.0	0.0	0.0	0.0	120	119	0	0	1	0	0.00833333	0.00833333	0.00416667	0.00555556
gonepteryx_rhamni	TRINITY_DN17405_c8_g1(+)	rhamni.TRINITY_DN17405_c8_g1	NA	206	0	0	206	392	391	0	1	0	0	0.0	0.00255102	0.00127551	0.00127551	69	69	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17406_c0_g1(+)	rhamni.TRINITY_DN17406_c0_g1	NA	760	1	0	759	1440	1440	0	0	0	0	0.0	0.0	0.0	0.0	365	355	6	2	2	0	0.02191781	0.0109589	0.01369863	0.01461187
gonepteryx_rhamni	TRINITY_DN17407_c9_g1(+)	rhamni.TRINITY_DN17407_c9_g1	NA	644	0	0	644	1187	1185	0	1	0	1	0.0	0.00084246	0.00126369	0.00098287	305	304	0	0	0	1	0.0	0.0	0.00327869	0.00218579
gonepteryx_rhamni	TRINITY_DN17408_c1_g1(+)	rhamni.TRINITY_DN17408_c1_g1	NA	17	0	0	17	32	32	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17408_c1_g2(-)	rhamni.TRINITY_DN17408_c1_g2	NA	248	0	0	248	480	475	2	0	3	0	0.01041667	0.00625	0.00520833	0.00625	90	88	2	0	0	0	0.02222222	0.0	0.01111111	0.01111111
gonepteryx_rhamni	TRINITY_DN17409_c3_g1(+)	rhamni.TRINITY_DN17409_c3_g1	NA	51	0	0	51	102	102	0	0	0	0	0.0	0.0	0.0	0.0	27	27	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17409_c4_g1(+)	rhamni.TRINITY_DN17409_c4_g1	NA	56	0	0	56	103	102	0	0	1	0	0.00970874	0.00970874	0.00485437	0.00647249	20	20	0	0	0	0	0.0	0.0	0.0	0.0
gonepteryx_rhamni	TRINITY_DN17410_c4_g1(+)	rhamni.TRINITY_DN17410_c4_g1	NA	516	0	0	516	974	974	0	0	0	0	0.0	0.0	0.0	0.0	264	259	1	1	3	0	0.01515152	0.01515152	0.0094697	0.01136364
gonepteryx_rhamni	TRINITY_DN17410_c4_g4(+)	rhamni.TRINITY_DN17410_c4_g4	NA	386	0	0	386	708	706	2	0	0	0	0.00282486	0.0	0.00141243	0.00141243	118	110	2	4	2	0	0.03389831	0.05084746	0.03389831	0.03672317
gonepteryx_rhamni	TRINITY_DN17411_c3_g3(+)	rhamni.TRINITY_DN17411_c3_g3	NA	242	0	0	242	458	458	0	0	0	0	0.0	0.0	0.0	0.0	91	90	0	1	0	0	0.0	0.01098901	0.00549451	0.00549451
gonepteryx_rhamni	TRINITY_DN17412_c0_g2(+)	rhamni.TRINITY_DN17412_c0_g2	NA	335	0	0	335	624	621	1	1	1	0	0.00320513	0.00320513	0.00240385	0.00267094	144	138	3	2	1	0	0.02777778	0.02083333	0.02083333	0.02199074
