species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_II_116	0_pi_II_368	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_II_116	4_pi_II_368	4_pi_between	4_pi_total
inachis_io	TRINITY_DN17590_c0_g1(+)	io.TRINITY_DN17590_c0_g1	NA	831	0	0	831	1577	1573	2	2	0	0	0.00126823	0.00126823	0.00126823	0.00126823	308	306	1	1	0	0	0.00324675	0.00324675	0.00324675	0.00324675
inachis_io	TRINITY_DN17591_c0_g1(+)	io.TRINITY_DN17591_c0_g1	OG0005160	1287	0	0	1287	2464	2464	0	0	0	0	0.0	0.0	0.0	0.0	594	594	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17592_c0_g2(+)	io.TRINITY_DN17592_c0_g2	NA	240	0	0	240	470	470	0	0	0	0	0.0	0.0	0.0	0.0	115	113	1	1	0	0	0.00869565	0.00869565	0.00869565	0.00869565
inachis_io	TRINITY_DN17593_c0_g1(+)	io.TRINITY_DN17593_c0_g1	NA	109	0	0	109	211	211	0	0	0	0	0.0	0.0	0.0	0.0	50	48	0	1	0	1	0.0	0.02	0.03	0.02333333
inachis_io	TRINITY_DN17594_c0_g1(+)	io.TRINITY_DN17594_c0_g1	NA	380	0	0	380	732	731	1	0	0	0	0.00136612	0.0	0.00068306	0.00068306	164	162	2	0	0	0	0.01219512	0.0	0.00609756	0.00609756
inachis_io	TRINITY_DN17594_c0_g2(+)	io.TRINITY_DN17594_c0_g2	NA	99	0	0	99	189	189	0	0	0	0	0.0	0.0	0.0	0.0	47	47	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17596_c0_g2(+)	io.TRINITY_DN17596_c0_g2	NA	435	0	0	435	828	828	0	0	0	0	0.0	0.0	0.0	0.0	196	194	1	0	1	0	0.01020408	0.00510204	0.00510204	0.00595238
inachis_io	TRINITY_DN17597_c0_g1(+)	io.TRINITY_DN17597_c0_g1	NA	277	0	0	277	543	543	0	0	0	0	0.0	0.0	0.0	0.0	105	105	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17598_c0_g1(+)	io.TRINITY_DN17598_c0_g1	NA	1048	0	0	1048	2006	2005	0	1	0	0	0.0	0.0004985	0.00024925	0.00024925	431	429	2	0	0	0	0.00464037	0.0	0.00232019	0.00232019
inachis_io	TRINITY_DN17599_c0_g1(+)	io.TRINITY_DN17599_c0_g1	NA	58	0	0	58	111	111	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17600_c0_g1(+)	io.TRINITY_DN17600_c0_g1	OG0002444	372	0	0	372	731	731	0	0	0	0	0.0	0.0	0.0	0.0	159	157	0	2	0	0	0.0	0.01257862	0.00628931	0.00628931
inachis_io	TRINITY_DN17601_c0_g1(+)	io.TRINITY_DN17601_c0_g1	NA	549	0	0	549	1064	1062	0	1	1	0	0.00093985	0.0018797	0.00093985	0.00109649	244	240	1	2	1	0	0.00819672	0.01229508	0.00819672	0.00887978
inachis_io	TRINITY_DN17602_c0_g1(+)	io.TRINITY_DN17602_c0_g1	OG0001585	441	0	0	441	853	852	1	0	0	0	0.00117233	0.0	0.00058617	0.00058617	186	184	1	0	1	0	0.01075269	0.00537634	0.00537634	0.0062724
inachis_io	TRINITY_DN17603_c0_g1(+)	io.TRINITY_DN17603_c0_g1	OG0003624	352	0	0	352	665	665	0	0	0	0	0.0	0.0	0.0	0.0	134	134	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17604_c0_g1(+)	io.TRINITY_DN17604_c0_g1	NA	130	0	0	130	249	247	0	2	0	0	0.0	0.00803213	0.00401606	0.00401606	62	62	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17605_c0_g1(+)	io.TRINITY_DN17605_c0_g1	NA	206	0	0	206	404	404	0	0	0	0	0.0	0.0	0.0	0.0	96	96	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17607_c0_g1(+)	io.TRINITY_DN17607_c0_g1	NA	537	0	0	537	1041	1041	0	0	0	0	0.0	0.0	0.0	0.0	261	260	0	0	0	1	0.0	0.0	0.00383142	0.00255428
inachis_io	TRINITY_DN17608_c0_g1(+)	io.TRINITY_DN17608_c0_g1	NA	67	0	0	67	121	121	0	0	0	0	0.0	0.0	0.0	0.0	32	32	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17609_c0_g1(+)	io.TRINITY_DN17609_c0_g1	NA	472	0	0	472	931	931	0	0	0	0	0.0	0.0	0.0	0.0	189	184	3	1	1	0	0.02116402	0.01058201	0.01322751	0.01410934
inachis_io	TRINITY_DN17610_c0_g1(+)	io.TRINITY_DN17610_c0_g1	NA	351	0	0	351	678	675	2	1	0	0	0.00294985	0.00147493	0.00221239	0.00221239	146	141	1	1	3	0	0.02739726	0.02739726	0.01712329	0.02054795
inachis_io	TRINITY_DN17612_c0_g1(+)	io.TRINITY_DN17612_c0_g1	NA	438	0	1	437	829	827	1	1	0	0	0.00120627	0.00120627	0.00120627	0.00120627	160	159	0	0	0	1	0.0	0.0	0.00625	0.00416667
inachis_io	TRINITY_DN17613_c0_g1(+)	io.TRINITY_DN17613_c0_g1	NA	970	0	0	970	1871	1870	1	0	0	0	0.00053447	0.0	0.00026724	0.00026724	423	422	1	0	0	0	0.00236407	0.0	0.00118203	0.00118203
inachis_io	TRINITY_DN17614_c0_g1(+)	io.TRINITY_DN17614_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
inachis_io	TRINITY_DN17616_c0_g1(+)	io.TRINITY_DN17616_c0_g1	NA	241	0	0	241	456	456	0	0	0	0	0.0	0.0	0.0	0.0	93	92	0	1	0	0	0.0	0.01075269	0.00537634	0.00537634
inachis_io	TRINITY_DN17618_c0_g1(+)	io.TRINITY_DN17618_c0_g1	NA	207	0	0	207	393	392	0	1	0	0	0.0	0.00254453	0.00127226	0.00127226	79	78	0	0	1	0	0.01265823	0.01265823	0.00632911	0.00843882
inachis_io	TRINITY_DN17619_c0_g1(+)	io.TRINITY_DN17619_c0_g1	NA	1222	0	0	1222	2394	2394	0	0	0	0	0.0	0.0	0.0	0.0	507	507	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17620_c0_g2(+)	io.TRINITY_DN17620_c0_g2	NA	568	0	0	568	1049	1047	0	0	2	0	0.00190658	0.00190658	0.00095329	0.00127105	202	202	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17621_c0_g1(+)	io.TRINITY_DN17621_c0_g1	NA	146	0	0	146	274	274	0	0	0	0	0.0	0.0	0.0	0.0	50	49	1	0	0	0	0.02	0.0	0.01	0.01
inachis_io	TRINITY_DN17622_c0_g1(+)	io.TRINITY_DN17622_c0_g1	NA	650	0	1	649	1236	1235	0	0	1	0	0.00080906	0.00080906	0.00040453	0.00053937	261	260	0	1	0	0	0.0	0.00383142	0.00191571	0.00191571
inachis_io	TRINITY_DN17623_c0_g1(+)	io.TRINITY_DN17623_c0_g1	OG0003330	415	0	0	415	798	797	1	0	0	0	0.00125313	0.0	0.00062657	0.00062657	157	153	2	2	0	0	0.01273885	0.01273885	0.01273885	0.01273885
inachis_io	TRINITY_DN17624_c0_g1(+)	io.TRINITY_DN17624_c0_g1	OG0004450	1338	0	0	1338	2576	2576	0	0	0	0	0.0	0.0	0.0	0.0	635	630	4	0	1	0	0.00787402	0.0015748	0.00393701	0.00419948
inachis_io	TRINITY_DN17625_c0_g1(+)	io.TRINITY_DN17625_c0_g1	NA	410	0	0	410	788	788	0	0	0	0	0.0	0.0	0.0	0.0	191	187	3	1	0	0	0.01570681	0.0052356	0.0104712	0.0104712
inachis_io	TRINITY_DN17626_c0_g1(+)	io.TRINITY_DN17626_c0_g1	OG0002529	657	0	0	657	1254	1254	0	0	0	0	0.0	0.0	0.0	0.0	321	316	3	0	0	2	0.00934579	0.0	0.01090343	0.00882658
inachis_io	TRINITY_DN17627_c0_g1(+)	io.TRINITY_DN17627_c0_g1	OG0005033	594	0	0	594	1131	1129	1	1	0	0	0.00088417	0.00088417	0.00088417	0.00088417	250	250	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17628_c0_g1(+)	io.TRINITY_DN17628_c0_g1	NA	180	0	0	180	344	343	0	0	1	0	0.00290698	0.00290698	0.00145349	0.00193799	44	44	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17629_c1_g1(+)	io.TRINITY_DN17629_c1_g1	NA	130	0	0	130	250	250	0	0	0	0	0.0	0.0	0.0	0.0	54	54	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17630_c0_g1(+)	io.TRINITY_DN17630_c0_g1	NA	347	0	0	347	658	655	0	3	0	0	0.0	0.00455927	0.00227964	0.00227964	113	113	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17633_c0_g1(+)	io.TRINITY_DN17633_c0_g1	OG0001490	175	0	0	175	345	345	0	0	0	0	0.0	0.0	0.0	0.0	72	72	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17634_c0_g1(+)	io.TRINITY_DN17634_c0_g1	NA	249	0	0	249	455	454	0	1	0	0	0.0	0.0021978	0.0010989	0.0010989	101	97	2	1	1	0	0.02970297	0.01980198	0.01980198	0.02145214
inachis_io	TRINITY_DN17635_c0_g2(+)	io.TRINITY_DN17635_c0_g2	NA	496	0	0	496	945	944	0	0	1	0	0.0010582	0.0010582	0.0005291	0.00070547	214	211	0	1	1	1	0.0046729	0.00934579	0.00934579	0.00856697
inachis_io	TRINITY_DN17638_c0_g1(+)	io.TRINITY_DN17638_c0_g1	OG0003167	500	0	0	500	940	940	0	0	0	0	0.0	0.0	0.0	0.0	214	210	0	2	0	2	0.0	0.00934579	0.01401869	0.01090342
inachis_io	TRINITY_DN17640_c0_g1(+)	io.TRINITY_DN17640_c0_g1	NA	92	0	0	92	183	183	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17642_c0_g4(+)	io.TRINITY_DN17642_c0_g4	NA	560	0	0	560	1081	1081	0	0	0	0	0.0	0.0	0.0	0.0	236	236	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17643_c0_g1(+)	io.TRINITY_DN17643_c0_g1	NA	620	0	1	619	1140	1139	0	0	0	1	0.0	0.0	0.00087719	0.00058479	216	216	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17644_c0_g1(+)	io.TRINITY_DN17644_c0_g1	OG0001515	253	0	0	253	499	499	0	0	0	0	0.0	0.0	0.0	0.0	132	131	1	0	0	0	0.00757576	0.0	0.00378788	0.00378788
inachis_io	TRINITY_DN17645_c0_g1(+)	io.TRINITY_DN17645_c0_g1	NA	557	0	0	557	1071	1069	0	0	0	2	0.0	0.0	0.00186741	0.00124494	231	229	0	0	0	2	0.0	0.0	0.00865801	0.00577201
inachis_io	TRINITY_DN17647_c0_g1(+)	io.TRINITY_DN17647_c0_g1	NA	459	0	0	459	883	883	0	0	0	0	0.0	0.0	0.0	0.0	193	192	0	1	0	0	0.0	0.00518135	0.00259067	0.00259067
inachis_io	TRINITY_DN17648_c0_g1(+)	io.TRINITY_DN17648_c0_g1	NA	514	0	1	513	972	971	1	0	0	0	0.00102881	0.0	0.0005144	0.0005144	244	241	2	1	0	0	0.00819672	0.00409836	0.00614754	0.00614754
inachis_io	TRINITY_DN17650_c1_g1(+)	io.TRINITY_DN17650_c1_g1	NA	1135	0	0	1135	2190	2188	1	1	0	0	0.00045662	0.00045662	0.00045662	0.00045662	488	486	0	2	0	0	0.0	0.00409836	0.00204918	0.00204918
inachis_io	TRINITY_DN17654_c0_g1(+)	io.TRINITY_DN17654_c0_g1	NA	134	0	0	134	253	253	0	0	0	0	0.0	0.0	0.0	0.0	58	58	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17654_c1_g1(+)	io.TRINITY_DN17654_c1_g1	NA	280	0	0	280	532	532	0	0	0	0	0.0	0.0	0.0	0.0	92	92	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17655_c1_g1(+)	io.TRINITY_DN17655_c1_g1	NA	270	0	0	270	506	503	1	0	0	2	0.00197628	0.0	0.00494071	0.00362319	105	101	0	1	0	3	0.0	0.00952381	0.03333333	0.02380952
inachis_io	TRINITY_DN17656_c0_g1(+)	io.TRINITY_DN17656_c0_g1	NA	132	0	0	132	254	254	0	0	0	0	0.0	0.0	0.0	0.0	59	58	1	0	0	0	0.01694915	0.0	0.00847458	0.00847458
inachis_io	TRINITY_DN17659_c0_g1(+)	io.TRINITY_DN17659_c0_g1	NA	41	0	0	41	75	75	0	0	0	0	0.0	0.0	0.0	0.0	14	14	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17660_c0_g1(+)	io.TRINITY_DN17660_c0_g1	NA	240	0	0	240	451	448	2	1	0	0	0.00443459	0.00221729	0.00332594	0.00332594	98	97	1	0	0	0	0.01020408	0.0	0.00510204	0.00510204
inachis_io	TRINITY_DN17661_c0_g1(+)	io.TRINITY_DN17661_c0_g1	OG0004567	685	0	0	685	1297	1296	1	0	0	0	0.00077101	0.0	0.00038551	0.00038551	253	251	0	2	0	0	0.0	0.00790514	0.00395257	0.00395257
inachis_io	TRINITY_DN17662_c0_g1(+)	io.TRINITY_DN17662_c0_g1	NA	221	0	1	220	415	414	0	1	0	0	0.0	0.00240964	0.00120482	0.00120482	93	92	0	1	0	0	0.0	0.01075269	0.00537634	0.00537634
inachis_io	TRINITY_DN17664_c0_g1(+)	io.TRINITY_DN17664_c0_g1	OG0004369	1130	0	2	1128	2153	2150	2	1	0	0	0.00092894	0.00046447	0.0006967	0.0006967	374	373	0	0	1	0	0.0026738	0.0026738	0.0013369	0.00178253
inachis_io	TRINITY_DN17667_c0_g1(+)	io.TRINITY_DN17667_c0_g1	NA	304	0	0	304	563	562	0	1	0	0	0.0	0.0017762	0.0008881	0.0008881	134	129	2	2	1	0	0.02238806	0.02238806	0.01865672	0.0199005
inachis_io	TRINITY_DN17670_c0_g1(+)	io.TRINITY_DN17670_c0_g1	NA	190	0	0	190	350	350	0	0	0	0	0.0	0.0	0.0	0.0	62	62	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17672_c0_g1(+)	io.TRINITY_DN17672_c0_g1	NA	398	0	0	398	756	753	0	3	0	0	0.0	0.00396825	0.00198413	0.00198413	155	152	1	1	0	1	0.00645161	0.00645161	0.01290323	0.01075269
inachis_io	TRINITY_DN17674_c0_g2(+)	io.TRINITY_DN17674_c0_g2	NA	87	0	0	87	159	159	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17675_c0_g1(+)	io.TRINITY_DN17675_c0_g1	NA	239	0	0	239	455	455	0	0	0	0	0.0	0.0	0.0	0.0	93	92	0	1	0	0	0.0	0.01075269	0.00537634	0.00537634
inachis_io	TRINITY_DN17676_c0_g2(+)	io.TRINITY_DN17676_c0_g2	NA	325	0	0	325	626	626	0	0	0	0	0.0	0.0	0.0	0.0	160	158	2	0	0	0	0.0125	0.0	0.00625	0.00625
inachis_io	TRINITY_DN17678_c0_g1(+)	io.TRINITY_DN17678_c0_g1	NA	181	0	0	181	343	343	0	0	0	0	0.0	0.0	0.0	0.0	84	83	0	0	1	0	0.01190476	0.01190476	0.00595238	0.00793651
inachis_io	TRINITY_DN17679_c0_g1(+)	io.TRINITY_DN17679_c0_g1	OG0003912	400	0	0	400	756	756	0	0	0	0	0.0	0.0	0.0	0.0	162	161	1	0	0	0	0.00617284	0.0	0.00308642	0.00308642
inachis_io	TRINITY_DN17680_c0_g1(+)	io.TRINITY_DN17680_c0_g1	NA	182	0	0	182	348	346	1	1	0	0	0.00287356	0.00287356	0.00287356	0.00287356	66	66	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17681_c0_g1(+)	io.TRINITY_DN17681_c0_g1	OG0001438	353	0	0	353	684	684	0	0	0	0	0.0	0.0	0.0	0.0	146	144	0	0	2	0	0.01369863	0.01369863	0.00684932	0.00913242
inachis_io	TRINITY_DN17682_c0_g1(+)	io.TRINITY_DN17682_c0_g1	NA	362	0	0	362	703	703	0	0	0	0	0.0	0.0	0.0	0.0	141	141	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17683_c0_g2(+)	io.TRINITY_DN17683_c0_g2	NA	73	0	0	73	133	133	0	0	0	0	0.0	0.0	0.0	0.0	32	30	0	2	0	0	0.0	0.0625	0.03125	0.03125
inachis_io	TRINITY_DN17684_c0_g1(+)	io.TRINITY_DN17684_c0_g1	NA	671	0	0	671	1264	1264	0	0	0	0	0.0	0.0	0.0	0.0	291	290	1	0	0	0	0.00343643	0.0	0.00171821	0.00171821
inachis_io	TRINITY_DN17685_c0_g1(+)	io.TRINITY_DN17685_c0_g1	OG0004356	478	0	0	478	913	912	1	0	0	0	0.00109529	0.0	0.00054765	0.00054765	158	158	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17687_c0_g2(+)	io.TRINITY_DN17687_c0_g2	NA	476	0	0	476	930	930	0	0	0	0	0.0	0.0	0.0	0.0	189	187	0	2	0	0	0.0	0.01058201	0.00529101	0.00529101
inachis_io	TRINITY_DN17688_c0_g1(+)	io.TRINITY_DN17688_c0_g1	NA	237	0	1	236	430	428	0	2	0	0	0.0	0.00465116	0.00232558	0.00232558	79	79	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17690_c0_g2(+)	io.TRINITY_DN17690_c0_g2	NA	54	0	0	54	99	99	0	0	0	0	0.0	0.0	0.0	0.0	34	34	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17691_c0_g1(+)	io.TRINITY_DN17691_c0_g1	NA	11	0	0	11	20	20	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17696_c0_g1(+)	io.TRINITY_DN17696_c0_g1	NA	345	0	0	345	641	640	0	1	0	0	0.0	0.00156006	0.00078003	0.00078003	136	132	1	2	0	1	0.00735294	0.01470588	0.01838235	0.01593137
inachis_io	TRINITY_DN17697_c0_g1(+)	io.TRINITY_DN17697_c0_g1	OG0004313	518	0	0	518	980	976	2	1	1	0	0.00306122	0.00204082	0.00204082	0.00221089	209	207	1	1	0	0	0.00478469	0.00478469	0.00478469	0.00478469
inachis_io	TRINITY_DN17699_c0_g1(+)	io.TRINITY_DN17699_c0_g1	NA	239	0	0	239	459	458	0	1	0	0	0.0	0.00217865	0.00108932	0.00108932	100	99	1	0	0	0	0.01	0.0	0.005	0.005
inachis_io	TRINITY_DN17702_c0_g1(+)	io.TRINITY_DN17702_c0_g1	NA	451	0	0	451	871	870	0	1	0	0	0.0	0.00114811	0.00057405	0.00057405	195	195	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17703_c0_g1(+)	io.TRINITY_DN17703_c0_g1	NA	217	0	0	217	410	410	0	0	0	0	0.0	0.0	0.0	0.0	77	75	2	0	0	0	0.02597403	0.0	0.01298701	0.01298701
inachis_io	TRINITY_DN17704_c0_g1(+)	io.TRINITY_DN17704_c0_g1	NA	721	0	0	721	1369	1369	0	0	0	0	0.0	0.0	0.0	0.0	312	309	1	2	0	0	0.00320513	0.00641026	0.00480769	0.00480769
inachis_io	TRINITY_DN17705_c0_g1(+)	io.TRINITY_DN17705_c0_g1	NA	249	2	0	247	479	479	0	0	0	0	0.0	0.0	0.0	0.0	118	117	1	0	0	0	0.00847458	0.0	0.00423729	0.00423729
inachis_io	TRINITY_DN17706_c0_g1(+)	io.TRINITY_DN17706_c0_g1	OG0005173	507	0	0	507	957	953	2	1	1	0	0.0031348	0.00208986	0.00208986	0.00226402	160	159	1	0	0	0	0.00625	0.0	0.003125	0.003125
inachis_io	TRINITY_DN17707_c0_g1(-)	io.TRINITY_DN17707_c0_g1	NA	25	0	0	25	48	48	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17707_c0_g2(+)	io.TRINITY_DN17707_c0_g2	NA	309	0	0	309	602	602	0	0	0	0	0.0	0.0	0.0	0.0	151	150	0	0	0	1	0.0	0.0	0.00662252	0.00441501
inachis_io	TRINITY_DN17709_c0_g1(+)	io.TRINITY_DN17709_c0_g1	NA	362	0	0	362	711	711	0	0	0	0	0.0	0.0	0.0	0.0	161	159	1	1	0	0	0.00621118	0.00621118	0.00621118	0.00621118
inachis_io	TRINITY_DN17711_c0_g1(+)	io.TRINITY_DN17711_c0_g1	OG0002710	574	0	0	574	1090	1090	0	0	0	0	0.0	0.0	0.0	0.0	245	239	0	5	1	0	0.00408163	0.0244898	0.0122449	0.01292517
inachis_io	TRINITY_DN17712_c0_g1(+)	io.TRINITY_DN17712_c0_g1	OG0002527	336	0	0	336	648	645	0	1	2	0	0.00308642	0.00462963	0.00231481	0.00282921	113	112	0	0	1	0	0.00884956	0.00884956	0.00442478	0.00589971
inachis_io	TRINITY_DN17713_c0_g1(+)	io.TRINITY_DN17713_c0_g1	OG0003988	387	0	0	387	732	731	0	0	1	0	0.00136612	0.00136612	0.00068306	0.00091075	144	144	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17714_c0_g1(+)	io.TRINITY_DN17714_c0_g1	NA	89	0	0	89	170	170	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17714_c0_g2(+)	io.TRINITY_DN17714_c0_g2	NA	380	0	0	380	747	747	0	0	0	0	0.0	0.0	0.0	0.0	159	159	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17715_c0_g2(+)	io.TRINITY_DN17715_c0_g2	OG0004124	445	0	0	445	849	848	1	0	0	0	0.00117786	0.0	0.00058893	0.00058893	210	207	2	1	0	0	0.00952381	0.0047619	0.00714286	0.00714286
inachis_io	TRINITY_DN17716_c0_g1(+)	io.TRINITY_DN17716_c0_g1	NA	448	0	1	447	836	835	0	1	0	0	0.0	0.00119617	0.00059809	0.00059809	171	165	3	3	0	0	0.01754386	0.01754386	0.01754386	0.01754386
inachis_io	TRINITY_DN17718_c0_g1(+)	io.TRINITY_DN17718_c0_g1	NA	491	0	0	491	922	919	1	1	1	0	0.0021692	0.0021692	0.0016269	0.00180767	186	181	3	2	0	0	0.01612903	0.01075269	0.01344086	0.01344086
inachis_io	TRINITY_DN17719_c0_g1(+)	io.TRINITY_DN17719_c0_g1	NA	182	0	0	182	356	355	1	0	0	0	0.00280899	0.0	0.00140449	0.00140449	66	66	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17719_c0_g2(+)	io.TRINITY_DN17719_c0_g2	OG0003819	471	0	0	471	909	909	0	0	0	0	0.0	0.0	0.0	0.0	176	175	1	0	0	0	0.00568182	0.0	0.00284091	0.00284091
inachis_io	TRINITY_DN17722_c0_g1(+)	io.TRINITY_DN17722_c0_g1	NA	472	0	0	472	907	907	0	0	0	0	0.0	0.0	0.0	0.0	254	252	0	2	0	0	0.0	0.00787402	0.00393701	0.00393701
inachis_io	TRINITY_DN17722_c0_g2(+)	io.TRINITY_DN17722_c0_g2	NA	175	0	0	175	331	331	0	0	0	0	0.0	0.0	0.0	0.0	73	73	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17723_c0_g2(+)	io.TRINITY_DN17723_c0_g2	NA	405	0	0	405	782	782	0	0	0	0	0.0	0.0	0.0	0.0	150	149	0	1	0	0	0.0	0.00666667	0.00333333	0.00333333
inachis_io	TRINITY_DN17723_c1_g1(+)	io.TRINITY_DN17723_c1_g1	NA	175	0	0	175	330	330	0	0	0	0	0.0	0.0	0.0	0.0	55	54	0	1	0	0	0.0	0.01818182	0.00909091	0.00909091
inachis_io	TRINITY_DN17726_c0_g1(+)	io.TRINITY_DN17726_c0_g1	OG0001861	439	0	0	439	836	834	2	0	0	0	0.00239234	0.0	0.00119617	0.00119617	242	240	2	0	0	0	0.00826446	0.0	0.00413223	0.00413223
inachis_io	TRINITY_DN17728_c0_g1(+)	io.TRINITY_DN17728_c0_g1	NA	37	0	0	37	66	63	1	2	0	0	0.01515152	0.03030303	0.02272727	0.02272727	20	20	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17729_c0_g2(+)	io.TRINITY_DN17729_c0_g2	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
inachis_io	TRINITY_DN17729_c0_g4(+)	io.TRINITY_DN17729_c0_g4	NA	463	0	0	463	899	899	0	0	0	0	0.0	0.0	0.0	0.0	198	197	1	0	0	0	0.00505051	0.0	0.00252525	0.00252525
inachis_io	TRINITY_DN17731_c0_g1(+)	io.TRINITY_DN17731_c0_g1	NA	73	0	0	73	137	137	0	0	0	0	0.0	0.0	0.0	0.0	31	30	1	0	0	0	0.03225806	0.0	0.01612903	0.01612903
inachis_io	TRINITY_DN17731_c1_g1(+)	io.TRINITY_DN17731_c1_g1	NA	395	0	0	395	768	768	0	0	0	0	0.0	0.0	0.0	0.0	173	172	0	0	1	0	0.00578035	0.00578035	0.00289017	0.00385356
inachis_io	TRINITY_DN17732_c0_g1(+)	io.TRINITY_DN17732_c0_g1	NA	38	0	0	38	70	70	0	0	0	0	0.0	0.0	0.0	0.0	15	13	0	1	1	0	0.06666667	0.13333333	0.06666667	0.07777778
inachis_io	TRINITY_DN17734_c0_g1(-)	io.TRINITY_DN17734_c0_g1	NA	49	0	0	49	92	91	0	1	0	0	0.0	0.01086957	0.00543478	0.00543478	19	19	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17735_c0_g1(+)	io.TRINITY_DN17735_c0_g1	NA	16	0	0	16	31	31	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17736_c0_g1(+)	io.TRINITY_DN17736_c0_g1	NA	211	0	0	211	390	390	0	0	0	0	0.0	0.0	0.0	0.0	52	50	0	1	0	1	0.0	0.01923077	0.02884615	0.0224359
inachis_io	TRINITY_DN17737_c0_g1(-)	io.TRINITY_DN17737_c0_g1	NA	38	0	0	38	78	78	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17738_c0_g1(+)	io.TRINITY_DN17738_c0_g1	NA	75	0	0	75	146	146	0	0	0	0	0.0	0.0	0.0	0.0	36	34	0	1	0	1	0.0	0.02777778	0.04166667	0.03240741
inachis_io	TRINITY_DN17739_c0_g1(+)	io.TRINITY_DN17739_c0_g1	OG0001747	321	0	0	321	624	624	0	0	0	0	0.0	0.0	0.0	0.0	125	125	0	0	0	0	0.0	0.0	0.0	0.0
inachis_io	TRINITY_DN17740_c0_g1(+)	io.TRINITY_DN17740_c0_g1	NA	297	0	0	297	562	559	0	2	0	1	0.0	0.00355872	0.00355872	0.0029656	138	133	0	2	0	3	0.0	0.01449275	0.02898551	0.02173913
