species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_OV_231	0_pi_OV_353	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_OV_231	4_pi_OV_353	4_pi_between	4_pi_total
ochlodes_venatus	TRINITY_DN19580_c0_g2(+)	venatus.TRINITY_DN19580_c0_g2	NA	7	0	0	7	13	13	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19582_c0_g1(+)	venatus.TRINITY_DN19582_c0_g1	NA	206	0	0	206	382	382	0	0	0	0	0.0	0.0	0.0	0.0	68	64	0	3	1	0	0.01470588	0.05882353	0.02941176	0.03186274
ochlodes_venatus	TRINITY_DN19584_c1_g1(+)	venatus.TRINITY_DN19584_c1_g1	NA	296	0	2	294	556	547	2	6	1	0	0.00539568	0.01258993	0.00809353	0.00839329	139	134	1	4	0	0	0.00719424	0.02877698	0.01798561	0.01798561
ochlodes_venatus	TRINITY_DN19585_c0_g1(-)	venatus.TRINITY_DN19585_c0_g1	NA	50	0	0	50	100	98	0	1	0	1	0.0	0.01	0.015	0.01166667	31	31	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19586_c0_g1(+)	venatus.TRINITY_DN19586_c0_g1	OG0001298	438	0	0	438	826	826	0	0	0	0	0.0	0.0	0.0	0.0	203	200	1	0	1	1	0.00985222	0.00492611	0.00985222	0.0090312
ochlodes_venatus	TRINITY_DN19587_c0_g1(+)	venatus.TRINITY_DN19587_c0_g1	NA	296	0	0	296	557	556	0	1	0	0	0.0	0.00179533	0.00089767	0.00089767	143	139	4	0	0	0	0.02797203	0.0	0.01398601	0.01398601
ochlodes_venatus	TRINITY_DN19589_c0_g1(+)	venatus.TRINITY_DN19589_c0_g1	NA	154	0	0	154	286	286	0	0	0	0	0.0	0.0	0.0	0.0	54	50	1	3	0	0	0.01851852	0.05555556	0.03703704	0.03703704
ochlodes_venatus	TRINITY_DN19590_c0_g1(+)	venatus.TRINITY_DN19590_c0_g1	NA	204	0	0	204	387	387	0	0	0	0	0.0	0.0	0.0	0.0	71	70	0	0	1	0	0.01408451	0.01408451	0.00704225	0.00938967
ochlodes_venatus	TRINITY_DN19593_c0_g1(+)	venatus.TRINITY_DN19593_c0_g1	NA	279	0	0	279	515	515	0	0	0	0	0.0	0.0	0.0	0.0	144	137	2	4	0	1	0.01388889	0.02777778	0.02777778	0.02546296
ochlodes_venatus	TRINITY_DN19594_c0_g1(+)	venatus.TRINITY_DN19594_c0_g1	NA	30	0	0	30	58	57	0	1	0	0	0.0	0.01724138	0.00862069	0.00862069	9	9	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19595_c0_g1(+)	venatus.TRINITY_DN19595_c0_g1	NA	401	0	0	401	761	759	1	1	0	0	0.00131406	0.00131406	0.00131406	0.00131406	239	232	1	5	1	0	0.0083682	0.0251046	0.01464435	0.0153417
ochlodes_venatus	TRINITY_DN19597_c0_g1(+)	venatus.TRINITY_DN19597_c0_g1	OG0002582	435	0	0	435	844	844	0	0	0	0	0.0	0.0	0.0	0.0	192	188	0	2	2	0	0.01041667	0.02083333	0.01041667	0.01215278
ochlodes_venatus	TRINITY_DN19600_c0_g1(+)	venatus.TRINITY_DN19600_c0_g1	NA	16	0	0	16	31	31	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19602_c0_g1(+)	venatus.TRINITY_DN19602_c0_g1	NA	356	0	0	356	679	679	0	0	0	0	0.0	0.0	0.0	0.0	168	167	1	0	0	0	0.00595238	0.0	0.00297619	0.00297619
ochlodes_venatus	TRINITY_DN19604_c0_g1(+)	venatus.TRINITY_DN19604_c0_g1	NA	201	0	0	201	372	372	0	0	0	0	0.0	0.0	0.0	0.0	97	94	3	0	0	0	0.03092784	0.0	0.01546392	0.01546392
ochlodes_venatus	TRINITY_DN19605_c0_g1(+)	venatus.TRINITY_DN19605_c0_g1	NA	13	0	0	13	26	26	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19606_c0_g1(-)	venatus.TRINITY_DN19606_c0_g1	NA	245	2	0	243	455	439	5	3	7	1	0.02637363	0.02197802	0.01868132	0.02051282	87	87	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19608_c0_g1(+)	venatus.TRINITY_DN19608_c0_g1	NA	49	0	0	49	89	88	0	0	1	0	0.01123596	0.01123596	0.00561798	0.00749064	20	20	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19609_c0_g1(+)	venatus.TRINITY_DN19609_c0_g1	NA	378	0	0	378	729	728	1	0	0	0	0.00137174	0.0	0.00068587	0.00068587	172	170	1	0	1	0	0.01162791	0.00581395	0.00581395	0.00678294
ochlodes_venatus	TRINITY_DN19610_c0_g1(+)	venatus.TRINITY_DN19610_c0_g1	NA	477	0	0	477	905	904	0	1	0	0	0.0	0.00110497	0.00055249	0.00055249	194	190	0	2	0	2	0.0	0.01030928	0.01546392	0.01202749
ochlodes_venatus	TRINITY_DN19612_c0_g2(+)	venatus.TRINITY_DN19612_c0_g2	OG0002449	568	0	0	568	1064	1063	0	1	0	0	0.0	0.00093985	0.00046992	0.00046992	196	195	0	1	0	0	0.0	0.00510204	0.00255102	0.00255102
ochlodes_venatus	TRINITY_DN19613_c0_g1(+)	venatus.TRINITY_DN19613_c0_g1	NA	208	0	0	208	375	365	4	2	4	0	0.02133333	0.016	0.01333333	0.01511111	65	61	0	3	1	0	0.01538462	0.06153846	0.03076923	0.03333333
ochlodes_venatus	TRINITY_DN19614_c1_g1(+)	venatus.TRINITY_DN19614_c1_g1	NA	8	0	0	8	15	15	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19618_c0_g1(+)	venatus.TRINITY_DN19618_c0_g1	OG0001709	214	0	0	214	404	404	0	0	0	0	0.0	0.0	0.0	0.0	107	98	3	5	1	0	0.03738318	0.05607477	0.04205607	0.04361371
ochlodes_venatus	TRINITY_DN19622_c0_g2(+)	venatus.TRINITY_DN19622_c0_g2	NA	258	0	0	258	498	498	0	0	0	0	0.0	0.0	0.0	0.0	142	138	4	0	0	0	0.02816901	0.0	0.01408451	0.01408451
ochlodes_venatus	TRINITY_DN19623_c0_g1(+)	venatus.TRINITY_DN19623_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19624_c0_g1(+)	venatus.TRINITY_DN19624_c0_g1	OG0003985	1654	0	1	1653	3175	3175	0	0	0	0	0.0	0.0	0.0	0.0	624	621	2	1	0	0	0.00320513	0.00160256	0.00240385	0.00240385
ochlodes_venatus	TRINITY_DN19625_c0_g1(+)	venatus.TRINITY_DN19625_c0_g1	NA	219	0	0	219	415	415	0	0	0	0	0.0	0.0	0.0	0.0	97	96	1	0	0	0	0.01030928	0.0	0.00515464	0.00515464
ochlodes_venatus	TRINITY_DN19628_c0_g1(+)	venatus.TRINITY_DN19628_c0_g1	OG0001293	161	0	0	161	302	302	0	0	0	0	0.0	0.0	0.0	0.0	85	80	0	5	0	0	0.0	0.05882353	0.02941176	0.02941176
ochlodes_venatus	TRINITY_DN19629_c0_g2(+)	venatus.TRINITY_DN19629_c0_g2	NA	70	0	0	70	129	126	1	1	0	1	0.00775194	0.00775194	0.01550388	0.0129199	34	34	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19630_c0_g1(+)	venatus.TRINITY_DN19630_c0_g1	NA	163	0	0	163	298	297	1	0	0	0	0.0033557	0.0	0.00167785	0.00167785	67	66	1	0	0	0	0.01492537	0.0	0.00746269	0.00746269
ochlodes_venatus	TRINITY_DN19631_c0_g1(+)	venatus.TRINITY_DN19631_c0_g1	NA	62	0	0	62	120	119	0	0	1	0	0.00833333	0.00833333	0.00416667	0.00555556	30	29	1	0	0	0	0.03333333	0.0	0.01666667	0.01666667
ochlodes_venatus	TRINITY_DN19634_c0_g2(+)	venatus.TRINITY_DN19634_c0_g2	OG0004473	337	0	0	337	644	644	0	0	0	0	0.0	0.0	0.0	0.0	197	195	1	1	0	0	0.00507614	0.00507614	0.00507614	0.00507614
ochlodes_venatus	TRINITY_DN19635_c0_g1(-)	venatus.TRINITY_DN19635_c0_g1	NA	60	0	0	60	116	116	0	0	0	0	0.0	0.0	0.0	0.0	36	36	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19637_c0_g1(+)	venatus.TRINITY_DN19637_c0_g1	NA	460	0	1	459	877	876	1	0	0	0	0.00114025	0.0	0.00057013	0.00057013	179	175	0	3	1	0	0.00558659	0.02234637	0.01117318	0.01210428
ochlodes_venatus	TRINITY_DN19638_c1_g1(+)	venatus.TRINITY_DN19638_c1_g1	NA	228	0	3	225	417	404	0	3	10	0	0.02398082	0.03117506	0.01558753	0.01958433	100	98	1	1	0	0	0.01	0.01	0.01	0.01
ochlodes_venatus	TRINITY_DN19639_c0_g1(+)	venatus.TRINITY_DN19639_c0_g1	NA	247	0	0	247	452	452	0	0	0	0	0.0	0.0	0.0	0.0	127	121	2	3	1	0	0.02362205	0.03149606	0.02362205	0.02493438
ochlodes_venatus	TRINITY_DN19642_c0_g1(+)	venatus.TRINITY_DN19642_c0_g1	OG0003882	529	0	0	529	1011	1008	3	0	0	0	0.00296736	0.0	0.00148368	0.00148368	245	241	4	0	0	0	0.01632653	0.0	0.00816327	0.00816327
ochlodes_venatus	TRINITY_DN19643_c0_g1(+)	venatus.TRINITY_DN19643_c0_g1	NA	331	0	0	331	631	631	0	0	0	0	0.0	0.0	0.0	0.0	134	134	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19644_c0_g1(+)	venatus.TRINITY_DN19644_c0_g1	NA	253	0	0	253	485	484	0	1	0	0	0.0	0.00206186	0.00103093	0.00103093	137	134	0	2	0	1	0.0	0.01459854	0.01459854	0.01216545
ochlodes_venatus	TRINITY_DN19645_c0_g1(+)	venatus.TRINITY_DN19645_c0_g1	NA	242	0	0	242	465	461	0	3	1	0	0.00215054	0.00860215	0.00430108	0.0046595	110	109	0	0	1	0	0.00909091	0.00909091	0.00454545	0.0060606
ochlodes_venatus	TRINITY_DN19646_c0_g1(+)	venatus.TRINITY_DN19646_c0_g1	NA	269	0	0	269	513	511	0	1	0	1	0.0	0.00194932	0.00292398	0.00227421	122	118	0	3	0	1	0.0	0.02459016	0.0204918	0.01775956
ochlodes_venatus	TRINITY_DN19647_c0_g1(+)	venatus.TRINITY_DN19647_c0_g1	NA	490	0	0	490	914	912	1	1	0	0	0.00109409	0.00109409	0.00109409	0.00109409	182	180	0	2	0	0	0.0	0.01098901	0.00549451	0.00549451
ochlodes_venatus	TRINITY_DN19648_c0_g1(-)	venatus.TRINITY_DN19648_c0_g1	NA	24	0	0	24	47	47	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19652_c0_g1(+)	venatus.TRINITY_DN19652_c0_g1	NA	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19652_c0_g2(-)	venatus.TRINITY_DN19652_c0_g2	NA	45	0	0	45	87	87	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19655_c0_g2(+)	venatus.TRINITY_DN19655_c0_g2	NA	120	0	0	120	229	229	0	0	0	0	0.0	0.0	0.0	0.0	55	54	1	0	0	0	0.01818182	0.0	0.00909091	0.00909091
ochlodes_venatus	TRINITY_DN19656_c0_g1(+)	venatus.TRINITY_DN19656_c0_g1	NA	94	0	0	94	181	181	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19658_c0_g1(+)	venatus.TRINITY_DN19658_c0_g1	OG0001820	160	0	0	160	311	311	0	0	0	0	0.0	0.0	0.0	0.0	60	60	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19659_c0_g1(+)	venatus.TRINITY_DN19659_c0_g1	OG0002527	337	0	0	337	635	633	0	0	2	0	0.00314961	0.00314961	0.0015748	0.00209974	120	119	0	0	1	0	0.00833333	0.00833333	0.00416667	0.00555556
ochlodes_venatus	TRINITY_DN19661_c0_g1(+)	venatus.TRINITY_DN19661_c0_g1	NA	49	0	1	48	83	81	0	2	0	0	0.0	0.02409639	0.01204819	0.01204819	14	13	0	1	0	0	0.0	0.07142857	0.03571429	0.03571429
ochlodes_venatus	TRINITY_DN19664_c0_g1(+)	venatus.TRINITY_DN19664_c0_g1	NA	298	0	0	298	564	563	1	0	0	0	0.00177305	0.0	0.00088652	0.00088652	102	100	2	0	0	0	0.01960784	0.0	0.00980392	0.00980392
ochlodes_venatus	TRINITY_DN19665_c0_g1(+)	venatus.TRINITY_DN19665_c0_g1	NA	229	0	0	229	421	420	0	0	1	0	0.0023753	0.0023753	0.00118765	0.00158353	92	87	2	2	1	0	0.0326087	0.0326087	0.02717391	0.02898551
ochlodes_venatus	TRINITY_DN19666_c0_g1(+)	venatus.TRINITY_DN19666_c0_g1	NA	184	0	0	184	335	334	0	0	1	0	0.00298507	0.00298507	0.00149254	0.00199005	82	71	5	3	3	0	0.09756098	0.07317073	0.06707317	0.07317073
ochlodes_venatus	TRINITY_DN19668_c0_g1(+)	venatus.TRINITY_DN19668_c0_g1	NA	42	0	0	42	83	82	0	0	1	0	0.01204819	0.01204819	0.0060241	0.00803213	15	15	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19671_c0_g1(+)	venatus.TRINITY_DN19671_c0_g1	NA	523	0	0	523	999	998	0	1	0	0	0.0	0.001001	0.0005005	0.0005005	266	261	3	2	0	0	0.0112782	0.0075188	0.0093985	0.0093985
ochlodes_venatus	TRINITY_DN19674_c0_g1(+)	venatus.TRINITY_DN19674_c0_g1	OG0001300	255	0	0	255	484	483	0	1	0	0	0.0	0.00206612	0.00103306	0.00103306	77	76	0	1	0	0	0.0	0.01298701	0.00649351	0.00649351
ochlodes_venatus	TRINITY_DN19677_c0_g1(+)	venatus.TRINITY_DN19677_c0_g1	NA	402	0	2	400	753	751	0	0	2	0	0.00265604	0.00265604	0.00132802	0.00177069	133	133	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19679_c0_g1(+)	venatus.TRINITY_DN19679_c0_g1	OG0001654	331	0	0	331	617	617	0	0	0	0	0.0	0.0	0.0	0.0	183	178	0	5	0	0	0.0	0.0273224	0.0136612	0.0136612
ochlodes_venatus	TRINITY_DN19680_c0_g1(+)	venatus.TRINITY_DN19680_c0_g1	NA	236	0	0	236	460	460	0	0	0	0	0.0	0.0	0.0	0.0	104	104	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19683_c0_g1(+)	venatus.TRINITY_DN19683_c0_g1	NA	360	0	0	360	689	689	0	0	0	0	0.0	0.0	0.0	0.0	109	106	0	3	0	0	0.0	0.02752294	0.01376147	0.01376147
ochlodes_venatus	TRINITY_DN19684_c0_g1(+)	venatus.TRINITY_DN19684_c0_g1	NA	201	0	0	201	375	372	1	0	2	0	0.008	0.00533333	0.004	0.00488889	83	76	2	3	2	0	0.04819277	0.06024096	0.04216867	0.04618473
ochlodes_venatus	TRINITY_DN19685_c0_g2(+)	venatus.TRINITY_DN19685_c0_g2	NA	81	0	0	81	157	157	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19687_c0_g1(+)	venatus.TRINITY_DN19687_c0_g1	NA	89	0	0	89	165	162	0	2	1	0	0.00606061	0.01818182	0.00909091	0.01010101	42	41	1	0	0	0	0.02380952	0.0	0.01190476	0.01190476
ochlodes_venatus	TRINITY_DN19688_c0_g1(-)	venatus.TRINITY_DN19688_c0_g1	NA	62	0	0	62	113	112	0	0	1	0	0.00884956	0.00884956	0.00442478	0.00589971	22	22	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19688_c0_g2(+)	venatus.TRINITY_DN19688_c0_g2	NA	111	0	0	111	201	201	0	0	0	0	0.0	0.0	0.0	0.0	30	29	1	0	0	0	0.03333333	0.0	0.01666667	0.01666667
ochlodes_venatus	TRINITY_DN19689_c0_g1(+)	venatus.TRINITY_DN19689_c0_g1	NA	252	0	0	252	489	489	0	0	0	0	0.0	0.0	0.0	0.0	122	122	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19690_c0_g1(+)	venatus.TRINITY_DN19690_c0_g1	NA	290	0	0	290	537	532	2	3	0	0	0.00372439	0.00558659	0.00465549	0.00465549	111	110	0	1	0	0	0.0	0.00900901	0.0045045	0.0045045
ochlodes_venatus	TRINITY_DN19692_c0_g1(+)	venatus.TRINITY_DN19692_c0_g1	NA	145	0	0	145	283	283	0	0	0	0	0.0	0.0	0.0	0.0	67	66	1	0	0	0	0.01492537	0.0	0.00746269	0.00746269
ochlodes_venatus	TRINITY_DN19693_c0_g1(+)	venatus.TRINITY_DN19693_c0_g1	NA	12	0	0	12	21	21	0	0	0	0	0.0	0.0	0.0	0.0	6	5	0	0	0	1	0.0	0.0	0.16666667	0.11111111
ochlodes_venatus	TRINITY_DN19694_c0_g1(+)	venatus.TRINITY_DN19694_c0_g1	NA	368	1	0	367	671	663	3	0	0	5	0.00447094	0.0	0.00968703	0.00720318	125	123	1	0	0	1	0.008	0.0	0.012	0.00933333
ochlodes_venatus	TRINITY_DN19696_c0_g1(+)	venatus.TRINITY_DN19696_c0_g1	NA	68	0	0	68	129	129	0	0	0	0	0.0	0.0	0.0	0.0	27	26	0	1	0	0	0.0	0.03703704	0.01851852	0.01851852
ochlodes_venatus	TRINITY_DN19696_c0_g2(+)	venatus.TRINITY_DN19696_c0_g2	NA	245	0	0	245	479	479	0	0	0	0	0.0	0.0	0.0	0.0	108	107	1	0	0	0	0.00925926	0.0	0.00462963	0.00462963
ochlodes_venatus	TRINITY_DN19697_c0_g1(+)	venatus.TRINITY_DN19697_c0_g1	NA	314	0	0	314	611	610	0	0	1	0	0.00163666	0.00163666	0.00081833	0.00109111	162	158	2	1	0	1	0.01234568	0.00617284	0.0154321	0.01337449
ochlodes_venatus	TRINITY_DN19698_c0_g2(+)	venatus.TRINITY_DN19698_c0_g2	NA	148	0	0	148	283	283	0	0	0	0	0.0	0.0	0.0	0.0	66	63	3	0	0	0	0.04545455	0.0	0.02272727	0.02272727
ochlodes_venatus	TRINITY_DN19700_c0_g1(+)	venatus.TRINITY_DN19700_c0_g1	NA	114	0	0	114	204	204	0	0	0	0	0.0	0.0	0.0	0.0	50	47	2	0	1	0	0.06	0.02	0.03	0.03333333
ochlodes_venatus	TRINITY_DN19701_c0_g1(+)	venatus.TRINITY_DN19701_c0_g1	NA	284	0	1	283	526	524	1	0	1	0	0.00380228	0.00190114	0.00190114	0.002218	109	107	2	0	0	0	0.01834862	0.0	0.00917431	0.00917431
ochlodes_venatus	TRINITY_DN19702_c0_g1(+)	venatus.TRINITY_DN19702_c0_g1	NA	119	0	0	119	224	224	0	0	0	0	0.0	0.0	0.0	0.0	53	52	1	0	0	0	0.01886792	0.0	0.00943396	0.00943396
ochlodes_venatus	TRINITY_DN19703_c0_g1(+)	venatus.TRINITY_DN19703_c0_g1	NA	289	0	0	289	547	547	0	0	0	0	0.0	0.0	0.0	0.0	149	146	3	0	0	0	0.02013423	0.0	0.01006711	0.01006711
ochlodes_venatus	TRINITY_DN19704_c0_g1(+)	venatus.TRINITY_DN19704_c0_g1	NA	181	0	0	181	352	352	0	0	0	0	0.0	0.0	0.0	0.0	89	89	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19707_c0_g1(+)	venatus.TRINITY_DN19707_c0_g1	NA	387	0	0	387	746	746	0	0	0	0	0.0	0.0	0.0	0.0	197	194	0	1	2	0	0.01015228	0.01522843	0.00761421	0.00930626
ochlodes_venatus	TRINITY_DN19710_c1_g1(+)	venatus.TRINITY_DN19710_c1_g1	NA	114	0	0	114	220	220	0	0	0	0	0.0	0.0	0.0	0.0	48	47	1	0	0	0	0.02083333	0.0	0.01041667	0.01041667
ochlodes_venatus	TRINITY_DN19713_c0_g1(+)	venatus.TRINITY_DN19713_c0_g1	NA	256	0	0	256	472	472	0	0	0	0	0.0	0.0	0.0	0.0	102	100	1	1	0	0	0.00980392	0.00980392	0.00980392	0.00980392
ochlodes_venatus	TRINITY_DN19716_c0_g1(+)	venatus.TRINITY_DN19716_c0_g1	NA	282	0	0	282	529	529	0	0	0	0	0.0	0.0	0.0	0.0	121	114	4	2	1	0	0.04132231	0.02479339	0.02892562	0.03030303
ochlodes_venatus	TRINITY_DN19717_c0_g1(+)	venatus.TRINITY_DN19717_c0_g1	NA	152	0	0	152	297	297	0	0	0	0	0.0	0.0	0.0	0.0	55	53	0	1	0	1	0.0	0.01818182	0.02727273	0.02121212
ochlodes_venatus	TRINITY_DN19720_c0_g1(+)	venatus.TRINITY_DN19720_c0_g1	NA	249	0	1	248	469	468	0	0	1	0	0.0021322	0.0021322	0.0010661	0.00142147	88	85	1	1	1	0	0.02272727	0.02272727	0.01704545	0.01893939
ochlodes_venatus	TRINITY_DN19722_c0_g1(+)	venatus.TRINITY_DN19722_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19723_c0_g2(+)	venatus.TRINITY_DN19723_c0_g2	NA	898	0	0	898	1735	1735	0	0	0	0	0.0	0.0	0.0	0.0	415	410	2	3	0	0	0.00481928	0.00722892	0.0060241	0.0060241
ochlodes_venatus	TRINITY_DN19724_c0_g1(+)	venatus.TRINITY_DN19724_c0_g1	NA	497	0	0	497	924	923	1	0	0	0	0.00108225	0.0	0.00054113	0.00054113	229	223	4	1	1	0	0.02183406	0.00873362	0.01310044	0.01382824
ochlodes_venatus	TRINITY_DN19725_c0_g1(+)	venatus.TRINITY_DN19725_c0_g1	NA	308	0	0	308	561	560	0	1	0	0	0.0	0.00178253	0.00089127	0.00089127	105	99	0	4	0	2	0.0	0.03809524	0.03809524	0.03174603
ochlodes_venatus	TRINITY_DN19726_c0_g1(+)	venatus.TRINITY_DN19726_c0_g1	OG0004221	788	0	0	788	1488	1488	0	0	0	0	0.0	0.0	0.0	0.0	307	302	0	5	0	0	0.0	0.01628664	0.00814332	0.00814332
ochlodes_venatus	TRINITY_DN19727_c0_g1(+)	venatus.TRINITY_DN19727_c0_g1	NA	519	0	1	518	993	992	0	0	1	0	0.00100705	0.00100705	0.00050352	0.00067136	213	209	2	2	0	0	0.00938967	0.00938967	0.00938967	0.00938967
ochlodes_venatus	TRINITY_DN19728_c0_g1(+)	venatus.TRINITY_DN19728_c0_g1	NA	204	1	0	203	389	389	0	0	0	0	0.0	0.0	0.0	0.0	91	87	0	4	0	0	0.0	0.04395604	0.02197802	0.02197802
ochlodes_venatus	TRINITY_DN19729_c0_g1(+)	venatus.TRINITY_DN19729_c0_g1	NA	585	0	0	585	1095	1091	1	1	2	0	0.00273973	0.00273973	0.00182648	0.0021309	195	193	0	0	2	0	0.01025641	0.01025641	0.00512821	0.00683761
ochlodes_venatus	TRINITY_DN19731_c0_g1(+)	venatus.TRINITY_DN19731_c0_g1	NA	438	0	0	438	835	833	0	1	1	0	0.0011976	0.00239521	0.0011976	0.0013972	189	187	2	0	0	0	0.01058201	0.0	0.00529101	0.00529101
ochlodes_venatus	TRINITY_DN19732_c0_g1(+)	venatus.TRINITY_DN19732_c0_g1	OG0001749	193	0	1	192	362	362	0	0	0	0	0.0	0.0	0.0	0.0	91	86	3	1	0	1	0.03296703	0.01098901	0.03296703	0.02930403
ochlodes_venatus	TRINITY_DN19736_c0_g1(+)	venatus.TRINITY_DN19736_c0_g1	NA	234	0	0	234	440	439	0	1	0	0	0.0	0.00227273	0.00113636	0.00113636	120	115	1	3	1	0	0.01666667	0.03333333	0.02083333	0.02222222
ochlodes_venatus	TRINITY_DN19737_c0_g1(+)	venatus.TRINITY_DN19737_c0_g1	OG0001411	247	0	0	247	477	477	0	0	0	0	0.0	0.0	0.0	0.0	118	113	0	5	0	0	0.0	0.04237288	0.02118644	0.02118644
ochlodes_venatus	TRINITY_DN19738_c0_g1(+)	venatus.TRINITY_DN19738_c0_g1	OG0001484	112	0	0	112	212	212	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19740_c0_g1(+)	venatus.TRINITY_DN19740_c0_g1	NA	277	0	0	277	527	525	0	0	0	2	0.0	0.0	0.00379507	0.00253005	105	105	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19742_c0_g1(+)	venatus.TRINITY_DN19742_c0_g1	NA	70	0	0	70	125	123	0	1	1	0	0.008	0.016	0.008	0.00933333	32	30	0	2	0	0	0.0	0.0625	0.03125	0.03125
ochlodes_venatus	TRINITY_DN19743_c0_g1(+)	venatus.TRINITY_DN19743_c0_g1	NA	98	0	1	97	177	175	0	2	0	0	0.0	0.01129944	0.00564972	0.00564972	41	38	1	0	2	0	0.07317073	0.04878049	0.03658537	0.04471545
ochlodes_venatus	TRINITY_DN19745_c0_g3(-)	venatus.TRINITY_DN19745_c0_g3	NA	44	0	0	44	72	72	0	0	0	0	0.0	0.0	0.0	0.0	24	22	1	0	1	0	0.08333333	0.04166667	0.04166667	0.04861111
ochlodes_venatus	TRINITY_DN19748_c0_g1(+)	venatus.TRINITY_DN19748_c0_g1	NA	50	0	0	50	90	89	0	0	1	0	0.01111111	0.01111111	0.00555556	0.00740741	23	21	2	0	0	0	0.08695652	0.0	0.04347826	0.04347826
ochlodes_venatus	TRINITY_DN19750_c0_g1(+)	venatus.TRINITY_DN19750_c0_g1	NA	573	0	0	573	1103	1103	0	0	0	0	0.0	0.0	0.0	0.0	262	261	0	0	0	1	0.0	0.0	0.00381679	0.00254453
ochlodes_venatus	TRINITY_DN19752_c0_g1(+)	venatus.TRINITY_DN19752_c0_g1	NA	133	0	0	133	257	257	0	0	0	0	0.0	0.0	0.0	0.0	46	46	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19754_c0_g1(+)	venatus.TRINITY_DN19754_c0_g1	OG0003146	206	0	0	206	397	397	0	0	0	0	0.0	0.0	0.0	0.0	98	95	1	1	0	1	0.01020408	0.01020408	0.02040816	0.0170068
ochlodes_venatus	TRINITY_DN19756_c0_g1(+)	venatus.TRINITY_DN19756_c0_g1	OG0001700	262	0	0	262	515	512	2	1	0	0	0.0038835	0.00194175	0.00291262	0.00291262	99	99	0	0	0	0	0.0	0.0	0.0	0.0
ochlodes_venatus	TRINITY_DN19759_c0_g1(+)	venatus.TRINITY_DN19759_c0_g1	NA	182	0	0	182	337	336	0	0	1	0	0.00296736	0.00296736	0.00148368	0.00197824	78	77	0	0	1	0	0.01282051	0.01282051	0.00641026	0.00854701
