species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_PI_162	0_pi_PI_39	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_PI_162	4_pi_PI_39	4_pi_between	4_pi_total
polyommatus_icarus	TRINITY_DN15873_c0_g1(+)	icarus.TRINITY_DN15873_c0_g1	NA	130	0	0	130	242	241	1	0	0	0	0.00413223	0.0	0.00206612	0.00206612	66	62	3	0	1	0	0.06060606	0.01515152	0.03030303	0.03282828
polyommatus_icarus	TRINITY_DN15874_c3_g1(-)	icarus.TRINITY_DN15874_c3_g1	NA	55	0	1	54	103	103	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15875_c1_g2(+)	icarus.TRINITY_DN15875_c1_g2	NA	303	0	0	303	574	573	0	1	0	0	0.0	0.00174216	0.00087108	0.00087108	117	116	0	1	0	0	0.0	0.00854701	0.0042735	0.0042735
polyommatus_icarus	TRINITY_DN15876_c0_g1(+)	icarus.TRINITY_DN15876_c0_g1	NA	489	0	0	489	928	928	0	0	0	0	0.0	0.0	0.0	0.0	225	216	1	4	1	3	0.00888889	0.02222222	0.02666667	0.02296296
polyommatus_icarus	TRINITY_DN15877_c0_g2(+)	icarus.TRINITY_DN15877_c0_g2	OG0001611	238	0	0	238	440	439	0	1	0	0	0.0	0.00227273	0.00113636	0.00113636	67	64	1	2	0	0	0.01492537	0.02985075	0.02238806	0.02238806
polyommatus_icarus	TRINITY_DN15878_c0_g2(+)	icarus.TRINITY_DN15878_c0_g2	OG0004736	557	0	0	557	1035	1024	6	4	0	1	0.0057971	0.00386473	0.0057971	0.00547504	163	155	2	5	0	1	0.01226994	0.03067485	0.02760736	0.02556237
polyommatus_icarus	TRINITY_DN15879_c0_g1(+)	icarus.TRINITY_DN15879_c0_g1	NA	3	0	0	3	4	4	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15880_c2_g2(+)	icarus.TRINITY_DN15880_c2_g2	NA	299	0	0	299	566	566	0	0	0	0	0.0	0.0	0.0	0.0	127	124	0	3	0	0	0.0	0.02362205	0.01181102	0.01181102
polyommatus_icarus	TRINITY_DN15881_c0_g1(+)	icarus.TRINITY_DN15881_c0_g1	NA	422	1	1	420	798	793	2	3	0	0	0.00250627	0.0037594	0.00313283	0.00313283	170	167	2	1	0	0	0.01176471	0.00588235	0.00882353	0.00882353
polyommatus_icarus	TRINITY_DN15882_c0_g1(+)	icarus.TRINITY_DN15882_c0_g1	NA	302	1	0	301	526	526	0	0	0	0	0.0	0.0	0.0	0.0	117	104	9	1	1	2	0.08547009	0.01709402	0.06410256	0.05982906
polyommatus_icarus	TRINITY_DN15883_c0_g1(+)	icarus.TRINITY_DN15883_c0_g1	OG0003129	323	2	0	321	586	584	1	1	0	0	0.00170648	0.00170648	0.00170648	0.00170648	119	114	0	5	0	0	0.0	0.04201681	0.0210084	0.0210084
polyommatus_icarus	TRINITY_DN15884_c1_g1(+)	icarus.TRINITY_DN15884_c1_g1	NA	252	0	0	252	482	482	0	0	0	0	0.0	0.0	0.0	0.0	115	115	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15887_c0_g1(+)	icarus.TRINITY_DN15887_c0_g1	NA	626	0	0	626	1169	1167	1	0	0	1	0.00085543	0.0	0.00128315	0.000998	259	250	5	2	0	2	0.01930502	0.00772201	0.02123552	0.01866152
polyommatus_icarus	TRINITY_DN15888_c3_g1(+)	icarus.TRINITY_DN15888_c3_g1	OG0003579	525	0	1	524	982	980	1	1	0	0	0.00101833	0.00101833	0.00101833	0.00101833	146	144	0	2	0	0	0.0	0.01369863	0.00684932	0.00684932
polyommatus_icarus	TRINITY_DN15888_c4_g2(-)	icarus.TRINITY_DN15888_c4_g2	NA	54	0	1	53	87	83	0	4	0	0	0.0	0.04597701	0.02298851	0.02298851	25	21	0	3	0	1	0.0	0.12	0.1	0.08666667
polyommatus_icarus	TRINITY_DN15889_c0_g1(+)	icarus.TRINITY_DN15889_c0_g1	NA	1040	0	0	1040	1971	1965	0	3	0	3	0.0	0.00152207	0.00228311	0.00177575	463	452	0	7	0	4	0.0	0.01511879	0.0161987	0.01331893
polyommatus_icarus	TRINITY_DN15890_c0_g1(+)	icarus.TRINITY_DN15890_c0_g1	NA	164	0	0	164	314	314	0	0	0	0	0.0	0.0	0.0	0.0	63	61	1	0	1	0	0.03174603	0.01587302	0.01587302	0.01851852
polyommatus_icarus	TRINITY_DN15890_c1_g4(+)	icarus.TRINITY_DN15890_c1_g4	NA	634	0	0	634	1223	1222	1	0	0	0	0.00081766	0.0	0.00040883	0.00040883	303	298	2	2	0	1	0.00660066	0.00660066	0.00990099	0.00880088
polyommatus_icarus	TRINITY_DN15892_c0_g1(+)	icarus.TRINITY_DN15892_c0_g1	NA	324	0	1	323	603	599	1	3	0	0	0.00165837	0.00497512	0.00331675	0.00331675	138	128	5	4	1	0	0.04347826	0.03623188	0.03623188	0.03743961
polyommatus_icarus	TRINITY_DN15893_c0_g1(+)	icarus.TRINITY_DN15893_c0_g1	NA	155	1	0	154	279	279	0	0	0	0	0.0	0.0	0.0	0.0	70	61	3	2	0	4	0.04285714	0.02857143	0.09285714	0.07380952
polyommatus_icarus	TRINITY_DN15895_c0_g1(+)	icarus.TRINITY_DN15895_c0_g1	NA	70	0	0	70	123	120	0	1	0	2	0.0	0.00813008	0.0203252	0.01490515	28	27	0	0	0	1	0.0	0.0	0.03571429	0.02380953
polyommatus_icarus	TRINITY_DN15896_c0_g2(+)	icarus.TRINITY_DN15896_c0_g2	NA	1730	0	0	1730	3314	3309	0	2	0	3	0.0	0.0006035	0.001207	0.00090525	646	643	0	2	0	1	0.0	0.00309598	0.00309598	0.00257998
polyommatus_icarus	TRINITY_DN15897_c1_g1(+)	icarus.TRINITY_DN15897_c1_g1	NA	323	0	0	323	588	587	0	0	0	1	0.0	0.0	0.00170068	0.00113379	142	130	3	1	0	8	0.02112676	0.00704225	0.07042254	0.0516432
polyommatus_icarus	TRINITY_DN15898_c2_g2(+)	icarus.TRINITY_DN15898_c2_g2	NA	32	0	0	32	61	58	0	2	1	0	0.01639344	0.04918033	0.02459016	0.0273224	12	12	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15898_c3_g1(+)	icarus.TRINITY_DN15898_c3_g1	OG0003948	11	0	0	11	23	23	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
polyommatus_icarus	TRINITY_DN15899_c0_g1(+)	icarus.TRINITY_DN15899_c0_g1	NA	64	0	0	64	125	125	0	0	0	0	0.0	0.0	0.0	0.0	31	30	0	0	0	1	0.0	0.0	0.03225806	0.02150537
polyommatus_icarus	TRINITY_DN15900_c0_g1(+)	icarus.TRINITY_DN15900_c0_g1	OG0004288	451	0	2	449	846	841	1	2	0	2	0.00118203	0.00236407	0.00413712	0.0033491	204	198	0	2	0	4	0.0	0.00980392	0.0245098	0.01797385
polyommatus_icarus	TRINITY_DN15901_c0_g1(+)	icarus.TRINITY_DN15901_c0_g1	NA	303	0	1	302	548	544	2	0	0	2	0.00364964	0.0	0.00547445	0.00425791	162	151	5	4	1	1	0.03703704	0.0308642	0.03703704	0.03600823
polyommatus_icarus	TRINITY_DN15902_c0_g1(+)	icarus.TRINITY_DN15902_c0_g1	NA	237	0	1	236	463	457	2	1	0	3	0.00431965	0.00215983	0.00971922	0.00755939	77	77	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15902_c0_g2(+)	icarus.TRINITY_DN15902_c0_g2	NA	523	0	0	523	1012	1012	0	0	0	0	0.0	0.0	0.0	0.0	266	259	1	5	1	0	0.0075188	0.02255639	0.01315789	0.01378446
polyommatus_icarus	TRINITY_DN15903_c0_g1(+)	icarus.TRINITY_DN15903_c0_g1	NA	163	0	0	163	299	287	2	10	0	0	0.00668896	0.03344482	0.02006689	0.02006689	57	57	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15904_c0_g1(+)	icarus.TRINITY_DN15904_c0_g1	NA	1	0	0	1	3	3	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
polyommatus_icarus	TRINITY_DN15905_c2_g3(+)	icarus.TRINITY_DN15905_c2_g3	NA	20	0	0	20	36	34	0	0	2	0	0.05555556	0.05555556	0.02777778	0.03703704	10	10	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15905_c2_g4(+)	icarus.TRINITY_DN15905_c2_g4	NA	55	0	0	55	102	99	2	0	1	0	0.02941176	0.00980392	0.01470588	0.01633987	20	19	1	0	0	0	0.05	0.0	0.025	0.025
polyommatus_icarus	TRINITY_DN15905_c2_g5(+)	icarus.TRINITY_DN15905_c2_g5	OG0003820	162	0	0	162	303	303	0	0	0	0	0.0	0.0	0.0	0.0	77	75	1	0	0	1	0.01298701	0.0	0.01948052	0.01515152
polyommatus_icarus	TRINITY_DN15907_c0_g1(-)	icarus.TRINITY_DN15907_c0_g1	NA	55	0	0	55	98	97	1	0	0	0	0.01020408	0.0	0.00510204	0.00510204	34	32	2	0	0	0	0.05882353	0.0	0.02941176	0.02941176
polyommatus_icarus	TRINITY_DN15908_c3_g1(+)	icarus.TRINITY_DN15908_c3_g1	NA	64	0	1	63	117	114	0	1	2	0	0.01709402	0.02564103	0.01282051	0.01566951	39	38	0	1	0	0	0.0	0.02564103	0.01282051	0.01282051
polyommatus_icarus	TRINITY_DN15908_c4_g2(+)	icarus.TRINITY_DN15908_c4_g2	NA	196	0	0	196	375	375	0	0	0	0	0.0	0.0	0.0	0.0	86	84	0	2	0	0	0.0	0.02325581	0.01162791	0.01162791
polyommatus_icarus	TRINITY_DN15909_c3_g1(+)	icarus.TRINITY_DN15909_c3_g1	NA	185	0	0	185	359	358	0	0	0	1	0.0	0.0	0.00278552	0.00185701	56	54	2	0	0	0	0.03571429	0.0	0.01785714	0.01785714
polyommatus_icarus	TRINITY_DN15909_c4_g1(+)	icarus.TRINITY_DN15909_c4_g1	NA	145	0	1	144	268	268	0	0	0	0	0.0	0.0	0.0	0.0	65	64	0	1	0	0	0.0	0.01538462	0.00769231	0.00769231
polyommatus_icarus	TRINITY_DN15910_c1_g1(+)	icarus.TRINITY_DN15910_c1_g1	NA	183	0	0	183	339	339	0	0	0	0	0.0	0.0	0.0	0.0	78	76	0	1	0	1	0.0	0.01282051	0.01923077	0.01495727
polyommatus_icarus	TRINITY_DN15910_c1_g2(+)	icarus.TRINITY_DN15910_c1_g2	NA	46	0	0	46	87	87	0	0	0	0	0.0	0.0	0.0	0.0	27	25	0	0	0	2	0.0	0.0	0.07407407	0.04938271
polyommatus_icarus	TRINITY_DN15911_c0_g1(+)	icarus.TRINITY_DN15911_c0_g1	NA	134	0	0	134	259	259	0	0	0	0	0.0	0.0	0.0	0.0	53	52	0	0	0	1	0.0	0.0	0.01886792	0.01257861
polyommatus_icarus	TRINITY_DN15911_c1_g1(-)	icarus.TRINITY_DN15911_c1_g1	NA	21	0	0	21	39	39	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15912_c3_g5(+)	icarus.TRINITY_DN15912_c3_g5	NA	80	1	0	79	145	145	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15912_c4_g1(+)	icarus.TRINITY_DN15912_c4_g1	NA	501	0	0	501	934	932	1	0	0	1	0.00107066	0.0	0.001606	0.00124911	191	186	3	2	0	0	0.01570681	0.0104712	0.01308901	0.01308901
polyommatus_icarus	TRINITY_DN15913_c2_g1(+)	icarus.TRINITY_DN15913_c2_g1	NA	490	0	0	490	922	917	2	2	0	1	0.0021692	0.0021692	0.0032538	0.00289227	155	151	3	0	0	1	0.01935484	0.0	0.01612903	0.01397849
polyommatus_icarus	TRINITY_DN15914_c0_g1(+)	icarus.TRINITY_DN15914_c0_g1	NA	767	0	0	767	1432	1431	1	0	0	0	0.00069832	0.0	0.00034916	0.00034916	360	346	8	2	3	1	0.03055556	0.01388889	0.02083333	0.02129629
polyommatus_icarus	TRINITY_DN15915_c1_g3(+)	icarus.TRINITY_DN15915_c1_g3	NA	221	0	2	219	404	400	0	2	2	0	0.0049505	0.00990099	0.0049505	0.00577558	102	99	2	0	0	1	0.01960784	0.0	0.01960784	0.01633987
polyommatus_icarus	TRINITY_DN15916_c1_g1(+)	icarus.TRINITY_DN15916_c1_g1	NA	513	0	0	513	986	985	0	1	0	0	0.0	0.0010142	0.0005071	0.0005071	229	225	2	1	0	1	0.00873362	0.00436681	0.01091703	0.00946142
polyommatus_icarus	TRINITY_DN15918_c0_g1(+)	icarus.TRINITY_DN15918_c0_g1	NA	232	1	0	231	429	424	3	2	0	0	0.00699301	0.004662	0.00582751	0.00582751	108	102	2	4	0	0	0.01851852	0.03703704	0.02777778	0.02777778
polyommatus_icarus	TRINITY_DN15921_c0_g1(+)	icarus.TRINITY_DN15921_c0_g1	OG0005059	419	0	0	419	801	800	0	0	0	1	0.0	0.0	0.00124844	0.00083229	204	197	5	2	0	0	0.0245098	0.00980392	0.01715686	0.01715686
polyommatus_icarus	TRINITY_DN15922_c0_g1(+)	icarus.TRINITY_DN15922_c0_g1	NA	433	0	0	433	806	800	3	3	0	0	0.00372208	0.00372208	0.00372208	0.00372208	152	143	2	7	0	0	0.01315789	0.04605263	0.02960526	0.02960526
polyommatus_icarus	TRINITY_DN15923_c0_g1(+)	icarus.TRINITY_DN15923_c0_g1	NA	152	0	0	152	286	285	0	1	0	0	0.0	0.0034965	0.00174825	0.00174825	57	55	1	1	0	0	0.01754386	0.01754386	0.01754386	0.01754386
polyommatus_icarus	TRINITY_DN15923_c0_g2(+)	icarus.TRINITY_DN15923_c0_g2	NA	416	1	0	415	765	756	2	4	0	3	0.00261438	0.00522876	0.00784314	0.00653595	135	131	1	1	0	2	0.00740741	0.00740741	0.02222222	0.01728395
polyommatus_icarus	TRINITY_DN15924_c2_g1(+)	icarus.TRINITY_DN15924_c2_g1	NA	455	1	0	454	874	873	1	0	0	0	0.00114416	0.0	0.00057208	0.00057208	242	229	5	1	6	1	0.04545455	0.02892562	0.02892562	0.03168044
polyommatus_icarus	TRINITY_DN15926_c0_g2(+)	icarus.TRINITY_DN15926_c0_g2	NA	327	1	0	326	619	616	2	1	0	0	0.00323102	0.00161551	0.00242326	0.00242326	133	132	0	1	0	0	0.0	0.0075188	0.0037594	0.0037594
polyommatus_icarus	TRINITY_DN15927_c0_g1(+)	icarus.TRINITY_DN15927_c0_g1	NA	466	1	1	464	831	822	3	2	4	0	0.00842359	0.00722022	0.00541516	0.00621741	176	163	2	8	3	0	0.02840909	0.0625	0.03693182	0.03977273
polyommatus_icarus	TRINITY_DN15929_c1_g1(+)	icarus.TRINITY_DN15929_c1_g1	NA	492	1	1	490	933	930	2	1	0	0	0.00214362	0.00107181	0.00160772	0.00160772	236	230	2	4	0	0	0.00847458	0.01694915	0.01271186	0.01271186
polyommatus_icarus	TRINITY_DN15931_c1_g1(+)	icarus.TRINITY_DN15931_c1_g1	NA	278	0	0	278	515	515	0	0	0	0	0.0	0.0	0.0	0.0	124	119	2	1	1	1	0.02419355	0.01612903	0.02419355	0.02284946
polyommatus_icarus	TRINITY_DN15932_c0_g1(+)	icarus.TRINITY_DN15932_c0_g1	OG0003419	344	0	1	343	631	626	3	0	0	2	0.00475436	0.0	0.00554675	0.00449023	124	122	1	0	0	1	0.00806452	0.0	0.01209677	0.0094086
polyommatus_icarus	TRINITY_DN15933_c0_g1(+)	icarus.TRINITY_DN15933_c0_g1	NA	273	0	0	273	522	521	1	0	0	0	0.00191571	0.0	0.00095785	0.00095785	138	138	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15933_c1_g3(+)	icarus.TRINITY_DN15933_c1_g3	NA	213	0	0	213	401	401	0	0	0	0	0.0	0.0	0.0	0.0	92	90	0	0	2	0	0.02173913	0.02173913	0.01086957	0.01449276
polyommatus_icarus	TRINITY_DN15934_c0_g1(+)	icarus.TRINITY_DN15934_c0_g1	OG0005080	123	1	1	121	221	217	0	0	0	4	0.0	0.0	0.01809955	0.01206637	36	34	1	0	0	1	0.02777778	0.0	0.04166667	0.03240741
polyommatus_icarus	TRINITY_DN15935_c5_g3(-)	icarus.TRINITY_DN15935_c5_g3	NA	55	0	0	55	100	98	0	2	0	0	0.0	0.02	0.01	0.01	19	19	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15936_c0_g1(+)	icarus.TRINITY_DN15936_c0_g1	NA	287	1	2	284	487	467	5	2	9	4	0.02874743	0.02258727	0.02464066	0.02498289	105	95	3	0	5	2	0.07619048	0.04761905	0.05714286	0.05873016
polyommatus_icarus	TRINITY_DN15936_c0_g2(+)	icarus.TRINITY_DN15936_c0_g2	OG0003702	246	0	0	246	457	457	0	0	0	0	0.0	0.0	0.0	0.0	79	72	2	4	1	0	0.03797468	0.06329114	0.0443038	0.0464135
polyommatus_icarus	TRINITY_DN15937_c4_g1(+)	icarus.TRINITY_DN15937_c4_g1	NA	108	1	0	107	172	171	0	0	1	0	0.00581395	0.00581395	0.00290698	0.00387597	52	42	0	0	10	0	0.19230769	0.19230769	0.09615385	0.12820513
polyommatus_icarus	TRINITY_DN15939_c4_g1(+)	icarus.TRINITY_DN15939_c4_g1	NA	299	0	1	298	557	551	5	0	0	1	0.00897666	0.0	0.00628366	0.00568522	107	102	3	1	0	1	0.02803738	0.00934579	0.02803738	0.02492211
polyommatus_icarus	TRINITY_DN15940_c4_g1(+)	icarus.TRINITY_DN15940_c4_g1	NA	62	0	0	62	115	111	2	2	0	0	0.0173913	0.0173913	0.0173913	0.0173913	24	23	0	1	0	0	0.0	0.04166667	0.02083333	0.02083333
polyommatus_icarus	TRINITY_DN15940_c5_g2(+)	icarus.TRINITY_DN15940_c5_g2	NA	115	0	0	115	226	226	0	0	0	0	0.0	0.0	0.0	0.0	63	63	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15941_c3_g3(+)	icarus.TRINITY_DN15941_c3_g3	OG0004564	639	0	0	639	1215	1214	0	1	0	0	0.0	0.00082305	0.00041152	0.00041152	267	264	0	2	0	1	0.0	0.00749064	0.00749064	0.0062422
polyommatus_icarus	TRINITY_DN15941_c3_g5(+)	icarus.TRINITY_DN15941_c3_g5	NA	333	0	0	333	621	620	1	0	0	0	0.00161031	0.0	0.00080515	0.00080515	144	138	5	1	0	0	0.03472222	0.00694444	0.02083333	0.02083333
polyommatus_icarus	TRINITY_DN15942_c0_g1(+)	icarus.TRINITY_DN15942_c0_g1	OG0005092	1018	0	0	1018	1910	1909	1	0	0	0	0.00052356	0.0	0.00026178	0.00026178	474	463	6	4	1	0	0.01476793	0.01054852	0.01160338	0.01195499
polyommatus_icarus	TRINITY_DN15943_c6_g2(+)	icarus.TRINITY_DN15943_c6_g2	OG0003205	296	0	1	295	567	565	1	1	0	0	0.00176367	0.00176367	0.00176367	0.00176367	92	92	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15943_c7_g4(+)	icarus.TRINITY_DN15943_c7_g4	NA	196	0	0	196	370	370	0	0	0	0	0.0	0.0	0.0	0.0	73	72	0	0	0	1	0.0	0.0	0.01369863	0.00913242
polyommatus_icarus	TRINITY_DN15944_c0_g1(+)	icarus.TRINITY_DN15944_c0_g1	NA	18	0	0	18	32	32	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15944_c0_g3(+)	icarus.TRINITY_DN15944_c0_g3	NA	4	0	0	4	6	6	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15945_c0_g1(+)	icarus.TRINITY_DN15945_c0_g1	NA	455	0	1	454	825	824	0	1	0	0	0.0	0.00121212	0.00060606	0.00060606	171	162	6	1	1	1	0.04093567	0.01169591	0.02923977	0.02826511
polyommatus_icarus	TRINITY_DN15946_c1_g4(+)	icarus.TRINITY_DN15946_c1_g4	NA	365	0	0	365	694	692	1	1	0	0	0.00144092	0.00144092	0.00144092	0.00144092	127	120	5	2	0	0	0.03937008	0.01574803	0.02755906	0.02755906
polyommatus_icarus	TRINITY_DN15947_c0_g1(+)	icarus.TRINITY_DN15947_c0_g1	NA	219	0	0	219	400	399	1	0	0	0	0.0025	0.0	0.00125	0.00125	90	89	0	0	0	1	0.0	0.0	0.01111111	0.00740741
polyommatus_icarus	TRINITY_DN15947_c0_g6(+)	icarus.TRINITY_DN15947_c0_g6	NA	167	0	0	167	319	317	1	1	0	0	0.0031348	0.0031348	0.0031348	0.0031348	47	47	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15947_c1_g1(+)	icarus.TRINITY_DN15947_c1_g1	NA	349	0	0	349	631	631	0	0	0	0	0.0	0.0	0.0	0.0	197	186	5	3	0	3	0.02538071	0.01522843	0.03553299	0.03045685
polyommatus_icarus	TRINITY_DN15949_c0_g1(+)	icarus.TRINITY_DN15949_c0_g1	NA	466	0	0	466	886	883	2	1	0	0	0.00225734	0.00112867	0.001693	0.001693	227	224	3	0	0	0	0.01321586	0.0	0.00660793	0.00660793
polyommatus_icarus	TRINITY_DN15949_c0_g2(+)	icarus.TRINITY_DN15949_c0_g2	NA	567	0	0	567	1075	1069	1	5	0	0	0.00093023	0.00465116	0.0027907	0.0027907	221	217	1	1	2	0	0.01357466	0.01357466	0.00904977	0.01055807
polyommatus_icarus	TRINITY_DN15950_c1_g1(+)	icarus.TRINITY_DN15950_c1_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
polyommatus_icarus	TRINITY_DN15951_c1_g2(+)	icarus.TRINITY_DN15951_c1_g2	NA	121	0	0	121	226	226	0	0	0	0	0.0	0.0	0.0	0.0	67	65	1	0	0	1	0.01492537	0.0	0.02238806	0.01741294
polyommatus_icarus	TRINITY_DN15952_c0_g1(+)	icarus.TRINITY_DN15952_c0_g1	NA	316	3	1	312	575	574	0	0	0	1	0.0	0.0	0.00173913	0.00115942	150	140	3	2	0	5	0.02	0.01333333	0.05	0.03888889
polyommatus_icarus	TRINITY_DN15953_c1_g1(+)	icarus.TRINITY_DN15953_c1_g1	NA	17	0	0	17	32	30	1	0	1	0	0.0625	0.03125	0.03125	0.03645833	7	7	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15953_c5_g2(+)	icarus.TRINITY_DN15953_c5_g2	OG0001561	224	0	0	224	413	413	0	0	0	0	0.0	0.0	0.0	0.0	84	79	5	0	0	0	0.05952381	0.0	0.0297619	0.0297619
polyommatus_icarus	TRINITY_DN15954_c1_g3(+)	icarus.TRINITY_DN15954_c1_g3	NA	185	0	0	185	363	363	0	0	0	0	0.0	0.0	0.0	0.0	87	86	1	0	0	0	0.01149425	0.0	0.00574713	0.00574713
polyommatus_icarus	TRINITY_DN15954_c1_g5(+)	icarus.TRINITY_DN15954_c1_g5	NA	341	0	0	341	651	650	0	0	0	1	0.0	0.0	0.0015361	0.00102407	120	120	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15955_c2_g4(+)	icarus.TRINITY_DN15955_c2_g4	NA	284	0	0	284	539	538	0	0	0	1	0.0	0.0	0.00185529	0.00123686	125	125	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15956_c0_g1(+)	icarus.TRINITY_DN15956_c0_g1	NA	402	0	0	402	767	767	0	0	0	0	0.0	0.0	0.0	0.0	186	182	0	3	0	1	0.0	0.01612903	0.01344086	0.01164874
polyommatus_icarus	TRINITY_DN15957_c9_g1(-)	icarus.TRINITY_DN15957_c9_g1	NA	42	0	0	42	80	78	1	0	1	0	0.025	0.0125	0.0125	0.01458333	20	19	0	1	0	0	0.0	0.05	0.025	0.025
polyommatus_icarus	TRINITY_DN15957_c9_g3(+)	icarus.TRINITY_DN15957_c9_g3	NA	251	0	0	251	480	477	2	0	1	0	0.00625	0.00208333	0.003125	0.00347222	96	92	2	1	1	0	0.03125	0.02083333	0.02083333	0.02256944
polyommatus_icarus	TRINITY_DN15959_c0_g1(+)	icarus.TRINITY_DN15959_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15960_c0_g1(+)	icarus.TRINITY_DN15960_c0_g1	OG0003224	434	0	1	433	796	794	1	1	0	0	0.00125628	0.00125628	0.00125628	0.00125628	167	157	1	9	0	0	0.00598802	0.05389222	0.02994012	0.02994012
polyommatus_icarus	TRINITY_DN15961_c0_g3(+)	icarus.TRINITY_DN15961_c0_g3	NA	179	0	0	179	342	341	1	0	0	0	0.00292398	0.0	0.00146199	0.00146199	101	96	4	0	1	0	0.04950495	0.00990099	0.02475248	0.02640264
polyommatus_icarus	TRINITY_DN15962_c0_g1(+)	icarus.TRINITY_DN15962_c0_g1	NA	260	1	0	259	459	458	0	1	0	0	0.0	0.00217865	0.00108932	0.00108932	102	94	2	6	0	0	0.01960784	0.05882353	0.03921569	0.03921569
polyommatus_icarus	TRINITY_DN15964_c5_g1(+)	icarus.TRINITY_DN15964_c5_g1	NA	46	0	0	46	85	80	0	0	5	0	0.05882353	0.05882353	0.02941176	0.03921568	9	9	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15964_c5_g2(+)	icarus.TRINITY_DN15964_c5_g2	NA	443	1	0	442	833	833	0	0	0	0	0.0	0.0	0.0	0.0	230	222	1	2	2	3	0.01304348	0.0173913	0.02391304	0.02101449
polyommatus_icarus	TRINITY_DN15966_c3_g1(+)	icarus.TRINITY_DN15966_c3_g1	NA	256	0	0	256	485	478	2	5	0	0	0.00412371	0.01030928	0.00721649	0.00721649	105	102	2	1	0	0	0.01904762	0.00952381	0.01428571	0.01428571
polyommatus_icarus	TRINITY_DN15968_c4_g2(+)	icarus.TRINITY_DN15968_c4_g2	NA	23	0	0	23	41	41	0	0	0	0	0.0	0.0	0.0	0.0	10	9	0	0	0	1	0.0	0.0	0.1	0.06666667
polyommatus_icarus	TRINITY_DN15968_c4_g4(+)	icarus.TRINITY_DN15968_c4_g4	NA	423	0	0	423	797	796	0	1	0	0	0.0	0.00125471	0.00062735	0.00062735	148	146	2	0	0	0	0.01351351	0.0	0.00675676	0.00675676
polyommatus_icarus	TRINITY_DN15968_c4_g6(-)	icarus.TRINITY_DN15968_c4_g6	NA	8	0	0	8	11	11	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
polyommatus_icarus	TRINITY_DN15970_c0_g1(+)	icarus.TRINITY_DN15970_c0_g1	NA	531	0	0	531	1031	1030	0	1	0	0	0.0	0.00096993	0.00048497	0.00048497	236	235	0	1	0	0	0.0	0.00423729	0.00211864	0.00211864
polyommatus_icarus	TRINITY_DN15971_c5_g1(+)	icarus.TRINITY_DN15971_c5_g1	NA	20	0	0	20	34	33	0	1	0	0	0.0	0.02941176	0.01470588	0.01470588	10	9	0	0	1	0	0.1	0.1	0.05	0.06666667
