species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_AC_397	0_pi_AC_72	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_AC_397	4_pi_AC_72	4_pi_between	4_pi_total
aricia_cramera	TRINITY_DN16497_c0_g2(+)	cramera.TRINITY_DN16497_c0_g2	OG0004079	528	0	0	528	999	999	0	0	0	0	0.0	0.0	0.0	0.0	255	254	0	1	0	0	0.0	0.00392157	0.00196078	0.00196078
aricia_cramera	TRINITY_DN16497_c0_g3(-)	cramera.TRINITY_DN16497_c0_g3	NA	64	1	0	63	115	110	2	1	0	2	0.0173913	0.00869565	0.03043478	0.02463768	24	22	1	1	0	0	0.04166667	0.04166667	0.04166667	0.04166667
aricia_cramera	TRINITY_DN16498_c0_g1(+)	cramera.TRINITY_DN16498_c0_g1	NA	255	0	0	255	467	466	0	0	0	1	0.0	0.0	0.00214133	0.00142755	115	111	3	1	0	0	0.02608696	0.00869565	0.0173913	0.0173913
aricia_cramera	TRINITY_DN16501_c5_g2(+)	cramera.TRINITY_DN16501_c5_g2	NA	462	0	0	462	891	889	1	1	0	0	0.00112233	0.00112233	0.00112233	0.00112233	155	154	0	1	0	0	0.0	0.00645161	0.00322581	0.00322581
aricia_cramera	TRINITY_DN16501_c5_g3(+)	cramera.TRINITY_DN16501_c5_g3	NA	238	0	0	238	451	450	0	1	0	0	0.0	0.00221729	0.00110865	0.00110865	113	113	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16501_c6_g2(+)	cramera.TRINITY_DN16501_c6_g2	NA	51	0	0	51	95	93	0	2	0	0	0.0	0.02105263	0.01052632	0.01052632	26	26	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16502_c2_g1(+)	cramera.TRINITY_DN16502_c2_g1	NA	146	0	0	146	282	282	0	0	0	0	0.0	0.0	0.0	0.0	45	44	0	0	0	1	0.0	0.0	0.02222222	0.01481481
aricia_cramera	TRINITY_DN16503_c2_g1(+)	cramera.TRINITY_DN16503_c2_g1	NA	224	0	0	224	429	426	0	3	0	0	0.0	0.00699301	0.0034965	0.0034965	83	83	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16503_c2_g2(+)	cramera.TRINITY_DN16503_c2_g2	NA	446	0	2	444	848	844	0	2	0	2	0.0	0.00235849	0.00353774	0.00275158	148	144	0	4	0	0	0.0	0.02702703	0.01351351	0.01351351
aricia_cramera	TRINITY_DN16503_c3_g1(+)	cramera.TRINITY_DN16503_c3_g1	NA	134	0	0	134	250	250	0	0	0	0	0.0	0.0	0.0	0.0	51	49	2	0	0	0	0.03921569	0.0	0.01960784	0.01960784
aricia_cramera	TRINITY_DN16504_c0_g1(+)	cramera.TRINITY_DN16504_c0_g1	NA	160	0	0	160	293	292	0	1	0	0	0.0	0.00341297	0.00170648	0.00170648	87	82	1	4	0	0	0.01149425	0.04597701	0.02873563	0.02873563
aricia_cramera	TRINITY_DN16505_c0_g1(+)	cramera.TRINITY_DN16505_c0_g1	NA	436	0	0	436	834	832	0	1	1	0	0.00119904	0.00239808	0.00119904	0.00139888	178	176	0	0	2	0	0.01123596	0.01123596	0.00561798	0.00749064
aricia_cramera	TRINITY_DN16505_c0_g2(+)	cramera.TRINITY_DN16505_c0_g2	NA	535	0	0	535	1002	997	2	3	0	0	0.00199601	0.00299401	0.00249501	0.00249501	223	216	3	3	0	1	0.01345291	0.01345291	0.01793722	0.01644245
aricia_cramera	TRINITY_DN16506_c0_g1(+)	cramera.TRINITY_DN16506_c0_g1	NA	206	1	2	203	367	362	3	2	0	0	0.00817439	0.00544959	0.00681199	0.00681199	87	82	2	1	2	0	0.04597701	0.03448276	0.02873563	0.03256705
aricia_cramera	TRINITY_DN16507_c2_g1(+)	cramera.TRINITY_DN16507_c2_g1	NA	109	0	0	109	199	198	0	0	0	1	0.0	0.0	0.00502513	0.00335009	44	41	0	0	0	3	0.0	0.0	0.06818182	0.04545455
aricia_cramera	TRINITY_DN16508_c3_g1(+)	cramera.TRINITY_DN16508_c3_g1	NA	243	0	0	243	465	465	0	0	0	0	0.0	0.0	0.0	0.0	100	98	0	2	0	0	0.0	0.02	0.01	0.01
aricia_cramera	TRINITY_DN16511_c0_g1(+)	cramera.TRINITY_DN16511_c0_g1	NA	478	0	0	478	893	890	1	2	0	0	0.00111982	0.00223964	0.00167973	0.00167973	196	189	1	5	1	0	0.01020408	0.03061224	0.01785714	0.01870748
aricia_cramera	TRINITY_DN16512_c3_g1(+)	cramera.TRINITY_DN16512_c3_g1	NA	12	0	0	12	22	22	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16512_c4_g1(+)	cramera.TRINITY_DN16512_c4_g1	OG0002439	160	0	1	159	286	282	0	2	2	0	0.00699301	0.01398601	0.00699301	0.00815851	77	74	1	1	1	0	0.02597403	0.02597403	0.01948052	0.02164502
aricia_cramera	TRINITY_DN16512_c5_g1(+)	cramera.TRINITY_DN16512_c5_g1	NA	197	0	0	197	389	389	0	0	0	0	0.0	0.0	0.0	0.0	64	63	0	1	0	0	0.0	0.015625	0.0078125	0.0078125
aricia_cramera	TRINITY_DN16514_c2_g1(+)	cramera.TRINITY_DN16514_c2_g1	OG0002244	345	0	0	345	628	627	1	0	0	0	0.00159236	0.0	0.00079618	0.00079618	152	147	0	5	0	0	0.0	0.03289474	0.01644737	0.01644737
aricia_cramera	TRINITY_DN16515_c0_g1(+)	cramera.TRINITY_DN16515_c0_g1	NA	629	0	0	629	1174	1172	2	0	0	0	0.00170358	0.0	0.00085179	0.00085179	374	364	1	8	1	0	0.00534759	0.02406417	0.01336898	0.01381461
aricia_cramera	TRINITY_DN16515_c1_g1(+)	cramera.TRINITY_DN16515_c1_g1	NA	60	0	0	60	113	113	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16516_c2_g2(+)	cramera.TRINITY_DN16516_c2_g2	NA	373	0	0	373	701	699	2	0	0	0	0.00285307	0.0	0.00142653	0.00142653	172	167	4	0	1	0	0.02906977	0.00581395	0.01453488	0.01550387
aricia_cramera	TRINITY_DN16517_c3_g1(+)	cramera.TRINITY_DN16517_c3_g1	NA	256	0	0	256	478	477	0	0	0	1	0.0	0.0	0.00209205	0.0013947	111	109	0	2	0	0	0.0	0.01801802	0.00900901	0.00900901
aricia_cramera	TRINITY_DN16518_c0_g1(+)	cramera.TRINITY_DN16518_c0_g1	NA	172	0	2	170	306	305	0	0	1	0	0.00326797	0.00326797	0.00163399	0.00217865	96	90	1	2	3	0	0.04166667	0.05208333	0.03125	0.03645833
aricia_cramera	TRINITY_DN16520_c0_g1(+)	cramera.TRINITY_DN16520_c0_g1	NA	759	0	0	759	1446	1443	1	0	2	0	0.00207469	0.00138313	0.00103734	0.00126786	290	283	1	5	1	0	0.00689655	0.02068966	0.01206897	0.01264368
aricia_cramera	TRINITY_DN16521_c0_g1(+)	cramera.TRINITY_DN16521_c0_g1	OG0003438	557	0	0	557	1074	1074	0	0	0	0	0.0	0.0	0.0	0.0	289	280	3	4	1	1	0.01384083	0.01730104	0.01730104	0.01672434
aricia_cramera	TRINITY_DN16523_c1_g1(+)	cramera.TRINITY_DN16523_c1_g1	NA	404	0	0	404	761	755	1	3	2	0	0.00394218	0.0065703	0.00394218	0.0043802	180	174	3	3	0	0	0.01666667	0.01666667	0.01666667	0.01666667
aricia_cramera	TRINITY_DN16523_c1_g2(+)	cramera.TRINITY_DN16523_c1_g2	NA	589	0	1	588	1132	1131	1	0	0	0	0.00088339	0.0	0.0004417	0.0004417	254	253	0	1	0	0	0.0	0.00393701	0.0019685	0.0019685
aricia_cramera	TRINITY_DN16524_c0_g1(+)	cramera.TRINITY_DN16524_c0_g1	NA	1036	0	0	1036	1983	1979	2	2	0	0	0.00100857	0.00100857	0.00100857	0.00100857	487	476	5	5	1	0	0.01232033	0.01232033	0.01129363	0.01163586
aricia_cramera	TRINITY_DN16525_c8_g1(+)	cramera.TRINITY_DN16525_c8_g1	NA	820	0	0	820	1571	1570	0	1	0	0	0.0	0.00063654	0.00031827	0.00031827	389	383	0	5	1	0	0.00257069	0.01542416	0.00771208	0.00814053
aricia_cramera	TRINITY_DN16525_c9_g1(-)	cramera.TRINITY_DN16525_c9_g1	NA	17	0	0	17	33	33	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16526_c2_g2(+)	cramera.TRINITY_DN16526_c2_g2	NA	58	0	0	58	114	111	0	0	0	3	0.0	0.0	0.02631579	0.01754386	26	26	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16528_c1_g2(+)	cramera.TRINITY_DN16528_c1_g2	NA	244	0	0	244	469	469	0	0	0	0	0.0	0.0	0.0	0.0	127	126	0	1	0	0	0.0	0.00787402	0.00393701	0.00393701
aricia_cramera	TRINITY_DN16529_c0_g1(+)	cramera.TRINITY_DN16529_c0_g1	NA	626	0	0	626	1189	1188	0	1	0	0	0.0	0.00084104	0.00042052	0.00042052	348	341	0	7	0	0	0.0	0.02011494	0.01005747	0.01005747
aricia_cramera	TRINITY_DN16529_c0_g2(+)	cramera.TRINITY_DN16529_c0_g2	NA	62	0	0	62	123	123	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16530_c1_g1(+)	cramera.TRINITY_DN16530_c1_g1	NA	459	0	1	458	866	864	1	1	0	0	0.00115473	0.00115473	0.00115473	0.00115473	210	208	1	1	0	0	0.0047619	0.0047619	0.0047619	0.0047619
aricia_cramera	TRINITY_DN16530_c2_g1(+)	cramera.TRINITY_DN16530_c2_g1	NA	478	1	0	477	891	879	9	2	1	0	0.01122334	0.003367	0.00673401	0.00692106	210	201	5	1	3	0	0.03809524	0.01904762	0.02142857	0.02380952
aricia_cramera	TRINITY_DN16531_c4_g1(+)	cramera.TRINITY_DN16531_c4_g1	NA	283	1	0	282	531	529	0	1	1	0	0.00188324	0.00376648	0.00188324	0.00219711	106	104	0	1	1	0	0.00943396	0.01886792	0.00943396	0.01100629
aricia_cramera	TRINITY_DN16531_c5_g2(-)	cramera.TRINITY_DN16531_c5_g2	NA	70	2	0	68	123	116	0	2	5	0	0.04065041	0.05691057	0.02845528	0.03523035	27	25	0	0	2	0	0.07407407	0.07407407	0.03703704	0.04938272
aricia_cramera	TRINITY_DN16533_c0_g1(+)	cramera.TRINITY_DN16533_c0_g1	NA	290	0	0	290	546	544	1	1	0	0	0.0018315	0.0018315	0.0018315	0.0018315	83	82	1	0	0	0	0.01204819	0.0	0.0060241	0.0060241
aricia_cramera	TRINITY_DN16533_c0_g3(+)	cramera.TRINITY_DN16533_c0_g3	NA	1269	0	0	1269	2409	2409	0	0	0	0	0.0	0.0	0.0	0.0	583	579	2	1	1	0	0.0051458	0.00343053	0.00343053	0.00371641
aricia_cramera	TRINITY_DN16533_c1_g1(+)	cramera.TRINITY_DN16533_c1_g1	NA	511	0	0	511	979	975	3	1	0	0	0.00306435	0.00102145	0.0020429	0.0020429	246	240	3	3	0	0	0.01219512	0.01219512	0.01219512	0.01219512
aricia_cramera	TRINITY_DN16533_c1_g2(+)	cramera.TRINITY_DN16533_c1_g2	OG0002913	419	1	1	417	755	746	4	2	0	3	0.00529801	0.00264901	0.00794702	0.00662252	205	200	2	2	0	1	0.0097561	0.0097561	0.01463415	0.01300813
aricia_cramera	TRINITY_DN16534_c0_g1(+)	cramera.TRINITY_DN16534_c0_g1	NA	329	0	0	329	617	613	2	1	0	1	0.00324149	0.00162075	0.00405186	0.00351161	160	153	3	1	2	1	0.03125	0.01875	0.025	0.025
aricia_cramera	TRINITY_DN16535_c2_g1(+)	cramera.TRINITY_DN16535_c2_g1	NA	108	0	0	108	201	201	0	0	0	0	0.0	0.0	0.0	0.0	43	41	1	1	0	0	0.02325581	0.02325581	0.02325581	0.02325581
aricia_cramera	TRINITY_DN16536_c0_g1(+)	cramera.TRINITY_DN16536_c0_g1	NA	19	0	0	19	34	31	0	0	3	0	0.08823529	0.08823529	0.04411765	0.05882353	12	12	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16536_c1_g1(+)	cramera.TRINITY_DN16536_c1_g1	OG0003031	378	1	0	377	700	697	1	1	1	0	0.00285714	0.00285714	0.00214286	0.00238095	152	143	2	5	2	0	0.02631579	0.04605263	0.02960526	0.03179824
aricia_cramera	TRINITY_DN16538_c1_g2(+)	cramera.TRINITY_DN16538_c1_g2	NA	451	0	0	451	869	869	0	0	0	0	0.0	0.0	0.0	0.0	224	217	6	1	0	0	0.02678571	0.00446429	0.015625	0.015625
aricia_cramera	TRINITY_DN16538_c1_g4(+)	cramera.TRINITY_DN16538_c1_g4	NA	440	0	0	440	850	849	1	0	0	0	0.00117647	0.0	0.00058824	0.00058824	212	209	3	0	0	0	0.01415094	0.0	0.00707547	0.00707547
aricia_cramera	TRINITY_DN16541_c0_g1(+)	cramera.TRINITY_DN16541_c0_g1	NA	704	0	0	704	1315	1313	1	1	0	0	0.00076046	0.00076046	0.00076046	0.00076046	324	314	1	9	0	0	0.00308642	0.02777778	0.0154321	0.0154321
aricia_cramera	TRINITY_DN16543_c1_g1(+)	cramera.TRINITY_DN16543_c1_g1	NA	40	0	0	40	74	74	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16543_c2_g2(+)	cramera.TRINITY_DN16543_c2_g2	NA	1730	0	2	1728	3290	3284	0	4	0	2	0.0	0.00121581	0.00121581	0.00101317	650	644	0	2	0	4	0.0	0.00307692	0.00769231	0.00564103
aricia_cramera	TRINITY_DN16544_c0_g1(+)	cramera.TRINITY_DN16544_c0_g1	OG0001188	349	0	0	349	686	686	0	0	0	0	0.0	0.0	0.0	0.0	182	176	3	2	1	0	0.02197802	0.01648352	0.01648352	0.01739927
aricia_cramera	TRINITY_DN16548_c0_g1(+)	cramera.TRINITY_DN16548_c0_g1	NA	772	0	0	772	1455	1454	0	0	0	1	0.0	0.0	0.00068729	0.00045819	294	287	4	1	0	2	0.01360544	0.00340136	0.01530612	0.01303855
aricia_cramera	TRINITY_DN16550_c0_g1(+)	cramera.TRINITY_DN16550_c0_g1	NA	690	0	0	690	1310	1310	0	0	0	0	0.0	0.0	0.0	0.0	370	359	4	3	3	1	0.01891892	0.01621622	0.01621622	0.01666667
aricia_cramera	TRINITY_DN16551_c0_g1(+)	cramera.TRINITY_DN16551_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16551_c0_g4(+)	cramera.TRINITY_DN16551_c0_g4	NA	587	0	0	587	1103	1102	0	0	1	0	0.00090662	0.00090662	0.00045331	0.00060441	298	291	2	3	2	0	0.01342282	0.01677852	0.01174497	0.01286354
aricia_cramera	TRINITY_DN16551_c1_g1(+)	cramera.TRINITY_DN16551_c1_g1	NA	335	0	0	335	624	622	0	1	0	1	0.0	0.00160256	0.00240385	0.00186966	191	186	3	1	1	0	0.02094241	0.0104712	0.01308901	0.01396161
aricia_cramera	TRINITY_DN16552_c5_g1(+)	cramera.TRINITY_DN16552_c5_g1	NA	337	0	1	336	643	641	1	0	1	0	0.00311042	0.00155521	0.00155521	0.00181441	145	145	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16553_c1_g1(-)	cramera.TRINITY_DN16553_c1_g1	NA	81	1	1	79	134	128	3	1	2	0	0.03731343	0.02238806	0.02238806	0.02487562	37	34	0	3	0	0	0.0	0.08108108	0.04054054	0.04054054
aricia_cramera	TRINITY_DN16554_c1_g1(+)	cramera.TRINITY_DN16554_c1_g1	NA	342	1	2	339	643	641	0	2	0	0	0.0	0.00311042	0.00155521	0.00155521	118	113	0	4	1	0	0.00847458	0.04237288	0.02118644	0.02259887
aricia_cramera	TRINITY_DN16555_c3_g1(+)	cramera.TRINITY_DN16555_c3_g1	NA	277	0	0	277	523	522	0	1	0	0	0.0	0.00191205	0.00095602	0.00095602	148	143	2	2	1	0	0.02027027	0.02027027	0.01689189	0.01801802
aricia_cramera	TRINITY_DN16556_c0_g1(+)	cramera.TRINITY_DN16556_c0_g1	NA	233	0	0	233	436	435	1	0	0	0	0.00229358	0.0	0.00114679	0.00114679	137	135	1	1	0	0	0.00729927	0.00729927	0.00729927	0.00729927
aricia_cramera	TRINITY_DN16558_c0_g1(+)	cramera.TRINITY_DN16558_c0_g1	NA	383	0	0	383	703	700	0	2	1	0	0.00142248	0.00426743	0.00213371	0.00237079	166	156	1	7	1	1	0.01204819	0.04819277	0.03313253	0.03212851
aricia_cramera	TRINITY_DN16561_c1_g2(+)	cramera.TRINITY_DN16561_c1_g2	NA	47	0	1	46	87	83	1	2	1	0	0.02298851	0.03448276	0.02298851	0.02490422	20	20	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16562_c3_g2(+)	cramera.TRINITY_DN16562_c3_g2	NA	152	0	0	152	294	294	0	0	0	0	0.0	0.0	0.0	0.0	66	64	0	1	0	1	0.0	0.01515152	0.02272727	0.01767677
aricia_cramera	TRINITY_DN16563_c0_g1(+)	cramera.TRINITY_DN16563_c0_g1	NA	456	0	0	456	872	870	1	1	0	0	0.00114679	0.00114679	0.00114679	0.00114679	221	215	1	3	0	2	0.00452489	0.01357466	0.01809955	0.01508296
aricia_cramera	TRINITY_DN16564_c0_g2(+)	cramera.TRINITY_DN16564_c0_g2	NA	666	0	0	666	1262	1259	2	1	0	0	0.00158479	0.00079239	0.00118859	0.00118859	325	319	3	2	0	1	0.00923077	0.00615385	0.01076923	0.00974359
aricia_cramera	TRINITY_DN16565_c0_g1(+)	cramera.TRINITY_DN16565_c0_g1	NA	153	0	0	153	285	284	1	0	0	0	0.00350877	0.0	0.00175439	0.00175439	64	59	3	2	0	0	0.046875	0.03125	0.0390625	0.0390625
aricia_cramera	TRINITY_DN16567_c0_g1(+)	cramera.TRINITY_DN16567_c0_g1	NA	379	0	0	379	727	727	0	0	0	0	0.0	0.0	0.0	0.0	172	167	1	3	1	0	0.01162791	0.02325581	0.01453488	0.01550387
aricia_cramera	TRINITY_DN16568_c4_g2(-)	cramera.TRINITY_DN16568_c4_g2	NA	146	2	0	144	213	199	3	1	10	0	0.06103286	0.05164319	0.03286385	0.04068858	43	35	0	1	7	0	0.1627907	0.18604651	0.09302326	0.12015504
aricia_cramera	TRINITY_DN16569_c2_g1(+)	cramera.TRINITY_DN16569_c2_g1	NA	214	0	0	214	406	404	1	1	0	0	0.00246305	0.00246305	0.00246305	0.00246305	74	73	1	0	0	0	0.01351351	0.0	0.00675676	0.00675676
aricia_cramera	TRINITY_DN16569_c3_g1(+)	cramera.TRINITY_DN16569_c3_g1	NA	57	2	1	54	96	89	0	0	7	0	0.07291667	0.07291667	0.03645833	0.04861111	10	10	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16570_c0_g1(+)	cramera.TRINITY_DN16570_c0_g1	OG0001271	118	0	1	117	225	225	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16570_c1_g1(+)	cramera.TRINITY_DN16570_c1_g1	OG0003112	288	0	0	288	544	539	2	3	0	0	0.00367647	0.00551471	0.00459559	0.00459559	83	83	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16570_c1_g8(-)	cramera.TRINITY_DN16570_c1_g8	NA	6	0	0	6	9	8	0	0	1	0	0.11111111	0.11111111	0.05555556	0.07407408	1	0	1	0	0	0	1.0	0.0	0.5	0.5
aricia_cramera	TRINITY_DN16571_c0_g1(+)	cramera.TRINITY_DN16571_c0_g1	NA	630	0	0	630	1167	1166	1	0	0	0	0.0008569	0.0	0.00042845	0.00042845	277	265	3	5	2	2	0.01805054	0.02527076	0.02527076	0.02406739
aricia_cramera	TRINITY_DN16572_c0_g1(+)	cramera.TRINITY_DN16572_c0_g1	NA	263	0	0	263	504	503	0	1	0	0	0.0	0.00198413	0.00099206	0.00099206	95	94	0	0	0	1	0.0	0.0	0.01052632	0.00701755
aricia_cramera	TRINITY_DN16572_c0_g6(+)	cramera.TRINITY_DN16572_c0_g6	NA	40	0	0	40	76	75	0	1	0	0	0.0	0.01315789	0.00657895	0.00657895	13	13	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16572_c0_g7(+)	cramera.TRINITY_DN16572_c0_g7	OG0004150	609	0	0	609	1126	1119	2	4	1	0	0.0026643	0.0044405	0.00310835	0.00325637	212	207	0	5	0	0	0.0	0.02358491	0.01179245	0.01179245
aricia_cramera	TRINITY_DN16573_c0_g1(+)	cramera.TRINITY_DN16573_c0_g1	NA	214	0	0	214	409	409	0	0	0	0	0.0	0.0	0.0	0.0	88	88	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16573_c3_g1(+)	cramera.TRINITY_DN16573_c3_g1	NA	256	0	0	256	488	488	0	0	0	0	0.0	0.0	0.0	0.0	120	119	0	1	0	0	0.0	0.00833333	0.00416667	0.00416667
aricia_cramera	TRINITY_DN16575_c4_g1(+)	cramera.TRINITY_DN16575_c4_g1	NA	110	0	0	110	194	193	1	0	0	0	0.00515464	0.0	0.00257732	0.00257732	43	40	2	1	0	0	0.04651163	0.02325581	0.03488372	0.03488372
aricia_cramera	TRINITY_DN16575_c5_g3(-)	cramera.TRINITY_DN16575_c5_g3	NA	49	0	0	49	91	89	0	2	0	0	0.0	0.02197802	0.01098901	0.01098901	18	17	1	0	0	0	0.05555556	0.0	0.02777778	0.02777778
aricia_cramera	TRINITY_DN16576_c2_g1(+)	cramera.TRINITY_DN16576_c2_g1	NA	384	0	0	384	740	739	1	0	0	0	0.00135135	0.0	0.00067568	0.00067568	209	207	2	0	0	0	0.00956938	0.0	0.00478469	0.00478469
aricia_cramera	TRINITY_DN16576_c2_g2(+)	cramera.TRINITY_DN16576_c2_g2	NA	1224	0	0	1224	2359	2358	1	0	0	0	0.00042391	0.0	0.00021195	0.00021195	540	531	3	2	4	0	0.01296296	0.01111111	0.00833333	0.0095679
aricia_cramera	TRINITY_DN16577_c2_g2(+)	cramera.TRINITY_DN16577_c2_g2	NA	34	0	1	33	64	62	0	0	0	2	0.0	0.0	0.03125	0.02083333	8	8	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16577_c2_g3(+)	cramera.TRINITY_DN16577_c2_g3	OG0003152	124	0	0	124	233	233	0	0	0	0	0.0	0.0	0.0	0.0	45	45	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16579_c3_g1(+)	cramera.TRINITY_DN16579_c3_g1	NA	571	0	1	570	1047	1037	2	5	2	1	0.00382044	0.00668577	0.0052531	0.0052531	204	200	0	2	2	0	0.00980392	0.01960784	0.00980392	0.01143791
aricia_cramera	TRINITY_DN16580_c0_g1(+)	cramera.TRINITY_DN16580_c0_g1	NA	344	0	1	343	640	637	1	2	0	0	0.0015625	0.003125	0.00234375	0.00234375	173	170	3	0	0	0	0.01734104	0.0	0.00867052	0.00867052
aricia_cramera	TRINITY_DN16581_c7_g1(+)	cramera.TRINITY_DN16581_c7_g1	NA	865	0	0	865	1636	1636	0	0	0	0	0.0	0.0	0.0	0.0	417	409	3	5	0	0	0.00719424	0.01199041	0.00959233	0.00959233
aricia_cramera	TRINITY_DN16582_c1_g1(+)	cramera.TRINITY_DN16582_c1_g1	OG0002601	684	0	0	684	1296	1295	1	0	0	0	0.0007716	0.0	0.0003858	0.0003858	291	289	2	0	0	0	0.00687285	0.0	0.00343643	0.00343643
aricia_cramera	TRINITY_DN16583_c1_g1(+)	cramera.TRINITY_DN16583_c1_g1	OG0003639	506	0	0	506	959	955	2	2	0	0	0.00208551	0.00208551	0.00208551	0.00208551	225	217	5	2	0	1	0.02222222	0.00888889	0.02	0.01851852
aricia_cramera	TRINITY_DN16583_c2_g1(+)	cramera.TRINITY_DN16583_c2_g1	OG0005124	1378	0	0	1378	2597	2594	2	1	0	0	0.00077012	0.00038506	0.00057759	0.00057759	463	457	2	2	2	0	0.00863931	0.00863931	0.00647948	0.00719942
aricia_cramera	TRINITY_DN16583_c2_g2(+)	cramera.TRINITY_DN16583_c2_g2	NA	58	1	1	56	104	97	2	2	3	0	0.04807692	0.04807692	0.03365385	0.03846154	22	22	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16585_c4_g1(+)	cramera.TRINITY_DN16585_c4_g1	NA	400	0	0	400	753	752	0	1	0	0	0.0	0.00132802	0.00066401	0.00066401	215	206	2	5	2	0	0.01860465	0.03255814	0.02093023	0.02248062
aricia_cramera	TRINITY_DN16587_c2_g1(+)	cramera.TRINITY_DN16587_c2_g1	OG0003155	280	0	0	280	530	529	0	1	0	0	0.0	0.00188679	0.0009434	0.0009434	125	121	0	4	0	0	0.0	0.032	0.016	0.016
aricia_cramera	TRINITY_DN16588_c0_g1(+)	cramera.TRINITY_DN16588_c0_g1	NA	499	0	1	498	935	931	2	0	2	0	0.00427807	0.00213904	0.00213904	0.00249555	187	184	1	1	1	0	0.01069519	0.01069519	0.00802139	0.00891266
aricia_cramera	TRINITY_DN16590_c2_g1(-)	cramera.TRINITY_DN16590_c2_g1	NA	58	0	2	56	100	96	0	1	3	0	0.03	0.04	0.02	0.025	26	24	0	0	2	0	0.07692308	0.07692308	0.03846154	0.05128205
aricia_cramera	TRINITY_DN16590_c2_g2(+)	cramera.TRINITY_DN16590_c2_g2	NA	105	2	0	103	171	163	2	1	5	0	0.04093567	0.03508772	0.02339181	0.0282651	56	47	0	2	7	0	0.125	0.16071429	0.08035714	0.10119047
aricia_cramera	TRINITY_DN16590_c2_g4(+)	cramera.TRINITY_DN16590_c2_g4	NA	317	0	0	317	609	608	0	0	1	0	0.00164204	0.00164204	0.00082102	0.00109469	142	140	0	0	2	0	0.01408451	0.01408451	0.00704225	0.00938967
aricia_cramera	TRINITY_DN16591_c8_g1(+)	cramera.TRINITY_DN16591_c8_g1	NA	531	0	1	530	1003	1001	2	0	0	0	0.00199402	0.0	0.00099701	0.00099701	237	229	0	6	2	0	0.00843882	0.03375527	0.01687764	0.01828411
aricia_cramera	TRINITY_DN16592_c3_g1(+)	cramera.TRINITY_DN16592_c3_g1	NA	300	0	0	300	576	576	0	0	0	0	0.0	0.0	0.0	0.0	131	131	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16593_c2_g1(+)	cramera.TRINITY_DN16593_c2_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16595_c1_g2(+)	cramera.TRINITY_DN16595_c1_g2	NA	419	0	0	419	815	814	0	1	0	0	0.0	0.00122699	0.0006135	0.0006135	163	163	0	0	0	0	0.0	0.0	0.0	0.0
aricia_cramera	TRINITY_DN16595_c2_g4(+)	cramera.TRINITY_DN16595_c2_g4	NA	197	0	1	196	365	359	4	2	0	0	0.0109589	0.00547945	0.00821918	0.00821918	84	80	2	2	0	0	0.02380952	0.02380952	0.02380952	0.02380952
