species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_PA_333	0_pi_PA_405	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_PA_333	4_pi_PA_405	4_pi_between	4_pi_total
pararge_aegeria	TRINITY_DN28426_c0_g3(+)	aegeria.TRINITY_DN28426_c0_g3	NA	394	0	0	394	740	736	1	1	0	2	0.00135135	0.00135135	0.00405405	0.00315315	119	115	4	0	0	0	0.03361345	0.0	0.01680672	0.01680672
pararge_aegeria	TRINITY_DN28428_c0_g1(+)	aegeria.TRINITY_DN28428_c0_g1	NA	498	0	0	498	951	951	0	0	0	0	0.0	0.0	0.0	0.0	232	227	0	1	4	0	0.01724138	0.02155172	0.01077586	0.01364942
pararge_aegeria	TRINITY_DN28429_c0_g1(+)	aegeria.TRINITY_DN28429_c0_g1	NA	134	0	0	134	265	265	0	0	0	0	0.0	0.0	0.0	0.0	67	67	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28430_c0_g1(+)	aegeria.TRINITY_DN28430_c0_g1	OG0002764	511	0	0	511	971	971	0	0	0	0	0.0	0.0	0.0	0.0	172	167	0	1	0	4	0.0	0.00581395	0.02616279	0.01841085
pararge_aegeria	TRINITY_DN28431_c0_g1(+)	aegeria.TRINITY_DN28431_c0_g1	NA	8	0	0	8	16	16	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28432_c0_g2(+)	aegeria.TRINITY_DN28432_c0_g2	NA	72	0	0	72	134	134	0	0	0	0	0.0	0.0	0.0	0.0	28	27	1	0	0	0	0.03571429	0.0	0.01785714	0.01785714
pararge_aegeria	TRINITY_DN28435_c0_g1(+)	aegeria.TRINITY_DN28435_c0_g1	NA	171	0	1	170	329	328	0	1	0	0	0.0	0.00303951	0.00151976	0.00151976	63	62	0	0	0	1	0.0	0.0	0.01587302	0.01058201
pararge_aegeria	TRINITY_DN28436_c1_g1(+)	aegeria.TRINITY_DN28436_c1_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN28438_c0_g1(+)	aegeria.TRINITY_DN28438_c0_g1	NA	255	0	0	255	467	465	2	0	0	0	0.00428266	0.0	0.00214133	0.00214133	83	81	1	1	0	0	0.01204819	0.01204819	0.01204819	0.01204819
pararge_aegeria	TRINITY_DN28439_c0_g1(+)	aegeria.TRINITY_DN28439_c0_g1	NA	254	0	0	254	463	455	2	1	5	0	0.01511879	0.01295896	0.00863931	0.01043917	113	109	0	2	2	0	0.01769912	0.03539823	0.01769912	0.02064897
pararge_aegeria	TRINITY_DN28440_c0_g1(+)	aegeria.TRINITY_DN28440_c0_g1	NA	212	0	0	212	397	397	0	0	0	0	0.0	0.0	0.0	0.0	97	94	2	1	0	0	0.02061856	0.01030928	0.01546392	0.01546392
pararge_aegeria	TRINITY_DN28441_c0_g1(-)	aegeria.TRINITY_DN28441_c0_g1	NA	43	0	0	43	80	79	1	0	0	0	0.0125	0.0	0.00625	0.00625	12	12	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28442_c1_g1(+)	aegeria.TRINITY_DN28442_c1_g1	NA	728	0	0	728	1386	1384	0	2	0	0	0.0	0.001443	0.0007215	0.0007215	338	332	3	1	2	0	0.0147929	0.00887574	0.00887574	0.00986193
pararge_aegeria	TRINITY_DN28443_c0_g1(+)	aegeria.TRINITY_DN28443_c0_g1	NA	332	0	0	332	646	645	1	0	0	0	0.00154799	0.0	0.00077399	0.00077399	124	122	1	0	1	0	0.01612903	0.00806452	0.00806452	0.00940861
pararge_aegeria	TRINITY_DN28444_c0_g1(+)	aegeria.TRINITY_DN28444_c0_g1	NA	139	0	0	139	268	268	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28447_c0_g1(+)	aegeria.TRINITY_DN28447_c0_g1	NA	405	0	0	405	763	763	0	0	0	0	0.0	0.0	0.0	0.0	188	181	1	0	6	0	0.03723404	0.03191489	0.01861702	0.02393617
pararge_aegeria	TRINITY_DN28449_c0_g1(+)	aegeria.TRINITY_DN28449_c0_g1	NA	229	0	0	229	430	430	0	0	0	0	0.0	0.0	0.0	0.0	124	118	0	6	0	0	0.0	0.0483871	0.02419355	0.02419355
pararge_aegeria	TRINITY_DN28450_c0_g1(+)	aegeria.TRINITY_DN28450_c0_g1	NA	210	0	0	210	406	406	0	0	0	0	0.0	0.0	0.0	0.0	77	76	0	0	1	0	0.01298701	0.01298701	0.00649351	0.00865801
pararge_aegeria	TRINITY_DN28451_c0_g1(+)	aegeria.TRINITY_DN28451_c0_g1	NA	26	0	0	26	52	52	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28454_c0_g1(+)	aegeria.TRINITY_DN28454_c0_g1	NA	66	0	0	66	118	118	0	0	0	0	0.0	0.0	0.0	0.0	32	31	1	0	0	0	0.03125	0.0	0.015625	0.015625
pararge_aegeria	TRINITY_DN28456_c0_g1(+)	aegeria.TRINITY_DN28456_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28458_c0_g1(+)	aegeria.TRINITY_DN28458_c0_g1	NA	14	0	0	14	28	28	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28459_c0_g1(+)	aegeria.TRINITY_DN28459_c0_g1	NA	240	0	0	240	445	442	2	1	0	0	0.00449438	0.00224719	0.00337079	0.00337079	92	89	2	1	0	0	0.02173913	0.01086957	0.01630435	0.01630435
pararge_aegeria	TRINITY_DN28462_c0_g1(+)	aegeria.TRINITY_DN28462_c0_g1	NA	254	0	0	254	476	471	0	5	0	0	0.0	0.0105042	0.0052521	0.0052521	98	95	0	3	0	0	0.0	0.03061224	0.01530612	0.01530612
pararge_aegeria	TRINITY_DN28463_c0_g1(+)	aegeria.TRINITY_DN28463_c0_g1	NA	316	0	0	316	602	597	3	2	0	0	0.00498339	0.00332226	0.00415282	0.00415282	140	138	2	0	0	0	0.01428571	0.0	0.00714286	0.00714286
pararge_aegeria	TRINITY_DN28466_c0_g1(+)	aegeria.TRINITY_DN28466_c0_g1	NA	332	0	0	332	631	629	1	0	0	1	0.00158479	0.0	0.00237718	0.00184892	136	134	0	2	0	0	0.0	0.01470588	0.00735294	0.00735294
pararge_aegeria	TRINITY_DN28468_c0_g1(+)	aegeria.TRINITY_DN28468_c0_g1	NA	249	0	0	249	474	471	1	0	1	1	0.00421941	0.0021097	0.00421941	0.00386779	90	90	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28469_c0_g1(+)	aegeria.TRINITY_DN28469_c0_g1	NA	35	0	0	35	60	60	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28470_c0_g1(+)	aegeria.TRINITY_DN28470_c0_g1	NA	139	0	0	139	266	266	0	0	0	0	0.0	0.0	0.0	0.0	52	51	0	0	1	0	0.01923077	0.01923077	0.00961538	0.01282051
pararge_aegeria	TRINITY_DN28471_c0_g1(+)	aegeria.TRINITY_DN28471_c0_g1	OG0004715	918	0	0	918	1753	1751	2	0	0	0	0.0011409	0.0	0.00057045	0.00057045	342	341	0	1	0	0	0.0	0.00292398	0.00146199	0.00146199
pararge_aegeria	TRINITY_DN28472_c0_g1(+)	aegeria.TRINITY_DN28472_c0_g1	NA	309	0	0	309	577	574	2	1	0	0	0.0034662	0.0017331	0.00259965	0.00259965	108	102	4	2	0	0	0.03703704	0.01851852	0.02777778	0.02777778
pararge_aegeria	TRINITY_DN28473_c0_g1(+)	aegeria.TRINITY_DN28473_c0_g1	NA	522	0	0	522	986	985	1	0	0	0	0.0010142	0.0	0.0005071	0.0005071	209	204	1	1	0	3	0.00478469	0.00478469	0.01913876	0.01435407
pararge_aegeria	TRINITY_DN28475_c2_g1(+)	aegeria.TRINITY_DN28475_c2_g1	NA	245	0	0	245	464	464	0	0	0	0	0.0	0.0	0.0	0.0	110	106	0	4	0	0	0.0	0.03636364	0.01818182	0.01818182
pararge_aegeria	TRINITY_DN28476_c0_g1(+)	aegeria.TRINITY_DN28476_c0_g1	NA	537	0	0	537	1042	1040	1	1	0	0	0.00095969	0.00095969	0.00095969	0.00095969	297	297	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28482_c0_g1(+)	aegeria.TRINITY_DN28482_c0_g1	OG0002205	509	0	0	509	976	973	2	0	1	0	0.00307377	0.00102459	0.00153689	0.00170765	209	204	3	1	1	0	0.01913876	0.00956938	0.01196172	0.01275917
pararge_aegeria	TRINITY_DN28483_c0_g1(+)	aegeria.TRINITY_DN28483_c0_g1	NA	394	0	0	394	733	726	4	2	1	0	0.00682128	0.00409277	0.0047749	0.00500228	115	114	1	0	0	0	0.00869565	0.0	0.00434783	0.00434783
pararge_aegeria	TRINITY_DN28484_c0_g1(-)	aegeria.TRINITY_DN28484_c0_g1	NA	52	1	0	51	92	88	0	0	4	0	0.04347826	0.04347826	0.02173913	0.02898551	29	27	0	0	2	0	0.06896552	0.06896552	0.03448276	0.04597701
pararge_aegeria	TRINITY_DN28485_c0_g1(+)	aegeria.TRINITY_DN28485_c0_g1	NA	31	0	0	31	60	60	0	0	0	0	0.0	0.0	0.0	0.0	10	9	0	0	1	0	0.1	0.1	0.05	0.06666667
pararge_aegeria	TRINITY_DN28486_c0_g1(+)	aegeria.TRINITY_DN28486_c0_g1	NA	35	0	0	35	68	68	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28487_c0_g1(+)	aegeria.TRINITY_DN28487_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN28488_c0_g1(+)	aegeria.TRINITY_DN28488_c0_g1	NA	128	0	0	128	251	251	0	0	0	0	0.0	0.0	0.0	0.0	64	64	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28490_c0_g1(+)	aegeria.TRINITY_DN28490_c0_g1	NA	82	0	0	82	159	159	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28493_c0_g1(+)	aegeria.TRINITY_DN28493_c0_g1	NA	424	0	1	423	803	803	0	0	0	0	0.0	0.0	0.0	0.0	173	170	1	1	0	1	0.00578035	0.00578035	0.01156069	0.00963391
pararge_aegeria	TRINITY_DN28494_c0_g1(+)	aegeria.TRINITY_DN28494_c0_g1	NA	257	0	0	257	490	482	0	5	3	0	0.00612245	0.01632653	0.00816327	0.00918368	122	119	1	1	1	0	0.01639344	0.01639344	0.01229508	0.0136612
pararge_aegeria	TRINITY_DN28497_c0_g1(+)	aegeria.TRINITY_DN28497_c0_g1	NA	883	0	0	883	1709	1709	0	0	0	0	0.0	0.0	0.0	0.0	394	392	2	0	0	0	0.00507614	0.0	0.00253807	0.00253807
pararge_aegeria	TRINITY_DN28498_c0_g1(+)	aegeria.TRINITY_DN28498_c0_g1	NA	529	0	0	529	974	969	1	3	0	1	0.00102669	0.00308008	0.00308008	0.00273785	246	239	2	3	2	0	0.01626016	0.0203252	0.01422764	0.01558265
pararge_aegeria	TRINITY_DN28499_c0_g1(+)	aegeria.TRINITY_DN28499_c0_g1	NA	6	0	0	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28501_c0_g1(+)	aegeria.TRINITY_DN28501_c0_g1	NA	69	0	0	69	128	128	0	0	0	0	0.0	0.0	0.0	0.0	22	20	1	1	0	0	0.04545455	0.04545455	0.04545455	0.04545455
pararge_aegeria	TRINITY_DN28503_c1_g1(+)	aegeria.TRINITY_DN28503_c1_g1	NA	445	0	0	445	854	854	0	0	0	0	0.0	0.0	0.0	0.0	159	158	0	1	0	0	0.0	0.00628931	0.00314465	0.00314465
pararge_aegeria	TRINITY_DN28504_c0_g1(+)	aegeria.TRINITY_DN28504_c0_g1	NA	90	0	0	90	165	164	1	0	0	0	0.00606061	0.0	0.0030303	0.0030303	42	42	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28507_c0_g1(+)	aegeria.TRINITY_DN28507_c0_g1	NA	322	0	0	322	616	616	0	0	0	0	0.0	0.0	0.0	0.0	125	124	1	0	0	0	0.008	0.0	0.004	0.004
pararge_aegeria	TRINITY_DN28509_c0_g1(+)	aegeria.TRINITY_DN28509_c0_g1	NA	374	1	0	373	698	698	0	0	0	0	0.0	0.0	0.0	0.0	129	125	2	1	1	0	0.02325581	0.01550388	0.01550388	0.01679587
pararge_aegeria	TRINITY_DN28513_c0_g1(+)	aegeria.TRINITY_DN28513_c0_g1	NA	48	0	0	48	84	81	0	3	0	0	0.0	0.03571429	0.01785714	0.01785714	18	18	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28514_c0_g1(+)	aegeria.TRINITY_DN28514_c0_g1	OG0004192	645	0	0	645	1212	1208	1	1	2	0	0.00247525	0.00247525	0.00165017	0.0019252	208	207	0	1	0	0	0.0	0.00480769	0.00240385	0.00240385
pararge_aegeria	TRINITY_DN28515_c0_g1(+)	aegeria.TRINITY_DN28515_c0_g1	NA	426	0	0	426	803	803	0	0	0	0	0.0	0.0	0.0	0.0	167	164	2	1	0	0	0.01197605	0.00598802	0.00898204	0.00898204
pararge_aegeria	TRINITY_DN28516_c0_g1(+)	aegeria.TRINITY_DN28516_c0_g1	NA	94	0	0	94	177	177	0	0	0	0	0.0	0.0	0.0	0.0	45	44	0	0	1	0	0.02222222	0.02222222	0.01111111	0.01481481
pararge_aegeria	TRINITY_DN28517_c0_g1(+)	aegeria.TRINITY_DN28517_c0_g1	NA	130	0	0	130	241	241	0	0	0	0	0.0	0.0	0.0	0.0	62	59	2	0	1	0	0.0483871	0.01612903	0.02419355	0.02688172
pararge_aegeria	TRINITY_DN28518_c0_g2(+)	aegeria.TRINITY_DN28518_c0_g2	NA	517	0	0	517	975	974	0	0	1	0	0.00102564	0.00102564	0.00051282	0.00068376	276	271	2	1	2	0	0.01449275	0.01086957	0.00905797	0.0102657
pararge_aegeria	TRINITY_DN28519_c0_g1(+)	aegeria.TRINITY_DN28519_c0_g1	NA	201	0	0	201	396	396	0	0	0	0	0.0	0.0	0.0	0.0	94	93	0	1	0	0	0.0	0.0106383	0.00531915	0.00531915
pararge_aegeria	TRINITY_DN28520_c0_g1(+)	aegeria.TRINITY_DN28520_c0_g1	NA	18	0	0	18	32	32	0	0	0	0	0.0	0.0	0.0	0.0	7	6	1	0	0	0	0.14285714	0.0	0.07142857	0.07142857
pararge_aegeria	TRINITY_DN28522_c0_g1(+)	aegeria.TRINITY_DN28522_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
pararge_aegeria	TRINITY_DN28524_c0_g2(+)	aegeria.TRINITY_DN28524_c0_g2	NA	118	0	0	118	220	220	0	0	0	0	0.0	0.0	0.0	0.0	52	49	0	0	3	0	0.05769231	0.05769231	0.02884615	0.03846154
pararge_aegeria	TRINITY_DN28526_c2_g1(+)	aegeria.TRINITY_DN28526_c2_g1	NA	34	0	0	34	62	62	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28530_c0_g3(+)	aegeria.TRINITY_DN28530_c0_g3	NA	16	0	0	16	32	32	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28531_c0_g1(+)	aegeria.TRINITY_DN28531_c0_g1	NA	95	0	0	95	182	181	1	0	0	0	0.00549451	0.0	0.00274725	0.00274725	38	38	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28532_c0_g1(+)	aegeria.TRINITY_DN28532_c0_g1	NA	341	0	0	341	647	647	0	0	0	0	0.0	0.0	0.0	0.0	150	145	0	2	2	1	0.01333333	0.02666667	0.02	0.02
pararge_aegeria	TRINITY_DN28533_c0_g1(+)	aegeria.TRINITY_DN28533_c0_g1	NA	118	0	0	118	222	221	1	0	0	0	0.0045045	0.0	0.00225225	0.00225225	52	51	0	0	0	1	0.0	0.0	0.01923077	0.01282051
pararge_aegeria	TRINITY_DN28534_c0_g1(+)	aegeria.TRINITY_DN28534_c0_g1	NA	377	0	0	377	719	716	0	1	2	0	0.00278164	0.00417246	0.00208623	0.00254984	154	146	1	3	4	0	0.03246753	0.04545455	0.02597403	0.03030303
pararge_aegeria	TRINITY_DN28535_c0_g1(+)	aegeria.TRINITY_DN28535_c0_g1	OG0001917	432	0	0	432	813	811	1	1	0	0	0.00123001	0.00123001	0.00123001	0.00123001	159	157	1	1	0	0	0.00628931	0.00628931	0.00628931	0.00628931
pararge_aegeria	TRINITY_DN28538_c0_g1(+)	aegeria.TRINITY_DN28538_c0_g1	NA	306	0	0	306	577	576	0	1	0	0	0.0	0.0017331	0.00086655	0.00086655	142	138	1	3	0	0	0.00704225	0.02112676	0.01408451	0.01408451
pararge_aegeria	TRINITY_DN28539_c0_g1(+)	aegeria.TRINITY_DN28539_c0_g1	NA	220	0	0	220	431	431	0	0	0	0	0.0	0.0	0.0	0.0	139	139	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28540_c0_g1(+)	aegeria.TRINITY_DN28540_c0_g1	NA	421	0	0	421	782	777	2	2	1	0	0.00383632	0.00383632	0.00319693	0.00341006	150	148	0	1	0	1	0.0	0.00666667	0.01	0.00777778
pararge_aegeria	TRINITY_DN28541_c0_g1(+)	aegeria.TRINITY_DN28541_c0_g1	NA	356	0	0	356	685	684	1	0	0	0	0.00145985	0.0	0.00072993	0.00072993	176	171	3	2	0	0	0.01704545	0.01136364	0.01420455	0.01420455
pararge_aegeria	TRINITY_DN28542_c0_g1(+)	aegeria.TRINITY_DN28542_c0_g1	NA	86	0	1	85	162	161	1	0	0	0	0.00617284	0.0	0.00308642	0.00308642	36	34	1	1	0	0	0.02777778	0.02777778	0.02777778	0.02777778
pararge_aegeria	TRINITY_DN28543_c0_g1(+)	aegeria.TRINITY_DN28543_c0_g1	NA	171	0	0	171	337	337	0	0	0	0	0.0	0.0	0.0	0.0	43	43	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28545_c0_g1(+)	aegeria.TRINITY_DN28545_c0_g1	NA	254	0	0	254	477	475	2	0	0	0	0.00419287	0.0	0.00209644	0.00209644	108	102	3	2	1	0	0.03703704	0.02777778	0.02777778	0.02932099
pararge_aegeria	TRINITY_DN28546_c0_g1(+)	aegeria.TRINITY_DN28546_c0_g1	NA	250	0	0	250	458	458	0	0	0	0	0.0	0.0	0.0	0.0	87	83	0	4	0	0	0.0	0.04597701	0.02298851	0.02298851
pararge_aegeria	TRINITY_DN28547_c2_g1(+)	aegeria.TRINITY_DN28547_c2_g1	NA	129	0	0	129	251	251	0	0	0	0	0.0	0.0	0.0	0.0	49	49	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28551_c0_g1(+)	aegeria.TRINITY_DN28551_c0_g1	NA	114	0	0	114	207	206	0	1	0	0	0.0	0.00483092	0.00241546	0.00241546	48	46	0	2	0	0	0.0	0.04166667	0.02083333	0.02083333
pararge_aegeria	TRINITY_DN28552_c0_g1(+)	aegeria.TRINITY_DN28552_c0_g1	NA	250	0	0	250	462	462	0	0	0	0	0.0	0.0	0.0	0.0	73	70	0	0	3	0	0.04109589	0.04109589	0.02054795	0.02739726
pararge_aegeria	TRINITY_DN28553_c0_g2(+)	aegeria.TRINITY_DN28553_c0_g2	NA	35	0	0	35	70	70	0	0	0	0	0.0	0.0	0.0	0.0	16	16	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28554_c0_g1(+)	aegeria.TRINITY_DN28554_c0_g1	NA	1215	0	0	1215	2378	2378	0	0	0	0	0.0	0.0	0.0	0.0	655	652	0	0	1	2	0.00152672	0.00152672	0.00381679	0.00305343
pararge_aegeria	TRINITY_DN28556_c0_g1(+)	aegeria.TRINITY_DN28556_c0_g1	NA	58	0	0	58	119	118	0	1	0	0	0.0	0.00840336	0.00420168	0.00420168	23	23	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28557_c0_g1(+)	aegeria.TRINITY_DN28557_c0_g1	NA	329	0	0	329	637	636	1	0	0	0	0.00156986	0.0	0.00078493	0.00078493	152	149	1	2	0	0	0.00657895	0.01315789	0.00986842	0.00986842
pararge_aegeria	TRINITY_DN28559_c0_g1(+)	aegeria.TRINITY_DN28559_c0_g1	NA	239	0	1	238	452	452	0	0	0	0	0.0	0.0	0.0	0.0	93	90	3	0	0	0	0.03225806	0.0	0.01612903	0.01612903
pararge_aegeria	TRINITY_DN28561_c0_g1(+)	aegeria.TRINITY_DN28561_c0_g1	NA	310	0	0	310	568	566	1	1	0	0	0.00176056	0.00176056	0.00176056	0.00176056	115	111	1	2	1	0	0.0173913	0.02608696	0.0173913	0.01884058
pararge_aegeria	TRINITY_DN28567_c1_g1(+)	aegeria.TRINITY_DN28567_c1_g1	NA	107	0	0	107	200	200	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28573_c0_g1(-)	aegeria.TRINITY_DN28573_c0_g1	NA	56	0	0	56	108	108	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28574_c0_g1(+)	aegeria.TRINITY_DN28574_c0_g1	NA	78	0	0	78	141	140	0	1	0	0	0.0	0.0070922	0.0035461	0.0035461	38	36	0	0	0	2	0.0	0.0	0.05263158	0.03508772
pararge_aegeria	TRINITY_DN28576_c0_g1(+)	aegeria.TRINITY_DN28576_c0_g1	NA	254	0	0	254	485	485	0	0	0	0	0.0	0.0	0.0	0.0	95	92	1	2	0	0	0.01052632	0.02105263	0.01578947	0.01578947
pararge_aegeria	TRINITY_DN28578_c0_g1(+)	aegeria.TRINITY_DN28578_c0_g1	NA	690	0	0	690	1312	1308	0	4	0	0	0.0	0.00304878	0.00152439	0.00152439	263	259	0	3	1	0	0.00380228	0.01520913	0.00760456	0.00823827
pararge_aegeria	TRINITY_DN28579_c0_g1(+)	aegeria.TRINITY_DN28579_c0_g1	NA	533	0	0	533	1010	1009	1	0	0	0	0.0009901	0.0	0.00049505	0.00049505	255	251	2	1	0	1	0.00784314	0.00392157	0.00980392	0.00849673
pararge_aegeria	TRINITY_DN28582_c0_g1(+)	aegeria.TRINITY_DN28582_c0_g1	NA	127	0	0	127	251	251	0	0	0	0	0.0	0.0	0.0	0.0	51	49	0	0	0	2	0.0	0.0	0.03921569	0.02614379
pararge_aegeria	TRINITY_DN28583_c0_g1(+)	aegeria.TRINITY_DN28583_c0_g1	OG0001844	723	0	1	722	1378	1377	0	1	0	0	0.0	0.00072569	0.00036284	0.00036284	245	240	1	3	1	0	0.00816327	0.01632653	0.01020408	0.01088435
pararge_aegeria	TRINITY_DN28584_c0_g1(+)	aegeria.TRINITY_DN28584_c0_g1	NA	64	0	0	64	120	120	0	0	0	0	0.0	0.0	0.0	0.0	30	29	0	1	0	0	0.0	0.03333333	0.01666667	0.01666667
pararge_aegeria	TRINITY_DN28586_c0_g1(+)	aegeria.TRINITY_DN28586_c0_g1	OG0004414	642	0	0	642	1227	1227	0	0	0	0	0.0	0.0	0.0	0.0	188	188	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28590_c0_g1(+)	aegeria.TRINITY_DN28590_c0_g1	NA	555	0	0	555	1061	1060	1	0	0	0	0.00094251	0.0	0.00047125	0.00047125	159	158	0	1	0	0	0.0	0.00628931	0.00314465	0.00314465
pararge_aegeria	TRINITY_DN28591_c0_g1(+)	aegeria.TRINITY_DN28591_c0_g1	NA	525	0	0	525	1014	1011	2	1	0	0	0.00197239	0.00098619	0.00147929	0.00147929	220	217	1	1	1	0	0.00909091	0.00909091	0.00681818	0.00757576
pararge_aegeria	TRINITY_DN28593_c0_g1(+)	aegeria.TRINITY_DN28593_c0_g1	NA	50	0	0	50	98	98	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28594_c0_g1(+)	aegeria.TRINITY_DN28594_c0_g1	NA	233	0	1	232	431	428	1	2	0	0	0.00232019	0.00464037	0.00348028	0.00348028	106	99	0	4	2	1	0.01886792	0.05660377	0.03773585	0.03773585
pararge_aegeria	TRINITY_DN28596_c1_g1(+)	aegeria.TRINITY_DN28596_c1_g1	NA	341	0	0	341	658	656	0	2	0	0	0.0	0.00303951	0.00151976	0.00151976	132	131	0	0	1	0	0.00757576	0.00757576	0.00378788	0.00505051
pararge_aegeria	TRINITY_DN28600_c0_g1(+)	aegeria.TRINITY_DN28600_c0_g1	NA	275	0	0	275	534	534	0	0	0	0	0.0	0.0	0.0	0.0	115	115	0	0	0	0	0.0	0.0	0.0	0.0
pararge_aegeria	TRINITY_DN28601_c0_g3(+)	aegeria.TRINITY_DN28601_c0_g3	NA	568	0	1	567	1052	1047	4	0	0	1	0.00380228	0.0	0.00285171	0.00253485	190	187	2	0	0	1	0.01052632	0.0	0.01052632	0.00877193
pararge_aegeria	TRINITY_DN28603_c0_g1(+)	aegeria.TRINITY_DN28603_c0_g1	OG0001343	407	0	0	407	778	778	0	0	0	0	0.0	0.0	0.0	0.0	168	164	4	0	0	0	0.02380952	0.0	0.01190476	0.01190476
pararge_aegeria	TRINITY_DN28604_c0_g1(+)	aegeria.TRINITY_DN28604_c0_g1	OG0002960	942	0	0	942	1783	1780	2	1	0	0	0.0011217	0.00056085	0.00084128	0.00084128	340	338	0	2	0	0	0.0	0.00588235	0.00294118	0.00294118
pararge_aegeria	TRINITY_DN28606_c0_g1(+)	aegeria.TRINITY_DN28606_c0_g1	OG0004791	303	0	0	303	579	577	1	0	0	1	0.00172712	0.0	0.00259067	0.00201497	128	127	1	0	0	0	0.0078125	0.0	0.00390625	0.00390625
pararge_aegeria	TRINITY_DN28607_c0_g2(+)	aegeria.TRINITY_DN28607_c0_g2	NA	349	0	0	349	645	643	0	1	1	0	0.00155039	0.00310078	0.00155039	0.00180879	149	146	3	0	0	0	0.02013423	0.0	0.01006711	0.01006711
pararge_aegeria	TRINITY_DN28608_c0_g1(+)	aegeria.TRINITY_DN28608_c0_g1	NA	363	0	0	363	703	702	0	1	0	0	0.0	0.00142248	0.00071124	0.00071124	128	127	0	0	0	1	0.0	0.0	0.0078125	0.00520833
pararge_aegeria	TRINITY_DN28612_c0_g2(+)	aegeria.TRINITY_DN28612_c0_g2	NA	36	0	0	36	71	70	0	1	0	0	0.0	0.01408451	0.00704225	0.00704225	11	11	0	0	0	0	0.0	0.0	0.0	0.0
