species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_CC_279	0_pi_CC_380	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_CC_279	4_pi_CC_380	4_pi_between	4_pi_total
colias_crocea	TRINITY_DN15938_c0_g1(+)	crocea.TRINITY_DN15938_c0_g1	NA	17	0	0	17	34	34	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15939_c0_g1(+)	crocea.TRINITY_DN15939_c0_g1	OG0001355	423	0	0	423	788	788	0	0	0	0	0.0	0.0	0.0	0.0	169	159	3	7	0	0	0.01775148	0.04142012	0.0295858	0.0295858
colias_crocea	TRINITY_DN15942_c0_g1(+)	crocea.TRINITY_DN15942_c0_g1	NA	77	0	1	76	135	132	1	2	0	0	0.00740741	0.01481481	0.01111111	0.01111111	21	20	0	1	0	0	0.0	0.04761905	0.02380952	0.02380952
colias_crocea	TRINITY_DN15943_c0_g1(+)	crocea.TRINITY_DN15943_c0_g1	NA	215	0	0	215	385	385	0	0	0	0	0.0	0.0	0.0	0.0	112	98	7	5	2	0	0.08035714	0.0625	0.0625	0.06547619
colias_crocea	TRINITY_DN15944_c0_g1(+)	crocea.TRINITY_DN15944_c0_g1	OG0001939	161	0	0	161	306	305	0	0	1	0	0.00326797	0.00326797	0.00163399	0.00217865	59	55	1	0	1	2	0.03389831	0.01694915	0.05084746	0.04237288
colias_crocea	TRINITY_DN15945_c1_g1(-)	crocea.TRINITY_DN15945_c1_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
colias_crocea	TRINITY_DN15945_c1_g3(+)	crocea.TRINITY_DN15945_c1_g3	OG0001393	350	0	0	350	669	669	0	0	0	0	0.0	0.0	0.0	0.0	142	142	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15945_c1_g4(+)	crocea.TRINITY_DN15945_c1_g4	NA	93	0	0	93	176	176	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15946_c0_g1(+)	crocea.TRINITY_DN15946_c0_g1	NA	396	0	1	395	746	741	1	4	0	0	0.00134048	0.00536193	0.00335121	0.00335121	127	126	0	0	1	0	0.00787402	0.00787402	0.00393701	0.00524935
colias_crocea	TRINITY_DN15947_c0_g1(+)	crocea.TRINITY_DN15947_c0_g1	NA	8	0	0	8	11	11	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15949_c0_g1(+)	crocea.TRINITY_DN15949_c0_g1	OG0003868	259	0	0	259	500	499	1	0	0	0	0.002	0.0	0.001	0.001	155	155	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15950_c1_g1(+)	crocea.TRINITY_DN15950_c1_g1	OG0002504	764	0	0	764	1460	1459	1	0	0	0	0.00068493	0.0	0.00034247	0.00034247	312	303	3	3	3	0	0.01923077	0.01923077	0.01442308	0.01602564
colias_crocea	TRINITY_DN15951_c0_g1(+)	crocea.TRINITY_DN15951_c0_g1	NA	193	0	0	193	355	354	0	1	0	0	0.0	0.0028169	0.00140845	0.00140845	79	77	1	0	1	0	0.02531646	0.01265823	0.01265823	0.01476793
colias_crocea	TRINITY_DN15952_c0_g1(+)	crocea.TRINITY_DN15952_c0_g1	NA	302	0	0	302	561	561	0	0	0	0	0.0	0.0	0.0	0.0	125	123	1	0	1	0	0.016	0.008	0.008	0.00933333
colias_crocea	TRINITY_DN15953_c0_g1(+)	crocea.TRINITY_DN15953_c0_g1	NA	783	0	0	783	1480	1479	1	0	0	0	0.00067568	0.0	0.00033784	0.00033784	304	295	4	2	1	2	0.01644737	0.00986842	0.01809211	0.01644737
colias_crocea	TRINITY_DN15956_c0_g1(+)	crocea.TRINITY_DN15956_c0_g1	NA	326	0	0	326	618	617	1	0	0	0	0.00161812	0.0	0.00080906	0.00080906	146	139	0	7	0	0	0.0	0.04794521	0.0239726	0.0239726
colias_crocea	TRINITY_DN15960_c1_g1(+)	crocea.TRINITY_DN15960_c1_g1	NA	385	0	0	385	725	724	1	0	0	0	0.00137931	0.0	0.00068966	0.00068966	142	138	2	0	2	0	0.02816901	0.01408451	0.01408451	0.01643193
colias_crocea	TRINITY_DN15961_c0_g1(+)	crocea.TRINITY_DN15961_c0_g1	OG0002160	409	0	0	409	759	758	0	0	1	0	0.00131752	0.00131752	0.00065876	0.00087835	184	174	2	0	8	0	0.05434783	0.04347826	0.02717391	0.03442029
colias_crocea	TRINITY_DN15962_c0_g1(-)	crocea.TRINITY_DN15962_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
colias_crocea	TRINITY_DN15963_c0_g1(+)	crocea.TRINITY_DN15963_c0_g1	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15964_c0_g1(+)	crocea.TRINITY_DN15964_c0_g1	NA	640	0	0	640	1262	1261	1	0	0	0	0.00079239	0.0	0.0003962	0.0003962	266	261	3	1	1	0	0.01503759	0.0075188	0.0093985	0.01002506
colias_crocea	TRINITY_DN15966_c0_g1(+)	crocea.TRINITY_DN15966_c0_g1	NA	504	0	0	504	934	933	0	1	0	0	0.0	0.00107066	0.00053533	0.00053533	227	213	4	6	3	1	0.030837	0.03964758	0.03303965	0.03377386
colias_crocea	TRINITY_DN15968_c0_g1(+)	crocea.TRINITY_DN15968_c0_g1	NA	763	0	0	763	1428	1425	1	0	2	0	0.00210084	0.00140056	0.00105042	0.00128385	271	266	2	0	3	0	0.01845018	0.01107011	0.00922509	0.01107011
colias_crocea	TRINITY_DN15969_c0_g1(+)	crocea.TRINITY_DN15969_c0_g1	NA	294	0	0	294	552	544	2	2	4	0	0.01086957	0.01086957	0.00724638	0.00845411	99	97	0	2	0	0	0.0	0.02020202	0.01010101	0.01010101
colias_crocea	TRINITY_DN15970_c0_g1(+)	crocea.TRINITY_DN15970_c0_g1	OG0002758	42	0	0	42	83	83	0	0	0	0	0.0	0.0	0.0	0.0	19	19	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15973_c1_g1(+)	crocea.TRINITY_DN15973_c1_g1	NA	31	0	0	31	56	56	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15973_c2_g1(+)	crocea.TRINITY_DN15973_c2_g1	NA	221	0	0	221	426	426	0	0	0	0	0.0	0.0	0.0	0.0	113	111	1	1	0	0	0.00884956	0.00884956	0.00884956	0.00884956
colias_crocea	TRINITY_DN15973_c3_g1(+)	crocea.TRINITY_DN15973_c3_g1	OG0001370	369	0	0	369	703	701	2	0	0	0	0.00284495	0.0	0.00142248	0.00142248	160	159	0	1	0	0	0.0	0.00625	0.003125	0.003125
colias_crocea	TRINITY_DN15973_c4_g1(+)	crocea.TRINITY_DN15973_c4_g1	NA	320	0	0	320	596	589	3	2	2	0	0.00838926	0.00671141	0.00587248	0.00643177	113	108	1	1	3	0	0.03539823	0.03539823	0.02212389	0.02654867
colias_crocea	TRINITY_DN15973_c5_g1(+)	crocea.TRINITY_DN15973_c5_g1	OG0001335	332	0	0	332	651	651	0	0	0	0	0.0	0.0	0.0	0.0	177	175	2	0	0	0	0.01129944	0.0	0.00564972	0.00564972
colias_crocea	TRINITY_DN15974_c0_g1(+)	crocea.TRINITY_DN15974_c0_g1	NA	606	0	0	606	1132	1130	1	1	0	0	0.00088339	0.00088339	0.00088339	0.00088339	248	241	3	4	0	0	0.01209677	0.01612903	0.0141129	0.0141129
colias_crocea	TRINITY_DN15975_c0_g1(+)	crocea.TRINITY_DN15975_c0_g1	NA	1034	2	1	1031	1964	1954	0	4	6	0	0.00305499	0.00509165	0.00254582	0.00305499	332	329	0	2	1	0	0.00301205	0.00903614	0.00451807	0.00502008
colias_crocea	TRINITY_DN15976_c0_g1(+)	crocea.TRINITY_DN15976_c0_g1	OG0003341	399	0	0	399	738	737	0	1	0	0	0.0	0.00135501	0.00067751	0.00067751	146	140	2	4	0	0	0.01369863	0.02739726	0.02054795	0.02054795
colias_crocea	TRINITY_DN15977_c0_g1(+)	crocea.TRINITY_DN15977_c0_g1	NA	429	0	0	429	803	796	3	4	0	0	0.00373599	0.00498132	0.00435866	0.00435866	157	152	2	3	0	0	0.01273885	0.01910828	0.01592357	0.01592357
colias_crocea	TRINITY_DN15978_c0_g1(+)	crocea.TRINITY_DN15978_c0_g1	NA	306	0	0	306	559	557	1	1	0	0	0.00178891	0.00178891	0.00178891	0.00178891	129	119	1	2	6	1	0.05426357	0.0620155	0.04263566	0.04780362
colias_crocea	TRINITY_DN15979_c0_g1(+)	crocea.TRINITY_DN15979_c0_g1	NA	152	0	0	152	300	300	0	0	0	0	0.0	0.0	0.0	0.0	62	60	2	0	0	0	0.03225806	0.0	0.01612903	0.01612903
colias_crocea	TRINITY_DN15980_c0_g1(+)	crocea.TRINITY_DN15980_c0_g1	NA	537	2	0	535	935	934	0	1	0	0	0.0	0.00106952	0.00053476	0.00053476	227	207	6	8	2	4	0.03524229	0.04405286	0.05286344	0.04845815
colias_crocea	TRINITY_DN15981_c0_g2(+)	crocea.TRINITY_DN15981_c0_g2	NA	67	0	1	66	121	114	7	0	0	0	0.05785124	0.0	0.02892562	0.02892562	19	19	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15982_c0_g1(+)	crocea.TRINITY_DN15982_c0_g1	NA	11	0	0	11	14	14	0	0	0	0	0.0	0.0	0.0	0.0	4	3	0	0	1	0	0.25	0.25	0.125	0.16666667
colias_crocea	TRINITY_DN15983_c0_g1(+)	crocea.TRINITY_DN15983_c0_g1	NA	302	3	0	299	518	513	4	1	0	0	0.00772201	0.0019305	0.00482625	0.00482625	147	127	7	11	1	1	0.05442177	0.08163265	0.07142857	0.07029478
colias_crocea	TRINITY_DN15984_c0_g1(+)	crocea.TRINITY_DN15984_c0_g1	NA	442	0	0	442	834	833	1	0	0	0	0.00119904	0.0	0.00059952	0.00059952	201	193	0	8	0	0	0.0	0.039801	0.0199005	0.0199005
colias_crocea	TRINITY_DN15987_c0_g1(+)	crocea.TRINITY_DN15987_c0_g1	NA	213	0	1	212	391	386	2	3	0	0	0.00511509	0.00767263	0.00639386	0.00639386	77	71	1	3	2	0	0.03896104	0.06493506	0.03896104	0.04329004
colias_crocea	TRINITY_DN15988_c0_g1(+)	crocea.TRINITY_DN15988_c0_g1	OG0004322	419	0	0	419	758	757	0	1	0	0	0.0	0.00131926	0.00065963	0.00065963	192	185	1	4	2	0	0.015625	0.03125	0.01822917	0.01996528
colias_crocea	TRINITY_DN15989_c0_g1(+)	crocea.TRINITY_DN15989_c0_g1	NA	358	1	0	357	644	642	1	0	1	0	0.00310559	0.0015528	0.0015528	0.0018116	147	137	3	1	6	0	0.06122449	0.04761905	0.03401361	0.04081633
colias_crocea	TRINITY_DN15990_c1_g1(+)	crocea.TRINITY_DN15990_c1_g1	NA	276	0	0	276	501	495	2	2	1	1	0.00598802	0.00598802	0.00698603	0.00665336	85	78	3	2	1	1	0.04705882	0.03529412	0.04705882	0.04509804
colias_crocea	TRINITY_DN15990_c2_g1(+)	crocea.TRINITY_DN15990_c2_g1	NA	156	0	1	155	282	282	0	0	0	0	0.0	0.0	0.0	0.0	56	54	0	0	2	0	0.03571429	0.03571429	0.01785714	0.02380952
colias_crocea	TRINITY_DN15990_c2_g2(+)	crocea.TRINITY_DN15990_c2_g2	NA	153	0	0	153	297	297	0	0	0	0	0.0	0.0	0.0	0.0	49	49	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15991_c1_g1(+)	crocea.TRINITY_DN15991_c1_g1	NA	190	0	0	190	354	352	0	1	1	0	0.00282486	0.00564972	0.00282486	0.00329567	83	80	1	1	1	0	0.02409639	0.02409639	0.01807229	0.02008032
colias_crocea	TRINITY_DN15993_c1_g2(+)	crocea.TRINITY_DN15993_c1_g2	NA	342	0	0	342	648	646	1	0	0	1	0.00154321	0.0	0.00231481	0.00180041	111	109	0	0	0	2	0.0	0.0	0.01801802	0.01201201
colias_crocea	TRINITY_DN15993_c2_g4(+)	crocea.TRINITY_DN15993_c2_g4	NA	99	0	0	99	193	192	0	1	0	0	0.0	0.00518135	0.00259067	0.00259067	47	47	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15994_c2_g4(+)	crocea.TRINITY_DN15994_c2_g4	NA	906	0	0	906	1761	1759	1	0	0	1	0.00056786	0.0	0.00085179	0.0006625	344	340	0	2	0	2	0.0	0.00581395	0.00872093	0.00678295
colias_crocea	TRINITY_DN15995_c0_g1(+)	crocea.TRINITY_DN15995_c0_g1	NA	111	0	0	111	211	211	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15997_c0_g1(+)	crocea.TRINITY_DN15997_c0_g1	NA	840	0	0	840	1602	1602	0	0	0	0	0.0	0.0	0.0	0.0	334	330	0	1	0	3	0.0	0.00299401	0.01047904	0.00748503
colias_crocea	TRINITY_DN15997_c0_g2(+)	crocea.TRINITY_DN15997_c0_g2	NA	12	0	0	12	25	25	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN15998_c0_g1(+)	crocea.TRINITY_DN15998_c0_g1	OG0002684	355	0	0	355	643	640	1	2	0	0	0.00155521	0.00311042	0.00233281	0.00233281	131	124	3	2	1	1	0.03053435	0.02290076	0.03053435	0.02926208
colias_crocea	TRINITY_DN16000_c1_g1(-)	crocea.TRINITY_DN16000_c1_g1	NA	35	0	0	35	62	61	0	0	0	1	0.0	0.0	0.01612903	0.01075269	19	17	2	0	0	0	0.10526316	0.0	0.05263158	0.05263158
colias_crocea	TRINITY_DN16000_c2_g1(+)	crocea.TRINITY_DN16000_c2_g1	NA	335	0	0	335	611	611	0	0	0	0	0.0	0.0	0.0	0.0	140	129	3	4	0	4	0.02142857	0.02857143	0.05357143	0.04404762
colias_crocea	TRINITY_DN16001_c0_g1(+)	crocea.TRINITY_DN16001_c0_g1	NA	171	0	0	171	333	332	0	0	1	0	0.003003	0.003003	0.0015015	0.002002	72	71	0	0	1	0	0.01388889	0.01388889	0.00694444	0.00925926
colias_crocea	TRINITY_DN16002_c0_g1(-)	crocea.TRINITY_DN16002_c0_g1	NA	49	0	0	49	86	85	1	0	0	0	0.01162791	0.0	0.00581395	0.00581395	18	18	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16002_c0_g2(+)	crocea.TRINITY_DN16002_c0_g2	NA	50	0	0	50	91	87	0	2	2	0	0.02197802	0.04395604	0.02197802	0.02564102	21	21	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16003_c0_g1(+)	crocea.TRINITY_DN16003_c0_g1	OG0003204	437	0	0	437	823	821	2	0	0	0	0.00243013	0.0	0.00121507	0.00121507	138	136	1	1	0	0	0.00724638	0.00724638	0.00724638	0.00724638
colias_crocea	TRINITY_DN16004_c0_g1(+)	crocea.TRINITY_DN16004_c0_g1	NA	248	0	0	248	467	466	0	1	0	0	0.0	0.00214133	0.00107066	0.00107066	84	82	1	1	0	0	0.01190476	0.01190476	0.01190476	0.01190476
colias_crocea	TRINITY_DN16005_c0_g1(+)	crocea.TRINITY_DN16005_c0_g1	OG0001413	211	0	0	211	409	407	0	2	0	0	0.0	0.00488998	0.00244499	0.00244499	69	66	1	2	0	0	0.01449275	0.02898551	0.02173913	0.02173913
colias_crocea	TRINITY_DN16006_c0_g1(+)	crocea.TRINITY_DN16006_c0_g1	NA	410	0	1	409	771	766	3	1	0	1	0.00389105	0.00129702	0.00389105	0.00345871	123	119	2	0	0	2	0.01626016	0.0	0.02439024	0.01897019
colias_crocea	TRINITY_DN16008_c0_g1(+)	crocea.TRINITY_DN16008_c0_g1	NA	309	0	0	309	601	601	0	0	0	0	0.0	0.0	0.0	0.0	129	129	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16008_c0_g2(+)	crocea.TRINITY_DN16008_c0_g2	NA	54	0	0	54	105	105	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16009_c0_g4(+)	crocea.TRINITY_DN16009_c0_g4	NA	444	1	0	443	832	829	0	1	2	0	0.00240385	0.00360577	0.00180288	0.00220352	168	161	3	2	2	0	0.0297619	0.02380952	0.02083333	0.02281746
colias_crocea	TRINITY_DN16010_c0_g1(+)	crocea.TRINITY_DN16010_c0_g1	NA	241	0	0	241	445	443	2	0	0	0	0.00449438	0.0	0.00224719	0.00224719	93	90	3	0	0	0	0.03225806	0.0	0.01612903	0.01612903
colias_crocea	TRINITY_DN16011_c0_g1(+)	crocea.TRINITY_DN16011_c0_g1	NA	420	0	0	420	767	765	0	1	0	1	0.0	0.00130378	0.00195567	0.00152108	221	210	6	1	1	3	0.03167421	0.00904977	0.03167421	0.02790347
colias_crocea	TRINITY_DN16012_c0_g2(-)	crocea.TRINITY_DN16012_c0_g2	NA	29	0	0	29	54	53	0	0	1	0	0.01851852	0.01851852	0.00925926	0.01234568	7	7	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16013_c0_g1(+)	crocea.TRINITY_DN16013_c0_g1	OG0004313	529	0	1	528	964	962	1	0	0	1	0.00103734	0.0	0.00155602	0.00121024	208	198	8	0	0	2	0.03846154	0.0	0.02884615	0.02564102
colias_crocea	TRINITY_DN16014_c0_g1(+)	crocea.TRINITY_DN16014_c0_g1	NA	368	0	0	368	685	679	4	2	0	0	0.00583942	0.00291971	0.00437956	0.00437956	104	99	1	3	1	0	0.01923077	0.03846154	0.02403846	0.02564103
colias_crocea	TRINITY_DN16015_c0_g1(+)	crocea.TRINITY_DN16015_c0_g1	NA	1017	0	0	1017	1925	1924	0	1	0	0	0.0	0.00051948	0.00025974	0.00025974	378	370	1	3	4	0	0.01322751	0.01851852	0.01058201	0.01234568
colias_crocea	TRINITY_DN16016_c0_g1(+)	crocea.TRINITY_DN16016_c0_g1	NA	323	0	0	323	619	619	0	0	0	0	0.0	0.0	0.0	0.0	134	132	0	0	0	2	0.0	0.0	0.01492537	0.00995025
colias_crocea	TRINITY_DN16017_c0_g1(+)	crocea.TRINITY_DN16017_c0_g1	NA	274	0	0	274	524	523	1	0	0	0	0.0019084	0.0	0.0009542	0.0009542	146	142	2	2	0	0	0.01369863	0.01369863	0.01369863	0.01369863
colias_crocea	TRINITY_DN16018_c0_g1(-)	crocea.TRINITY_DN16018_c0_g1	NA	10	1	0	9	16	16	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16020_c0_g1(+)	crocea.TRINITY_DN16020_c0_g1	OG0003001	846	0	1	845	1629	1624	0	3	2	0	0.00122775	0.00306937	0.00153468	0.00173931	273	269	0	2	2	0	0.00732601	0.01465201	0.00732601	0.00854701
colias_crocea	TRINITY_DN16021_c0_g1(+)	crocea.TRINITY_DN16021_c0_g1	NA	285	0	0	285	539	538	1	0	0	0	0.00185529	0.0	0.00092764	0.00092764	121	116	4	1	0	0	0.03305785	0.00826446	0.02066116	0.02066116
colias_crocea	TRINITY_DN16022_c1_g3(-)	crocea.TRINITY_DN16022_c1_g3	NA	50	0	0	50	99	99	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16023_c0_g1(+)	crocea.TRINITY_DN16023_c0_g1	NA	234	0	0	234	415	413	1	1	0	0	0.00240964	0.00240964	0.00240964	0.00240964	100	88	7	4	1	0	0.08	0.05	0.06	0.06166667
colias_crocea	TRINITY_DN16026_c0_g1(+)	crocea.TRINITY_DN16026_c0_g1	NA	429	0	0	429	838	838	0	0	0	0	0.0	0.0	0.0	0.0	208	206	0	1	0	1	0.0	0.00480769	0.00721154	0.00560897
colias_crocea	TRINITY_DN16028_c0_g1(+)	crocea.TRINITY_DN16028_c0_g1	NA	108	0	0	108	192	192	0	0	0	0	0.0	0.0	0.0	0.0	50	48	2	0	0	0	0.04	0.0	0.02	0.02
colias_crocea	TRINITY_DN16029_c0_g1(+)	crocea.TRINITY_DN16029_c0_g1	NA	321	0	0	321	586	582	1	3	0	0	0.00170648	0.00511945	0.00341297	0.00341297	127	118	1	7	0	1	0.00787402	0.05511811	0.03937008	0.03674541
colias_crocea	TRINITY_DN16030_c1_g1(+)	crocea.TRINITY_DN16030_c1_g1	NA	211	1	0	210	356	350	3	1	2	0	0.01404494	0.00842697	0.00842697	0.0093633	99	88	6	5	0	0	0.06060606	0.05050505	0.05555556	0.05555556
colias_crocea	TRINITY_DN16031_c0_g2(+)	crocea.TRINITY_DN16031_c0_g2	NA	754	0	0	754	1418	1418	0	0	0	0	0.0	0.0	0.0	0.0	254	248	3	1	2	0	0.01968504	0.01181102	0.01181102	0.01312336
colias_crocea	TRINITY_DN16033_c0_g1(+)	crocea.TRINITY_DN16033_c0_g1	NA	334	0	0	334	639	639	0	0	0	0	0.0	0.0	0.0	0.0	143	138	1	3	0	1	0.00699301	0.02097902	0.02097902	0.01864802
colias_crocea	TRINITY_DN16035_c0_g1(+)	crocea.TRINITY_DN16035_c0_g1	NA	265	1	0	264	479	479	0	0	0	0	0.0	0.0	0.0	0.0	116	105	4	2	4	1	0.06896552	0.05172414	0.05172414	0.0545977
colias_crocea	TRINITY_DN16036_c0_g2(+)	crocea.TRINITY_DN16036_c0_g2	NA	27	0	0	27	48	48	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16036_c0_g3(+)	crocea.TRINITY_DN16036_c0_g3	NA	247	1	0	246	450	449	1	0	0	0	0.00222222	0.0	0.00111111	0.00111111	103	97	5	1	0	0	0.04854369	0.00970874	0.02912621	0.02912621
colias_crocea	TRINITY_DN16036_c1_g1(+)	crocea.TRINITY_DN16036_c1_g1	NA	357	0	0	357	657	656	0	1	0	0	0.0	0.00152207	0.00076104	0.00076104	128	123	1	2	0	2	0.0078125	0.015625	0.02734375	0.02213542
colias_crocea	TRINITY_DN16037_c0_g1(+)	crocea.TRINITY_DN16037_c0_g1	NA	520	0	1	519	996	991	3	0	1	1	0.00401606	0.00100402	0.00301205	0.00284471	283	282	0	0	1	0	0.00353357	0.00353357	0.00176678	0.00235571
colias_crocea	TRINITY_DN16038_c0_g1(+)	crocea.TRINITY_DN16038_c0_g1	OG0001942	427	0	0	427	775	774	0	0	1	0	0.00129032	0.00129032	0.00064516	0.00086021	141	130	3	6	1	1	0.02836879	0.04964539	0.04255319	0.04137116
colias_crocea	TRINITY_DN16039_c0_g1(+)	crocea.TRINITY_DN16039_c0_g1	NA	71	0	1	70	117	116	1	0	0	0	0.00854701	0.0	0.0042735	0.0042735	28	26	0	1	1	0	0.03571429	0.07142857	0.03571429	0.04166667
colias_crocea	TRINITY_DN16040_c0_g1(+)	crocea.TRINITY_DN16040_c0_g1	NA	62	0	0	62	110	109	1	0	0	0	0.00909091	0.0	0.00454545	0.00454545	22	22	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16041_c0_g1(+)	crocea.TRINITY_DN16041_c0_g1	NA	256	0	0	256	491	491	0	0	0	0	0.0	0.0	0.0	0.0	103	100	0	1	2	0	0.01941748	0.02912621	0.01456311	0.01779935
colias_crocea	TRINITY_DN16042_c0_g3(+)	crocea.TRINITY_DN16042_c0_g3	OG0001449	473	0	0	473	902	898	0	4	0	0	0.0	0.00443459	0.00221729	0.00221729	193	187	2	2	1	1	0.01554404	0.01554404	0.01813472	0.01727116
colias_crocea	TRINITY_DN16043_c0_g1(+)	crocea.TRINITY_DN16043_c0_g1	NA	372	0	0	372	713	710	2	1	0	0	0.00280505	0.00140252	0.00210379	0.00210379	164	163	1	0	0	0	0.00609756	0.0	0.00304878	0.00304878
colias_crocea	TRINITY_DN16044_c0_g1(+)	crocea.TRINITY_DN16044_c0_g1	OG0002161	705	0	1	704	1342	1342	0	0	0	0	0.0	0.0	0.0	0.0	302	299	2	1	0	0	0.00662252	0.00331126	0.00496689	0.00496689
colias_crocea	TRINITY_DN16045_c0_g2(+)	crocea.TRINITY_DN16045_c0_g2	NA	751	0	0	751	1442	1439	0	2	0	1	0.0	0.00138696	0.00138696	0.0011558	305	303	0	2	0	0	0.0	0.00655738	0.00327869	0.00327869
colias_crocea	TRINITY_DN16046_c0_g1(+)	crocea.TRINITY_DN16046_c0_g1	NA	526	1	0	525	985	982	1	2	0	0	0.00101523	0.00203046	0.00152284	0.00152284	239	232	3	3	1	0	0.0167364	0.0167364	0.01464435	0.0153417
colias_crocea	TRINITY_DN16048_c0_g1(+)	crocea.TRINITY_DN16048_c0_g1	NA	244	0	0	244	455	452	2	1	0	0	0.0043956	0.0021978	0.0032967	0.0032967	91	88	2	1	0	0	0.02197802	0.01098901	0.01648352	0.01648352
colias_crocea	TRINITY_DN16049_c3_g1(-)	crocea.TRINITY_DN16049_c3_g1	NA	54	0	0	54	96	91	0	0	5	0	0.05208333	0.05208333	0.02604167	0.03472222	15	15	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16049_c4_g2(+)	crocea.TRINITY_DN16049_c4_g2	NA	505	0	0	505	963	962	1	0	0	0	0.00103842	0.0	0.00051921	0.00051921	193	193	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16050_c0_g1(+)	crocea.TRINITY_DN16050_c0_g1	NA	320	0	0	320	605	605	0	0	0	0	0.0	0.0	0.0	0.0	147	143	1	3	0	0	0.00680272	0.02040816	0.01360544	0.01360544
colias_crocea	TRINITY_DN16052_c0_g1(+)	crocea.TRINITY_DN16052_c0_g1	NA	326	0	0	326	632	632	0	0	0	0	0.0	0.0	0.0	0.0	172	171	0	1	0	0	0.0	0.00581395	0.00290698	0.00290698
colias_crocea	TRINITY_DN16054_c0_g1(+)	crocea.TRINITY_DN16054_c0_g1	NA	336	1	0	335	638	636	0	2	0	0	0.0	0.0031348	0.0015674	0.0015674	130	125	3	2	0	0	0.02307692	0.01538462	0.01923077	0.01923077
colias_crocea	TRINITY_DN16056_c0_g1(+)	crocea.TRINITY_DN16056_c0_g1	NA	196	0	0	196	372	371	0	1	0	0	0.0	0.00268817	0.00134409	0.00134409	63	62	0	1	0	0	0.0	0.01587302	0.00793651	0.00793651
colias_crocea	TRINITY_DN16057_c0_g1(+)	crocea.TRINITY_DN16057_c0_g1	NA	4	0	0	4	7	7	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
colias_crocea	TRINITY_DN16058_c0_g1(+)	crocea.TRINITY_DN16058_c0_g1	NA	381	0	0	381	693	693	0	0	0	0	0.0	0.0	0.0	0.0	175	160	4	7	3	1	0.04	0.05714286	0.04571429	0.04666667
colias_crocea	TRINITY_DN16059_c0_g1(+)	crocea.TRINITY_DN16059_c0_g1	NA	170	0	0	170	318	318	0	0	0	0	0.0	0.0	0.0	0.0	94	94	0	0	0	0	0.0	0.0	0.0	0.0
