species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_CeAr_337	0_pi_CeAr_408	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_CeAr_337	4_pi_CeAr_408	4_pi_between	4_pi_total
celastrina_argiolus	TRINITY_DN13942_c0_g1(+)	argiolus.TRINITY_DN13942_c0_g1	OG0003989	334	0	0	334	619	617	2	0	0	0	0.00323102	0.0	0.00161551	0.00161551	148	144	3	1	0	0	0.02027027	0.00675676	0.01351351	0.01351351
celastrina_argiolus	TRINITY_DN13943_c0_g1(+)	argiolus.TRINITY_DN13943_c0_g1	NA	281	0	0	281	557	556	1	0	0	0	0.00179533	0.0	0.00089767	0.00089767	89	89	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13947_c0_g1(+)	argiolus.TRINITY_DN13947_c0_g1	NA	308	0	0	308	589	589	0	0	0	0	0.0	0.0	0.0	0.0	120	120	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13948_c0_g3(+)	argiolus.TRINITY_DN13948_c0_g3	NA	403	0	0	403	774	772	1	1	0	0	0.00129199	0.00129199	0.00129199	0.00129199	165	165	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13950_c0_g1(+)	argiolus.TRINITY_DN13950_c0_g1	NA	321	0	0	321	628	627	0	1	0	0	0.0	0.00159236	0.00079618	0.00079618	132	130	1	0	1	0	0.01515152	0.00757576	0.00757576	0.00883839
celastrina_argiolus	TRINITY_DN13951_c0_g1(+)	argiolus.TRINITY_DN13951_c0_g1	NA	137	0	0	137	264	264	0	0	0	0	0.0	0.0	0.0	0.0	59	59	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13952_c0_g1(+)	argiolus.TRINITY_DN13952_c0_g1	NA	560	0	1	559	1035	1032	1	1	1	0	0.00193237	0.00193237	0.00144928	0.00161031	273	265	1	2	5	0	0.02197802	0.02564103	0.01465201	0.01770451
celastrina_argiolus	TRINITY_DN13953_c0_g1(+)	argiolus.TRINITY_DN13953_c0_g1	OG0004979	428	0	0	428	835	833	0	2	0	0	0.0	0.00239521	0.0011976	0.0011976	175	174	0	1	0	0	0.0	0.00571429	0.00285714	0.00285714
celastrina_argiolus	TRINITY_DN13954_c0_g1(+)	argiolus.TRINITY_DN13954_c0_g1	NA	415	0	1	414	778	777	0	1	0	0	0.0	0.00128535	0.00064267	0.00064267	202	198	2	1	0	1	0.00990099	0.0049505	0.01237624	0.01072607
celastrina_argiolus	TRINITY_DN13955_c0_g1(+)	argiolus.TRINITY_DN13955_c0_g1	OG0001348	183	0	0	183	350	349	1	0	0	0	0.00285714	0.0	0.00142857	0.00142857	81	80	0	0	0	1	0.0	0.0	0.01234568	0.00823045
celastrina_argiolus	TRINITY_DN13956_c0_g1(+)	argiolus.TRINITY_DN13956_c0_g1	NA	766	0	0	766	1430	1429	0	1	0	0	0.0	0.0006993	0.00034965	0.00034965	265	258	6	1	0	0	0.02264151	0.00377358	0.01320755	0.01320755
celastrina_argiolus	TRINITY_DN13957_c0_g1(+)	argiolus.TRINITY_DN13957_c0_g1	NA	307	0	1	306	557	554	1	1	1	0	0.00359066	0.00359066	0.002693	0.00299222	125	122	1	1	1	0	0.016	0.016	0.012	0.01333333
celastrina_argiolus	TRINITY_DN13958_c0_g1(+)	argiolus.TRINITY_DN13958_c0_g1	NA	521	0	0	521	1015	1013	2	0	0	0	0.00197044	0.0	0.00098522	0.00098522	189	188	1	0	0	0	0.00529101	0.0	0.0026455	0.0026455
celastrina_argiolus	TRINITY_DN13959_c0_g2(+)	argiolus.TRINITY_DN13959_c0_g2	OG0004046	456	0	0	456	869	868	1	0	0	0	0.00115075	0.0	0.00057537	0.00057537	161	156	0	2	0	3	0.0	0.01242236	0.02484472	0.01863354
celastrina_argiolus	TRINITY_DN13960_c0_g1(+)	argiolus.TRINITY_DN13960_c0_g1	NA	452	0	0	452	864	863	0	1	0	0	0.0	0.00115741	0.0005787	0.0005787	189	185	1	3	0	0	0.00529101	0.01587302	0.01058201	0.01058201
celastrina_argiolus	TRINITY_DN13960_c0_g2(+)	argiolus.TRINITY_DN13960_c0_g2	NA	527	0	0	527	994	991	1	1	1	0	0.00201207	0.00201207	0.00150905	0.00167672	173	171	1	1	0	0	0.00578035	0.00578035	0.00578035	0.00578035
celastrina_argiolus	TRINITY_DN13961_c0_g1(+)	argiolus.TRINITY_DN13961_c0_g1	OG0001904	258	0	0	258	480	480	0	0	0	0	0.0	0.0	0.0	0.0	117	111	5	1	0	0	0.04273504	0.00854701	0.02564103	0.02564103
celastrina_argiolus	TRINITY_DN13963_c0_g1(+)	argiolus.TRINITY_DN13963_c0_g1	NA	519	0	0	519	989	988	1	0	0	0	0.00101112	0.0	0.00050556	0.00050556	269	266	0	2	1	0	0.00371747	0.01115242	0.00557621	0.00619579
celastrina_argiolus	TRINITY_DN13964_c0_g1(+)	argiolus.TRINITY_DN13964_c0_g1	OG0003961	857	0	0	857	1622	1619	0	2	1	0	0.00061652	0.00184957	0.00092478	0.00102753	319	316	1	2	0	0	0.0031348	0.00626959	0.00470219	0.00470219
celastrina_argiolus	TRINITY_DN13967_c0_g1(+)	argiolus.TRINITY_DN13967_c0_g1	NA	212	0	0	212	382	382	0	0	0	0	0.0	0.0	0.0	0.0	123	120	0	1	2	0	0.01626016	0.02439024	0.01219512	0.01490515
celastrina_argiolus	TRINITY_DN13968_c0_g1(+)	argiolus.TRINITY_DN13968_c0_g1	OG0001397	86	0	0	86	172	172	0	0	0	0	0.0	0.0	0.0	0.0	29	29	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13969_c0_g1(+)	argiolus.TRINITY_DN13969_c0_g1	NA	345	0	1	344	651	650	0	0	1	0	0.0015361	0.0015361	0.00076805	0.00102407	156	154	2	0	0	0	0.01282051	0.0	0.00641026	0.00641026
celastrina_argiolus	TRINITY_DN13970_c0_g1(+)	argiolus.TRINITY_DN13970_c0_g1	NA	8	0	0	8	14	14	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13971_c0_g1(+)	argiolus.TRINITY_DN13971_c0_g1	NA	416	0	1	415	795	792	3	0	0	0	0.00377358	0.0	0.00188679	0.00188679	191	188	3	0	0	0	0.01570681	0.0	0.0078534	0.0078534
celastrina_argiolus	TRINITY_DN13972_c0_g1(+)	argiolus.TRINITY_DN13972_c0_g1	OG0004684	552	0	0	552	1063	1062	0	1	0	0	0.0	0.00094073	0.00047037	0.00047037	279	275	1	1	2	0	0.01075269	0.01075269	0.00716846	0.0083632
celastrina_argiolus	TRINITY_DN13973_c0_g1(+)	argiolus.TRINITY_DN13973_c0_g1	NA	332	0	0	332	633	633	0	0	0	0	0.0	0.0	0.0	0.0	172	168	4	0	0	0	0.02325581	0.0	0.01162791	0.01162791
celastrina_argiolus	TRINITY_DN13974_c0_g1(+)	argiolus.TRINITY_DN13974_c0_g1	NA	639	0	0	639	1218	1217	0	1	0	0	0.0	0.00082102	0.00041051	0.00041051	352	344	1	7	0	0	0.00284091	0.01988636	0.01136364	0.01136364
celastrina_argiolus	TRINITY_DN13975_c0_g1(+)	argiolus.TRINITY_DN13975_c0_g1	OG0003919	1062	0	1	1061	2013	2013	0	0	0	0	0.0	0.0	0.0	0.0	380	376	1	3	0	0	0.00263158	0.00789474	0.00526316	0.00526316
celastrina_argiolus	TRINITY_DN13977_c0_g1(+)	argiolus.TRINITY_DN13977_c0_g1	NA	510	0	0	510	925	923	1	1	0	0	0.00108108	0.00108108	0.00108108	0.00108108	199	193	0	6	0	0	0.0	0.03015075	0.01507538	0.01507538
celastrina_argiolus	TRINITY_DN13979_c0_g2(+)	argiolus.TRINITY_DN13979_c0_g2	NA	97	0	0	97	189	189	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13981_c0_g1(+)	argiolus.TRINITY_DN13981_c0_g1	NA	485	0	0	485	912	908	0	3	0	1	0.0	0.00328947	0.00274123	0.00237573	221	215	0	3	0	3	0.0	0.01357466	0.02036199	0.0158371
celastrina_argiolus	TRINITY_DN13982_c0_g1(+)	argiolus.TRINITY_DN13982_c0_g1	OG0003187	325	0	0	325	635	634	0	1	0	0	0.0	0.0015748	0.0007874	0.0007874	140	139	1	0	0	0	0.00714286	0.0	0.00357143	0.00357143
celastrina_argiolus	TRINITY_DN13983_c0_g1(+)	argiolus.TRINITY_DN13983_c0_g1	NA	117	0	0	117	225	224	1	0	0	0	0.00444444	0.0	0.00222222	0.00222222	65	63	2	0	0	0	0.03076923	0.0	0.01538462	0.01538462
celastrina_argiolus	TRINITY_DN13986_c0_g1(+)	argiolus.TRINITY_DN13986_c0_g1	OG0001612	223	0	0	223	422	422	0	0	0	0	0.0	0.0	0.0	0.0	90	90	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13988_c0_g1(+)	argiolus.TRINITY_DN13988_c0_g1	NA	318	0	1	317	594	594	0	0	0	0	0.0	0.0	0.0	0.0	133	129	4	0	0	0	0.03007519	0.0	0.01503759	0.01503759
celastrina_argiolus	TRINITY_DN13989_c0_g1(+)	argiolus.TRINITY_DN13989_c0_g1	NA	139	0	0	139	263	262	0	0	0	1	0.0	0.0	0.00380228	0.00253485	68	68	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13990_c0_g1(+)	argiolus.TRINITY_DN13990_c0_g1	NA	517	0	0	517	984	981	2	0	1	0	0.00304878	0.00101626	0.00152439	0.00169377	216	212	2	1	1	0	0.01388889	0.00925926	0.00925926	0.01003086
celastrina_argiolus	TRINITY_DN13991_c0_g1(+)	argiolus.TRINITY_DN13991_c0_g1	NA	74	0	0	74	141	139	0	0	2	0	0.0141844	0.0141844	0.0070922	0.00945627	44	44	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13992_c0_g1(+)	argiolus.TRINITY_DN13992_c0_g1	NA	256	0	0	256	470	468	1	1	0	0	0.00212766	0.00212766	0.00212766	0.00212766	105	99	3	1	2	0	0.04761905	0.02857143	0.02857143	0.03174603
celastrina_argiolus	TRINITY_DN13993_c0_g1(+)	argiolus.TRINITY_DN13993_c0_g1	NA	492	0	0	492	965	965	0	0	0	0	0.0	0.0	0.0	0.0	224	224	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN13994_c0_g1(+)	argiolus.TRINITY_DN13994_c0_g1	NA	560	0	0	560	1064	1064	0	0	0	0	0.0	0.0	0.0	0.0	288	285	0	1	2	0	0.00694444	0.01041667	0.00520833	0.00636574
celastrina_argiolus	TRINITY_DN13995_c0_g1(+)	argiolus.TRINITY_DN13995_c0_g1	NA	977	0	1	976	1869	1868	0	1	0	0	0.0	0.00053505	0.00026752	0.00026752	444	441	0	3	0	0	0.0	0.00675676	0.00337838	0.00337838
celastrina_argiolus	TRINITY_DN13997_c0_g1(+)	argiolus.TRINITY_DN13997_c0_g1	OG0001972	215	0	0	215	410	410	0	0	0	0	0.0	0.0	0.0	0.0	101	100	1	0	0	0	0.00990099	0.0	0.0049505	0.0049505
celastrina_argiolus	TRINITY_DN13999_c0_g1(+)	argiolus.TRINITY_DN13999_c0_g1	NA	191	0	0	191	349	349	0	0	0	0	0.0	0.0	0.0	0.0	75	72	2	1	0	0	0.02666667	0.01333333	0.02	0.02
celastrina_argiolus	TRINITY_DN14000_c0_g1(+)	argiolus.TRINITY_DN14000_c0_g1	OG0004214	640	0	1	639	1215	1210	3	1	1	0	0.00329218	0.00164609	0.00205761	0.00219478	267	261	6	0	0	0	0.02247191	0.0	0.01123596	0.01123596
celastrina_argiolus	TRINITY_DN14002_c0_g1(+)	argiolus.TRINITY_DN14002_c0_g1	NA	427	0	0	427	806	802	1	0	3	0	0.00496278	0.00372208	0.00248139	0.00310174	182	176	0	3	3	0	0.01648352	0.03296703	0.01648352	0.01923077
celastrina_argiolus	TRINITY_DN14004_c0_g1(+)	argiolus.TRINITY_DN14004_c0_g1	NA	228	1	0	227	408	405	1	0	0	2	0.00245098	0.0	0.00612745	0.00449346	93	83	0	0	0	10	0.0	0.0	0.10752688	0.07168459
celastrina_argiolus	TRINITY_DN14005_c0_g1(+)	argiolus.TRINITY_DN14005_c0_g1	NA	309	0	0	309	581	577	1	3	0	0	0.00172117	0.00516351	0.00344234	0.00344234	101	100	0	0	0	1	0.0	0.0	0.00990099	0.00660066
celastrina_argiolus	TRINITY_DN14007_c0_g2(+)	argiolus.TRINITY_DN14007_c0_g2	NA	512	0	0	512	975	975	0	0	0	0	0.0	0.0	0.0	0.0	271	267	0	1	3	0	0.01107011	0.01476015	0.00738007	0.00922509
celastrina_argiolus	TRINITY_DN14008_c0_g1(+)	argiolus.TRINITY_DN14008_c0_g1	NA	487	0	0	487	918	916	0	2	0	0	0.0	0.00217865	0.00108932	0.00108932	190	184	1	4	0	1	0.00526316	0.02105263	0.01842105	0.01666667
celastrina_argiolus	TRINITY_DN14010_c0_g1(+)	argiolus.TRINITY_DN14010_c0_g1	NA	449	0	0	449	843	840	2	0	0	1	0.00237248	0.0	0.00237248	0.00197707	183	181	1	0	0	1	0.00546448	0.0	0.00819672	0.00637523
celastrina_argiolus	TRINITY_DN14011_c0_g1(+)	argiolus.TRINITY_DN14011_c0_g1	NA	640	0	0	640	1204	1202	0	1	0	1	0.0	0.00083056	0.00124585	0.00096899	191	186	1	3	0	1	0.0052356	0.01570681	0.01570681	0.01396161
celastrina_argiolus	TRINITY_DN14012_c0_g1(+)	argiolus.TRINITY_DN14012_c0_g1	NA	370	0	0	370	668	666	2	0	0	0	0.00299401	0.0	0.00149701	0.00149701	136	128	6	1	0	1	0.04411765	0.00735294	0.03308824	0.03063726
celastrina_argiolus	TRINITY_DN14013_c0_g1(+)	argiolus.TRINITY_DN14013_c0_g1	NA	732	2	1	729	1348	1335	9	3	1	0	0.0074184	0.00296736	0.00482196	0.0049456	247	238	1	8	0	0	0.00404858	0.03238866	0.01821862	0.01821862
celastrina_argiolus	TRINITY_DN14014_c0_g1(+)	argiolus.TRINITY_DN14014_c0_g1	OG0003920	496	0	0	496	934	931	0	3	0	0	0.0	0.00321199	0.001606	0.001606	194	189	1	3	0	1	0.00515464	0.01546392	0.01546392	0.01374571
celastrina_argiolus	TRINITY_DN14016_c0_g1(-)	argiolus.TRINITY_DN14016_c0_g1	NA	77	0	0	77	152	152	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14017_c0_g1(+)	argiolus.TRINITY_DN14017_c0_g1	NA	348	0	0	348	665	665	0	0	0	0	0.0	0.0	0.0	0.0	195	192	1	0	2	0	0.01538462	0.01025641	0.00769231	0.00940171
celastrina_argiolus	TRINITY_DN14018_c0_g1(+)	argiolus.TRINITY_DN14018_c0_g1	NA	232	1	0	231	433	430	1	1	1	0	0.00461894	0.00461894	0.0034642	0.00384911	94	92	0	2	0	0	0.0	0.0212766	0.0106383	0.0106383
celastrina_argiolus	TRINITY_DN14020_c0_g1(+)	argiolus.TRINITY_DN14020_c0_g1	NA	566	0	0	566	1074	1074	0	0	0	0	0.0	0.0	0.0	0.0	247	241	1	4	1	0	0.00809717	0.02024291	0.01214575	0.01282051
celastrina_argiolus	TRINITY_DN14023_c0_g2(+)	argiolus.TRINITY_DN14023_c0_g2	NA	122	0	0	122	216	216	0	0	0	0	0.0	0.0	0.0	0.0	63	56	2	4	1	0	0.04761905	0.07936508	0.05555556	0.05820106
celastrina_argiolus	TRINITY_DN14025_c2_g1(-)	argiolus.TRINITY_DN14025_c2_g1	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14025_c2_g3(+)	argiolus.TRINITY_DN14025_c2_g3	NA	436	0	0	436	821	818	0	0	0	3	0.0	0.0	0.00365408	0.00243605	182	180	1	1	0	0	0.00549451	0.00549451	0.00549451	0.00549451
celastrina_argiolus	TRINITY_DN14027_c0_g2(+)	argiolus.TRINITY_DN14027_c0_g2	NA	76	0	0	76	147	147	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14029_c0_g2(+)	argiolus.TRINITY_DN14029_c0_g2	NA	505	1	0	504	969	968	0	1	0	0	0.0	0.00103199	0.000516	0.000516	251	247	2	1	1	0	0.01195219	0.00796813	0.00796813	0.00863214
celastrina_argiolus	TRINITY_DN14031_c0_g2(+)	argiolus.TRINITY_DN14031_c0_g2	NA	407	0	0	407	782	782	0	0	0	0	0.0	0.0	0.0	0.0	150	149	0	1	0	0	0.0	0.00666667	0.00333333	0.00333333
celastrina_argiolus	TRINITY_DN14034_c0_g1(+)	argiolus.TRINITY_DN14034_c0_g1	NA	543	0	0	543	1024	1024	0	0	0	0	0.0	0.0	0.0	0.0	262	255	2	3	2	0	0.01526718	0.01908397	0.01335878	0.01463104
celastrina_argiolus	TRINITY_DN14036_c0_g1(+)	argiolus.TRINITY_DN14036_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
celastrina_argiolus	TRINITY_DN14037_c0_g1(+)	argiolus.TRINITY_DN14037_c0_g1	NA	201	0	0	201	370	369	0	1	0	0	0.0	0.0027027	0.00135135	0.00135135	85	79	0	4	2	0	0.02352941	0.07058824	0.03529412	0.03921569
celastrina_argiolus	TRINITY_DN14040_c0_g1(+)	argiolus.TRINITY_DN14040_c0_g1	NA	402	0	0	402	764	762	1	1	0	0	0.0013089	0.0013089	0.0013089	0.0013089	156	154	0	2	0	0	0.0	0.01282051	0.00641026	0.00641026
celastrina_argiolus	TRINITY_DN14042_c0_g1(+)	argiolus.TRINITY_DN14042_c0_g1	NA	193	0	0	193	383	382	0	0	0	1	0.0	0.0	0.00261097	0.00174065	59	59	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14044_c0_g1(+)	argiolus.TRINITY_DN14044_c0_g1	NA	519	0	0	519	989	985	0	2	2	0	0.00202224	0.00404449	0.00202224	0.00235928	229	228	0	0	1	0	0.00436681	0.00436681	0.00218341	0.00291121
celastrina_argiolus	TRINITY_DN14045_c0_g1(+)	argiolus.TRINITY_DN14045_c0_g1	OG0004509	440	0	0	440	824	824	0	0	0	0	0.0	0.0	0.0	0.0	240	234	3	3	0	0	0.0125	0.0125	0.0125	0.0125
celastrina_argiolus	TRINITY_DN14047_c0_g1(+)	argiolus.TRINITY_DN14047_c0_g1	OG0001979	249	0	0	249	465	465	0	0	0	0	0.0	0.0	0.0	0.0	110	107	2	1	0	0	0.01818182	0.00909091	0.01363636	0.01363636
celastrina_argiolus	TRINITY_DN14048_c0_g1(+)	argiolus.TRINITY_DN14048_c0_g1	OG0004111	625	0	0	625	1193	1188	1	4	0	0	0.00083822	0.00335289	0.00209556	0.00209556	210	209	0	1	0	0	0.0	0.0047619	0.00238095	0.00238095
celastrina_argiolus	TRINITY_DN14049_c0_g1(+)	argiolus.TRINITY_DN14049_c0_g1	NA	1088	0	0	1088	2069	2067	0	2	0	0	0.0	0.00096665	0.00048333	0.00048333	357	353	1	2	1	0	0.00560224	0.00840336	0.00560224	0.00606909
celastrina_argiolus	TRINITY_DN14050_c0_g1(+)	argiolus.TRINITY_DN14050_c0_g1	OG0003109	343	0	1	342	638	631	1	4	2	0	0.00470219	0.00940439	0.00548589	0.00600836	128	121	3	3	1	0	0.03125	0.03125	0.02734375	0.02864583
celastrina_argiolus	TRINITY_DN14051_c0_g1(+)	argiolus.TRINITY_DN14051_c0_g1	NA	597	0	1	596	1159	1158	0	1	0	0	0.0	0.00086281	0.00043141	0.00043141	275	271	2	2	0	0	0.00727273	0.00727273	0.00727273	0.00727273
celastrina_argiolus	TRINITY_DN14052_c0_g1(+)	argiolus.TRINITY_DN14052_c0_g1	NA	204	0	1	203	386	385	0	1	0	0	0.0	0.00259067	0.00129534	0.00129534	85	82	2	1	0	0	0.02352941	0.01176471	0.01764706	0.01764706
celastrina_argiolus	TRINITY_DN14053_c0_g1(+)	argiolus.TRINITY_DN14053_c0_g1	NA	155	0	0	155	293	293	0	0	0	0	0.0	0.0	0.0	0.0	86	83	1	2	0	0	0.01162791	0.02325581	0.01744186	0.01744186
celastrina_argiolus	TRINITY_DN14054_c0_g1(+)	argiolus.TRINITY_DN14054_c0_g1	OG0003173	294	0	0	294	561	561	0	0	0	0	0.0	0.0	0.0	0.0	105	104	0	0	1	0	0.00952381	0.00952381	0.0047619	0.0063492
celastrina_argiolus	TRINITY_DN14054_c1_g1(+)	argiolus.TRINITY_DN14054_c1_g1	OG0004034	398	0	0	398	764	764	0	0	0	0	0.0	0.0	0.0	0.0	220	219	1	0	0	0	0.00454545	0.0	0.00227273	0.00227273
celastrina_argiolus	TRINITY_DN14054_c1_g3(+)	argiolus.TRINITY_DN14054_c1_g3	NA	197	0	1	196	371	371	0	0	0	0	0.0	0.0	0.0	0.0	90	89	0	0	0	1	0.0	0.0	0.01111111	0.00740741
celastrina_argiolus	TRINITY_DN14055_c0_g1(+)	argiolus.TRINITY_DN14055_c0_g1	NA	459	0	2	457	852	848	0	2	0	2	0.0	0.00234742	0.00352113	0.00273866	186	182	0	1	0	3	0.0	0.00537634	0.0188172	0.01344086
celastrina_argiolus	TRINITY_DN14056_c0_g1(+)	argiolus.TRINITY_DN14056_c0_g1	NA	245	0	0	245	472	472	0	0	0	0	0.0	0.0	0.0	0.0	113	113	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14057_c0_g1(+)	argiolus.TRINITY_DN14057_c0_g1	NA	662	0	0	662	1294	1292	1	1	0	0	0.0007728	0.0007728	0.0007728	0.0007728	224	220	3	1	0	0	0.01339286	0.00446429	0.00892857	0.00892857
celastrina_argiolus	TRINITY_DN14058_c0_g1(+)	argiolus.TRINITY_DN14058_c0_g1	NA	466	0	3	463	874	872	0	1	1	0	0.00114416	0.00228833	0.00114416	0.00133485	169	168	0	1	0	0	0.0	0.00591716	0.00295858	0.00295858
celastrina_argiolus	TRINITY_DN14059_c0_g1(+)	argiolus.TRINITY_DN14059_c0_g1	OG0002452	272	0	0	272	525	524	0	1	0	0	0.0	0.00190476	0.00095238	0.00095238	152	152	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14060_c0_g1(+)	argiolus.TRINITY_DN14060_c0_g1	NA	487	0	0	487	904	901	2	1	0	0	0.00221239	0.00110619	0.00165929	0.00165929	207	196	3	2	6	0	0.04347826	0.03864734	0.02657005	0.03140097
celastrina_argiolus	TRINITY_DN14061_c0_g2(+)	argiolus.TRINITY_DN14061_c0_g2	OG0004042	1169	0	0	1169	2252	2248	1	3	0	0	0.00044405	0.00133215	0.0008881	0.0008881	400	399	1	0	0	0	0.0025	0.0	0.00125	0.00125
celastrina_argiolus	TRINITY_DN14063_c0_g1(+)	argiolus.TRINITY_DN14063_c0_g1	NA	1175	0	1	1174	2266	2261	1	2	2	0	0.00132392	0.00176523	0.00110327	0.00125037	467	462	3	1	1	0	0.00856531	0.00428266	0.00535332	0.00571021
celastrina_argiolus	TRINITY_DN14064_c0_g1(+)	argiolus.TRINITY_DN14064_c0_g1	OG0003438	558	0	0	558	1094	1093	0	1	0	0	0.0	0.00091408	0.00045704	0.00045704	281	279	1	1	0	0	0.00355872	0.00355872	0.00355872	0.00355872
celastrina_argiolus	TRINITY_DN14065_c0_g1(+)	argiolus.TRINITY_DN14065_c0_g1	NA	296	0	2	294	564	560	0	2	2	0	0.0035461	0.0070922	0.0035461	0.00413712	126	126	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14066_c0_g1(+)	argiolus.TRINITY_DN14066_c0_g1	NA	109	0	0	109	200	200	0	0	0	0	0.0	0.0	0.0	0.0	52	48	0	2	2	0	0.03846154	0.07692308	0.03846154	0.0448718
celastrina_argiolus	TRINITY_DN14067_c0_g1(+)	argiolus.TRINITY_DN14067_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14068_c0_g1(+)	argiolus.TRINITY_DN14068_c0_g1	NA	372	0	0	372	702	701	0	0	1	0	0.0014245	0.0014245	0.00071225	0.00094967	128	126	0	1	1	0	0.0078125	0.015625	0.0078125	0.00911458
celastrina_argiolus	TRINITY_DN14069_c0_g1(+)	argiolus.TRINITY_DN14069_c0_g1	NA	80	0	0	80	145	143	1	0	1	0	0.0137931	0.00689655	0.00689655	0.00804598	41	41	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14070_c0_g1(+)	argiolus.TRINITY_DN14070_c0_g1	NA	191	0	0	191	356	356	0	0	0	0	0.0	0.0	0.0	0.0	98	97	0	1	0	0	0.0	0.01020408	0.00510204	0.00510204
celastrina_argiolus	TRINITY_DN14071_c0_g1(+)	argiolus.TRINITY_DN14071_c0_g1	NA	76	0	1	75	137	133	2	2	0	0	0.01459854	0.01459854	0.01459854	0.01459854	29	29	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14073_c0_g1(-)	argiolus.TRINITY_DN14073_c0_g1	NA	61	0	0	61	120	118	0	1	0	1	0.0	0.00833333	0.0125	0.00972222	15	15	0	0	0	0	0.0	0.0	0.0	0.0
celastrina_argiolus	TRINITY_DN14073_c0_g2(+)	argiolus.TRINITY_DN14073_c0_g2	NA	226	0	0	226	420	420	0	0	0	0	0.0	0.0	0.0	0.0	73	71	0	2	0	0	0.0	0.02739726	0.01369863	0.01369863
celastrina_argiolus	TRINITY_DN14074_c0_g1(+)	argiolus.TRINITY_DN14074_c0_g1	NA	174	0	0	174	333	333	0	0	0	0	0.0	0.0	0.0	0.0	72	71	1	0	0	0	0.01388889	0.0	0.00694444	0.00694444
celastrina_argiolus	TRINITY_DN14075_c0_g1(+)	argiolus.TRINITY_DN14075_c0_g1	NA	132	0	0	132	248	248	0	0	0	0	0.0	0.0	0.0	0.0	50	49	0	1	0	0	0.0	0.02	0.01	0.01
celastrina_argiolus	TRINITY_DN14076_c0_g1(+)	argiolus.TRINITY_DN14076_c0_g1	NA	219	0	0	219	424	424	0	0	0	0	0.0	0.0	0.0	0.0	103	100	1	2	0	0	0.00970874	0.01941748	0.01456311	0.01456311
celastrina_argiolus	TRINITY_DN14077_c0_g1(+)	argiolus.TRINITY_DN14077_c0_g1	OG0002517	219	1	1	217	415	413	0	2	0	0	0.0	0.00481928	0.00240964	0.00240964	64	60	1	2	1	0	0.03125	0.046875	0.03125	0.03385417
celastrina_argiolus	TRINITY_DN14078_c0_g1(+)	argiolus.TRINITY_DN14078_c0_g1	NA	142	0	0	142	245	244	0	0	0	1	0.0	0.0	0.00408163	0.00272109	71	63	0	2	1	5	0.01408451	0.04225352	0.0915493	0.07042254
celastrina_argiolus	TRINITY_DN14079_c0_g1(+)	argiolus.TRINITY_DN14079_c0_g1	NA	247	0	0	247	455	455	0	0	0	0	0.0	0.0	0.0	0.0	111	102	7	0	0	2	0.06306306	0.0	0.04954955	0.04354354
