species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_SSp_30	0_pi_SSp_67	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_SSp_30	4_pi_SSp_67	4_pi_between	4_pi_total
satyrium_spini	TRINITY_DN23306_c7_g1(+)	spini.TRINITY_DN23306_c7_g1	NA	337	0	0	337	624	623	1	0	0	0	0.00160256	0.0	0.00080128	0.00080128	122	121	1	0	0	0	0.00819672	0.0	0.00409836	0.00409836
satyrium_spini	TRINITY_DN23309_c0_g1(+)	spini.TRINITY_DN23309_c0_g1	NA	504	0	0	504	948	945	1	2	0	0	0.00105485	0.0021097	0.00158228	0.00158228	171	166	3	2	0	0	0.01754386	0.01169591	0.01461988	0.01461988
satyrium_spini	TRINITY_DN23310_c0_g1(+)	spini.TRINITY_DN23310_c0_g1	NA	386	0	0	386	728	728	0	0	0	0	0.0	0.0	0.0	0.0	178	177	1	0	0	0	0.00561798	0.0	0.00280899	0.00280899
satyrium_spini	TRINITY_DN23311_c3_g1(+)	spini.TRINITY_DN23311_c3_g1	OG0002121	124	0	0	124	243	243	0	0	0	0	0.0	0.0	0.0	0.0	38	37	0	0	1	0	0.02631579	0.02631579	0.01315789	0.01754386
satyrium_spini	TRINITY_DN23311_c4_g2(-)	spini.TRINITY_DN23311_c4_g2	NA	52	0	0	52	98	97	1	0	0	0	0.01020408	0.0	0.00510204	0.00510204	21	21	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23311_c5_g3(+)	spini.TRINITY_DN23311_c5_g3	NA	129	0	0	129	251	251	0	0	0	0	0.0	0.0	0.0	0.0	59	59	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23312_c0_g1(+)	spini.TRINITY_DN23312_c0_g1	NA	335	0	2	333	619	612	7	0	0	0	0.01130856	0.0	0.00565428	0.00565428	95	94	1	0	0	0	0.01052632	0.0	0.00526316	0.00526316
satyrium_spini	TRINITY_DN23313_c0_g1(+)	spini.TRINITY_DN23313_c0_g1	NA	40	0	0	40	76	75	1	0	0	0	0.01315789	0.0	0.00657895	0.00657895	23	23	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23315_c0_g1(+)	spini.TRINITY_DN23315_c0_g1	OG0003406	591	0	0	591	1093	1093	0	0	0	0	0.0	0.0	0.0	0.0	280	270	0	10	0	0	0.0	0.03571429	0.01785714	0.01785714
satyrium_spini	TRINITY_DN23316_c0_g1(-)	spini.TRINITY_DN23316_c0_g1	NA	58	0	1	57	104	104	0	0	0	0	0.0	0.0	0.0	0.0	22	21	1	0	0	0	0.04545455	0.0	0.02272727	0.02272727
satyrium_spini	TRINITY_DN23318_c10_g1(+)	spini.TRINITY_DN23318_c10_g1	NA	352	0	0	352	657	653	0	4	0	0	0.0	0.00608828	0.00304414	0.00304414	108	107	0	1	0	0	0.0	0.00925926	0.00462963	0.00462963
satyrium_spini	TRINITY_DN23318_c13_g1(+)	spini.TRINITY_DN23318_c13_g1	NA	1164	0	0	1164	2273	2272	1	0	0	0	0.00043995	0.0	0.00021997	0.00021997	593	591	1	0	0	1	0.00168634	0.0	0.00252951	0.0019674
satyrium_spini	TRINITY_DN23319_c0_g1(+)	spini.TRINITY_DN23319_c0_g1	NA	25	0	1	24	45	42	0	1	2	0	0.04444444	0.06666667	0.03333333	0.04074074	3	3	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23320_c0_g1(+)	spini.TRINITY_DN23320_c0_g1	NA	369	0	0	369	699	697	0	1	0	1	0.0	0.00143062	0.00214592	0.00166905	217	214	0	2	0	1	0.0	0.00921659	0.00921659	0.00768049
satyrium_spini	TRINITY_DN23322_c2_g6(+)	spini.TRINITY_DN23322_c2_g6	NA	82	0	0	82	161	160	1	0	0	0	0.00621118	0.0	0.00310559	0.00310559	34	33	1	0	0	0	0.02941176	0.0	0.01470588	0.01470588
satyrium_spini	TRINITY_DN23323_c0_g2(+)	spini.TRINITY_DN23323_c0_g2	NA	369	0	0	369	694	694	0	0	0	0	0.0	0.0	0.0	0.0	172	163	4	4	1	0	0.02906977	0.02906977	0.02616279	0.02713178
satyrium_spini	TRINITY_DN23325_c7_g1(-)	spini.TRINITY_DN23325_c7_g1	NA	19	0	0	19	40	40	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23325_c8_g1(-)	spini.TRINITY_DN23325_c8_g1	NA	52	0	0	52	93	91	2	0	0	0	0.02150538	0.0	0.01075269	0.01075269	16	15	1	0	0	0	0.0625	0.0	0.03125	0.03125
satyrium_spini	TRINITY_DN23326_c3_g1(+)	spini.TRINITY_DN23326_c3_g1	NA	474	0	0	474	913	910	3	0	0	0	0.00328587	0.0	0.00164294	0.00164294	160	160	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23326_c3_g3(+)	spini.TRINITY_DN23326_c3_g3	NA	23	0	0	23	44	44	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23327_c0_g1(+)	spini.TRINITY_DN23327_c0_g1	NA	364	0	0	364	686	686	0	0	0	0	0.0	0.0	0.0	0.0	127	126	1	0	0	0	0.00787402	0.0	0.00393701	0.00393701
satyrium_spini	TRINITY_DN23328_c0_g1(+)	spini.TRINITY_DN23328_c0_g1	NA	59	0	0	59	105	104	0	0	0	1	0.0	0.0	0.00952381	0.00634921	28	26	0	0	1	1	0.03571429	0.03571429	0.05357143	0.04761905
satyrium_spini	TRINITY_DN23330_c0_g1(+)	spini.TRINITY_DN23330_c0_g1	NA	234	0	0	234	444	442	0	0	0	2	0.0	0.0	0.0045045	0.003003	58	57	0	0	0	1	0.0	0.0	0.01724138	0.01149425
satyrium_spini	TRINITY_DN23331_c4_g1(+)	spini.TRINITY_DN23331_c4_g1	NA	94	0	0	94	175	174	0	1	0	0	0.0	0.00571429	0.00285714	0.00285714	31	30	0	0	1	0	0.03225806	0.03225806	0.01612903	0.02150537
satyrium_spini	TRINITY_DN23334_c2_g2(+)	spini.TRINITY_DN23334_c2_g2	OG0004345	1103	0	0	1103	2115	2110	1	4	0	0	0.00047281	0.00189125	0.00118203	0.00118203	442	435	2	4	1	0	0.00678733	0.01131222	0.00791855	0.00829563
satyrium_spini	TRINITY_DN23335_c1_g1(-)	spini.TRINITY_DN23335_c1_g1	NA	28	0	0	28	48	48	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23336_c0_g1(+)	spini.TRINITY_DN23336_c0_g1	NA	136	0	0	136	256	256	0	0	0	0	0.0	0.0	0.0	0.0	40	40	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23337_c1_g1(+)	spini.TRINITY_DN23337_c1_g1	NA	531	0	0	531	994	994	0	0	0	0	0.0	0.0	0.0	0.0	202	196	1	2	3	0	0.01980198	0.02475248	0.01485149	0.01732674
satyrium_spini	TRINITY_DN23339_c0_g1(+)	spini.TRINITY_DN23339_c0_g1	NA	129	0	0	129	246	246	0	0	0	0	0.0	0.0	0.0	0.0	51	50	0	0	1	0	0.01960784	0.01960784	0.00980392	0.01307189
satyrium_spini	TRINITY_DN23340_c4_g1(+)	spini.TRINITY_DN23340_c4_g1	OG0001884	543	0	0	543	1038	1038	0	0	0	0	0.0	0.0	0.0	0.0	218	213	3	1	1	0	0.01834862	0.00917431	0.01146789	0.01223241
satyrium_spini	TRINITY_DN23340_c5_g3(+)	spini.TRINITY_DN23340_c5_g3	NA	18	0	1	17	27	26	0	1	0	0	0.0	0.03703704	0.01851852	0.01851852	5	5	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23341_c0_g1(+)	spini.TRINITY_DN23341_c0_g1	NA	271	0	1	270	503	502	1	0	0	0	0.00198807	0.0	0.00099404	0.00099404	129	126	1	1	1	0	0.01550388	0.01550388	0.01162791	0.0129199
satyrium_spini	TRINITY_DN23342_c0_g1(+)	spini.TRINITY_DN23342_c0_g1	NA	443	0	0	443	831	831	0	0	0	0	0.0	0.0	0.0	0.0	207	198	4	2	3	0	0.03381643	0.02415459	0.02173913	0.02415459
satyrium_spini	TRINITY_DN23343_c7_g1(+)	spini.TRINITY_DN23343_c7_g1	NA	93	2	1	90	137	124	5	1	7	0	0.08759124	0.05839416	0.04744526	0.05596107	42	36	3	0	3	0	0.14285714	0.07142857	0.07142857	0.08333333
satyrium_spini	TRINITY_DN23344_c9_g2(+)	spini.TRINITY_DN23344_c9_g2	NA	16	1	0	15	31	31	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23346_c1_g1(+)	spini.TRINITY_DN23346_c1_g1	NA	95	0	0	95	186	185	1	0	0	0	0.00537634	0.0	0.00268817	0.00268817	40	40	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23346_c1_g3(+)	spini.TRINITY_DN23346_c1_g3	NA	394	0	0	394	758	758	0	0	0	0	0.0	0.0	0.0	0.0	167	167	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23346_c1_g8(+)	spini.TRINITY_DN23346_c1_g8	NA	155	0	0	155	289	289	0	0	0	0	0.0	0.0	0.0	0.0	64	64	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23346_c1_g11(+)	spini.TRINITY_DN23346_c1_g11	OG0001608	240	0	0	240	458	457	1	0	0	0	0.00218341	0.0	0.0010917	0.0010917	97	96	0	0	0	1	0.0	0.0	0.01030928	0.00687285
satyrium_spini	TRINITY_DN23347_c1_g2(+)	spini.TRINITY_DN23347_c1_g2	NA	57	0	0	57	111	110	1	0	0	0	0.00900901	0.0	0.0045045	0.0045045	21	21	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23349_c2_g1(+)	spini.TRINITY_DN23349_c2_g1	NA	147	0	0	147	276	276	0	0	0	0	0.0	0.0	0.0	0.0	48	47	1	0	0	0	0.02083333	0.0	0.01041667	0.01041667
satyrium_spini	TRINITY_DN23349_c3_g1(+)	spini.TRINITY_DN23349_c3_g1	NA	77	0	0	77	139	139	0	0	0	0	0.0	0.0	0.0	0.0	35	33	2	0	0	0	0.05714286	0.0	0.02857143	0.02857143
satyrium_spini	TRINITY_DN23350_c11_g1(-)	spini.TRINITY_DN23350_c11_g1	NA	61	0	3	58	98	92	1	2	3	0	0.04081633	0.05102041	0.03061224	0.03571428	35	32	1	1	1	0	0.05714286	0.05714286	0.04285714	0.04761905
satyrium_spini	TRINITY_DN23351_c8_g1(+)	spini.TRINITY_DN23351_c8_g1	NA	39	0	0	39	66	66	0	0	0	0	0.0	0.0	0.0	0.0	10	9	0	0	1	0	0.1	0.1	0.05	0.06666667
satyrium_spini	TRINITY_DN23351_c8_g3(-)	spini.TRINITY_DN23351_c8_g3	NA	12	0	0	12	20	20	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23352_c0_g1(+)	spini.TRINITY_DN23352_c0_g1	OG0002877	257	0	0	257	484	482	2	0	0	0	0.00413223	0.0	0.00206612	0.00206612	138	136	1	0	1	0	0.01449275	0.00724638	0.00724638	0.00845411
satyrium_spini	TRINITY_DN23353_c0_g1(+)	spini.TRINITY_DN23353_c0_g1	NA	39	0	0	39	74	74	0	0	0	0	0.0	0.0	0.0	0.0	14	14	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23354_c0_g2(+)	spini.TRINITY_DN23354_c0_g2	OG0003569	415	0	0	415	772	771	0	1	0	0	0.0	0.00129534	0.00064767	0.00064767	212	208	1	3	0	0	0.00471698	0.01415094	0.00943396	0.00943396
satyrium_spini	TRINITY_DN23355_c2_g1(+)	spini.TRINITY_DN23355_c2_g1	NA	220	0	0	220	409	407	0	2	0	0	0.0	0.00488998	0.00244499	0.00244499	97	94	2	1	0	0	0.02061856	0.01030928	0.01546392	0.01546392
satyrium_spini	TRINITY_DN23355_c3_g1(-)	spini.TRINITY_DN23355_c3_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23355_c3_g2(-)	spini.TRINITY_DN23355_c3_g2	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
satyrium_spini	TRINITY_DN23355_c3_g4(+)	spini.TRINITY_DN23355_c3_g4	NA	151	0	0	151	285	285	0	0	0	0	0.0	0.0	0.0	0.0	43	42	1	0	0	0	0.02325581	0.0	0.01162791	0.01162791
satyrium_spini	TRINITY_DN23355_c4_g2(+)	spini.TRINITY_DN23355_c4_g2	NA	537	0	0	537	1012	1009	0	3	0	0	0.0	0.00296443	0.00148221	0.00148221	242	237	3	1	0	1	0.01239669	0.00413223	0.01239669	0.01101928
satyrium_spini	TRINITY_DN23356_c5_g1(+)	spini.TRINITY_DN23356_c5_g1	NA	2	0	0	2	3	3	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23357_c0_g1(+)	spini.TRINITY_DN23357_c0_g1	OG0002866	390	0	2	388	731	731	0	0	0	0	0.0	0.0	0.0	0.0	157	153	3	0	0	1	0.01910828	0.0	0.01592357	0.01380043
satyrium_spini	TRINITY_DN23358_c0_g1(+)	spini.TRINITY_DN23358_c0_g1	NA	305	0	0	305	577	575	1	1	0	0	0.0017331	0.0017331	0.0017331	0.0017331	101	100	1	0	0	0	0.00990099	0.0	0.0049505	0.0049505
satyrium_spini	TRINITY_DN23358_c1_g1(+)	spini.TRINITY_DN23358_c1_g1	NA	372	0	0	372	692	690	1	1	0	0	0.00144509	0.00144509	0.00144509	0.00144509	144	142	1	0	1	0	0.01388889	0.00694444	0.00694444	0.00810185
satyrium_spini	TRINITY_DN23360_c0_g1(+)	spini.TRINITY_DN23360_c0_g1	NA	88	0	0	88	165	165	0	0	0	0	0.0	0.0	0.0	0.0	44	42	0	0	2	0	0.04545455	0.04545455	0.02272727	0.03030303
satyrium_spini	TRINITY_DN23361_c0_g1(+)	spini.TRINITY_DN23361_c0_g1	NA	146	0	0	146	275	274	0	1	0	0	0.0	0.00363636	0.00181818	0.00181818	67	63	0	3	0	1	0.0	0.04477612	0.03731343	0.03233831
satyrium_spini	TRINITY_DN23362_c0_g1(+)	spini.TRINITY_DN23362_c0_g1	NA	487	0	0	487	933	931	1	0	1	0	0.00214362	0.00107181	0.00107181	0.00125045	212	206	3	1	2	0	0.02358491	0.01415094	0.01415094	0.01572327
satyrium_spini	TRINITY_DN23363_c5_g1(+)	spini.TRINITY_DN23363_c5_g1	NA	29	0	0	29	57	56	0	0	1	0	0.01754386	0.01754386	0.00877193	0.01169591	13	13	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23364_c0_g1(+)	spini.TRINITY_DN23364_c0_g1	NA	66	0	0	66	116	112	0	0	4	0	0.03448276	0.03448276	0.01724138	0.02298851	21	21	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23365_c0_g1(+)	spini.TRINITY_DN23365_c0_g1	NA	200	0	0	200	379	375	2	1	1	0	0.00791557	0.00527704	0.00527704	0.0057168	68	66	1	0	1	0	0.02941176	0.01470588	0.01470588	0.01715686
satyrium_spini	TRINITY_DN23366_c3_g2(+)	spini.TRINITY_DN23366_c3_g2	NA	325	0	0	325	612	612	0	0	0	0	0.0	0.0	0.0	0.0	133	130	0	2	1	0	0.0075188	0.02255639	0.0112782	0.01253133
satyrium_spini	TRINITY_DN23368_c2_g1(+)	spini.TRINITY_DN23368_c2_g1	NA	129	0	0	129	245	245	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23368_c3_g1(+)	spini.TRINITY_DN23368_c3_g1	NA	176	0	0	176	326	325	1	0	0	0	0.00306748	0.0	0.00153374	0.00153374	61	61	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23368_c5_g1(+)	spini.TRINITY_DN23368_c5_g1	NA	1218	0	0	1218	2346	2343	0	3	0	0	0.0	0.00127877	0.00063939	0.00063939	682	677	0	4	0	1	0.0	0.0058651	0.00439883	0.00391007
satyrium_spini	TRINITY_DN23369_c2_g1(-)	spini.TRINITY_DN23369_c2_g1	NA	46	1	0	45	84	83	0	1	0	0	0.0	0.01190476	0.00595238	0.00595238	16	16	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23370_c5_g2(+)	spini.TRINITY_DN23370_c5_g2	NA	1	0	0	1	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
satyrium_spini	TRINITY_DN23370_c6_g2(+)	spini.TRINITY_DN23370_c6_g2	OG0002035	106	0	0	106	206	205	0	1	0	0	0.0	0.00485437	0.00242718	0.00242718	38	38	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23371_c0_g1(+)	spini.TRINITY_DN23371_c0_g1	NA	621	0	2	619	1174	1169	1	4	0	0	0.00085179	0.00340716	0.00212947	0.00212947	191	182	3	6	0	0	0.01570681	0.03141361	0.02356021	0.02356021
satyrium_spini	TRINITY_DN23372_c1_g2(+)	spini.TRINITY_DN23372_c1_g2	NA	455	0	0	455	868	867	1	0	0	0	0.00115207	0.0	0.00057604	0.00057604	215	209	1	4	1	0	0.00930233	0.02325581	0.01395349	0.01472868
satyrium_spini	TRINITY_DN23372_c3_g1(-)	spini.TRINITY_DN23372_c3_g1	NA	38	0	0	38	73	73	0	0	0	0	0.0	0.0	0.0	0.0	22	21	1	0	0	0	0.04545455	0.0	0.02272727	0.02272727
satyrium_spini	TRINITY_DN23373_c0_g1(+)	spini.TRINITY_DN23373_c0_g1	OG0002504	760	0	0	760	1462	1459	2	1	0	0	0.00136799	0.00068399	0.00102599	0.00102599	292	287	3	1	0	1	0.01027397	0.00342466	0.01027397	0.00913242
satyrium_spini	TRINITY_DN23374_c5_g4(+)	spini.TRINITY_DN23374_c5_g4	OG0001313	152	0	0	152	290	290	0	0	0	0	0.0	0.0	0.0	0.0	67	66	0	0	1	0	0.01492537	0.01492537	0.00746269	0.00995025
satyrium_spini	TRINITY_DN23376_c0_g1(+)	spini.TRINITY_DN23376_c0_g1	NA	138	0	0	138	252	249	1	1	1	0	0.00793651	0.00793651	0.00595238	0.00661376	66	65	1	0	0	0	0.01515152	0.0	0.00757576	0.00757576
satyrium_spini	TRINITY_DN23377_c6_g1(+)	spini.TRINITY_DN23377_c6_g1	NA	130	0	0	130	268	268	0	0	0	0	0.0	0.0	0.0	0.0	89	89	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23378_c2_g3(+)	spini.TRINITY_DN23378_c2_g3	NA	235	0	0	235	439	439	0	0	0	0	0.0	0.0	0.0	0.0	85	85	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23378_c3_g1(+)	spini.TRINITY_DN23378_c3_g1	NA	247	0	0	247	472	470	2	0	0	0	0.00423729	0.0	0.00211864	0.00211864	116	116	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23378_c4_g1(+)	spini.TRINITY_DN23378_c4_g1	OG0003630	218	0	0	218	428	428	0	0	0	0	0.0	0.0	0.0	0.0	109	107	0	1	0	1	0.0	0.00917431	0.01376147	0.01070336
satyrium_spini	TRINITY_DN23378_c4_g2(+)	spini.TRINITY_DN23378_c4_g2	OG0003044	267	0	0	267	507	507	0	0	0	0	0.0	0.0	0.0	0.0	110	110	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23380_c0_g1(+)	spini.TRINITY_DN23380_c0_g1	NA	389	1	0	388	761	761	0	0	0	0	0.0	0.0	0.0	0.0	186	185	0	0	1	0	0.00537634	0.00537634	0.00268817	0.00358423
satyrium_spini	TRINITY_DN23381_c5_g1(+)	spini.TRINITY_DN23381_c5_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
satyrium_spini	TRINITY_DN23382_c2_g3(+)	spini.TRINITY_DN23382_c2_g3	NA	89	0	1	88	150	138	1	2	9	0	0.06666667	0.07333333	0.04	0.05	26	23	0	2	1	0	0.03846154	0.11538462	0.05769231	0.06410257
satyrium_spini	TRINITY_DN23382_c2_g4(+)	spini.TRINITY_DN23382_c2_g4	NA	64	0	1	63	110	100	1	2	7	0	0.07272727	0.08181818	0.04545455	0.05606061	16	16	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23383_c2_g1(+)	spini.TRINITY_DN23383_c2_g1	NA	194	0	0	194	365	365	0	0	0	0	0.0	0.0	0.0	0.0	58	58	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23383_c3_g1(+)	spini.TRINITY_DN23383_c3_g1	NA	31	0	0	31	50	47	2	1	0	0	0.04	0.02	0.03	0.03	11	8	0	0	3	0	0.27272727	0.27272727	0.13636364	0.18181818
satyrium_spini	TRINITY_DN23385_c1_g1(+)	spini.TRINITY_DN23385_c1_g1	NA	90	0	0	90	166	165	0	1	0	0	0.0	0.0060241	0.00301205	0.00301205	37	36	0	1	0	0	0.0	0.02702703	0.01351351	0.01351351
satyrium_spini	TRINITY_DN23387_c0_g1(+)	spini.TRINITY_DN23387_c0_g1	NA	208	0	0	208	399	399	0	0	0	0	0.0	0.0	0.0	0.0	88	88	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23388_c14_g1(+)	spini.TRINITY_DN23388_c14_g1	NA	60	0	0	60	100	93	1	3	3	0	0.04	0.06	0.035	0.04	26	24	1	1	0	0	0.03846154	0.03846154	0.03846154	0.03846154
satyrium_spini	TRINITY_DN23388_c15_g1(+)	spini.TRINITY_DN23388_c15_g1	NA	362	0	0	362	648	630	0	4	10	4	0.0154321	0.02160494	0.01697531	0.01748971	139	135	0	1	3	0	0.02158273	0.02877698	0.01438849	0.01798561
satyrium_spini	TRINITY_DN23389_c0_g1(+)	spini.TRINITY_DN23389_c0_g1	NA	1518	0	0	1518	2888	2883	1	3	1	0	0.00069252	0.00138504	0.00086565	0.00092336	726	710	1	12	3	0	0.00550964	0.02066116	0.01101928	0.01170799
satyrium_spini	TRINITY_DN23390_c5_g1(+)	spini.TRINITY_DN23390_c5_g1	NA	20	0	0	20	33	33	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23390_c7_g2(-)	spini.TRINITY_DN23390_c7_g2	NA	41	0	1	40	74	73	0	0	1	0	0.01351351	0.01351351	0.00675676	0.00900901	16	14	1	1	0	0	0.0625	0.0625	0.0625	0.0625
satyrium_spini	TRINITY_DN23392_c0_g1(+)	spini.TRINITY_DN23392_c0_g1	OG0002455	172	0	0	172	342	342	0	0	0	0	0.0	0.0	0.0	0.0	73	73	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23392_c1_g1(+)	spini.TRINITY_DN23392_c1_g1	NA	864	0	0	864	1628	1626	2	0	0	0	0.0012285	0.0	0.00061425	0.00061425	342	336	3	1	2	0	0.01461988	0.00877193	0.00877193	0.00974659
satyrium_spini	TRINITY_DN23393_c0_g1(+)	spini.TRINITY_DN23393_c0_g1	NA	494	0	0	494	956	956	0	0	0	0	0.0	0.0	0.0	0.0	251	249	2	0	0	0	0.00796813	0.0	0.00398406	0.00398406
satyrium_spini	TRINITY_DN23393_c0_g2(+)	spini.TRINITY_DN23393_c0_g2	OG0004855	552	0	0	552	1034	1032	0	2	0	0	0.0	0.00193424	0.00096712	0.00096712	197	194	3	0	0	0	0.01522843	0.0	0.00761421	0.00761421
satyrium_spini	TRINITY_DN23393_c0_g3(+)	spini.TRINITY_DN23393_c0_g3	NA	288	0	0	288	546	546	0	0	0	0	0.0	0.0	0.0	0.0	169	167	0	1	0	1	0.0	0.00591716	0.00887574	0.00690335
satyrium_spini	TRINITY_DN23394_c0_g1(+)	spini.TRINITY_DN23394_c0_g1	NA	464	0	0	464	885	885	0	0	0	0	0.0	0.0	0.0	0.0	146	142	0	4	0	0	0.0	0.02739726	0.01369863	0.01369863
satyrium_spini	TRINITY_DN23397_c0_g1(+)	spini.TRINITY_DN23397_c0_g1	NA	359	0	0	359	670	670	0	0	0	0	0.0	0.0	0.0	0.0	202	195	3	2	2	0	0.02475248	0.01980198	0.01732673	0.0189769
satyrium_spini	TRINITY_DN23398_c0_g1(+)	spini.TRINITY_DN23398_c0_g1	NA	22	0	0	22	34	32	1	1	0	0	0.02941176	0.02941176	0.02941176	0.02941176	5	4	0	0	1	0	0.2	0.2	0.1	0.13333333
satyrium_spini	TRINITY_DN23399_c0_g1(+)	spini.TRINITY_DN23399_c0_g1	NA	329	0	0	329	612	612	0	0	0	0	0.0	0.0	0.0	0.0	169	163	0	2	4	0	0.02366864	0.03550296	0.01775148	0.02169625
satyrium_spini	TRINITY_DN23400_c0_g1(+)	spini.TRINITY_DN23400_c0_g1	NA	509	0	0	509	970	970	0	0	0	0	0.0	0.0	0.0	0.0	229	224	2	2	1	0	0.01310044	0.01310044	0.01091703	0.01164483
satyrium_spini	TRINITY_DN23401_c4_g1(+)	spini.TRINITY_DN23401_c4_g1	NA	466	0	0	466	886	886	0	0	0	0	0.0	0.0	0.0	0.0	224	224	0	0	0	0	0.0	0.0	0.0	0.0
satyrium_spini	TRINITY_DN23402_c0_g1(+)	spini.TRINITY_DN23402_c0_g1	NA	812	0	0	812	1567	1566	1	0	0	0	0.00063816	0.0	0.00031908	0.00031908	334	333	0	1	0	0	0.0	0.00299401	0.00149701	0.00149701
satyrium_spini	TRINITY_DN23403_c0_g1(+)	spini.TRINITY_DN23403_c0_g1	NA	108	0	2	106	190	177	0	2	11	0	0.05789474	0.06842105	0.03421053	0.04385965	39	36	0	0	3	0	0.07692308	0.07692308	0.03846154	0.05128205
satyrium_spini	TRINITY_DN23404_c1_g1(+)	spini.TRINITY_DN23404_c1_g1	NA	304	0	0	304	577	577	0	0	0	0	0.0	0.0	0.0	0.0	122	119	1	1	1	0	0.01639344	0.01639344	0.01229508	0.0136612
satyrium_spini	TRINITY_DN23404_c2_g1(+)	spini.TRINITY_DN23404_c2_g1	NA	172	0	0	172	333	333	0	0	0	0	0.0	0.0	0.0	0.0	118	114	1	3	0	0	0.00847458	0.02542373	0.01694915	0.01694915
satyrium_spini	TRINITY_DN23405_c0_g1(+)	spini.TRINITY_DN23405_c0_g1	NA	96	0	0	96	176	174	0	0	0	2	0.0	0.0	0.01136364	0.00757576	49	44	1	2	0	2	0.02040816	0.04081633	0.07142857	0.05782313
satyrium_spini	TRINITY_DN23406_c2_g1(+)	spini.TRINITY_DN23406_c2_g1	NA	186	0	0	186	359	358	0	1	0	0	0.0	0.00278552	0.00139276	0.00139276	90	89	1	0	0	0	0.01111111	0.0	0.00555556	0.00555556
