species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_LMa_257	0_pi_LMa_361	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_LMa_257	4_pi_LMa_361	4_pi_between	4_pi_total
lasiommata_maera	TRINITY_DN22840_c0_g3(-)	maera.TRINITY_DN22840_c0_g3	NA	12	0	0	12	21	20	0	0	1	0	0.04761905	0.04761905	0.02380952	0.03174603	8	8	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22841_c0_g1(+)	maera.TRINITY_DN22841_c0_g1	NA	809	0	0	809	1542	1542	0	0	0	0	0.0	0.0	0.0	0.0	335	327	0	6	0	2	0.0	0.01791045	0.01492537	0.01293532
lasiommata_maera	TRINITY_DN22842_c0_g1(+)	maera.TRINITY_DN22842_c0_g1	NA	183	0	0	183	346	346	0	0	0	0	0.0	0.0	0.0	0.0	78	76	0	0	1	1	0.01282051	0.01282051	0.01923077	0.01709402
lasiommata_maera	TRINITY_DN22842_c0_g2(+)	maera.TRINITY_DN22842_c0_g2	OG0004294	1899	0	0	1899	3666	3666	0	0	0	0	0.0	0.0	0.0	0.0	878	867	2	7	2	0	0.00455581	0.01025057	0.00626424	0.00664389
lasiommata_maera	TRINITY_DN22843_c7_g1(-)	maera.TRINITY_DN22843_c7_g1	NA	54	0	0	54	103	102	1	0	0	0	0.00970874	0.0	0.00485437	0.00485437	22	22	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22844_c0_g1(+)	maera.TRINITY_DN22844_c0_g1	NA	2075	0	0	2075	3982	3976	3	1	0	2	0.00075339	0.00025113	0.00100452	0.0008371	730	728	2	0	0	0	0.00273973	0.0	0.00136986	0.00136986
lasiommata_maera	TRINITY_DN22846_c1_g2(-)	maera.TRINITY_DN22846_c1_g2	NA	64	0	0	64	119	119	0	0	0	0	0.0	0.0	0.0	0.0	25	24	1	0	0	0	0.04	0.0	0.02	0.02
lasiommata_maera	TRINITY_DN22846_c1_g3(+)	maera.TRINITY_DN22846_c1_g3	NA	242	0	0	242	459	455	1	1	2	0	0.00653595	0.00653595	0.0043573	0.00508352	99	95	1	2	1	0	0.02020202	0.03030303	0.02020202	0.02188552
lasiommata_maera	TRINITY_DN22847_c1_g1(+)	maera.TRINITY_DN22847_c1_g1	NA	526	0	0	526	987	986	0	0	0	1	0.0	0.0	0.00101317	0.00067545	189	186	0	3	0	0	0.0	0.01587302	0.00793651	0.00793651
lasiommata_maera	TRINITY_DN22847_c1_g2(+)	maera.TRINITY_DN22847_c1_g2	NA	297	0	0	297	565	564	0	1	0	0	0.0	0.00176991	0.00088496	0.00088496	124	121	3	0	0	0	0.02419355	0.0	0.01209677	0.01209677
lasiommata_maera	TRINITY_DN22849_c0_g1(+)	maera.TRINITY_DN22849_c0_g1	OG0003224	433	1	2	430	783	780	1	1	1	0	0.00255428	0.00255428	0.00191571	0.00212857	166	157	5	3	1	0	0.03614458	0.02409639	0.02710843	0.02811245
lasiommata_maera	TRINITY_DN22850_c2_g1(-)	maera.TRINITY_DN22850_c2_g1	NA	78	0	2	76	128	119	3	1	4	1	0.0546875	0.0390625	0.0390625	0.04166667	27	23	2	0	2	0	0.14814815	0.07407407	0.07407407	0.08641975
lasiommata_maera	TRINITY_DN22851_c0_g1(+)	maera.TRINITY_DN22851_c0_g1	NA	385	0	0	385	726	726	0	0	0	0	0.0	0.0	0.0	0.0	202	192	5	3	1	1	0.02970297	0.01980198	0.02722772	0.02640264
lasiommata_maera	TRINITY_DN22852_c0_g2(+)	maera.TRINITY_DN22852_c0_g2	NA	33	0	0	33	56	56	0	0	0	0	0.0	0.0	0.0	0.0	13	12	0	1	0	0	0.0	0.07692308	0.03846154	0.03846154
lasiommata_maera	TRINITY_DN22853_c0_g1(+)	maera.TRINITY_DN22853_c0_g1	NA	628	0	0	628	1187	1182	4	0	1	0	0.0042123	0.00084246	0.00210615	0.00224656	289	281	3	1	4	0	0.02422145	0.01730104	0.01384083	0.01614764
lasiommata_maera	TRINITY_DN22854_c0_g1(-)	maera.TRINITY_DN22854_c0_g1	NA	55	0	0	55	104	103	1	0	0	0	0.00961538	0.0	0.00480769	0.00480769	26	26	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22856_c5_g2(+)	maera.TRINITY_DN22856_c5_g2	NA	38	0	0	38	73	73	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22856_c6_g1(+)	maera.TRINITY_DN22856_c6_g1	NA	30	0	0	30	56	56	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22856_c6_g2(+)	maera.TRINITY_DN22856_c6_g2	NA	129	0	0	129	236	230	0	6	0	0	0.0	0.02542373	0.01271186	0.01271186	78	77	1	0	0	0	0.01282051	0.0	0.00641026	0.00641026
lasiommata_maera	TRINITY_DN22857_c1_g1(-)	maera.TRINITY_DN22857_c1_g1	NA	53	2	1	50	94	90	1	1	2	0	0.03191489	0.03191489	0.0212766	0.0248227	20	19	0	1	0	0	0.0	0.05	0.025	0.025
lasiommata_maera	TRINITY_DN22857_c2_g1(+)	maera.TRINITY_DN22857_c2_g1	NA	24	0	0	24	43	40	2	0	1	0	0.06976744	0.02325581	0.03488372	0.03875969	9	9	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22857_c2_g2(-)	maera.TRINITY_DN22857_c2_g2	NA	5	0	0	5	10	10	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22858_c1_g1(+)	maera.TRINITY_DN22858_c1_g1	NA	307	0	0	307	559	555	0	4	0	0	0.0	0.00715564	0.00357782	0.00357782	124	117	1	4	0	2	0.00806452	0.03225806	0.03629032	0.03091398
lasiommata_maera	TRINITY_DN22859_c0_g1(+)	maera.TRINITY_DN22859_c0_g1	NA	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN22861_c1_g1(+)	maera.TRINITY_DN22861_c1_g1	OG0002576	428	0	0	428	834	834	0	0	0	0	0.0	0.0	0.0	0.0	179	179	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22862_c0_g1(+)	maera.TRINITY_DN22862_c0_g1	NA	490	1	3	486	907	901	3	3	0	0	0.00330761	0.00330761	0.00330761	0.00330761	179	171	3	5	0	0	0.01675978	0.02793296	0.02234637	0.02234637
lasiommata_maera	TRINITY_DN22863_c0_g1(+)	maera.TRINITY_DN22863_c0_g1	NA	451	0	0	451	823	817	0	0	0	6	0.0	0.0	0.0072904	0.00486027	179	166	1	0	0	12	0.00558659	0.0	0.0698324	0.04748603
lasiommata_maera	TRINITY_DN22864_c2_g1(+)	maera.TRINITY_DN22864_c2_g1	NA	311	0	0	311	563	561	1	1	0	0	0.0017762	0.0017762	0.0017762	0.0017762	135	126	6	2	0	1	0.04444444	0.01481481	0.03703704	0.0345679
lasiommata_maera	TRINITY_DN22865_c1_g1(+)	maera.TRINITY_DN22865_c1_g1	NA	344	0	0	344	661	659	1	1	0	0	0.00151286	0.00151286	0.00151286	0.00151286	142	140	0	2	0	0	0.0	0.01408451	0.00704225	0.00704225
lasiommata_maera	TRINITY_DN22865_c1_g3(+)	maera.TRINITY_DN22865_c1_g3	NA	155	0	0	155	300	300	0	0	0	0	0.0	0.0	0.0	0.0	55	55	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22866_c0_g1(+)	maera.TRINITY_DN22866_c0_g1	NA	230	0	0	230	426	425	0	1	0	0	0.0	0.00234742	0.00117371	0.00117371	76	73	1	2	0	0	0.01315789	0.02631579	0.01973684	0.01973684
lasiommata_maera	TRINITY_DN22867_c2_g1(+)	maera.TRINITY_DN22867_c2_g1	NA	334	0	0	334	611	606	2	0	3	0	0.00818331	0.00490998	0.00409165	0.00490998	135	125	7	0	2	1	0.06666667	0.01481481	0.04074074	0.04074074
lasiommata_maera	TRINITY_DN22868_c0_g1(+)	maera.TRINITY_DN22868_c0_g1	OG0003518	240	1	0	239	443	443	0	0	0	0	0.0	0.0	0.0	0.0	134	128	2	0	4	0	0.04477612	0.02985075	0.02238806	0.02736319
lasiommata_maera	TRINITY_DN22869_c3_g1(+)	maera.TRINITY_DN22869_c3_g1	NA	443	1	0	442	843	837	0	4	0	2	0.0	0.00474496	0.00474496	0.00395413	131	129	0	1	0	1	0.0	0.00763359	0.01145038	0.00890585
lasiommata_maera	TRINITY_DN22870_c8_g2(+)	maera.TRINITY_DN22870_c8_g2	NA	283	0	0	283	521	520	0	0	0	1	0.0	0.0	0.00191939	0.00127959	118	116	0	0	0	2	0.0	0.0	0.01694915	0.01129943
lasiommata_maera	TRINITY_DN22871_c3_g1(+)	maera.TRINITY_DN22871_c3_g1	NA	533	0	0	533	1019	1019	0	0	0	0	0.0	0.0	0.0	0.0	240	239	0	0	0	1	0.0	0.0	0.00416667	0.00277778
lasiommata_maera	TRINITY_DN22871_c3_g2(+)	maera.TRINITY_DN22871_c3_g2	NA	692	0	0	692	1282	1281	0	0	1	0	0.00078003	0.00078003	0.00039002	0.00052002	266	251	9	4	2	0	0.04135338	0.02255639	0.02819549	0.02944862
lasiommata_maera	TRINITY_DN22872_c5_g2(-)	maera.TRINITY_DN22872_c5_g2	NA	67	0	0	67	126	126	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22874_c1_g1(+)	maera.TRINITY_DN22874_c1_g1	NA	447	0	0	447	875	875	0	0	0	0	0.0	0.0	0.0	0.0	202	202	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22874_c1_g2(+)	maera.TRINITY_DN22874_c1_g2	NA	436	0	0	436	829	826	1	2	0	0	0.00120627	0.00241255	0.00180941	0.00180941	208	196	2	10	0	0	0.00961538	0.04807692	0.02884615	0.02884615
lasiommata_maera	TRINITY_DN22875_c1_g1(+)	maera.TRINITY_DN22875_c1_g1	NA	877	0	0	877	1670	1669	0	0	0	1	0.0	0.0	0.0005988	0.0003992	352	347	0	4	0	1	0.0	0.01136364	0.00852273	0.00757576
lasiommata_maera	TRINITY_DN22876_c6_g1(+)	maera.TRINITY_DN22876_c6_g1	NA	45	0	0	45	86	86	0	0	0	0	0.0	0.0	0.0	0.0	26	26	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22876_c8_g1(-)	maera.TRINITY_DN22876_c8_g1	NA	60	0	2	58	99	94	1	4	0	0	0.01010101	0.04040404	0.02525253	0.02525253	13	13	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22878_c0_g2(+)	maera.TRINITY_DN22878_c0_g2	NA	400	0	0	400	727	724	1	1	1	0	0.00275103	0.00275103	0.00206327	0.00229252	129	120	1	0	8	0	0.06976744	0.0620155	0.03488372	0.04521964
lasiommata_maera	TRINITY_DN22879_c0_g1(+)	maera.TRINITY_DN22879_c0_g1	OG0001393	361	0	2	359	678	675	3	0	0	0	0.00442478	0.0	0.00221239	0.00221239	137	135	1	0	1	0	0.01459854	0.00729927	0.00729927	0.00851581
lasiommata_maera	TRINITY_DN22879_c0_g2(+)	maera.TRINITY_DN22879_c0_g2	NA	281	0	0	281	548	547	1	0	0	0	0.00182482	0.0	0.00091241	0.00091241	102	102	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22879_c1_g2(+)	maera.TRINITY_DN22879_c1_g2	NA	47	0	1	46	87	86	0	0	0	1	0.0	0.0	0.01149425	0.00766283	22	22	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22880_c0_g1(+)	maera.TRINITY_DN22880_c0_g1	NA	311	0	0	311	590	590	0	0	0	0	0.0	0.0	0.0	0.0	129	129	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22882_c0_g1(+)	maera.TRINITY_DN22882_c0_g1	NA	638	0	0	638	1232	1232	0	0	0	0	0.0	0.0	0.0	0.0	271	263	2	3	3	0	0.01845018	0.02214022	0.01476015	0.01660517
lasiommata_maera	TRINITY_DN22883_c0_g1(+)	maera.TRINITY_DN22883_c0_g1	OG0002891	1061	0	0	1061	2042	2042	0	0	0	0	0.0	0.0	0.0	0.0	409	408	1	0	0	0	0.00244499	0.0	0.00122249	0.00122249
lasiommata_maera	TRINITY_DN22884_c0_g4(+)	maera.TRINITY_DN22884_c0_g4	NA	566	2	0	564	1047	1041	3	0	2	1	0.00477555	0.00191022	0.00334288	0.00334288	213	207	4	2	0	0	0.01877934	0.00938967	0.01408451	0.01408451
lasiommata_maera	TRINITY_DN22885_c4_g1(+)	maera.TRINITY_DN22885_c4_g1	NA	52	0	0	52	98	98	0	0	0	0	0.0	0.0	0.0	0.0	24	24	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22885_c5_g1(+)	maera.TRINITY_DN22885_c5_g1	NA	324	0	1	323	609	607	0	2	0	0	0.0	0.00328407	0.00164204	0.00164204	127	127	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22885_c6_g3(-)	maera.TRINITY_DN22885_c6_g3	NA	10	0	0	10	16	16	0	0	0	0	0.0	0.0	0.0	0.0	2	0	0	2	0	0	0.0	1.0	0.5	0.5
lasiommata_maera	TRINITY_DN22886_c3_g1(+)	maera.TRINITY_DN22886_c3_g1	NA	113	0	0	113	212	212	0	0	0	0	0.0	0.0	0.0	0.0	40	38	0	0	1	1	0.025	0.025	0.0375	0.03333333
lasiommata_maera	TRINITY_DN22886_c3_g2(+)	maera.TRINITY_DN22886_c3_g2	NA	9	0	0	9	20	20	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22886_c4_g1(+)	maera.TRINITY_DN22886_c4_g1	NA	177	0	0	177	341	340	1	0	0	0	0.00293255	0.0	0.00146628	0.00146628	76	76	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22887_c0_g1(+)	maera.TRINITY_DN22887_c0_g1	OG0001669	858	0	0	858	1616	1612	1	3	0	0	0.00061881	0.00185644	0.00123762	0.00123762	318	314	0	4	0	0	0.0	0.01257862	0.00628931	0.00628931
lasiommata_maera	TRINITY_DN22888_c3_g1(+)	maera.TRINITY_DN22888_c3_g1	NA	467	0	0	467	866	862	2	2	0	0	0.00230947	0.00230947	0.00230947	0.00230947	196	186	2	6	1	1	0.01530612	0.03571429	0.02806122	0.02721088
lasiommata_maera	TRINITY_DN22889_c0_g1(+)	maera.TRINITY_DN22889_c0_g1	NA	332	0	0	332	641	641	0	0	0	0	0.0	0.0	0.0	0.0	130	129	0	1	0	0	0.0	0.00769231	0.00384615	0.00384615
lasiommata_maera	TRINITY_DN22889_c0_g2(+)	maera.TRINITY_DN22889_c0_g2	OG0004511	335	0	0	335	616	616	0	0	0	0	0.0	0.0	0.0	0.0	139	133	2	4	0	0	0.01438849	0.02877698	0.02158273	0.02158273
lasiommata_maera	TRINITY_DN22889_c1_g1(+)	maera.TRINITY_DN22889_c1_g1	OG0004176	477	0	0	477	888	888	0	0	0	0	0.0	0.0	0.0	0.0	201	187	5	6	1	2	0.02985075	0.03482587	0.039801	0.03731344
lasiommata_maera	TRINITY_DN22890_c3_g1(+)	maera.TRINITY_DN22890_c3_g1	NA	72	0	0	72	144	144	0	0	0	0	0.0	0.0	0.0	0.0	34	34	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22890_c3_g3(+)	maera.TRINITY_DN22890_c3_g3	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22890_c3_g4(-)	maera.TRINITY_DN22890_c3_g4	NA	55	0	1	54	108	108	0	0	0	0	0.0	0.0	0.0	0.0	24	24	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22891_c0_g1(+)	maera.TRINITY_DN22891_c0_g1	NA	55	0	0	55	96	94	1	0	1	0	0.02083333	0.01041667	0.01041667	0.01215278	13	12	0	0	1	0	0.07692308	0.07692308	0.03846154	0.05128205
lasiommata_maera	TRINITY_DN22892_c6_g2(+)	maera.TRINITY_DN22892_c6_g2	NA	119	0	0	119	218	218	0	0	0	0	0.0	0.0	0.0	0.0	61	60	1	0	0	0	0.01639344	0.0	0.00819672	0.00819672
lasiommata_maera	TRINITY_DN22893_c0_g1(+)	maera.TRINITY_DN22893_c0_g1	NA	517	0	0	517	974	974	0	0	0	0	0.0	0.0	0.0	0.0	254	244	4	5	1	0	0.01968504	0.02362205	0.01968504	0.02034121
lasiommata_maera	TRINITY_DN22894_c0_g1(+)	maera.TRINITY_DN22894_c0_g1	NA	13	0	0	13	22	21	1	0	0	0	0.04545455	0.0	0.02272727	0.02272727	8	8	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22894_c0_g2(+)	maera.TRINITY_DN22894_c0_g2	NA	579	1	0	578	1063	1057	3	2	1	0	0.00376294	0.0028222	0.0028222	0.00297899	236	223	7	5	1	0	0.03389831	0.02542373	0.02754237	0.02824859
lasiommata_maera	TRINITY_DN22895_c3_g1(+)	maera.TRINITY_DN22895_c3_g1	NA	578	0	0	578	1109	1108	0	1	0	0	0.0	0.00090171	0.00045086	0.00045086	342	338	2	0	2	0	0.01169591	0.00584795	0.00584795	0.00682261
lasiommata_maera	TRINITY_DN22895_c5_g3(+)	maera.TRINITY_DN22895_c5_g3	NA	371	0	0	371	675	675	0	0	0	0	0.0	0.0	0.0	0.0	158	149	2	7	0	0	0.01265823	0.0443038	0.02848101	0.02848101
lasiommata_maera	TRINITY_DN22896_c9_g1(+)	maera.TRINITY_DN22896_c9_g1	NA	305	0	0	305	565	563	0	2	0	0	0.0	0.00353982	0.00176991	0.00176991	112	105	4	3	0	0	0.03571429	0.02678571	0.03125	0.03125
lasiommata_maera	TRINITY_DN22897_c0_g1(+)	maera.TRINITY_DN22897_c0_g1	NA	27	0	0	27	49	49	0	0	0	0	0.0	0.0	0.0	0.0	11	11	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22899_c2_g3(+)	maera.TRINITY_DN22899_c2_g3	OG0003426	326	0	0	326	620	620	0	0	0	0	0.0	0.0	0.0	0.0	128	123	0	5	0	0	0.0	0.0390625	0.01953125	0.01953125
lasiommata_maera	TRINITY_DN22899_c3_g1(+)	maera.TRINITY_DN22899_c3_g1	NA	323	0	0	323	579	574	1	4	0	0	0.00172712	0.00690846	0.00431779	0.00431779	153	146	2	4	1	0	0.01960784	0.03267974	0.02287582	0.02396514
lasiommata_maera	TRINITY_DN22899_c4_g1(+)	maera.TRINITY_DN22899_c4_g1	NA	182	1	0	181	341	341	0	0	0	0	0.0	0.0	0.0	0.0	85	81	1	0	3	0	0.04705882	0.03529412	0.02352941	0.02941176
lasiommata_maera	TRINITY_DN22900_c0_g1(+)	maera.TRINITY_DN22900_c0_g1	OG0004533	272	0	0	272	505	505	0	0	0	0	0.0	0.0	0.0	0.0	168	161	1	6	0	0	0.00595238	0.03571429	0.02083333	0.02083333
lasiommata_maera	TRINITY_DN22901_c1_g1(+)	maera.TRINITY_DN22901_c1_g1	NA	655	0	0	655	1236	1233	0	3	0	0	0.0	0.00242718	0.00121359	0.00121359	327	319	2	6	0	0	0.00611621	0.01834862	0.01223242	0.01223242
lasiommata_maera	TRINITY_DN22901_c1_g2(+)	maera.TRINITY_DN22901_c1_g2	NA	240	0	0	240	444	444	0	0	0	0	0.0	0.0	0.0	0.0	136	135	0	0	0	1	0.0	0.0	0.00735294	0.00490196
lasiommata_maera	TRINITY_DN22902_c0_g1(+)	maera.TRINITY_DN22902_c0_g1	OG0005069	1710	0	0	1710	3266	3261	3	2	0	0	0.00091855	0.00061237	0.00076546	0.00076546	590	585	2	3	0	0	0.00338983	0.00508475	0.00423729	0.00423729
lasiommata_maera	TRINITY_DN22903_c5_g4(+)	maera.TRINITY_DN22903_c5_g4	NA	164	0	0	164	308	308	0	0	0	0	0.0	0.0	0.0	0.0	65	63	0	2	0	0	0.0	0.03076923	0.01538462	0.01538462
lasiommata_maera	TRINITY_DN22903_c7_g1(-)	maera.TRINITY_DN22903_c7_g1	NA	31	0	0	31	54	53	1	0	0	0	0.01851852	0.0	0.00925926	0.00925926	12	12	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22904_c0_g1(+)	maera.TRINITY_DN22904_c0_g1	NA	862	0	0	862	1620	1617	1	1	1	0	0.00123457	0.00123457	0.00092593	0.00102881	378	365	2	7	4	0	0.01587302	0.02910053	0.01719577	0.01895944
lasiommata_maera	TRINITY_DN22905_c0_g1(+)	maera.TRINITY_DN22905_c0_g1	NA	523	0	0	523	913	913	0	0	0	0	0.0	0.0	0.0	0.0	269	244	4	4	16	1	0.07434944	0.07434944	0.04832714	0.05700124
lasiommata_maera	TRINITY_DN22906_c0_g1(+)	maera.TRINITY_DN22906_c0_g1	NA	1310	0	0	1310	2490	2490	0	0	0	0	0.0	0.0	0.0	0.0	648	640	0	7	0	1	0.0	0.01080247	0.00694444	0.00643004
lasiommata_maera	TRINITY_DN22906_c0_g2(+)	maera.TRINITY_DN22906_c0_g2	NA	1051	0	1	1050	2012	2010	0	2	0	0	0.0	0.00099404	0.00049702	0.00049702	455	451	0	4	0	0	0.0	0.00879121	0.0043956	0.0043956
lasiommata_maera	TRINITY_DN22907_c0_g1(+)	maera.TRINITY_DN22907_c0_g1	NA	429	0	1	428	790	789	0	1	0	0	0.0	0.00126582	0.00063291	0.00063291	169	162	0	1	0	6	0.0	0.00591716	0.03846154	0.02662722
lasiommata_maera	TRINITY_DN22910_c0_g1(+)	maera.TRINITY_DN22910_c0_g1	OG0002908	602	0	0	602	1164	1163	1	0	0	0	0.00085911	0.0	0.00042955	0.00042955	234	233	1	0	0	0	0.0042735	0.0	0.00213675	0.00213675
lasiommata_maera	TRINITY_DN22910_c1_g1(+)	maera.TRINITY_DN22910_c1_g1	NA	107	0	0	107	209	202	0	1	6	0	0.02870813	0.03349282	0.01674641	0.0215311	58	55	1	0	2	0	0.05172414	0.03448276	0.02586207	0.0316092
lasiommata_maera	TRINITY_DN22911_c4_g1(+)	maera.TRINITY_DN22911_c4_g1	NA	554	0	0	554	1054	1054	0	0	0	0	0.0	0.0	0.0	0.0	244	234	2	3	5	0	0.02868852	0.03278689	0.0204918	0.0239071
lasiommata_maera	TRINITY_DN22912_c9_g5(+)	maera.TRINITY_DN22912_c9_g5	OG0004366	1001	0	0	1001	1910	1906	2	2	0	0	0.00104712	0.00104712	0.00104712	0.00104712	336	334	2	0	0	0	0.00595238	0.0	0.00297619	0.00297619
lasiommata_maera	TRINITY_DN22913_c0_g4(+)	maera.TRINITY_DN22913_c0_g4	NA	1148	0	0	1148	2227	2225	1	1	0	0	0.00044903	0.00044903	0.00044903	0.00044903	520	519	1	0	0	0	0.00192308	0.0	0.00096154	0.00096154
lasiommata_maera	TRINITY_DN22914_c1_g3(+)	maera.TRINITY_DN22914_c1_g3	NA	573	0	0	573	1075	1074	1	0	0	0	0.00093023	0.0	0.00046512	0.00046512	225	220	3	0	0	2	0.01333333	0.0	0.01555556	0.01259259
lasiommata_maera	TRINITY_DN22917_c1_g1(+)	maera.TRINITY_DN22917_c1_g1	NA	668	0	0	668	1270	1270	0	0	0	0	0.0	0.0	0.0	0.0	263	255	2	5	0	1	0.00760456	0.01901141	0.01711027	0.01584284
lasiommata_maera	TRINITY_DN22918_c11_g1(+)	maera.TRINITY_DN22918_c11_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN22919_c0_g1(+)	maera.TRINITY_DN22919_c0_g1	NA	103	0	0	103	201	201	0	0	0	0	0.0	0.0	0.0	0.0	62	62	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22922_c9_g1(+)	maera.TRINITY_DN22922_c9_g1	NA	483	0	0	483	911	902	8	1	0	0	0.00878156	0.00109769	0.00493963	0.00493963	179	174	3	2	0	0	0.01675978	0.01117318	0.01396648	0.01396648
lasiommata_maera	TRINITY_DN22923_c2_g1(+)	maera.TRINITY_DN22923_c2_g1	NA	64	0	0	64	119	119	0	0	0	0	0.0	0.0	0.0	0.0	26	24	0	0	2	0	0.07692308	0.07692308	0.03846154	0.05128205
lasiommata_maera	TRINITY_DN22924_c7_g1(+)	maera.TRINITY_DN22924_c7_g1	NA	117	0	0	117	232	232	0	0	0	0	0.0	0.0	0.0	0.0	46	44	1	0	1	0	0.04347826	0.02173913	0.02173913	0.02536232
lasiommata_maera	TRINITY_DN22924_c8_g1(+)	maera.TRINITY_DN22924_c8_g1	NA	14	0	0	14	24	24	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22925_c1_g1(+)	maera.TRINITY_DN22925_c1_g1	NA	176	0	0	176	329	329	0	0	0	0	0.0	0.0	0.0	0.0	71	65	1	0	0	5	0.01408451	0.0	0.07746479	0.05399061
lasiommata_maera	TRINITY_DN22925_c2_g1(+)	maera.TRINITY_DN22925_c2_g1	NA	4	0	0	4	6	6	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
lasiommata_maera	TRINITY_DN22926_c0_g1(+)	maera.TRINITY_DN22926_c0_g1	NA	1265	0	1	1264	2417	2413	3	1	0	0	0.00124121	0.00041374	0.00082747	0.00082747	430	427	3	0	0	0	0.00697674	0.0	0.00348837	0.00348837
lasiommata_maera	TRINITY_DN22929_c3_g1(-)	maera.TRINITY_DN22929_c3_g1	NA	66	0	1	65	119	115	2	2	0	0	0.01680672	0.01680672	0.01680672	0.01680672	17	17	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22929_c4_g1(+)	maera.TRINITY_DN22929_c4_g1	NA	52	2	1	49	88	84	3	1	0	0	0.03409091	0.01136364	0.02272727	0.02272727	20	19	0	0	1	0	0.05	0.05	0.025	0.03333333
lasiommata_maera	TRINITY_DN22929_c4_g2(+)	maera.TRINITY_DN22929_c4_g2	NA	29	0	0	29	58	58	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22930_c1_g3(+)	maera.TRINITY_DN22930_c1_g3	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
lasiommata_maera	TRINITY_DN22931_c0_g1(+)	maera.TRINITY_DN22931_c0_g1	NA	402	0	0	402	760	759	0	1	0	0	0.0	0.00131579	0.00065789	0.00065789	205	202	1	0	2	0	0.01463415	0.0097561	0.00731707	0.00894309
lasiommata_maera	TRINITY_DN22932_c0_g1(+)	maera.TRINITY_DN22932_c0_g1	NA	444	0	0	444	814	811	2	1	0	0	0.002457	0.0012285	0.00184275	0.00184275	174	164	4	3	3	0	0.04022989	0.03448276	0.02873563	0.03160919
