species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_MP_GA08P	0_pi_MP_GA08Q	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_MP_GA08P	4_pi_MP_GA08Q	4_pi_between	4_pi_total
melitaea_parthenoides	TRINITY_DN8539_c0_g1(+)	parthenoides.TRINITY_DN8539_c0_g1	OG0002534	12	0	0	12	24	24	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8540_c0_g1(+)	parthenoides.TRINITY_DN8540_c0_g1	OG0001658	138	0	0	138	267	267	0	0	0	0	0.0	0.0	0.0	0.0	55	54	0	0	0	1	0.0	0.0	0.01818182	0.01212121
melitaea_parthenoides	TRINITY_DN8547_c0_g1(+)	parthenoides.TRINITY_DN8547_c0_g1	NA	21	0	0	21	37	37	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8551_c0_g1(+)	parthenoides.TRINITY_DN8551_c0_g1	NA	16	0	0	16	34	34	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8570_c0_g1(-)	parthenoides.TRINITY_DN8570_c0_g1	OG0002984	69	0	0	69	134	133	1	0	0	0	0.00746269	0.0	0.00373134	0.00373134	22	22	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8573_c0_g1(+)	parthenoides.TRINITY_DN8573_c0_g1	NA	19	0	0	19	37	37	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8579_c0_g1(+)	parthenoides.TRINITY_DN8579_c0_g1	NA	262	0	0	262	503	503	0	0	0	0	0.0	0.0	0.0	0.0	89	89	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8583_c0_g1(+)	parthenoides.TRINITY_DN8583_c0_g1	NA	168	0	0	168	337	336	0	1	0	0	0.0	0.00296736	0.00148368	0.00148368	85	84	0	1	0	0	0.0	0.01176471	0.00588235	0.00588235
melitaea_parthenoides	TRINITY_DN8595_c0_g1(+)	parthenoides.TRINITY_DN8595_c0_g1	NA	131	0	0	131	261	261	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8597_c0_g1(+)	parthenoides.TRINITY_DN8597_c0_g1	NA	8	0	0	8	15	15	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8602_c0_g1(+)	parthenoides.TRINITY_DN8602_c0_g1	OG0001659	333	0	0	333	644	644	0	0	0	0	0.0	0.0	0.0	0.0	124	124	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8607_c0_g1(+)	parthenoides.TRINITY_DN8607_c0_g1	NA	31	0	0	31	58	58	0	0	0	0	0.0	0.0	0.0	0.0	18	18	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8612_c0_g1(-)	parthenoides.TRINITY_DN8612_c0_g1	NA	9	0	0	9	18	18	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8622_c0_g1(+)	parthenoides.TRINITY_DN8622_c0_g1	NA	33	0	0	33	61	61	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8627_c0_g1(-)	parthenoides.TRINITY_DN8627_c0_g1	NA	21	0	0	21	43	43	0	0	0	0	0.0	0.0	0.0	0.0	5	5	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8629_c0_g1(+)	parthenoides.TRINITY_DN8629_c0_g1	OG0001386	5	0	0	5	8	8	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8632_c0_g1(+)	parthenoides.TRINITY_DN8632_c0_g1	NA	47	0	0	47	87	87	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8634_c0_g1(+)	parthenoides.TRINITY_DN8634_c0_g1	OG0001329	25	0	0	25	50	50	0	0	0	0	0.0	0.0	0.0	0.0	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8642_c0_g1(+)	parthenoides.TRINITY_DN8642_c0_g1	NA	186	0	0	186	352	352	0	0	0	0	0.0	0.0	0.0	0.0	77	75	2	0	0	0	0.02597403	0.0	0.01298701	0.01298701
melitaea_parthenoides	TRINITY_DN8644_c0_g1(-)	parthenoides.TRINITY_DN8644_c0_g1	NA	5	0	0	5	7	7	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8650_c0_g1(+)	parthenoides.TRINITY_DN8650_c0_g1	OG0002849	33	0	0	33	56	55	0	1	0	0	0.0	0.01785714	0.00892857	0.00892857	8	7	0	1	0	0	0.0	0.125	0.0625	0.0625
melitaea_parthenoides	TRINITY_DN8651_c0_g1(+)	parthenoides.TRINITY_DN8651_c0_g1	NA	162	0	0	162	311	311	0	0	0	0	0.0	0.0	0.0	0.0	64	64	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8665_c0_g1(+)	parthenoides.TRINITY_DN8665_c0_g1	NA	99	0	0	99	194	194	0	0	0	0	0.0	0.0	0.0	0.0	39	36	2	1	0	0	0.05128205	0.02564103	0.03846154	0.03846154
melitaea_parthenoides	TRINITY_DN8675_c0_g1(+)	parthenoides.TRINITY_DN8675_c0_g1	NA	1	0	0	1	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN8680_c0_g2(-)	parthenoides.TRINITY_DN8680_c0_g2	NA	12	0	0	12	24	24	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8700_c0_g1(-)	parthenoides.TRINITY_DN8700_c0_g1	NA	242	0	0	242	469	469	0	0	0	0	0.0	0.0	0.0	0.0	99	99	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8701_c0_g1(+)	parthenoides.TRINITY_DN8701_c0_g1	NA	126	0	0	126	230	227	3	0	0	0	0.01304348	0.0	0.00652174	0.00652174	34	33	1	0	0	0	0.02941176	0.0	0.01470588	0.01470588
melitaea_parthenoides	TRINITY_DN8704_c1_g2(+)	parthenoides.TRINITY_DN8704_c1_g2	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN8705_c0_g1(+)	parthenoides.TRINITY_DN8705_c0_g1	NA	405	0	0	405	788	788	0	0	0	0	0.0	0.0	0.0	0.0	166	166	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8715_c0_g1(+)	parthenoides.TRINITY_DN8715_c0_g1	OG0001608	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN8718_c0_g1(+)	parthenoides.TRINITY_DN8718_c0_g1	NA	295	0	0	295	587	587	0	0	0	0	0.0	0.0	0.0	0.0	129	129	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8720_c0_g1(-)	parthenoides.TRINITY_DN8720_c0_g1	NA	61	0	0	61	121	121	0	0	0	0	0.0	0.0	0.0	0.0	22	22	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8722_c0_g1(+)	parthenoides.TRINITY_DN8722_c0_g1	NA	58	0	0	58	112	112	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8730_c0_g1(+)	parthenoides.TRINITY_DN8730_c0_g1	NA	148	0	0	148	287	287	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8732_c0_g1(+)	parthenoides.TRINITY_DN8732_c0_g1	NA	171	0	0	171	333	333	0	0	0	0	0.0	0.0	0.0	0.0	84	81	0	1	2	0	0.02380952	0.03571429	0.01785714	0.02182539
melitaea_parthenoides	TRINITY_DN8733_c0_g1(+)	parthenoides.TRINITY_DN8733_c0_g1	NA	223	0	0	223	429	429	0	0	0	0	0.0	0.0	0.0	0.0	106	105	0	1	0	0	0.0	0.00943396	0.00471698	0.00471698
melitaea_parthenoides	TRINITY_DN8743_c0_g1(+)	parthenoides.TRINITY_DN8743_c0_g1	OG0002076	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8744_c0_g1(+)	parthenoides.TRINITY_DN8744_c0_g1	OG0001387	141	0	0	141	266	265	0	0	1	0	0.0037594	0.0037594	0.0018797	0.00250627	49	48	0	0	1	0	0.02040816	0.02040816	0.01020408	0.01360544
melitaea_parthenoides	TRINITY_DN8750_c0_g1(-)	parthenoides.TRINITY_DN8750_c0_g1	NA	59	0	0	59	111	110	0	0	0	1	0.0	0.0	0.00900901	0.00600601	20	19	1	0	0	0	0.05	0.0	0.025	0.025
melitaea_parthenoides	TRINITY_DN8751_c0_g1(+)	parthenoides.TRINITY_DN8751_c0_g1	NA	85	0	0	85	160	160	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8781_c0_g1(+)	parthenoides.TRINITY_DN8781_c0_g1	OG0001490	175	0	0	175	344	344	0	0	0	0	0.0	0.0	0.0	0.0	69	69	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8784_c0_g1(+)	parthenoides.TRINITY_DN8784_c0_g1	OG0003754	30	0	0	30	56	55	1	0	0	0	0.01785714	0.0	0.00892857	0.00892857	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8790_c0_g1(+)	parthenoides.TRINITY_DN8790_c0_g1	OG0002259	103	0	0	103	200	200	0	0	0	0	0.0	0.0	0.0	0.0	41	41	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8791_c0_g1(+)	parthenoides.TRINITY_DN8791_c0_g1	NA	119	0	1	118	224	224	0	0	0	0	0.0	0.0	0.0	0.0	28	27	0	0	1	0	0.03571429	0.03571429	0.01785714	0.02380952
melitaea_parthenoides	TRINITY_DN8792_c0_g1(+)	parthenoides.TRINITY_DN8792_c0_g1	NA	56	0	0	56	112	111	1	0	0	0	0.00892857	0.0	0.00446429	0.00446429	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8806_c0_g1(+)	parthenoides.TRINITY_DN8806_c0_g1	NA	80	0	0	80	155	155	0	0	0	0	0.0	0.0	0.0	0.0	38	38	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8808_c0_g1(+)	parthenoides.TRINITY_DN8808_c0_g1	NA	148	0	0	148	294	294	0	0	0	0	0.0	0.0	0.0	0.0	59	59	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8810_c0_g1(+)	parthenoides.TRINITY_DN8810_c0_g1	NA	93	0	0	93	180	180	0	0	0	0	0.0	0.0	0.0	0.0	38	37	1	0	0	0	0.02631579	0.0	0.01315789	0.01315789
melitaea_parthenoides	TRINITY_DN8815_c0_g1(+)	parthenoides.TRINITY_DN8815_c0_g1	NA	7	0	0	7	12	12	0	0	0	0	0.0	0.0	0.0	0.0	2	1	0	0	1	0	0.5	0.5	0.25	0.33333333
melitaea_parthenoides	TRINITY_DN8817_c1_g1(+)	parthenoides.TRINITY_DN8817_c1_g1	NA	210	0	0	210	410	410	0	0	0	0	0.0	0.0	0.0	0.0	96	95	0	1	0	0	0.0	0.01041667	0.00520833	0.00520833
melitaea_parthenoides	TRINITY_DN8824_c0_g1(+)	parthenoides.TRINITY_DN8824_c0_g1	OG0001275	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8825_c0_g1(-)	parthenoides.TRINITY_DN8825_c0_g1	NA	74	0	0	74	138	138	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8835_c0_g1(+)	parthenoides.TRINITY_DN8835_c0_g1	NA	25	0	0	25	44	43	0	1	0	0	0.0	0.02272727	0.01136364	0.01136364	8	7	0	1	0	0	0.0	0.125	0.0625	0.0625
melitaea_parthenoides	TRINITY_DN8836_c0_g1(+)	parthenoides.TRINITY_DN8836_c0_g1	NA	80	0	0	80	159	159	0	0	0	0	0.0	0.0	0.0	0.0	43	42	0	1	0	0	0.0	0.02325581	0.01162791	0.01162791
melitaea_parthenoides	TRINITY_DN8837_c0_g1(+)	parthenoides.TRINITY_DN8837_c0_g1	NA	38	0	0	38	66	66	0	0	0	0	0.0	0.0	0.0	0.0	9	9	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8840_c0_g1(-)	parthenoides.TRINITY_DN8840_c0_g1	OG0001690	133	0	0	133	260	260	0	0	0	0	0.0	0.0	0.0	0.0	56	56	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8844_c0_g1(-)	parthenoides.TRINITY_DN8844_c0_g1	NA	183	0	0	183	352	352	0	0	0	0	0.0	0.0	0.0	0.0	79	79	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8850_c0_g1(+)	parthenoides.TRINITY_DN8850_c0_g1	OG0002920	140	0	0	140	278	277	0	1	0	0	0.0	0.00359712	0.00179856	0.00179856	46	46	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8852_c0_g1(+)	parthenoides.TRINITY_DN8852_c0_g1	NA	109	0	0	109	207	206	0	0	0	1	0.0	0.0	0.00483092	0.00322061	50	49	1	0	0	0	0.02	0.0	0.01	0.01
melitaea_parthenoides	TRINITY_DN8856_c0_g1(+)	parthenoides.TRINITY_DN8856_c0_g1	OG0001731	38	0	0	38	75	75	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8857_c0_g1(+)	parthenoides.TRINITY_DN8857_c0_g1	NA	34	0	0	34	63	63	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8871_c0_g1(+)	parthenoides.TRINITY_DN8871_c0_g1	NA	329	0	0	329	640	639	0	0	0	1	0.0	0.0	0.0015625	0.00104167	137	136	1	0	0	0	0.00729927	0.0	0.00364964	0.00364964
melitaea_parthenoides	TRINITY_DN8872_c0_g1(-)	parthenoides.TRINITY_DN8872_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN8874_c0_g1(+)	parthenoides.TRINITY_DN8874_c0_g1	OG0001619	3	0	0	3	5	5	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN8877_c0_g1(+)	parthenoides.TRINITY_DN8877_c0_g1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN8883_c0_g1(+)	parthenoides.TRINITY_DN8883_c0_g1	OG0001240	111	0	0	111	205	205	0	0	0	0	0.0	0.0	0.0	0.0	54	52	0	2	0	0	0.0	0.03703704	0.01851852	0.01851852
melitaea_parthenoides	TRINITY_DN8890_c0_g1(+)	parthenoides.TRINITY_DN8890_c0_g1	NA	32	0	0	32	59	58	0	1	0	0	0.0	0.01694915	0.00847458	0.00847458	9	8	0	0	1	0	0.11111111	0.11111111	0.05555556	0.07407408
melitaea_parthenoides	TRINITY_DN8898_c0_g1(+)	parthenoides.TRINITY_DN8898_c0_g1	NA	6	0	0	6	11	11	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8899_c0_g1(+)	parthenoides.TRINITY_DN8899_c0_g1	NA	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8900_c0_g1(-)	parthenoides.TRINITY_DN8900_c0_g1	NA	10	0	0	10	19	19	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8901_c0_g1(+)	parthenoides.TRINITY_DN8901_c0_g1	NA	94	0	0	94	184	184	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8910_c0_g1(+)	parthenoides.TRINITY_DN8910_c0_g1	NA	94	0	0	94	179	179	0	0	0	0	0.0	0.0	0.0	0.0	39	38	0	1	0	0	0.0	0.02564103	0.01282051	0.01282051
melitaea_parthenoides	TRINITY_DN8912_c0_g1(+)	parthenoides.TRINITY_DN8912_c0_g1	NA	28	0	0	28	50	50	0	0	0	0	0.0	0.0	0.0	0.0	12	12	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8914_c0_g2(+)	parthenoides.TRINITY_DN8914_c0_g2	NA	79	0	0	79	156	156	0	0	0	0	0.0	0.0	0.0	0.0	34	34	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8917_c0_g1(+)	parthenoides.TRINITY_DN8917_c0_g1	OG0001860	84	0	0	84	155	154	0	0	0	1	0.0	0.0	0.00645161	0.00430107	30	28	1	0	0	1	0.03333333	0.0	0.05	0.03888889
melitaea_parthenoides	TRINITY_DN8923_c0_g1(-)	parthenoides.TRINITY_DN8923_c0_g1	NA	54	0	0	54	102	102	0	0	0	0	0.0	0.0	0.0	0.0	17	17	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8924_c0_g1(-)	parthenoides.TRINITY_DN8924_c0_g1	NA	19	0	0	19	31	31	0	0	0	0	0.0	0.0	0.0	0.0	7	7	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8926_c0_g1(-)	parthenoides.TRINITY_DN8926_c0_g1	NA	130	0	0	130	251	251	0	0	0	0	0.0	0.0	0.0	0.0	44	44	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8927_c0_g1(+)	parthenoides.TRINITY_DN8927_c0_g1	NA	53	0	0	53	102	102	0	0	0	0	0.0	0.0	0.0	0.0	25	25	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8929_c0_g1(+)	parthenoides.TRINITY_DN8929_c0_g1	NA	255	0	0	255	487	486	0	0	1	0	0.00205339	0.00205339	0.00102669	0.00136892	105	101	1	0	3	0	0.03809524	0.02857143	0.01904762	0.02380953
melitaea_parthenoides	TRINITY_DN8931_c0_g1(-)	parthenoides.TRINITY_DN8931_c0_g1	NA	50	0	0	50	91	90	1	0	0	0	0.01098901	0.0	0.00549451	0.00549451	18	18	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8935_c0_g1(-)	parthenoides.TRINITY_DN8935_c0_g1	NA	29	0	0	29	58	57	0	1	0	0	0.0	0.01724138	0.00862069	0.00862069	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8937_c0_g1(+)	parthenoides.TRINITY_DN8937_c0_g1	NA	13	0	0	13	27	27	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8941_c0_g1(+)	parthenoides.TRINITY_DN8941_c0_g1	NA	15	0	0	15	31	31	0	0	0	0	0.0	0.0	0.0	0.0	6	6	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8942_c0_g1(-)	parthenoides.TRINITY_DN8942_c0_g1	NA	58	0	0	58	106	106	0	0	0	0	0.0	0.0	0.0	0.0	28	27	0	1	0	0	0.0	0.03571429	0.01785714	0.01785714
melitaea_parthenoides	TRINITY_DN8943_c0_g1(-)	parthenoides.TRINITY_DN8943_c0_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN8945_c0_g1(-)	parthenoides.TRINITY_DN8945_c0_g1	NA	24	0	0	24	47	46	1	0	0	0	0.0212766	0.0	0.0106383	0.0106383	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8949_c0_g1(-)	parthenoides.TRINITY_DN8949_c0_g1	OG0001776	110	0	0	110	217	217	0	0	0	0	0.0	0.0	0.0	0.0	61	61	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8952_c0_g1(+)	parthenoides.TRINITY_DN8952_c0_g1	NA	29	0	0	29	54	54	0	0	0	0	0.0	0.0	0.0	0.0	8	8	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8958_c0_g1(+)	parthenoides.TRINITY_DN8958_c0_g1	NA	44	0	0	44	85	85	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8964_c0_g1(+)	parthenoides.TRINITY_DN8964_c0_g1	NA	34	0	0	34	59	59	0	0	0	0	0.0	0.0	0.0	0.0	13	13	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8965_c0_g1(+)	parthenoides.TRINITY_DN8965_c0_g1	NA	163	0	0	163	317	317	0	0	0	0	0.0	0.0	0.0	0.0	52	52	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8968_c0_g1(+)	parthenoides.TRINITY_DN8968_c0_g1	NA	108	0	0	108	206	205	1	0	0	0	0.00485437	0.0	0.00242718	0.00242718	53	53	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN8978_c0_g1(+)	parthenoides.TRINITY_DN8978_c0_g1	NA	92	0	0	92	178	178	0	0	0	0	0.0	0.0	0.0	0.0	35	34	0	0	1	0	0.02857143	0.02857143	0.01428571	0.01904762
melitaea_parthenoides	TRINITY_DN8983_c0_g1(+)	parthenoides.TRINITY_DN8983_c0_g1	NA	252	0	0	252	478	478	0	0	0	0	0.0	0.0	0.0	0.0	126	123	3	0	0	0	0.02380952	0.0	0.01190476	0.01190476
melitaea_parthenoides	TRINITY_DN8995_c0_g1(-)	parthenoides.TRINITY_DN8995_c0_g1	NA	72	0	0	72	137	137	0	0	0	0	0.0	0.0	0.0	0.0	28	28	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN9000_c0_g1(+)	parthenoides.TRINITY_DN9000_c0_g1	OG0002157	57	0	0	57	109	109	0	0	0	0	0.0	0.0	0.0	0.0	26	25	1	0	0	0	0.03846154	0.0	0.01923077	0.01923077
melitaea_parthenoides	TRINITY_DN9014_c0_g1(+)	parthenoides.TRINITY_DN9014_c0_g1	NA	59	0	0	59	108	108	0	0	0	0	0.0	0.0	0.0	0.0	29	27	1	1	0	0	0.03448276	0.03448276	0.03448276	0.03448276
melitaea_parthenoides	TRINITY_DN9021_c0_g1(+)	parthenoides.TRINITY_DN9021_c0_g1	OG0001338	15	0	0	15	26	25	0	1	0	0	0.0	0.03846154	0.01923077	0.01923077	4	4	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN9023_c1_g1(+)	parthenoides.TRINITY_DN9023_c1_g1	NA	78	0	0	78	156	156	0	0	0	0	0.0	0.0	0.0	0.0	37	37	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN9031_c0_g1(+)	parthenoides.TRINITY_DN9031_c0_g1	NA	30	0	0	30	60	60	0	0	0	0	0.0	0.0	0.0	0.0	15	15	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN9035_c0_g1(+)	parthenoides.TRINITY_DN9035_c0_g1	NA	159	0	0	159	311	311	0	0	0	0	0.0	0.0	0.0	0.0	73	73	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN9045_c0_g1(+)	parthenoides.TRINITY_DN9045_c0_g1	NA	174	0	0	174	345	345	0	0	0	0	0.0	0.0	0.0	0.0	64	64	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN9048_c0_g1(+)	parthenoides.TRINITY_DN9048_c0_g1	OG0001939	4	0	0	4	8	8	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN9055_c0_g1(+)	parthenoides.TRINITY_DN9055_c0_g1	NA	2	0	0	2	4	4	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
melitaea_parthenoides	TRINITY_DN9056_c0_g1(+)	parthenoides.TRINITY_DN9056_c0_g1	NA	89	0	0	89	173	173	0	0	0	0	0.0	0.0	0.0	0.0	35	35	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN9062_c0_g1(+)	parthenoides.TRINITY_DN9062_c0_g1	NA	59	0	0	59	108	108	0	0	0	0	0.0	0.0	0.0	0.0	22	20	2	0	0	0	0.09090909	0.0	0.04545455	0.04545455
melitaea_parthenoides	TRINITY_DN9073_c0_g1(+)	parthenoides.TRINITY_DN9073_c0_g1	NA	58	0	1	57	108	108	0	0	0	0	0.0	0.0	0.0	0.0	21	21	0	0	0	0	0.0	0.0	0.0	0.0
melitaea_parthenoides	TRINITY_DN9076_c0_g1(+)	parthenoides.TRINITY_DN9076_c0_g1	NA	148	0	0	148	271	271	0	0	0	0	0.0	0.0	0.0	0.0	39	38	0	1	0	0	0.0	0.02564103	0.01282051	0.01282051
melitaea_parthenoides	TRINITY_DN9083_c0_g1(+)	parthenoides.TRINITY_DN9083_c0_g1	NA	415	0	0	415	793	793	0	0	0	0	0.0	0.0	0.0	0.0	160	158	0	0	0	2	0.0	0.0	0.0125	0.00833333
melitaea_parthenoides	TRINITY_DN9086_c0_g1(+)	parthenoides.TRINITY_DN9086_c0_g1	NA	68	0	0	68	128	128	0	0	0	0	0.0	0.0	0.0	0.0	19	18	0	1	0	0	0.0	0.05263158	0.02631579	0.02631579
