species	locus	protein	group	proper_codons	multivariant_codons	multidegenerate_codons	valid_codons	0_all	0_invariant	0_hetA	0_hetB	0_hetAB	0_fixed	0_pi_CaAl_341	0_pi_CaAl_440	0_pi_between	0_pi_total	4_all	4_invariant	4_hetA	4_hetB	4_hetAB	4_fixed	4_pi_CaAl_341	4_pi_CaAl_440	4_pi_between	4_pi_total
carcharodus_alceae	TRINITY_DN22940_c0_g1(+)	alceae.TRINITY_DN22940_c0_g1	OG0001285	264	0	0	264	487	487	0	0	0	0	0.0	0.0	0.0	0.0	85	83	1	1	0	0	0.01176471	0.01176471	0.01176471	0.01176471
carcharodus_alceae	TRINITY_DN22941_c0_g1(+)	alceae.TRINITY_DN22941_c0_g1	NA	256	0	0	256	475	475	0	0	0	0	0.0	0.0	0.0	0.0	109	98	6	3	1	1	0.06422018	0.03669725	0.05504587	0.05351682
carcharodus_alceae	TRINITY_DN22942_c0_g1(+)	alceae.TRINITY_DN22942_c0_g1	NA	3	0	0	3	6	6	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22943_c0_g1(+)	alceae.TRINITY_DN22943_c0_g1	NA	331	0	0	331	616	612	3	1	0	0	0.00487013	0.00162338	0.00324675	0.00324675	143	142	0	1	0	0	0.0	0.00699301	0.0034965	0.0034965
carcharodus_alceae	TRINITY_DN22945_c0_g1(-)	alceae.TRINITY_DN22945_c0_g1	NA	33	0	1	32	62	60	0	0	2	0	0.03225806	0.03225806	0.01612903	0.02150537	7	7	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22946_c4_g1(+)	alceae.TRINITY_DN22946_c4_g1	OG0001309	108	0	1	107	201	200	1	0	0	0	0.00497512	0.0	0.00248756	0.00248756	46	43	1	1	1	0	0.04347826	0.04347826	0.0326087	0.03623189
carcharodus_alceae	TRINITY_DN22946_c5_g1(+)	alceae.TRINITY_DN22946_c5_g1	NA	156	0	0	156	294	294	0	0	0	0	0.0	0.0	0.0	0.0	69	67	1	1	0	0	0.01449275	0.01449275	0.01449275	0.01449275
carcharodus_alceae	TRINITY_DN22947_c1_g1(+)	alceae.TRINITY_DN22947_c1_g1	NA	234	0	0	234	416	413	2	0	0	1	0.00480769	0.0	0.00480769	0.00400641	79	72	3	2	0	2	0.03797468	0.02531646	0.05696203	0.04852321
carcharodus_alceae	TRINITY_DN22949_c0_g2(+)	alceae.TRINITY_DN22949_c0_g2	NA	413	1	1	411	742	739	0	3	0	0	0.0	0.00404313	0.00202156	0.00202156	163	148	7	6	2	0	0.05521472	0.04907975	0.04601227	0.04805726
carcharodus_alceae	TRINITY_DN22950_c6_g1(+)	alceae.TRINITY_DN22950_c6_g1	OG0002860	443	0	0	443	852	852	0	0	0	0	0.0	0.0	0.0	0.0	170	164	3	3	0	0	0.01764706	0.01764706	0.01764706	0.01764706
carcharodus_alceae	TRINITY_DN22950_c7_g1(+)	alceae.TRINITY_DN22950_c7_g1	OG0001267	215	0	0	215	407	403	1	2	1	0	0.004914	0.00737101	0.004914	0.0053235	69	67	0	2	0	0	0.0	0.02898551	0.01449275	0.01449275
carcharodus_alceae	TRINITY_DN22950_c8_g1(+)	alceae.TRINITY_DN22950_c8_g1	NA	428	1	0	427	776	773	1	1	1	0	0.00257732	0.00257732	0.00193299	0.00214777	164	154	4	4	1	1	0.0304878	0.0304878	0.03353659	0.03252033
carcharodus_alceae	TRINITY_DN22951_c0_g1(+)	alceae.TRINITY_DN22951_c0_g1	NA	280	0	0	280	535	531	3	1	0	0	0.00560748	0.00186916	0.00373832	0.00373832	125	122	0	2	0	1	0.0	0.016	0.016	0.01333333
carcharodus_alceae	TRINITY_DN22952_c0_g1(+)	alceae.TRINITY_DN22952_c0_g1	NA	259	1	0	258	469	468	0	1	0	0	0.0	0.0021322	0.0010661	0.0010661	131	122	2	4	2	1	0.03053435	0.04580153	0.03816794	0.03816794
carcharodus_alceae	TRINITY_DN22953_c0_g1(+)	alceae.TRINITY_DN22953_c0_g1	NA	465	0	0	465	836	827	3	3	2	1	0.00598086	0.00598086	0.00598086	0.00598086	216	194	9	7	5	1	0.06481481	0.05555556	0.05324074	0.05555555
carcharodus_alceae	TRINITY_DN22954_c0_g4(+)	alceae.TRINITY_DN22954_c0_g4	NA	71	0	0	71	136	136	0	0	0	0	0.0	0.0	0.0	0.0	31	31	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22956_c2_g1(-)	alceae.TRINITY_DN22956_c2_g1	NA	18	0	0	18	33	30	0	2	1	0	0.03030303	0.09090909	0.04545455	0.05050505	7	7	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22957_c8_g1(-)	alceae.TRINITY_DN22957_c8_g1	NA	49	1	2	46	79	74	1	2	2	0	0.03797468	0.05063291	0.03164557	0.03586498	11	11	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22958_c0_g2(+)	alceae.TRINITY_DN22958_c0_g2	NA	262	0	0	262	492	490	2	0	0	0	0.00406504	0.0	0.00203252	0.00203252	115	112	1	0	0	2	0.00869565	0.0	0.02173913	0.01594203
carcharodus_alceae	TRINITY_DN22958_c1_g1(+)	alceae.TRINITY_DN22958_c1_g1	OG0001214	268	0	0	268	514	514	0	0	0	0	0.0	0.0	0.0	0.0	121	115	4	2	0	0	0.03305785	0.01652893	0.02479339	0.02479339
carcharodus_alceae	TRINITY_DN22959_c0_g1(+)	alceae.TRINITY_DN22959_c0_g1	NA	277	0	0	277	495	491	1	3	0	0	0.0020202	0.00606061	0.0040404	0.0040404	92	87	4	1	0	0	0.04347826	0.01086957	0.02717391	0.02717391
carcharodus_alceae	TRINITY_DN22960_c0_g1(+)	alceae.TRINITY_DN22960_c0_g1	NA	321	0	0	321	559	559	0	0	0	0	0.0	0.0	0.0	0.0	170	149	9	4	3	5	0.07058824	0.04117647	0.07647059	0.06960785
carcharodus_alceae	TRINITY_DN22961_c0_g1(+)	alceae.TRINITY_DN22961_c0_g1	OG0003196	676	0	0	676	1250	1242	1	3	4	0	0.004	0.0056	0.0032	0.00373333	247	237	2	3	5	0	0.02834008	0.03238866	0.02024291	0.02361673
carcharodus_alceae	TRINITY_DN22962_c0_g1(+)	alceae.TRINITY_DN22962_c0_g1	NA	219	0	1	218	395	392	1	1	1	0	0.00506329	0.00506329	0.00379747	0.00421941	94	88	3	1	2	0	0.05319149	0.03191489	0.03191489	0.03546099
carcharodus_alceae	TRINITY_DN22967_c2_g1(-)	alceae.TRINITY_DN22967_c2_g1	NA	26	0	1	25	42	40	2	0	0	0	0.04761905	0.0	0.02380952	0.02380952	15	14	0	0	1	0	0.06666667	0.06666667	0.03333333	0.04444444
carcharodus_alceae	TRINITY_DN22967_c2_g4(+)	alceae.TRINITY_DN22967_c2_g4	NA	23	0	0	23	41	41	0	0	0	0	0.0	0.0	0.0	0.0	10	10	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22969_c0_g1(+)	alceae.TRINITY_DN22969_c0_g1	NA	208	0	0	208	371	370	0	0	0	1	0.0	0.0	0.00269542	0.00179695	85	79	5	0	1	0	0.07058824	0.01176471	0.03529412	0.0372549
carcharodus_alceae	TRINITY_DN22969_c0_g2(+)	alceae.TRINITY_DN22969_c0_g2	NA	13	1	1	11	20	18	2	0	0	0	0.1	0.0	0.05	0.05	3	3	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22971_c3_g1(+)	alceae.TRINITY_DN22971_c3_g1	NA	90	0	1	89	156	148	2	0	6	0	0.05128205	0.03846154	0.02564103	0.03205128	38	37	1	0	0	0	0.02631579	0.0	0.01315789	0.01315789
carcharodus_alceae	TRINITY_DN22972_c0_g1(+)	alceae.TRINITY_DN22972_c0_g1	NA	7	0	0	7	14	14	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22973_c3_g4(+)	alceae.TRINITY_DN22973_c3_g4	NA	370	0	0	370	721	720	0	0	0	1	0.0	0.0	0.00138696	0.00092464	157	156	0	1	0	0	0.0	0.00636943	0.00318471	0.00318471
carcharodus_alceae	TRINITY_DN22974_c0_g1(+)	alceae.TRINITY_DN22974_c0_g1	NA	286	0	0	286	558	553	3	1	0	1	0.00537634	0.00179211	0.00537634	0.00477897	92	88	3	1	0	0	0.0326087	0.01086957	0.02173913	0.02173913
carcharodus_alceae	TRINITY_DN22974_c1_g1(+)	alceae.TRINITY_DN22974_c1_g1	OG0001512	628	0	0	628	1200	1199	0	0	1	0	0.00083333	0.00083333	0.00041667	0.00055556	233	228	4	0	0	1	0.01716738	0.0	0.01287554	0.01144492
carcharodus_alceae	TRINITY_DN22975_c0_g2(+)	alceae.TRINITY_DN22975_c0_g2	NA	25	0	0	25	48	47	0	1	0	0	0.0	0.02083333	0.01041667	0.01041667	5	5	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22976_c2_g1(-)	alceae.TRINITY_DN22976_c2_g1	NA	15	0	1	14	25	25	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22977_c0_g1(+)	alceae.TRINITY_DN22977_c0_g1	NA	280	1	0	279	502	499	0	2	1	0	0.00199203	0.0059761	0.00298805	0.00332005	79	75	0	2	1	1	0.01265823	0.03797468	0.03164557	0.02953586
carcharodus_alceae	TRINITY_DN22979_c0_g1(-)	alceae.TRINITY_DN22979_c0_g1	NA	42	0	1	41	73	69	4	0	0	0	0.05479452	0.0	0.02739726	0.02739726	13	13	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22980_c2_g1(+)	alceae.TRINITY_DN22980_c2_g1	NA	53	0	1	52	91	88	3	0	0	0	0.03296703	0.0	0.01648352	0.01648352	25	23	2	0	0	0	0.08	0.0	0.04	0.04
carcharodus_alceae	TRINITY_DN22981_c2_g1(-)	alceae.TRINITY_DN22981_c2_g1	NA	23	0	1	22	33	29	2	2	0	0	0.06060606	0.06060606	0.06060606	0.06060606	8	8	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22981_c3_g2(+)	alceae.TRINITY_DN22981_c3_g2	OG0003519	169	0	0	169	292	292	0	0	0	0	0.0	0.0	0.0	0.0	76	69	3	2	2	0	0.06578947	0.05263158	0.04605263	0.05043859
carcharodus_alceae	TRINITY_DN22982_c7_g1(-)	alceae.TRINITY_DN22982_c7_g1	NA	32	0	0	32	57	54	1	1	1	0	0.03508772	0.03508772	0.02631579	0.02923977	9	9	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22983_c0_g1(+)	alceae.TRINITY_DN22983_c0_g1	OG0002205	511	0	0	511	949	948	0	1	0	0	0.0	0.00105374	0.00052687	0.00052687	204	194	6	3	1	0	0.03431373	0.01960784	0.0245098	0.02532679
carcharodus_alceae	TRINITY_DN22984_c0_g1(+)	alceae.TRINITY_DN22984_c0_g1	NA	121	0	0	121	230	230	0	0	0	0	0.0	0.0	0.0	0.0	49	47	1	1	0	0	0.02040816	0.02040816	0.02040816	0.02040816
carcharodus_alceae	TRINITY_DN22984_c0_g2(+)	alceae.TRINITY_DN22984_c0_g2	NA	60	0	0	60	109	109	0	0	0	0	0.0	0.0	0.0	0.0	17	16	0	1	0	0	0.0	0.05882353	0.02941176	0.02941176
carcharodus_alceae	TRINITY_DN22985_c0_g2(+)	alceae.TRINITY_DN22985_c0_g2	NA	56	1	0	55	99	95	1	2	1	0	0.02020202	0.03030303	0.02020202	0.02188552	22	21	1	0	0	0	0.04545455	0.0	0.02272727	0.02272727
carcharodus_alceae	TRINITY_DN22986_c1_g1(-)	alceae.TRINITY_DN22986_c1_g1	NA	34	0	0	34	59	56	1	1	1	0	0.03389831	0.03389831	0.02542373	0.02824859	15	15	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22987_c3_g1(+)	alceae.TRINITY_DN22987_c3_g1	OG0001583	235	0	0	235	441	440	0	0	0	1	0.0	0.0	0.00226757	0.00151171	100	97	1	1	1	0	0.02	0.02	0.015	0.01666667
carcharodus_alceae	TRINITY_DN22987_c4_g1(+)	alceae.TRINITY_DN22987_c4_g1	NA	231	0	0	231	440	439	1	0	0	0	0.00227273	0.0	0.00113636	0.00113636	97	96	1	0	0	0	0.01030928	0.0	0.00515464	0.00515464
carcharodus_alceae	TRINITY_DN22987_c4_g2(+)	alceae.TRINITY_DN22987_c4_g2	NA	11	0	0	11	22	22	0	0	0	0	0.0	0.0	0.0	0.0	2	2	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN22988_c0_g1(+)	alceae.TRINITY_DN22988_c0_g1	OG0003180	459	0	0	459	856	856	0	0	0	0	0.0	0.0	0.0	0.0	179	171	5	1	1	1	0.03351955	0.01117318	0.02513966	0.02420856
carcharodus_alceae	TRINITY_DN22989_c0_g2(+)	alceae.TRINITY_DN22989_c0_g2	NA	220	0	0	220	404	403	0	1	0	0	0.0	0.00247525	0.00123762	0.00123762	96	90	3	2	1	0	0.04166667	0.03125	0.03125	0.03298611
carcharodus_alceae	TRINITY_DN22990_c0_g1(+)	alceae.TRINITY_DN22990_c0_g1	NA	318	1	0	317	572	572	0	0	0	0	0.0	0.0	0.0	0.0	173	157	8	7	0	1	0.04624277	0.04046243	0.04913295	0.04720617
carcharodus_alceae	TRINITY_DN22991_c5_g1(+)	alceae.TRINITY_DN22991_c5_g1	NA	62	0	0	62	112	106	3	0	1	2	0.03571429	0.00892857	0.03571429	0.03125	21	20	1	0	0	0	0.04761905	0.0	0.02380952	0.02380952
carcharodus_alceae	TRINITY_DN22994_c1_g1(+)	alceae.TRINITY_DN22994_c1_g1	NA	189	0	0	189	370	370	0	0	0	0	0.0	0.0	0.0	0.0	110	109	0	1	0	0	0.0	0.00909091	0.00454545	0.00454545
carcharodus_alceae	TRINITY_DN22994_c2_g1(+)	alceae.TRINITY_DN22994_c2_g1	NA	398	0	1	397	744	740	1	0	1	2	0.00268817	0.00134409	0.00403226	0.00336022	151	142	3	0	3	3	0.0397351	0.01986755	0.0397351	0.03642384
carcharodus_alceae	TRINITY_DN22995_c0_g2(+)	alceae.TRINITY_DN22995_c0_g2	NA	342	0	1	341	622	619	1	2	0	0	0.00160772	0.00321543	0.00241158	0.00241158	119	110	5	4	0	0	0.04201681	0.03361345	0.03781513	0.03781513
carcharodus_alceae	TRINITY_DN22997_c2_g1(-)	alceae.TRINITY_DN22997_c2_g1	NA	58	1	1	56	97	94	0	2	1	0	0.01030928	0.03092784	0.01546392	0.01718213	34	33	0	1	0	0	0.0	0.02941176	0.01470588	0.01470588
carcharodus_alceae	TRINITY_DN22998_c0_g1(+)	alceae.TRINITY_DN22998_c0_g1	NA	520	0	0	520	993	993	0	0	0	0	0.0	0.0	0.0	0.0	190	179	2	8	0	1	0.01052632	0.04210526	0.03157895	0.02982456
carcharodus_alceae	TRINITY_DN22999_c3_g1(+)	alceae.TRINITY_DN22999_c3_g1	NA	156	0	0	156	289	289	0	0	0	0	0.0	0.0	0.0	0.0	48	47	0	1	0	0	0.0	0.02083333	0.01041667	0.01041667
carcharodus_alceae	TRINITY_DN23000_c4_g1(-)	alceae.TRINITY_DN23000_c4_g1	NA	25	0	1	24	44	40	3	0	1	0	0.09090909	0.02272727	0.04545455	0.04924243	8	8	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23000_c5_g1(+)	alceae.TRINITY_DN23000_c5_g1	NA	498	0	0	498	922	911	7	4	0	0	0.00759219	0.00433839	0.00596529	0.00596529	137	134	0	3	0	0	0.0	0.02189781	0.01094891	0.01094891
carcharodus_alceae	TRINITY_DN23001_c0_g1(+)	alceae.TRINITY_DN23001_c0_g1	NA	12	0	0	12	23	22	0	0	0	1	0.0	0.0	0.04347826	0.02898551	7	7	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23002_c0_g1(+)	alceae.TRINITY_DN23002_c0_g1	NA	327	0	1	326	580	577	2	1	0	0	0.00344828	0.00172414	0.00258621	0.00258621	108	97	5	5	1	0	0.05555556	0.05555556	0.05092593	0.05246914
carcharodus_alceae	TRINITY_DN23003_c5_g1(-)	alceae.TRINITY_DN23003_c5_g1	NA	37	1	1	35	63	60	1	1	1	0	0.03174603	0.03174603	0.02380952	0.02645502	11	11	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23003_c6_g1(+)	alceae.TRINITY_DN23003_c6_g1	NA	194	0	0	194	363	358	0	4	0	1	0.0	0.01101928	0.00826446	0.00734619	67	65	0	2	0	0	0.0	0.02985075	0.01492537	0.01492537
carcharodus_alceae	TRINITY_DN23004_c0_g1(+)	alceae.TRINITY_DN23004_c0_g1	NA	464	0	0	464	920	920	0	0	0	0	0.0	0.0	0.0	0.0	231	229	2	0	0	0	0.00865801	0.0	0.004329	0.004329
carcharodus_alceae	TRINITY_DN23004_c0_g2(+)	alceae.TRINITY_DN23004_c0_g2	NA	463	0	0	463	888	888	0	0	0	0	0.0	0.0	0.0	0.0	232	221	5	4	2	0	0.03017241	0.02586207	0.0237069	0.02514368
carcharodus_alceae	TRINITY_DN23008_c4_g2(-)	alceae.TRINITY_DN23008_c4_g2	NA	35	0	0	35	65	63	1	0	1	0	0.03076923	0.01538462	0.01538462	0.01794872	20	20	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23009_c1_g1(+)	alceae.TRINITY_DN23009_c1_g1	NA	833	0	0	833	1624	1623	0	1	0	0	0.0	0.00061576	0.00030788	0.00030788	490	481	7	2	0	0	0.01428571	0.00408163	0.00918367	0.00918367
carcharodus_alceae	TRINITY_DN23010_c0_g1(+)	alceae.TRINITY_DN23010_c0_g1	NA	171	0	0	171	329	329	0	0	0	0	0.0	0.0	0.0	0.0	90	89	0	1	0	0	0.0	0.01111111	0.00555556	0.00555556
carcharodus_alceae	TRINITY_DN23011_c2_g1(+)	alceae.TRINITY_DN23011_c2_g1	NA	63	0	0	63	116	115	0	1	0	0	0.0	0.00862069	0.00431034	0.00431034	23	22	0	1	0	0	0.0	0.04347826	0.02173913	0.02173913
carcharodus_alceae	TRINITY_DN23011_c4_g2(+)	alceae.TRINITY_DN23011_c4_g2	NA	55	1	1	53	92	84	2	4	2	0	0.04347826	0.06521739	0.04347826	0.04710145	27	25	0	2	0	0	0.0	0.07407407	0.03703704	0.03703704
carcharodus_alceae	TRINITY_DN23014_c1_g1(+)	alceae.TRINITY_DN23014_c1_g1	NA	496	1	0	495	916	909	0	6	0	1	0.0	0.00655022	0.00436681	0.00400291	196	186	0	7	0	3	0.0	0.03571429	0.03316327	0.02806123
carcharodus_alceae	TRINITY_DN23015_c2_g1(-)	alceae.TRINITY_DN23015_c2_g1	NA	46	0	1	45	83	78	3	0	2	0	0.06024096	0.02409639	0.03012048	0.03413654	14	14	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23015_c3_g1(+)	alceae.TRINITY_DN23015_c3_g1	NA	215	0	0	215	417	416	0	0	0	1	0.0	0.0	0.00239808	0.00159872	85	84	0	0	0	1	0.0	0.0	0.01176471	0.00784314
carcharodus_alceae	TRINITY_DN23016_c1_g3(-)	alceae.TRINITY_DN23016_c1_g3	NA	7	0	0	7	13	12	0	1	0	0	0.0	0.07692308	0.03846154	0.03846154	2	2	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23017_c2_g1(+)	alceae.TRINITY_DN23017_c2_g1	NA	110	1	0	109	203	202	1	0	0	0	0.00492611	0.0	0.00246305	0.00246305	54	51	1	2	0	0	0.01851852	0.03703704	0.02777778	0.02777778
carcharodus_alceae	TRINITY_DN23019_c0_g2(+)	alceae.TRINITY_DN23019_c0_g2	NA	278	1	0	277	502	498	1	2	1	0	0.00398406	0.0059761	0.00398406	0.00431607	150	142	5	0	2	1	0.04666667	0.01333333	0.03	0.03
carcharodus_alceae	TRINITY_DN23020_c2_g2(-)	alceae.TRINITY_DN23020_c2_g2	NA	14	0	0	14	22	20	1	0	1	0	0.09090909	0.04545455	0.04545455	0.05303031	7	5	1	0	1	0	0.28571429	0.14285714	0.14285714	0.16666666
carcharodus_alceae	TRINITY_DN23024_c0_g1(+)	alceae.TRINITY_DN23024_c0_g1	NA	131	0	0	131	237	236	1	0	0	0	0.00421941	0.0	0.0021097	0.0021097	81	75	3	2	1	0	0.04938272	0.03703704	0.03703704	0.03909465
carcharodus_alceae	TRINITY_DN23025_c3_g2(+)	alceae.TRINITY_DN23025_c3_g2	NA	96	1	0	95	179	178	0	0	1	0	0.00558659	0.00558659	0.0027933	0.0037244	39	38	0	1	0	0	0.0	0.02564103	0.01282051	0.01282051
carcharodus_alceae	TRINITY_DN23026_c0_g1(+)	alceae.TRINITY_DN23026_c0_g1	NA	311	0	0	311	550	527	0	13	1	9	0.00181818	0.02545455	0.02909091	0.02393939	108	101	0	6	0	1	0.0	0.05555556	0.03703704	0.03395062
carcharodus_alceae	TRINITY_DN23028_c0_g1(-)	alceae.TRINITY_DN23028_c0_g1	NA	42	0	2	40	78	76	0	0	0	2	0.0	0.0	0.02564103	0.01709402	19	19	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23034_c1_g2(+)	alceae.TRINITY_DN23034_c1_g2	NA	333	0	0	333	620	619	1	0	0	0	0.0016129	0.0	0.00080645	0.00080645	173	159	1	4	9	0	0.05780347	0.07514451	0.04046243	0.04913295
carcharodus_alceae	TRINITY_DN23038_c0_g1(+)	alceae.TRINITY_DN23038_c0_g1	NA	230	0	0	230	428	427	0	0	1	0	0.00233645	0.00233645	0.00116822	0.00155763	141	137	3	0	1	0	0.02836879	0.0070922	0.0141844	0.01536643
carcharodus_alceae	TRINITY_DN23039_c0_g1(+)	alceae.TRINITY_DN23039_c0_g1	NA	387	0	0	387	735	732	3	0	0	0	0.00408163	0.0	0.00204082	0.00204082	169	164	2	3	0	0	0.01183432	0.01775148	0.0147929	0.0147929
carcharodus_alceae	TRINITY_DN23040_c1_g1(+)	alceae.TRINITY_DN23040_c1_g1	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	1	1	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23041_c0_g1(+)	alceae.TRINITY_DN23041_c0_g1	OG0003204	412	2	1	409	725	719	2	3	1	0	0.00413793	0.00551724	0.00413793	0.00436781	137	127	4	4	2	0	0.04379562	0.04379562	0.03649635	0.03892944
carcharodus_alceae	TRINITY_DN23042_c1_g1(-)	alceae.TRINITY_DN23042_c1_g1	NA	34	0	0	34	56	51	1	3	1	0	0.03571429	0.07142857	0.04464286	0.04761905	13	12	1	0	0	0	0.07692308	0.0	0.03846154	0.03846154
carcharodus_alceae	TRINITY_DN23042_c1_g2(+)	alceae.TRINITY_DN23042_c1_g2	NA	42	0	2	40	67	63	2	2	0	0	0.02985075	0.02985075	0.02985075	0.02985075	16	14	1	0	1	0	0.125	0.0625	0.0625	0.07291667
carcharodus_alceae	TRINITY_DN23042_c1_g3(+)	alceae.TRINITY_DN23042_c1_g3	NA	368	0	1	367	676	676	0	0	0	0	0.0	0.0	0.0	0.0	163	158	3	0	1	1	0.02453988	0.00613497	0.01840491	0.01738241
carcharodus_alceae	TRINITY_DN23042_c1_g6(-)	alceae.TRINITY_DN23042_c1_g6	NA	7	0	1	6	12	12	0	0	0	0	0.0	0.0	0.0	0.0	3	3	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23043_c3_g3(+)	alceae.TRINITY_DN23043_c3_g3	NA	233	0	0	233	430	430	0	0	0	0	0.0	0.0	0.0	0.0	123	119	3	1	0	0	0.02439024	0.00813008	0.01626016	0.01626016
carcharodus_alceae	TRINITY_DN23043_c3_g4(+)	alceae.TRINITY_DN23043_c3_g4	NA	49	1	0	48	86	85	1	0	0	0	0.01162791	0.0	0.00581395	0.00581395	11	9	0	2	0	0	0.0	0.18181818	0.09090909	0.09090909
carcharodus_alceae	TRINITY_DN23044_c4_g1(+)	alceae.TRINITY_DN23044_c4_g1	NA	48	0	1	47	85	83	1	1	0	0	0.01176471	0.01176471	0.01176471	0.01176471	14	14	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23048_c3_g6(-)	alceae.TRINITY_DN23048_c3_g6	NA	22	0	0	22	33	32	1	0	0	0	0.03030303	0.0	0.01515152	0.01515152	8	6	1	1	0	0	0.125	0.125	0.125	0.125
carcharodus_alceae	TRINITY_DN23049_c0_g1(+)	alceae.TRINITY_DN23049_c0_g1	OG0001660	224	0	0	224	402	402	0	0	0	0	0.0	0.0	0.0	0.0	99	89	3	4	2	1	0.05050505	0.06060606	0.05555556	0.05555556
carcharodus_alceae	TRINITY_DN23049_c0_g2(-)	alceae.TRINITY_DN23049_c0_g2	NA	488	0	0	488	929	929	0	0	0	0	0.0	0.0	0.0	0.0	166	166	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23050_c0_g1(+)	alceae.TRINITY_DN23050_c0_g1	NA	328	2	0	326	611	605	2	2	0	2	0.00327332	0.00327332	0.00654664	0.00545553	138	133	2	1	1	1	0.02173913	0.01449275	0.02173913	0.0205314
carcharodus_alceae	TRINITY_DN23051_c0_g1(+)	alceae.TRINITY_DN23051_c0_g1	NA	215	1	1	213	377	374	1	1	0	1	0.00265252	0.00265252	0.00530504	0.00442087	57	53	2	1	1	0	0.05263158	0.03508772	0.03508772	0.0380117
carcharodus_alceae	TRINITY_DN23054_c2_g2(+)	alceae.TRINITY_DN23054_c2_g2	NA	1	0	0	1	2	2	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	NA	NA	NA	NA
carcharodus_alceae	TRINITY_DN23055_c0_g1(-)	alceae.TRINITY_DN23055_c0_g1	NA	40	0	0	40	72	70	0	1	1	0	0.01388889	0.02777778	0.01388889	0.0162037	11	10	0	0	1	0	0.09090909	0.09090909	0.04545455	0.06060606
carcharodus_alceae	TRINITY_DN23056_c0_g1(-)	alceae.TRINITY_DN23056_c0_g1	NA	18	0	0	18	34	33	0	1	0	0	0.0	0.02941176	0.01470588	0.01470588	4	4	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23056_c2_g1(+)	alceae.TRINITY_DN23056_c2_g1	NA	372	0	0	372	689	689	0	0	0	0	0.0	0.0	0.0	0.0	172	163	2	3	2	2	0.02325581	0.02906977	0.03197674	0.03003876
carcharodus_alceae	TRINITY_DN23057_c3_g1(+)	alceae.TRINITY_DN23057_c3_g1	NA	42	0	1	41	72	65	4	2	1	0	0.06944444	0.04166667	0.04861111	0.05092592	9	9	0	0	0	0	0.0	0.0	0.0	0.0
carcharodus_alceae	TRINITY_DN23058_c0_g3(+)	alceae.TRINITY_DN23058_c0_g3	NA	296	0	0	296	570	570	0	0	0	0	0.0	0.0	0.0	0.0	127	122	1	4	0	0	0.00787402	0.03149606	0.01968504	0.01968504
carcharodus_alceae	TRINITY_DN23059_c2_g1(+)	alceae.TRINITY_DN23059_c2_g1	NA	250	0	0	250	464	464	0	0	0	0	0.0	0.0	0.0	0.0	88	85	1	2	0	0	0.01136364	0.02272727	0.01704545	0.01704545
